event_id	loci	Proximal_Site	TCGA-E9-A1RC-01A-11R-A157-07	TCGA-BH-A18N-01A-11R-A12D-07	TCGA-E9-A1R7-01A-11R-A14M-07	TCGA-GI-A2C9-01A-11R-A21T-07	TCGA-BH-A0AZ-01A-21R-A12P-07	TCGA-BH-A0DH-01A-11R-A084-07	TCGA-BH-A0B8-01A-21R-A056-07	TCGA-BH-A1EV-01A-11R-A137-07	TCGA-E9-A1RH-01A-21R-A169-07	TCGA-E9-A1NA-01A-11R-A144-07	TCGA-BH-A0BM-01A-11R-A056-07	TCGA-E2-A1L7-01A-11R-A144-07	TCGA-BH-A0BV-01A-11R-A00Z-07	TCGA-BH-A18S-01A-11R-A12D-07	TCGA-BH-A0DP-01A-21R-A056-07	TCGA-BH-A0BZ-01A-31R-A12P-07	TCGA-BH-A0H9-01A-11R-A056-07	TCGA-BH-A18P-01A-11R-A12D-07	TCGA-BH-A18U-01A-21R-A12D-07	TCGA-BH-A0BT-01A-11R-A12P-07	TCGA-BH-A0E1-01A-11R-A056-07	TCGA-AC-A23H-01A-11R-A157-07	TCGA-BH-A209-01A-11R-A157-07	TCGA-BH-A0DK-01A-21R-A056-07	TCGA-E9-A1RF-01A-11R-A157-07	TCGA-BH-A203-01A-12R-A169-07	TCGA-BH-A18L-01A-32R-A12D-07	TCGA-A7-A0DC-01A-11R-A00Z-07	TCGA-A7-A0DC-01B-04R-A22O-07	TCGA-AC-A2FF-01A-11R-A17B-07	TCGA-BH-A0AY-01A-21R-A00Z-07	TCGA-BH-A1FC-01A-11R-A13Q-07	TCGA-E2-A153-01A-12R-A12D-07	TCGA-BH-A0BA-01A-11R-A056-07	TCGA-BH-A0E0-01A-11R-A056-07	TCGA-BH-A0DT-01A-21R-A12D-07	TCGA-BH-A18R-01A-11R-A12D-07	TCGA-E9-A1N9-01A-11R-A14D-07	TCGA-E2-A15I-01A-21R-A137-07	TCGA-AC-A2FB-01A-11R-A17B-07	TCGA-BH-A0BQ-01A-21R-A115-07	TCGA-BH-A0B7-01A-12R-A115-07	TCGA-BH-A0C3-01A-21R-A12P-07	TCGA-BH-A18Q-01A-12R-A12D-07	TCGA-E9-A1N6-01A-11R-A144-07	TCGA-BH-A18J-01A-11R-A12D-07	TCGA-E2-A1LB-01A-11R-A144-07	TCGA-A7-A0DB-01A-11R-A277-07	TCGA-A7-A0DB-01A-11R-A00Z-07	TCGA-A7-A0DB-01C-02R-A277-07	TCGA-BH-A1F2-01A-31R-A13Q-07	TCGA-A7-A13G-01B-04R-A22O-07	TCGA-A7-A13G-01A-11R-A13Q-07	TCGA-BH-A0B5-01A-11R-A12P-07	TCGA-BH-A18V-01A-11R-A12D-07	TCGA-BH-A1EN-01A-11R-A13Q-07	TCGA-BH-A18M-01A-11R-A12D-07	TCGA-BH-A0BS-01A-11R-A12P-07	TCGA-BH-A0HA-01A-11R-A12P-07	TCGA-BH-A0DL-01A-11R-A115-07	TCGA-BH-A204-01A-11R-A157-07	TCGA-BH-A1FU-01A-11R-A14D-07	TCGA-A7-A0CE-01A-11R-A00Z-07	TCGA-E2-A15M-01A-11R-A12D-07	TCGA-E9-A1RD-01A-11R-A157-07	TCGA-BH-A0BJ-01A-11R-A056-07	TCGA-BH-A0BW-01A-11R-A115-07	TCGA-BH-A0C0-01A-21R-A056-07	TCGA-BH-A18K-01A-11R-A12D-07	TCGA-E9-A1ND-01A-11R-A144-07	TCGA-BH-A0BC-01A-22R-A084-07	TCGA-BH-A1EU-01A-11R-A137-07	TCGA-A7-A0CH-01A-21R-A00Z-07	TCGA-E9-A1RB-01A-11R-A157-07	TCGA-BH-A208-01A-11R-A157-07	TCGA-BH-A0H5-01A-21R-A115-07	TCGA-BH-A0HK-01A-11R-A056-07	TCGA-E2-A1LS-01A-12R-A157-07	TCGA-E2-A1BC-01A-11R-A12P-07	TCGA-A7-A0D9-01A-31R-A056-07	TCGA-BH-A0DO-01B-11R-A12D-07	TCGA-BH-A0H7-01A-13R-A056-07	TCGA-A7-A13F-01A-11R-A12P-07	TCGA-A7-A13E-01A-11R-A277-07	TCGA-A7-A13E-01B-06R-A277-07	TCGA-A7-A13E-01A-11R-A12P-07	TCGA-BH-A0DZ-01A-11R-A00Z-07	TCGA-E9-A1RI-01A-11R-A169-07	TCGA-E2-A15K-01A-11R-A12P-07	TCGA-BH-A0DG-01A-21R-A12P-07	TCGA-E9-A1NF-01A-11R-A14D-07	TCGA-E2-A1IG-01A-11R-A144-07	TCGA-E2-A158-01A-11R-A12D-07	TCGA-BH-A0AU-01A-11R-A12P-07	TCGA-BH-A1FN-01A-11R-A13Q-07	TCGA-BH-A0DQ-01A-11R-A084-07	TCGA-BH-A0DV-01A-21R-A12P-07	TCGA-E9-A1N5-01A-11R-A14D-07	TCGA-BH-A0DD-01A-31R-A12P-07	TCGA-E2-A1LH-01A-11R-A14D-07	TCGA-E9-A1NG-01A-21R-A14M-07	TCGA-BH-A1EO-01A-11R-A137-07	TCGA-E9-A1N4-01A-11R-A14M-07	TCGA-BH-A1FB-01A-11R-A13Q-07	TCGA-GI-A2C8-01A-11R-A16F-07
NM_024327|ZNF576|chr19|+	chr19:44102982-44105392	44103493	0.25	0.35	0.40	0.23	0.29	0.19	0.36	0.27	0.18	0.18	0.45	0.34	0.26	0.28	0.31	0.27	0.21	0.35	0.38	0.24	0.34	0.22	NA	0.24	0.26	0.28	0.28	0.45	NA	0.34	0.20	0.25	0.26	0.33	0.26	0.29	0.31	NA	0.45	0.35	0.23	0.35	0.26	0.37	0.28	0.28	0.24	0.27	0.32	NA	0.35	NA	0.34	0.26	0.37	0.32	0.30	0.31	0.32	0.37	0.69	0.37	0.42	0.44	0.42	0.37	0.30	0.16	0.38	0.25	0.25	0.54	0.37	0.33	0.48	0.30	0.36	0.65	0.39	0.48	0.35	0.28	0.31	NA	NA	0.26	0.13	0.45	0.24	0.19	0.24	0.29	0.49	0.34	0.23	0.26	0.32	0.31	0.38	0.25	0.33	0.53	0.39	0.46	0.37
NR_033404|BMP1|chr8|+	chr8:22058630-22059314	22058936	0.13	NA	NA	NA	0.09	NA	0.16	0.13	0.08	0.11	0.19	0.13	0.06	NA	0.18	0.10	NA	NA	NA	0.10	0.03	0.08	NA	0.07	0.10	NA	NA	NA	NA	0.30	0.06	NA	0.10	NA	0.05	0.10	NA	NA	NA	NA	0.06	0.14	0.21	NA	0.12	0.10	0.10	NA	0.12	NA	0.16	NA	0.17	0.25	0.13	NA	0.14	NA	0.06	0.22	NA	0.18	0.10	0.17	0.29	0.09	0.15	NA	0.09	0.08	0.08	NA	0.14	0.11	0.09	NA	NA	0.13	0.12	NA	NA	0.05	NA	NA	NA	0.18	0.05	0.24	0.12	0.16	0.11	0.16	NA	0.12	0.13	0.07	0.07	0.15	NA	0.12	0.11	0.15	0.10	0.21	0.22
NM_170665|ATP2A2|chr12|+	chr12:110784005-110788891	110784733	0.17	0.25	0.18	0.21	0.19	0.12	0.28	0.14	0.10	0.14	0.20	0.17	0.19	0.11	0.23	0.16	0.19	0.17	0.12	0.13	0.24	0.14	0.11	0.20	0.20	0.12	0.16	0.26	0.76	0.32	0.18	0.13	0.20	0.17	0.14	0.19	0.17	0.22	0.25	0.28	0.19	0.14	0.15	0.29	0.12	0.17	0.12	0.45	0.20	0.25	0.12	0.60	0.18	0.21	0.15	0.18	0.21	0.17	0.17	0.14	0.18	0.18	0.18	0.16	0.16	0.20	0.16	0.16	0.14	0.13	0.13	0.22	0.20	0.14	0.26	0.20	0.21	0.23	0.18	0.36	0.21	0.22	0.12	0.33	0.19	0.16	0.15	0.19	0.18	0.19	0.16	0.27	0.26	0.18	0.19	0.21	0.32	0.24	0.19	0.19	0.17	0.25	0.19	0.29	0.25
NM_033386|MICALL1|chr22|+	chr22:38336715-38344672	38337978	0.17	0.21	0.23	0.25	0.14	0.11	0.13	NA	0.07	0.13	0.29	0.14	0.15	0.08	0.19	0.07	0.10	0.22	0.21	0.11	0.11	0.11	NA	0.09	0.15	0.21	0.09	0.17	NA	0.27	0.15	0.11	0.15	0.20	0.12	0.22	0.18	0.23	0.40	0.26	0.13	0.17	0.20	0.22	0.10	0.19	0.08	NA	0.20	NA	0.17	NA	0.23	0.18	0.17	0.08	0.21	0.12	0.11	0.05	0.21	0.11	0.22	0.22	0.22	0.16	0.12	0.12	0.15	0.11	0.07	0.38	0.26	0.15	0.20	0.18	0.17	0.43	0.19	0.26	0.28	0.12	0.09	0.31	NA	0.25	0.11	0.26	0.12	0.20	0.07	0.20	0.47	0.21	0.21	0.26	0.12	0.15	0.24	0.28	0.15	0.21	0.16	0.33	0.18
NM_024632|SAP30L|chr5|+	chr5:153835459-153840606	153835656	0.32	0.33	0.43	0.33	0.28	0.21	0.38	0.47	0.27	0.15	0.18	0.35	0.24	0.20	0.30	0.29	0.37	0.41	0.29	0.13	0.18	0.16	0.28	0.19	0.21	0.19	0.46	0.41	NA	0.60	0.17	0.26	0.22	0.30	0.12	0.44	0.40	0.42	0.54	0.48	0.25	0.38	0.28	0.42	0.22	0.17	0.23	0.44	0.33	NA	0.39	0.29	0.40	0.41	0.24	0.47	0.43	0.46	0.07	0.13	0.49	0.32	0.37	0.30	0.35	0.35	0.33	0.19	0.12	0.11	0.22	0.39	0.40	0.29	0.37	0.38	0.30	0.20	0.34	0.35	0.43	0.39	0.15	0.31	NA	0.26	0.21	0.39	0.35	0.28	0.19	0.34	0.40	0.39	0.30	0.32	0.44	0.40	0.48	0.05	0.33	0.59	0.40	0.52	0.46
NM_024594|PANK3|chr5|-	chr5:167975507-167984626	167984113	0.66	0.72	0.71	0.48	0.67	0.44	0.69	0.31	0.40	0.52	0.49	0.61	0.75	0.51	0.63	0.57	0.55	0.58	0.36	0.27	0.69	0.60	0.58	0.61	0.58	0.34	0.62	0.70	NA	0.65	0.48	0.52	0.57	0.62	0.49	0.60	0.45	0.56	0.70	0.70	0.48	0.56	0.41	0.82	0.48	0.45	0.29	0.56	0.41	0.75	0.44	NA	0.67	0.71	0.46	0.64	0.54	0.56	0.34	0.47	0.60	0.49	0.65	0.50	0.46	0.66	0.37	0.28	0.29	0.35	0.39	0.75	0.61	0.51	0.63	0.42	0.68	NA	0.45	0.78	0.60	0.76	0.41	0.73	0.80	0.69	0.38	0.45	0.47	0.53	0.59	0.70	NA	0.68	0.58	0.58	0.59	0.68	0.64	0.58	0.48	0.65	0.61	0.65	0.75
NM_018319|TDP1|chr14|+	chr14:90509413-90511090	90509611	0.34	0.56	0.49	0.45	0.62	0.42	0.48	0.41	0.26	0.32	0.55	0.51	0.47	0.44	0.46	0.37	0.55	0.34	0.38	0.37	0.42	0.30	0.46	0.37	0.37	0.33	0.51	0.60	NA	0.53	0.26	0.44	0.45	0.39	0.27	0.48	0.44	0.44	0.53	0.47	0.39	0.45	0.43	0.58	0.33	0.33	0.33	NA	0.27	NA	0.61	NA	0.52	0.48	0.30	0.27	0.47	0.58	0.58	0.21	0.55	0.29	0.35	0.36	0.40	0.44	0.40	0.38	0.26	0.26	0.41	0.56	0.40	0.42	0.50	0.56	0.52	0.48	0.58	0.55	0.67	0.57	0.45	NA	NA	0.39	0.52	0.77	0.38	0.39	0.44	0.59	0.52	0.62	0.37	0.44	0.43	0.56	0.68	NA	0.37	0.66	0.47	0.52	0.52
NM_024050|DDA1|chr19|+	chr19:17430354-17434419	17431069	0.14	0.15	0.21	0.18	0.12	0.12	0.12	0.17	0.15	0.11	0.12	0.26	0.23	0.11	0.16	0.27	0.18	0.24	0.15	0.12	0.18	0.07	0.27	0.20	0.18	0.14	0.29	0.24	NA	0.42	0.07	0.11	0.22	0.31	0.11	0.32	0.20	0.21	0.30	0.33	0.14	0.17	0.12	0.43	0.10	0.14	0.10	NA	0.14	NA	0.30	NA	0.21	0.28	0.24	0.28	0.25	0.14	0.09	0.16	0.20	0.20	0.33	0.20	0.14	0.12	0.19	0.24	0.10	0.15	0.10	0.27	0.14	0.26	0.21	0.21	0.15	0.24	0.17	0.30	0.29	0.20	0.16	0.20	0.17	0.26	0.15	0.21	0.31	0.12	0.10	0.35	0.49	0.47	0.24	0.24	0.20	0.41	0.34	0.15	0.15	0.31	0.20	0.29	0.22
NM_001144968|NEDD4L|chr18|+	chr18:56063398-56068779	56063772	0.18	0.29	0.27	0.18	0.23	0.14	0.27	0.23	0.11	0.11	0.33	0.16	0.18	0.16	0.27	0.15	0.31	0.15	0.20	0.14	0.17	0.14	0.13	0.25	0.19	0.15	0.30	0.37	0.25	0.30	0.12	0.09	0.22	0.23	NA	0.27	0.20	0.30	0.38	0.35	0.16	0.15	0.17	0.29	0.17	0.14	0.12	0.28	0.20	NA	0.32	0.18	0.21	0.23	0.12	0.25	0.24	0.21	0.12	0.16	0.39	0.16	0.22	0.19	0.21	0.19	0.19	0.17	0.14	0.09	0.12	0.31	0.30	0.18	0.19	0.32	0.26	0.35	0.31	0.33	0.29	0.23	0.17	0.14	NA	0.08	0.18	0.31	0.24	0.13	0.18	0.36	0.24	0.40	0.13	0.32	0.23	0.31	0.26	0.18	0.21	0.33	0.23	0.33	0.30
NM_013325|ATG4B|chr2|+	chr2:242611605-242613256	242612001	0.34	0.49	0.45	0.44	0.37	0.23	0.36	0.43	0.22	0.26	0.40	0.38	0.55	0.31	0.41	0.67	0.53	0.39	0.48	0.44	0.40	0.16	0.40	0.39	0.35	0.22	0.50	0.60	NA	0.44	0.30	0.15	0.52	0.39	0.22	0.46	0.32	0.41	0.46	0.38	0.35	0.43	0.36	0.41	0.37	0.47	0.32	NA	0.34	NA	0.23	NA	0.43	0.42	0.45	0.19	0.36	0.43	0.28	0.23	0.46	0.37	0.46	0.35	0.25	0.31	0.49	0.31	0.41	0.21	0.16	0.29	0.54	0.45	0.36	0.33	0.28	0.28	0.33	0.59	0.34	0.31	0.30	0.40	NA	0.39	0.66	0.36	0.46	0.28	0.35	0.58	0.29	0.71	0.24	0.45	0.63	0.53	0.47	0.40	0.34	0.36	0.35	0.34	0.32
NM_001134232|TMEM106B|chr7|+	chr7:12271462-12276937	12271913	0.23	0.53	0.45	0.53	0.29	0.33	0.39	0.44	0.41	0.22	0.42	0.69	0.41	0.36	0.54	0.37	0.56	0.43	0.40	0.25	0.30	0.33	0.21	0.37	0.24	0.30	0.52	0.51	NA	0.61	0.36	0.41	0.39	0.51	0.25	0.59	0.48	0.46	0.69	0.71	0.38	0.35	0.38	0.53	0.35	0.32	0.23	0.54	0.53	0.59	0.52	0.27	0.54	0.40	0.34	0.48	0.46	0.52	0.34	0.41	0.35	0.35	0.30	0.35	0.30	0.40	0.37	0.53	0.28	0.35	0.47	0.65	0.59	0.33	0.36	0.55	0.54	0.40	0.56	0.49	0.63	0.45	0.45	0.43	0.81	0.33	0.44	0.57	0.45	0.26	0.35	0.45	0.59	0.50	0.52	0.46	0.44	0.44	0.48	0.21	0.35	0.70	0.56	0.66	0.52
NM_001178142|TFDP2|chr3|-	chr3:141663293-141671538	141671356	0.26	0.34	0.33	0.21	0.28	0.15	0.21	0.23	0.23	0.21	0.19	0.21	0.18	0.18	0.21	0.18	0.26	0.23	0.26	0.12	0.17	0.24	0.22	0.18	0.18	0.16	0.17	0.32	NA	0.47	0.23	0.17	0.25	0.32	0.07	0.40	0.26	0.44	0.55	0.45	0.17	0.17	0.28	0.32	0.18	0.23	0.15	0.28	0.25	NA	0.21	0.28	0.26	0.31	0.21	0.17	0.39	0.19	0.11	0.09	0.43	0.27	0.32	0.26	0.24	0.21	0.16	0.17	0.09	0.15	0.18	0.60	0.29	0.33	0.32	0.27	0.30	0.19	0.25	0.37	0.41	0.19	0.15	0.18	NA	0.14	0.13	0.46	0.23	0.26	0.15	0.26	0.38	0.32	0.15	0.38	0.25	0.45	0.39	0.20	0.26	0.51	0.47	0.50	0.34
NM_017653|DYM|chr18|-	chr18:46567856-46570574	46570212	0.23	0.36	0.29	0.35	0.24	0.20	0.33	0.23	0.21	0.18	0.17	0.32	0.33	0.21	0.30	0.19	0.24	0.29	0.31	0.12	0.25	0.20	0.24	0.22	0.32	0.13	0.43	0.44	NA	0.42	0.12	0.25	0.26	0.23	0.10	0.34	0.34	0.38	0.28	0.49	0.17	0.24	0.22	0.41	0.22	0.16	0.17	0.30	0.20	NA	0.25	NA	0.37	0.26	0.21	0.31	0.32	0.25	0.12	0.11	0.37	0.20	0.39	0.32	0.20	0.31	0.46	0.27	0.11	0.14	0.24	0.37	0.25	0.28	0.22	0.27	0.42	0.26	0.19	0.30	0.38	0.39	0.32	0.37	NA	0.29	0.34	0.23	0.20	0.24	0.15	0.43	0.45	0.45	0.26	0.36	0.26	0.41	0.49	0.11	0.25	0.35	0.24	0.40	0.35
NM_001013649|C2orf68|chr2|-	chr2:85831564-85836190	85835462	0.18	0.40	0.26	0.32	0.41	0.17	0.44	0.20	0.15	0.19	0.43	0.28	0.29	0.22	0.40	0.28	0.14	0.30	0.22	0.24	0.34	0.11	0.18	0.35	0.19	0.13	0.15	0.33	NA	0.45	0.16	0.19	0.36	0.33	0.16	0.36	0.29	0.37	0.44	0.31	0.33	0.23	0.29	0.49	0.34	0.24	0.11	NA	0.29	NA	0.34	0.68	0.23	0.42	0.38	0.29	0.35	0.22	0.26	0.15	0.44	0.27	0.19	0.33	0.31	0.34	0.22	0.32	0.23	0.16	0.30	0.58	0.33	0.29	0.50	0.34	0.36	0.70	0.48	0.34	0.53	0.22	0.25	0.35	NA	0.21	0.29	0.27	0.38	0.19	0.29	0.34	0.37	0.40	0.26	0.30	0.45	0.45	0.25	0.35	0.28	0.48	0.37	0.47	0.38
NM_033109|PNPT1|chr2|-	chr2:55861248-55863527	55863377	0.23	0.27	0.37	0.24	0.22	0.16	0.31	0.20	0.09	0.12	0.20	0.21	0.21	0.23	0.24	0.22	0.27	0.27	0.21	0.15	0.26	0.20	0.21	0.23	0.21	0.18	0.29	0.51	NA	0.35	0.10	0.21	0.26	0.27	0.13	0.29	0.28	0.17	0.29	0.37	0.20	0.20	0.17	0.33	0.14	0.15	0.28	0.15	0.14	NA	0.20	NA	0.29	0.26	0.12	0.40	0.23	0.24	0.13	0.16	0.36	0.15	0.24	0.24	0.20	0.24	0.27	0.22	0.10	0.19	0.25	0.37	0.22	0.15	0.25	0.30	0.32	0.34	0.31	0.31	0.25	0.42	0.35	0.07	NA	0.12	0.19	0.23	0.29	0.17	0.18	0.31	0.23	0.37	0.15	0.26	0.20	0.35	0.28	0.19	0.19	0.36	0.23	0.33	0.31
NM_001122681|SH3BP2|chr4|+	chr4:2835423-2842789	2835965	0.33	0.25	NA	0.39	0.21	0.13	0.28	0.28	0.43	0.20	0.15	0.37	0.18	0.08	0.34	0.16	0.18	0.30	0.32	0.10	0.23	0.20	0.47	0.15	0.25	0.31	0.26	0.27	NA	0.57	0.19	0.30	0.15	0.33	0.29	0.35	0.32	0.28	0.52	0.43	0.14	0.24	0.31	0.37	0.18	0.14	0.15	NA	0.21	NA	NA	NA	0.32	0.29	0.43	0.20	0.33	0.28	0.07	0.23	0.52	0.31	0.48	0.41	0.32	0.26	0.52	0.23	0.17	0.19	0.17	0.60	0.21	0.42	0.32	0.27	0.26	0.26	0.26	0.59	0.53	0.34	0.19	0.51	NA	0.45	0.09	0.37	0.23	0.24	0.14	0.26	0.76	0.41	0.55	0.33	0.14	0.33	0.44	0.15	0.17	0.29	0.26	0.63	0.51
NM_001145646|APH1B|chr15|+	chr15:63597812-63601332	63598064	0.52	0.73	0.73	0.52	0.37	0.35	0.56	0.58	0.25	0.24	0.32	NA	0.61	0.60	0.60	0.20	0.71	0.61	NA	0.23	0.36	NA	0.34	NA	0.25	NA	0.83	0.74	NA	0.67	0.30	NA	0.44	0.64	NA	0.58	NA	NA	0.79	0.69	0.41	0.45	0.44	NA	NA	0.39	0.27	0.54	0.41	NA	0.38	NA	0.65	0.62	NA	0.44	0.68	0.62	0.14	0.19	0.87	NA	0.56	0.62	0.58	0.56	0.67	0.32	0.14	0.27	0.38	0.80	0.62	0.59	NA	0.53	NA	NA	0.65	0.61	0.68	0.43	0.28	0.33	NA	0.30	NA	0.63	0.43	0.34	0.26	0.49	NA	0.71	0.43	0.69	0.40	0.73	0.59	0.08	0.56	0.64	0.68	0.73	0.70
NM_014630|ZNF592|chr15|+	chr15:85345093-85349573	85346393	0.33	0.45	0.47	0.34	0.35	0.26	0.44	0.34	0.27	0.20	0.48	0.27	0.40	0.37	0.40	0.31	0.50	0.46	0.59	0.29	0.38	0.30	0.31	0.34	0.28	0.37	0.48	0.56	NA	0.51	0.24	0.28	0.40	0.52	0.16	0.44	0.45	0.46	0.47	0.55	0.29	0.36	0.31	0.49	0.34	0.23	0.19	NA	0.29	NA	NA	NA	0.32	0.48	0.27	0.31	0.48	0.42	0.23	0.18	0.79	0.34	0.29	0.51	0.51	0.36	0.41	0.29	0.36	0.27	0.23	0.64	0.37	0.37	0.47	0.37	0.54	NA	0.48	0.49	0.63	0.44	0.35	0.38	NA	0.24	0.28	0.49	0.38	0.36	0.22	0.52	0.43	0.42	0.53	0.46	0.35	0.42	0.48	0.27	0.29	0.57	0.33	0.55	0.58
NM_152734|C6orf89|chr6|+	chr6:36891122-36897482	36892289	0.36	0.78	0.70	0.53	0.62	0.37	0.67	0.52	0.34	0.43	0.61	0.77	0.66	0.37	0.63	0.47	0.68	0.74	0.46	0.40	0.70	0.52	0.59	0.67	0.64	0.59	0.62	0.91	NA	0.79	0.51	0.38	0.52	0.59	0.32	0.75	0.72	0.81	0.79	0.79	0.51	0.53	0.52	0.79	0.56	0.49	0.56	0.49	0.51	NA	0.67	0.90	0.68	0.69	0.45	0.58	0.64	0.60	0.54	0.29	0.72	0.55	0.74	0.62	0.49	0.56	0.64	0.60	0.35	0.42	0.45	0.76	0.64	0.58	0.60	0.72	0.68	0.69	0.73	0.93	0.80	0.67	0.50	0.34	NA	0.29	0.52	0.82	0.67	0.50	0.46	0.83	0.65	0.73	0.59	0.66	0.62	0.75	0.72	0.48	0.53	0.67	0.72	0.79	0.68
NM_001777|CD47|chr3|-	chr3:107762175-107766139	107765961	0.19	0.24	0.18	0.18	0.26	0.08	0.24	0.24	0.08	0.10	0.13	0.16	0.20	0.17	0.15	0.15	0.25	0.27	0.24	0.12	0.10	0.16	0.15	0.17	0.13	0.12	0.31	0.38	0.32	0.37	0.08	0.16	0.21	0.21	0.05	0.25	0.25	0.31	0.28	0.29	0.10	0.22	0.13	0.35	0.19	0.12	0.09	0.15	0.09	0.51	0.22	0.26	0.20	0.27	0.14	0.22	0.29	0.13	0.09	0.06	0.38	0.24	0.18	0.25	0.15	0.19	0.25	0.16	0.09	0.09	0.11	0.32	0.16	0.14	0.27	0.21	0.23	0.29	0.29	0.20	0.23	0.18	0.12	0.14	0.50	0.12	0.18	0.36	0.16	0.16	0.18	0.34	0.32	0.39	0.15	0.26	0.29	0.36	0.30	0.08	0.23	0.33	0.21	0.31	0.27
NM_002111|HTT|chr4|+	chr4:3241572-3245757	3242333	0.25	0.28	0.31	0.14	0.22	0.22	0.55	0.13	0.17	0.27	0.32	0.24	0.24	0.12	0.24	0.16	0.32	0.50	0.27	0.10	0.39	0.19	0.30	0.26	0.28	0.24	0.25	0.23	NA	0.61	0.20	0.13	0.17	0.30	0.13	0.33	0.18	0.30	0.47	0.42	0.16	0.27	0.17	0.33	0.15	0.27	0.10	NA	0.29	NA	NA	NA	0.24	0.33	0.21	0.27	0.34	0.31	0.14	0.12	0.93	0.30	0.36	0.36	0.34	0.28	0.20	0.18	0.22	0.15	0.17	0.63	0.23	0.36	0.32	0.30	0.41	NA	0.38	0.63	0.38	0.30	0.10	NA	NA	0.17	0.25	0.30	0.24	0.17	0.11	0.23	0.37	0.27	0.24	0.28	0.31	0.40	0.40	0.11	0.19	0.38	0.18	0.38	0.39
NM_014244|ADAMTS2|chr5|-	chr5:178537837-178541325	178540884	0.83	NA	0.86	0.83	0.80	0.78	0.72	0.83	0.90	0.89	0.70	0.86	0.81	NA	0.84	0.84	0.80	0.75	0.81	0.80	0.79	0.86	0.86	0.72	0.81	0.89	NA	NA	NA	0.81	0.87	0.88	0.74	0.83	NA	0.84	0.86	0.82	0.92	0.80	0.81	0.81	0.81	NA	0.87	0.81	0.88	0.74	0.79	NA	0.70	0.72	0.82	0.80	0.77	0.85	0.78	NA	0.93	0.83	0.80	0.86	0.92	0.86	0.86	0.79	0.77	0.69	0.84	0.83	0.85	0.83	0.90	0.91	0.86	0.88	0.61	NA	0.89	0.85	0.71	0.85	0.81	0.76	NA	0.85	0.82	0.94	0.91	0.78	0.83	0.87	NA	0.85	0.82	0.90	0.77	0.84	0.78	0.70	0.81	0.82	0.86	0.86	0.81
NM_001110792|MECP2|chrX|-	chrX:153286955-153296901	153295771	0.41	0.53	0.64	0.22	0.49	0.42	0.68	0.45	0.36	0.41	0.26	0.49	0.43	0.18	0.44	0.24	0.58	0.54	0.47	0.13	0.40	0.31	0.59	0.33	0.32	0.42	0.80	0.63	NA	0.90	0.28	0.29	0.29	0.45	0.17	0.56	0.62	0.54	0.77	0.88	0.24	0.46	0.46	0.68	0.26	0.53	0.13	0.48	0.48	NA	NA	NA	0.42	0.57	0.48	0.47	0.71	0.59	0.15	0.16	NA	0.54	0.64	0.66	0.68	0.60	0.32	0.37	0.31	0.22	0.32	0.93	0.42	0.78	0.62	0.35	0.46	NA	0.54	0.78	0.72	0.67	0.40	0.47	NA	0.61	0.17	0.73	0.27	0.60	0.15	0.36	0.57	0.75	0.71	0.52	0.39	0.71	0.74	0.12	0.22	0.84	0.41	0.82	0.74
NM_001256828|SMG6|chr17|-	chr17:1961548-1964916	1963186	0.24	0.15	NA	0.24	0.68	0.17	0.15	NA	NA	0.44	0.68	0.49	0.27	0.18	0.55	0.50	0.17	0.22	NA	0.34	0.30	0.22	0.34	0.61	0.38	0.45	NA	0.12	NA	0.63	0.65	NA	0.63	0.49	0.39	0.54	0.29	0.31	0.47	0.52	0.71	0.60	0.65	0.31	0.43	0.59	0.12	NA	0.41	NA	NA	NA	0.18	0.61	0.46	0.29	0.44	0.17	0.69	0.61	NA	0.34	0.14	0.51	0.26	0.45	NA	0.23	0.58	0.28	0.51	0.62	0.21	0.41	0.72	0.45	0.49	NA	0.57	0.21	0.54	0.61	0.42	NA	NA	0.19	0.49	0.62	0.31	0.45	0.68	0.53	0.53	0.41	NA	0.52	0.66	0.63	0.24	0.58	0.57	0.66	0.41	0.56	0.59
NM_144498|OSBPL2|chr20|+	chr20:60868840-60871356	60869910	0.36	0.57	0.42	0.42	0.65	0.49	0.31	0.41	0.42	0.44	0.60	0.69	0.52	0.47	0.49	0.48	0.54	0.66	0.40	0.57	0.53	0.50	0.54	0.56	0.59	0.70	0.37	0.51	NA	0.78	0.49	0.34	0.60	0.50	0.33	0.84	0.40	0.50	0.62	0.72	0.70	0.51	0.45	0.60	0.49	0.50	0.52	0.50	0.62	NA	0.71	0.45	0.49	0.58	0.42	0.50	0.62	0.59	0.67	0.48	1.00	0.57	0.46	0.46	0.99	0.44	0.54	0.37	0.60	0.60	0.67	0.84	0.52	0.41	0.68	0.65	0.50	0.90	0.55	0.64	0.58	0.41	0.53	0.37	NA	0.44	0.46	0.84	0.58	0.50	0.69	0.64	0.55	0.42	0.44	0.70	0.75	0.41	0.26	0.67	0.59	0.89	0.44	0.73	0.44
