event_id	loci	Proximal_Site	TCGA-77-8008-01A-21R-2187-07	TCGA-51-4081-01A-01R-1100-07	TCGA-90-6837-01A-11R-1949-07	TCGA-56-8201-01A-11R-2247-07	TCGA-77-7138-01A-41R-2045-07	TCGA-22-5482-01A-01R-1635-07	TCGA-51-4079-01A-01R-1100-07	TCGA-56-8083-01A-11R-2247-07	TCGA-77-7338-01A-11R-2045-07	TCGA-56-7731-01A-11R-2125-07	TCGA-77-7335-01A-11R-2045-07	TCGA-33-6737-01A-11R-1820-07	TCGA-58-8386-01A-11R-2296-07	TCGA-56-8623-01A-11R-A28V-07	TCGA-85-7710-01A-11R-2125-07	TCGA-22-4609-01A-21R-2125-07	TCGA-43-6647-01A-11R-1820-07	TCGA-22-5472-01A-01R-1635-07	TCGA-77-7337-01A-21R-2045-07	TCGA-43-7657-01A-31R-2125-07	TCGA-22-5481-01A-31R-1949-07	TCGA-22-5478-01A-01R-1635-07	TCGA-22-5483-01A-01R-1820-07	TCGA-22-5489-01A-01R-1635-07	TCGA-77-7142-01A-11R-2045-07	TCGA-43-7658-01A-11R-2125-07	TCGA-56-7582-01A-11R-2045-07	TCGA-43-6143-01A-11R-1820-07	TCGA-39-5040-01A-21R-2125-07	TCGA-43-3394-01A-01R-0980-07	TCGA-56-8309-01A-11R-2296-07	TCGA-22-5491-01A-01R-1635-07	TCGA-90-7767-01A-11R-2125-07	TCGA-92-7340-01A-21R-2045-07	TCGA-43-6773-01A-41R-1949-07	TCGA-56-7730-01A-11R-2125-07	TCGA-34-8454-01A-11R-2326-07	TCGA-33-4587-01A-11R-2125-07	TCGA-43-6771-01A-11R-1820-07	TCGA-60-2709-01A-21R-1820-07	TCGA-56-7580-01A-11R-2045-07	TCGA-77-8007-01A-11R-2187-07	TCGA-56-7823-01B-11R-2247-07	TCGA-51-4080-01A-01R-1100-07	TCGA-43-5670-01A-21R-2125-07	TCGA-22-4593-01A-21R-1820-07	TCGA-56-7579-01A-11R-2045-07	TCGA-22-5471-01A-01R-1635-07	TCGA-34-7107-01A-11R-1949-07	TCGA-56-8082-01A-11R-2247-07	TCGA-56-7222-01A-11R-2045-07
NM_001202470|RPS10-NUDT3|chr6|-	chr6:34247437-34256708	34256218	0.20	0.21	0.13	0.19	0.13	0.14	0.12	0.11	0.27	0.11	0.04	0.08	0.28	0.25	0.26	0.18	0.25	0.25	0.18	0.22	0.04	0.10	0.10	0.22	0.12	0.13	0.24	0.17	0.19	0.09	0.15	0.08	0.11	0.10	0.14	0.06	0.19	0.14	0.24	0.26	0.10	0.17	0.11	0.11	0.08	0.25	0.10	0.05	0.17	0.10	0.10
NM_153188|TNPO1|chr5|+	chr5:72204535-72210226	72206047	0.48	0.55	0.37	0.68	0.53	0.39	0.41	0.37	0.58	0.48	0.52	0.35	0.63	0.95	0.51	0.60	0.49	0.52	0.58	0.49	0.35	0.22	0.35	0.37	0.39	0.60	0.58	0.29	0.59	0.48	0.79	0.31	0.50	0.41	0.66	0.45	0.67	0.40	0.47	0.75	0.44	0.70	0.36	0.48	0.15	0.36	0.45	0.30	0.46	0.35	0.51
NM_014547|TMOD3|chr15|+	chr15:52200972-52207902	52204217	0.21	0.13	0.33	0.20	0.16	0.16	0.10	0.11	0.15	0.18	0.18	0.21	0.15	0.28	0.08	0.14	0.19	0.26	0.08	0.14	0.17	0.17	0.18	0.16	0.14	0.09	0.16	0.08	0.13	0.18	0.25	0.14	0.07	0.14	0.26	0.13	0.24	0.17	0.15	0.16	0.20	0.13	0.14	0.08	0.14	0.24	0.14	0.22	0.18	0.12	0.09
NM_001198681|LEPROT|chr1|+	chr1:65897485-65901700	65899344	0.33	0.41	0.49	0.42	0.24	0.38	0.33	0.32	0.47	0.43	0.70	0.53	0.39	0.52	0.23	0.33	0.28	0.56	0.21	0.40	0.56	0.50	0.28	0.32	0.31	0.43	0.43	0.24	0.33	0.27	0.46	0.20	0.27	0.39	0.42	0.78	0.42	0.54	0.23	0.47	0.65	0.27	0.40	0.25	0.28	0.41	0.36	0.68	0.45	0.31	0.30
NM_001083924|C1orf116|chr1|-	chr1:207191662-207196825	207194104	0.37	0.37	0.46	NA	0.65	0.52	0.56	NA	0.61	0.61	NA	0.36	0.48	0.77	0.30	0.49	0.40	0.64	0.33	NA	NA	NA	NA	0.53	0.68	NA	0.44	NA	NA	0.45	0.62	0.43	NA	0.57	NA	0.46	NA	NA	0.26	0.55	NA	0.17	NA	NA	NA	0.31	0.38	NA	NA	NA	0.46
NM_001135570|C12orf73|chr12|-	chr12:104344547-104345408	104345121	NA	0.23	NA	0.36	0.24	0.27	0.21	0.28	0.33	0.37	0.30	0.25	0.29	0.37	NA	0.19	NA	0.33	0.32	0.39	0.26	0.23	0.18	0.32	0.27	0.35	0.30	0.27	0.29	0.28	0.33	0.20	0.29	0.29	0.33	0.31	0.24	0.28	NA	0.23	0.52	0.38	0.19	0.21	0.49	0.33	0.23	0.25	0.29	0.19	0.29
NR_033393|TROVE2|chr1|+	chr1:193053708-193064115	193054732	0.49	0.53	NA	0.51	0.41	0.46	0.46	0.28	0.57	0.40	0.33	0.39	0.43	NA	0.58	0.50	0.45	0.60	0.25	0.49	0.32	0.47	0.43	0.42	0.34	0.60	0.55	0.19	0.54	0.41	0.57	0.27	0.30	0.41	0.63	0.47	0.59	0.55	0.37	0.49	0.56	0.51	0.35	0.33	0.24	0.52	0.46	0.33	0.36	0.42	0.44
NM_000856|GUCY1A3|chr4|+	chr4:156651181-156658201	156651809	0.38	0.41	0.29	0.40	NA	0.31	0.33	NA	0.50	0.41	0.38	NA	NA	0.52	NA	0.48	0.39	0.40	0.39	NA	NA	0.33	0.33	0.35	0.44	NA	0.45	0.36	NA	NA	0.40	NA	0.48	0.43	0.46	NA	0.44	NA	0.40	0.47	0.43	0.32	0.25	0.36	NA	0.41	0.36	0.25	NA	NA	NA
NM_024300|CHCHD7|chr8|+	chr8:57129889-57131150	57130039	0.38	0.46	0.29	0.34	0.31	0.64	0.57	0.46	0.45	0.34	0.25	0.24	0.44	0.77	0.46	0.47	0.42	0.62	0.28	0.45	0.61	0.52	0.31	0.41	0.24	0.71	0.31	0.21	0.55	0.34	0.64	0.43	0.46	0.34	0.35	0.35	0.56	0.58	0.37	0.58	0.27	0.53	0.16	0.28	0.20	0.53	0.32	0.15	0.25	0.44	0.34
NM_018128|TSR1|chr17|-	chr17:2225557-2227668	2227394	0.44	0.39	0.38	0.34	0.39	0.45	0.40	0.35	0.40	0.40	0.53	0.31	0.40	0.65	0.44	0.48	0.44	0.51	0.32	0.37	0.37	0.37	0.39	0.38	0.31	0.44	0.38	0.25	0.45	0.26	0.45	0.35	0.33	0.31	0.45	0.41	0.43	0.36	0.38	0.44	0.32	0.43	0.34	0.30	0.34	0.33	0.27	0.25	0.33	0.43	0.41
NM_012081|ELL2|chr5|-	chr5:95220801-95224691	95223186	0.25	0.21	0.37	0.31	0.23	0.33	0.17	NA	0.32	0.32	0.31	0.17	0.24	0.53	0.25	0.28	0.26	0.30	0.11	0.42	NA	0.29	0.24	0.27	0.18	NA	0.27	0.19	0.22	0.19	0.35	0.15	0.20	0.19	0.27	0.35	0.40	NA	0.14	0.33	0.50	0.27	0.10	0.23	0.20	0.40	0.15	0.20	0.28	0.17	0.17
NM_012218|ILF3|chr19|+	chr19:10799854-10803082	10800442	0.39	0.47	0.58	0.32	0.39	0.41	0.38	0.37	0.54	0.43	0.25	0.32	0.46	0.61	0.44	0.46	0.34	0.45	0.30	0.32	0.29	0.57	0.41	0.29	0.37	0.53	0.46	0.43	0.57	0.28	0.42	0.34	0.37	0.35	0.49	0.45	0.36	0.62	0.58	0.40	0.43	0.27	0.30	0.45	0.29	0.48	0.45	0.26	0.39	0.27	0.29
NM_080591|PTGS1|chr9|+	chr9:125154467-125158004	125155535	0.34	NA	0.32	0.27	0.21	0.24	NA	0.45	0.33	0.27	NA	NA	0.59	0.60	0.21	0.36	0.37	0.40	0.32	NA	NA	0.37	0.30	0.29	NA	0.62	NA	0.40	NA	NA	0.39	NA	0.27	0.39	0.45	NA	0.38	NA	0.21	0.39	NA	0.36	NA	NA	NA	0.45	NA	0.24	NA	NA	0.43
NM_053043|RBM33|chr7|+	chr7:155567686-155574193	155570406	0.48	0.54	NA	NA	NA	NA	NA	0.33	0.30	NA	NA	0.31	0.51	0.72	0.48	0.41	0.26	0.46	0.05	NA	NA	0.23	0.21	0.28	0.27	0.53	0.30	0.38	0.40	NA	0.72	NA	0.17	NA	0.25	0.81	0.37	0.57	NA	0.48	0.69	0.40	0.28	0.19	NA	NA	0.40	NA	0.28	0.54	0.30
NM_006190|ORC2|chr2|-	chr2:201773685-201776110	201775461	0.33	0.43	0.38	0.46	0.39	0.41	0.27	0.37	0.46	0.38	0.41	0.28	0.41	0.50	0.40	0.47	NA	0.50	0.27	0.54	0.45	0.30	0.31	0.33	0.35	0.52	0.38	0.22	0.33	0.38	0.55	0.34	0.37	0.39	NA	0.54	0.36	0.45	0.44	0.32	0.47	0.39	0.29	0.35	0.46	0.34	0.42	0.32	0.34	0.35	0.39
NM_024529|CDC73|chr1|+	chr1:193219805-193223933	193219980	0.37	0.46	0.28	0.44	0.30	0.31	0.39	0.25	0.39	0.33	0.45	0.25	0.43	0.54	0.30	0.37	0.36	0.36	0.30	0.33	0.28	0.22	0.35	0.33	0.35	0.40	0.51	0.24	0.30	0.32	0.42	0.31	0.29	0.36	0.44	0.38	0.34	0.27	0.28	0.42	0.37	0.31	0.29	0.40	0.31	0.29	0.29	0.22	0.29	0.37	0.42
NM_002265|KPNB1|chr17|+	chr17:45759769-45762164	45760951	0.30	0.17	0.27	0.27	0.17	0.25	0.19	0.12	0.26	0.18	0.28	0.23	0.22	0.36	0.20	0.21	0.26	0.23	0.21	0.31	0.35	0.17	0.18	0.19	0.12	0.49	0.18	0.09	0.23	0.15	0.30	0.11	0.19	0.19	0.38	0.14	0.28	0.25	0.17	0.15	0.24	0.30	0.10	0.13	0.25	0.25	0.15	0.13	0.16	0.11	0.32
NM_004520|KIF2A|chr5|+	chr5:61681310-61682550	61682066	0.31	0.38	0.31	0.51	0.44	0.35	0.32	0.47	0.51	0.37	NA	0.39	0.37	0.53	0.31	0.45	0.39	0.48	0.40	0.40	0.39	0.27	0.34	0.35	0.42	0.37	0.48	0.29	0.35	0.37	0.32	0.35	0.41	0.46	0.37	0.54	0.38	0.32	0.27	0.50	0.46	0.28	0.45	0.52	0.41	0.35	0.35	0.53	0.30	0.38	0.41
NM_003079|SMARCE1|chr17|-	chr17:38783981-38785245	38785054	0.41	0.44	0.28	0.38	0.43	0.39	0.45	0.29	0.45	0.42	0.62	0.20	0.31	0.40	0.37	0.44	0.39	0.56	0.50	0.38	0.32	0.24	0.29	0.29	0.42	0.52	0.38	0.22	0.29	0.30	0.43	0.28	0.26	0.55	0.39	0.22	0.38	0.34	0.37	0.34	0.47	0.35	0.27	0.47	0.38	0.41	0.37	0.25	0.22	0.38	0.15
NM_024345|DCAF10|chr9|+	chr9:37861136-37868039	37861955	0.31	0.43	0.21	0.31	0.24	0.32	0.32	0.32	0.46	0.37	0.51	0.25	0.24	0.54	0.34	0.52	0.34	0.48	0.32	0.33	0.22	0.20	0.33	0.31	0.31	0.49	0.54	0.23	0.44	0.32	0.35	0.31	0.33	0.25	0.32	0.38	0.34	0.27	0.22	0.41	0.45	0.32	0.28	0.59	0.25	0.33	0.20	0.20	0.37	0.37	0.35
NM_181787|DPY19L4|chr8|+	chr8:95801973-95806078	95803923	0.60	0.79	NA	0.82	0.57	0.88	0.67	0.47	0.48	NA	NA	0.72	NA	NA	0.34	0.69	0.52	0.96	0.30	0.62	NA	0.83	0.74	0.48	0.59	0.51	0.60	0.25	0.48	0.74	0.71	0.77	0.37	0.40	0.86	NA	0.66	0.57	NA	0.73	0.94	0.62	0.92	0.45	0.36	0.67	0.69	NA	0.84	0.59	0.68
NM_007110|TEP1|chr14|-	chr14:20833821-20836718	20836542	0.50	0.51	NA	0.47	0.54	0.58	NA	0.26	0.62	0.30	0.43	0.28	0.57	0.62	0.43	NA	0.49	0.67	0.34	NA	0.57	0.29	0.48	NA	0.47	0.61	0.44	0.24	0.48	0.59	NA	NA	0.54	0.31	NA	0.36	NA	0.48	0.31	NA	NA	0.47	0.27	0.34	0.31	0.49	0.35	0.27	0.47	0.55	0.45
NR_033404|BMP1|chr8|+	chr8:22058630-22059314	22058936	0.14	0.23	0.14	0.09	0.12	0.12	0.14	0.25	0.21	0.07	0.09	0.17	0.24	0.87	0.18	0.22	0.11	0.33	0.07	0.08	NA	0.09	0.12	0.11	0.13	NA	NA	0.39	0.19	NA	0.10	NA	0.11	0.07	0.07	0.30	0.16	0.21	0.10	0.21	0.15	0.15	0.12	NA	0.08	0.08	0.11	0.12	0.17	0.29	0.14
NM_001537|HSBP1|chr16|+	chr16:83845025-83846593	83845232	0.32	0.26	0.25	0.31	0.17	0.30	0.27	0.28	0.41	0.27	0.25	0.18	0.37	0.38	0.24	0.25	0.37	0.38	0.28	0.28	0.30	0.26	0.21	0.37	0.30	0.39	0.24	0.20	0.21	0.28	0.45	0.17	0.23	0.25	0.30	0.17	0.47	0.32	0.16	0.36	0.36	0.20	0.18	0.25	0.29	0.36	0.27	0.15	0.33	0.23	0.21
NM_018279|TMEM19|chr12|+	chr12:72094611-72097852	72095768	0.64	0.43	0.63	0.52	0.45	0.49	0.49	0.37	0.51	0.59	0.62	0.61	0.61	0.69	0.32	0.49	0.49	0.55	0.33	0.49	0.82	0.49	0.53	0.40	0.43	0.49	0.44	0.35	0.52	0.46	0.60	0.54	0.36	0.63	0.64	0.59	0.49	0.44	NA	0.54	0.49	0.68	0.34	0.43	0.47	0.53	0.49	0.38	0.39	0.45	0.50
NM_000240|MAOA|chrX|+	chrX:43603613-43606072	43603949	0.49	0.43	0.49	NA	0.37	0.50	0.48	0.41	0.53	0.44	0.32	0.30	0.47	0.67	0.51	0.52	0.45	0.57	0.42	0.57	NA	0.39	0.31	0.60	0.54	0.54	0.45	0.35	0.67	0.34	0.58	0.33	0.49	0.45	0.60	0.47	0.50	NA	0.29	0.50	0.47	0.47	0.29	0.51	0.30	0.52	0.34	0.35	0.38	0.45	0.55
NM_016277|RAB23|chr6|-	chr6:57050453-57055398	57053645	0.17	0.20	0.18	0.23	0.17	0.14	0.19	0.13	0.21	0.22	0.41	0.21	0.15	0.34	0.10	0.19	0.15	0.19	0.14	0.22	0.11	0.09	0.11	0.18	0.13	NA	0.17	0.07	NA	0.13	0.11	0.06	0.10	0.14	0.17	0.22	0.14	0.08	NA	0.20	0.22	0.17	0.21	NA	0.18	0.13	0.09	NA	0.23	0.06	0.11
NM_203458|NOTCH2NL|chr1|+	chr1:145281954-145284622	145282104	0.14	0.24	0.09	0.09	0.04	0.07	0.07	0.10	0.20	0.07	0.03	0.04	0.17	0.14	0.23	0.19	0.08	0.17	0.07	0.09	0.05	0.05	0.12	0.07	0.16	0.18	0.13	0.06	0.22	0.05	0.10	0.05	0.09	0.11	0.08	0.11	0.12	0.18	0.06	0.08	0.11	0.15	0.07	0.11	0.05	0.13	0.07	0.03	0.09	0.19	0.16
NM_020156|C1GALT1|chr7|+	chr7:7283154-7288247	7283846	0.29	0.25	0.22	0.26	0.10	0.19	0.15	0.26	0.36	0.23	0.14	0.10	0.31	0.38	0.26	0.32	0.26	0.30	0.22	0.36	0.17	0.17	0.22	0.24	0.20	0.29	0.35	0.37	0.36	0.31	0.22	0.18	0.29	0.23	0.28	0.15	0.32	0.31	0.20	0.30	0.37	0.34	0.16	0.28	0.13	NA	0.20	0.13	NA	0.29	0.21
NM_006218|PIK3CA|chr3|+	chr3:178951881-178957897	178952591	0.23	0.35	0.29	0.29	0.21	0.30	0.30	0.26	0.34	0.23	0.15	0.21	0.31	0.49	0.21	0.30	0.27	0.26	0.20	0.34	0.20	0.22	0.23	0.25	0.28	0.36	0.37	0.21	0.29	0.28	0.30	0.28	0.26	0.21	0.34	0.29	0.26	0.24	0.21	0.38	0.24	0.30	0.22	0.32	0.27	0.25	0.19	0.20	0.26	0.29	0.40
NM_001162916|TYW3|chr1|+	chr1:75229577-75232344	75230036	0.30	0.56	0.24	0.38	0.30	0.41	0.41	0.36	0.57	0.30	0.26	0.27	0.42	0.61	NA	0.58	0.53	0.61	0.32	0.33	NA	0.26	0.40	0.41	0.38	0.72	0.58	0.29	0.34	0.15	0.52	0.36	0.38	0.29	0.45	0.35	0.51	0.30	0.31	0.42	0.35	0.43	0.30	0.47	0.13	0.39	0.24	0.25	0.39	0.38	0.37
NM_170665|ATP2A2|chr12|+	chr12:110784005-110788883	110784733	0.20	0.18	0.19	0.15	0.14	0.20	0.11	0.17	0.23	0.16	0.15	0.11	0.34	0.33	0.18	0.23	0.15	0.21	0.10	0.23	0.15	0.13	0.11	0.18	0.11	0.14	0.12	0.15	0.20	0.16	0.19	0.11	0.16	0.10	0.29	0.13	0.24	0.15	0.16	0.19	0.19	0.21	0.13	0.19	0.10	0.30	0.15	0.15	0.22	0.17	0.11
NM_012474|UCK2|chr1|+	chr1:165876920-165880838	165877273	0.21	0.28	0.19	0.10	0.29	0.31	0.19	0.20	0.25	0.16	0.05	0.10	0.23	NA	0.37	0.33	0.30	0.35	0.19	0.30	0.37	0.18	0.27	0.22	0.26	0.47	0.30	0.20	0.28	0.18	0.38	0.20	0.22	0.10	0.27	0.05	0.38	0.34	0.19	0.18	0.23	0.26	0.13	0.32	0.08	0.28	0.12	0.08	0.24	0.13	0.19
NM_004804|CIAO1|chr2|+	chr2:96936848-96939878	96937180	0.31	0.47	0.37	0.25	0.24	0.36	0.38	0.32	0.53	0.35	0.47	0.25	0.36	0.53	0.37	0.54	0.36	0.47	0.26	0.40	0.35	0.24	0.34	0.33	0.53	0.66	0.52	0.27	0.39	0.37	0.49	0.31	0.40	0.29	0.45	0.34	0.39	0.48	0.20	0.39	0.44	0.34	0.36	0.45	0.21	0.28	0.37	0.20	0.36	0.35	0.44
NM_016422|RNF141|chr11|-	chr11:10533175-10536613	10536338	0.40	0.71	0.33	0.47	0.41	0.49	0.77	0.54	0.76	0.59	0.37	0.37	0.50	0.73	0.67	0.75	0.47	0.77	0.69	0.66	0.59	0.40	0.50	0.57	0.60	0.87	0.77	0.46	0.71	0.63	0.66	0.51	0.66	0.44	0.56	0.58	0.37	0.71	0.37	0.68	0.69	0.59	0.57	0.75	0.49	0.61	0.54	0.44	0.51	0.78	0.75
NM_024583|SCRN3|chr2|+	chr2:175292440-175294780	175292878	0.45	0.32	0.26	0.22	0.23	0.48	0.41	0.43	0.49	0.27	0.20	0.23	0.45	0.45	0.37	0.40	NA	0.42	0.16	0.32	0.43	0.40	0.29	0.32	0.29	0.35	0.34	0.20	NA	0.32	0.47	0.24	0.33	0.40	NA	0.35	0.31	0.30	0.40	NA	0.32	0.46	0.32	0.43	0.18	0.36	0.21	0.25	0.41	0.46	0.19
NM_005669|REEP5|chr5|-	chr5:112212103-112214532	112214382	0.18	0.31	0.15	0.20	0.10	0.15	0.22	0.21	0.32	0.18	0.19	0.15	0.27	0.28	0.16	0.24	0.16	0.26	0.15	0.17	0.17	0.18	0.19	0.22	0.23	0.40	0.28	0.10	0.25	0.20	0.28	0.20	0.27	0.16	0.19	0.31	0.28	0.25	0.16	0.20	0.23	0.19	0.20	0.24	0.09	0.30	0.24	0.14	0.27	0.28	0.34
NM_020347|LZTFL1|chr3|-	chr3:45865509-45867824	45867507	0.48	0.44	0.47	0.58	0.39	0.44	0.46	0.56	0.62	0.42	0.53	NA	0.53	0.70	0.40	0.55	0.45	0.53	0.49	0.46	0.42	0.36	0.45	0.43	0.36	0.59	NA	0.36	0.41	0.44	0.60	0.41	0.42	0.50	0.60	0.33	0.59	0.52	0.44	0.62	0.56	0.50	0.27	0.43	0.27	0.56	NA	0.26	0.32	0.43	0.47
NM_020123|TM9SF3|chr10|-	chr10:98277903-98282087	98280488	0.11	0.14	0.23	0.13	0.05	0.13	0.11	0.13	0.22	0.12	0.26	0.09	0.21	0.31	0.09	0.14	0.10	0.15	0.06	0.23	0.13	0.09	0.11	0.16	0.08	0.14	0.17	0.08	0.11	0.18	0.16	0.08	0.10	0.14	0.17	0.15	0.20	0.13	0.07	0.19	0.19	0.09	0.11	0.14	0.06	0.17	0.11	0.17	0.13	0.13	0.10
NM_005885|MARCH6|chr5|+	chr5:10433705-10437966	10433923	0.28	0.42	0.22	0.29	0.23	0.27	0.41	0.22	0.45	0.28	0.21	0.21	0.34	0.42	0.30	0.40	0.23	0.40	0.33	0.28	0.24	0.22	0.39	0.31	0.38	0.40	0.47	0.10	0.33	0.33	0.34	0.34	0.26	0.25	0.42	0.32	0.32	0.32	0.20	0.38	0.38	0.28	0.35	0.49	0.20	0.30	0.25	0.24	0.35	0.36	0.44
NM_001167856|SBNO1|chr12|-	chr12:123773641-123780597	123779258	0.36	0.20	0.36	0.13	0.14	0.24	0.17	0.19	0.33	0.18	0.08	0.11	0.23	0.31	0.22	0.23	0.20	0.24	0.08	0.43	0.13	0.17	0.15	0.17	0.15	0.28	0.28	0.19	0.24	0.21	0.32	0.12	0.11	0.08	0.39	0.11	0.25	0.33	0.14	0.20	0.26	0.26	0.13	0.18	0.07	0.32	0.18	0.19	0.22	0.18	0.22
NM_201430|RTN3|chr11|+	chr11:63525627-63530298	63527179	0.19	0.14	0.18	0.17	0.09	0.11	0.08	0.16	0.14	0.14	0.12	0.07	0.17	0.09	0.08	0.15	0.19	0.15	0.06	0.23	0.06	0.12	0.04	0.07	0.12	0.06	0.09	0.09	0.05	0.18	0.13	0.09	0.11	0.16	0.13	0.10	0.07	0.10	0.12	0.11	0.26	0.09	0.12	0.08	0.26	0.13	0.09	0.09	0.16	0.25	0.10
NM_018981|DNAJC10|chr2|+	chr2:183641847-183644557	183642673	0.32	0.39	0.27	0.44	0.36	0.29	0.38	0.30	0.43	0.36	0.61	0.25	0.37	0.44	0.27	0.28	0.26	0.39	0.30	0.37	0.22	0.22	0.29	0.30	0.37	0.31	0.43	0.26	0.26	0.37	0.41	0.27	0.27	0.44	0.40	0.31	0.37	0.30	0.33	0.35	0.51	0.33	0.32	0.26	0.34	0.33	0.43	0.24	0.32	0.30	0.38
NM_018299|UBE2W|chr8|-	chr8:74699831-74706350	74705377	0.27	0.35	0.20	0.37	0.32	0.28	0.24	0.23	0.35	0.27	0.41	0.23	0.34	0.42	0.30	0.27	0.24	0.32	0.23	0.40	0.35	0.19	0.31	0.27	0.37	0.43	0.42	0.27	0.27	0.24	0.31	0.23	0.27	0.30	0.42	0.39	0.31	0.26	0.20	0.33	0.44	0.24	0.27	0.40	0.26	0.25	0.25	0.31	0.26	0.39	0.36
NM_052950|WDFY2|chr13|+	chr13:52333875-52340944	52334093	0.19	0.35	0.36	0.23	0.22	0.25	0.29	0.19	0.40	0.21	0.15	0.25	0.51	NA	0.37	0.45	0.43	0.44	0.22	0.27	NA	0.21	NA	NA	0.25	NA	0.41	0.21	0.35	0.30	0.48	0.27	NA	0.17	0.53	0.30	0.35	0.34	0.28	0.37	0.25	0.34	NA	0.30	0.14	NA	0.22	0.12	0.37	0.24	0.38
NM_024632|SAP30L|chr5|+	chr5:153835459-153840593	153835656	0.32	0.27	0.12	0.26	0.12	0.27	0.17	0.32	0.35	0.20	0.09	0.08	0.19	0.35	0.34	0.32	0.28	0.34	0.24	0.30	0.24	0.24	0.21	0.32	0.32	0.48	0.38	0.17	0.24	0.19	0.26	0.17	0.23	0.20	0.25	0.09	0.35	0.27	0.23	0.25	0.23	0.19	0.19	0.31	0.11	0.28	0.09	0.08	0.29	0.23	0.23
NM_015556|SIPA1L1|chr14|+	chr14:72205734-72207747	72206037	0.17	0.15	0.12	0.17	0.09	0.12	0.18	0.24	0.24	0.14	0.11	0.08	0.17	0.34	0.18	0.17	0.17	0.17	0.12	0.13	0.14	0.11	0.15	NA	0.11	0.33	0.09	0.07	0.21	0.14	0.25	0.10	0.18	0.10	NA	0.10	0.21	0.21	0.17	0.26	0.13	0.28	0.07	0.18	0.11	0.21	0.10	0.07	0.09	0.21	0.14
NM_022100|MRPS14|chr1|-	chr1:174980587-174983987	174983649	0.13	0.13	0.11	0.09	0.06	0.09	0.08	0.15	0.14	0.09	0.12	0.07	0.15	0.25	0.10	0.14	0.15	0.20	0.07	0.12	0.09	0.10	0.08	0.11	0.11	0.17	0.14	0.09	0.13	0.09	0.14	0.05	0.10	0.09	0.10	0.10	0.13	0.16	0.07	0.16	0.11	0.14	0.06	0.07	0.05	0.13	0.08	0.05	0.10	0.10	0.08
NM_130834|OPA1|chr3|+	chr3:193412394-193415569	193412751	0.38	0.77	0.54	0.47	0.37	0.44	0.61	0.47	0.64	0.45	0.40	0.35	0.46	0.67	0.42	0.54	0.47	0.54	0.39	0.53	0.70	0.44	0.52	0.53	0.39	0.82	0.51	0.37	0.50	0.44	0.57	0.39	0.47	0.45	0.69	0.72	0.51	0.57	0.45	0.62	0.52	0.47	0.48	0.49	0.38	0.51	0.32	0.41	0.44	0.66	0.61
NM_024594|PANK3|chr5|-	chr5:167975510-167984626	167984010	0.52	0.62	NA	0.59	0.32	0.59	0.38	0.30	0.70	0.38	0.20	0.48	0.68	0.72	0.65	0.62	0.55	0.68	0.31	0.55	0.38	0.40	0.40	0.47	0.37	0.73	0.68	0.52	0.55	0.28	0.60	0.27	0.29	0.36	NA	0.39	0.56	0.52	0.51	0.56	0.31	0.56	0.30	0.52	0.14	0.52	0.33	0.26	0.47	0.60	0.52
NM_018319|TDP1|chr14|+	chr14:90509413-90511093	90509611	NA	0.27	0.28	0.29	0.27	0.36	0.36	0.34	0.35	0.27	0.31	0.16	0.34	0.41	0.45	NA	NA	0.44	0.32	0.35	0.43	0.23	0.24	NA	0.29	0.50	0.28	0.17	0.40	0.33	NA	0.36	0.27	0.24	NA	0.24	0.39	0.34	0.27	NA	0.28	0.30	0.29	0.40	0.22	0.34	0.24	0.30	0.29	0.33	0.33
NM_001037174|ARL5A|chr2|-	chr2:152653226-152659838	152657578	0.25	0.18	0.37	0.19	0.19	0.28	0.13	0.18	0.28	0.15	0.15	0.24	0.24	0.26	0.29	0.22	0.16	0.23	0.15	0.30	0.25	0.26	0.12	0.22	0.10	0.24	0.19	0.15	0.17	0.16	0.21	0.13	0.18	0.19	0.25	0.22	0.31	0.29	0.20	0.26	0.19	0.21	0.12	0.14	0.06	0.33	0.21	0.24	0.15	0.21	0.18
NM_019009|TOLLIP|chr11|-	chr11:1295601-1298483	1297937	0.47	0.51	0.49	0.38	0.74	0.42	0.54	0.33	0.76	0.38	0.48	0.37	0.50	0.57	0.51	0.51	0.29	0.49	0.44	0.61	0.37	0.34	0.53	0.39	0.58	0.54	0.58	0.42	0.43	0.50	0.46	0.40	0.41	0.38	0.44	0.41	0.46	0.46	0.36	0.33	0.50	0.33	0.38	0.40	0.33	0.49	0.41	0.37	0.45	0.27	0.44
NM_138799|MBOAT2|chr2|-	chr2:8992818-8999034	8998289	0.19	0.22	0.19	0.14	0.12	0.27	0.13	0.26	0.38	0.14	0.07	0.10	0.32	0.33	0.30	0.24	0.20	0.24	0.17	0.31	0.11	0.14	0.17	0.24	0.18	0.33	0.23	0.18	0.23	0.18	0.20	0.11	0.18	0.10	0.29	0.15	0.24	0.27	0.12	0.23	NA	0.22	0.11	0.26	0.09	0.30	0.14	0.06	0.23	0.19	0.29
