event_id	loci	Proximal_Site	TCGA-DI-A2QU-01A-11R-A18M-07	TCGA-AX-A2HC-01A-11R-A17B-07	TCGA-E6-A1M0-01A-11R-A144-07	TCGA-AX-A2HD-01A-21R-A17B-07	TCGA-AX-A1CK-01A-11R-A137-07	TCGA-AX-A2HA-01A-12R-A18M-07	TCGA-AX-A1CI-01A-11R-A137-07	TCGA-BK-A0CB-01A-32R-A104-07	TCGA-BG-A2AD-01A-21R-A16F-07	TCGA-AX-A0J0-01A-11R-A109-07	TCGA-AJ-A3NH-01A-11R-A22K-07	TCGA-BK-A4ZD-01A-11R-A27V-07	TCGA-AX-A1CF-01A-11R-A137-07	TCGA-DI-A2QY-01A-12R-A19W-07	TCGA-AJ-A3NC-01A-11R-A22K-07	TCGA-BG-A3EW-01A-11R-A22K-07	TCGA-AJ-A3NE-01A-11R-A22K-07	TCGA-BK-A13C-01A-11R-A118-07	TCGA-AX-A2H8-01A-11R-A17B-07	TCGA-AX-A05Y-01A-11R-A00V-07	TCGA-AX-A0IZ-01A-11R-A118-07	TCGA-BG-A3PP-01A-11R-A22K-07	TCGA-AJ-A2QL-01A-11R-A18M-07
NM_006628|ARPP19|chr15|-	chr15:52839230-52844301	52843401	0.29	0.86	0.56	0.56	NA	0.35	NA	0.34	0.77	0.66	0.48	0.64	0.72	NA	0.70	0.81	0.73	0.84	0.63	0.37	0.49	0.35	0.62
NM_005349|RBPJ|chr4|+	chr4:26432313-26436634	26432796	0.20	0.74	0.42	0.72	0.11	0.26	0.17	0.09	0.75	0.55	0.51	0.82	0.35	0.08	0.51	0.74	0.66	0.58	0.54	0.16	0.15	0.29	0.57
NM_020122|KCMF1|chr2|+	chr2:85280270-85282802	85280837	0.10	0.22	0.05	0.09	0.08	0.10	0.11	0.09	0.12	0.05	0.18	0.09	0.08	0.09	0.09	0.13	0.11	0.12	0.12	0.06	0.09	0.07	0.11
NM_005801|EIF1|chr17|+	chr17:39847033-39847881	39847222	0.22	0.74	0.48	0.37	0.17	0.33	0.24	0.38	0.46	0.38	0.57	0.32	0.32	0.25	0.31	0.50	0.40	0.47	0.38	0.46	0.29	0.34	0.31
NM_001142416|AIMP1|chr4|+	chr4:107268682-107270367	107268878	0.14	0.52	0.27	0.23	0.10	0.25	0.25	0.12	0.33	0.31	0.26	0.18	0.20	0.23	0.14	0.29	0.26	0.40	0.23	0.08	0.21	0.09	0.28
NM_004707|ATG12|chr5|-	chr5:115163907-115167560	115167279	0.50	0.44	0.40	0.45	0.39	0.40	0.46	0.30	0.56	0.28	0.41	0.43	0.24	0.36	0.52	0.46	0.42	0.44	0.34	NA	0.62	0.30	0.38
NM_012247|SEPHS1|chr10|-	chr10:13359427-13361356	13361154	0.47	0.36	0.38	0.32	0.35	0.51	0.66	0.27	0.31	0.33	0.43	0.36	0.12	0.33	0.58	0.36	0.39	0.51	0.25	0.09	0.47	0.23	0.39
NM_017872|THG1L|chr5|+	chr5:157166328-157168447	157166733	NA	0.19	0.16	NA	NA	NA	NA	0.12	0.17	NA	NA	NA	NA	NA	0.24	0.39	0.31	0.17	NA	0.14	0.14	0.17	0.23
NM_015578|LSM14A|chr19|+	chr19:34718269-34720211	34718870	0.39	0.77	0.43	0.34	0.40	0.51	0.49	0.33	0.47	0.18	0.36	0.34	0.47	0.43	0.37	0.28	0.35	0.47	0.74	NA	0.50	0.32	0.49
NM_007107|SSR3|chr3|-	chr3:156257915-156261058	156260852	0.27	0.67	0.36	0.42	0.21	0.37	0.27	0.21	0.58	0.53	0.49	0.40	0.43	0.18	0.38	0.55	0.41	0.47	0.41	0.18	0.25	0.28	0.44
NM_001142673|ATG13|chr11|+	chr11:46693804-46696100	46694541	0.56	0.66	0.59	0.61	0.54	0.70	0.62	0.67	0.58	0.58	0.60	0.60	0.51	0.40	0.75	0.53	0.56	0.80	0.49	0.61	0.54	0.47	0.54
NM_001146214|TBC1D15|chr12|+	chr12:72316762-72318099	72317026	0.28	0.19	0.24	0.21	0.22	0.39	0.47	0.07	0.21	0.24	0.43	0.43	0.11	0.48	0.54	0.38	0.36	0.32	0.31	0.02	0.51	0.26	0.24
NM_020846|SLAIN2|chr4|+	chr4:48424027-48428179	48424474	0.37	0.62	0.53	0.43	0.26	NA	0.31	NA	0.48	0.58	0.45	0.58	0.40	0.27	0.35	0.46	0.52	0.41	0.57	NA	0.24	0.54	0.30
NM_018839|NSFL1C|chr20|-	chr20:1422806-1424556	1424215	0.09	0.25	0.19	0.17	0.08	0.10	0.19	0.07	0.16	0.16	0.17	0.29	0.11	0.10	0.22	0.25	0.26	0.23	0.16	0.06	0.11	0.16	0.19
NM_006166|NFYB|chr12|-	chr12:104511437-104513547	104513366	0.27	0.33	0.19	0.23	0.27	0.26	0.35	0.19	0.37	0.20	0.23	0.17	0.17	0.27	0.23	0.20	0.23	0.26	0.31	NA	0.29	0.25	0.34
NM_013319|UBIAD1|chr1|+	chr1:11345700-11348470	11346113	0.37	0.36	0.38	0.30	0.32	NA	0.48	0.34	0.30	0.54	NA	0.60	0.20	0.32	NA	0.48	0.50	0.50	0.38	0.08	0.30	0.49	0.35
NM_015556|SIPA1L1|chr14|+	chr14:72205734-72207763	72206037	0.07	NA	0.15	0.14	0.03	0.05	0.09	0.09	0.17	0.26	0.26	0.16	0.10	0.08	0.12	0.19	0.20	0.21	0.19	0.07	0.05	0.13	0.22
NM_014445|SERP1|chr3|-	chr3:150259803-150262285	150262044	0.32	0.37	0.33	0.39	0.15	0.34	0.23	0.18	0.41	0.42	0.44	0.46	0.18	0.17	0.40	0.37	0.41	0.30	0.43	0.23	0.20	0.24	0.33
NM_001134671|DERL1|chr8|-	chr8:124025569-124027825	124027538	0.68	0.82	0.92	0.61	0.42	0.57	0.52	0.28	0.82	0.60	0.98	0.96	0.46	0.32	0.89	0.83	0.73	0.92	0.56	0.54	0.34	0.57	0.57
NM_001143970|CDYL|chr6|+	chr6:4954131-4955781	4954430	0.39	0.59	0.62	0.34	NA	0.49	NA	0.33	0.63	0.40	0.64	0.65	NA	0.38	0.72	0.43	0.51	0.66	0.49	NA	0.35	0.38	NA
NM_005253|FOSL2|chr2|+	chr2:28634796-28640200	28635802	0.34	NA	0.56	0.63	0.47	0.56	0.51	0.44	0.89	0.46	0.47	0.83	0.56	0.12	0.82	0.64	0.64	0.83	0.65	0.38	0.47	0.53	0.68
NM_153188|TNPO1|chr5|+	chr5:72204535-72210217	72206399	NA	0.64	0.44	0.33	0.12	0.32	NA	NA	0.55	0.49	0.22	0.58	NA	NA	0.34	0.40	0.45	0.69	0.36	NA	0.14	0.14	0.35
NM_130834|OPA1|chr3|+	chr3:193412394-193415586	193412701	0.47	0.64	0.50	0.45	NA	0.58	NA	NA	NA	0.69	0.56	0.49	0.44	0.49	0.64	0.54	0.54	0.52	0.54	NA	0.64	0.32	0.68
NM_031490|LONP2|chr16|+	chr16:48385491-48390714	48385845	0.33	0.70	0.47	0.45	0.32	0.34	NA	NA	NA	0.52	0.54	0.49	0.68	0.33	0.46	0.57	0.52	0.59	0.50	NA	0.33	0.29	0.45
NM_014730|MLEC|chr12|+	chr12:121134118-121139692	121134378	0.27	0.84	0.55	0.75	0.06	0.25	0.16	0.26	0.83	0.65	0.40	0.48	0.71	0.06	0.60	0.72	0.64	0.83	0.65	0.26	0.12	0.27	0.39
NM_002585|PBX1|chr1|+	chr1:164815820-164821097	164816253	0.21	0.81	NA	0.60	0.15	0.24	NA	NA	0.68	0.84	0.77	0.88	0.58	0.07	0.80	NA	0.81	0.75	0.71	0.45	0.38	0.16	0.60
NM_017653|DYM|chr18|-	chr18:46567859-46570574	46570207	0.09	0.53	0.25	0.16	0.08	0.06	0.13	0.15	0.28	0.23	0.32	0.22	0.31	0.08	0.16	0.22	0.20	0.29	0.14	0.27	0.09	0.10	0.18
NM_178335|CCDC50|chr3|+	chr3:191109529-191114912	191109928	0.18	0.46	0.08	0.17	0.12	0.17	0.14	0.13	0.15	0.13	0.18	0.15	NA	0.08	0.13	0.17	0.16	0.20	0.16	NA	0.11	0.05	0.10
NM_006246|PPP2R5E|chr14|-	chr14:63838065-63842826	63840747	NA	0.50	0.23	0.16	NA	NA	NA	NA	0.21	0.11	0.19	0.12	NA	NA	0.22	0.21	0.26	0.37	NA	NA	NA	0.17	0.31
NM_033416|IMP4|chr2|+	chr2:131103928-131105385	131104161	0.34	0.60	0.37	0.34	0.17	0.29	0.30	0.14	0.43	0.41	0.40	0.44	0.17	0.16	0.35	0.37	0.36	0.40	0.38	0.14	0.24	0.27	0.54
NM_145687|MAP4K4|chr2|+	chr2:102507627-102511156	102507890	0.30	0.41	0.33	0.23	0.19	0.19	0.43	0.21	0.28	0.22	0.25	0.31	0.16	0.14	0.31	0.30	0.30	0.38	0.27	0.17	0.19	0.14	0.26
NM_003118|SPARC|chr5|-	chr5:151041001-151043160	151042084	0.28	0.16	0.23	0.12	0.54	0.29	0.26	0.33	0.17	0.19	0.16	0.23	0.15	0.67	0.19	0.10	0.16	0.23	0.13	0.26	0.65	0.31	0.25
NM_007007|CPSF6|chr12|+	chr12:69663291-69668108	69663595	0.16	0.28	0.15	0.14	0.11	0.09	0.13	0.08	0.31	0.16	0.14	0.22	0.16	0.07	0.15	0.12	0.14	0.23	0.18	0.10	0.07	0.09	0.15
NM_004331|BNIP3L|chr8|+	chr8:26267879-26270655	26268401	0.43	0.62	0.64	0.46	0.29	0.40	0.42	0.37	0.61	0.76	0.60	0.71	0.39	0.33	0.66	0.65	0.48	0.71	0.52	0.38	0.45	0.48	0.52
NM_021259|TMEM8A|chr16|-	chr16:420807-422283	421914	0.59	0.57	0.59	0.51	0.72	0.62	0.81	0.57	0.40	0.85	0.54	0.20	0.30	0.64	0.74	0.61	0.62	0.63	0.84	0.20	0.69	0.59	0.41
NR_033361|TMCC1|chr3|-	chr3:129366619-129370638	129369552	NA	NA	NA	0.27	NA	NA	NA	NA	0.42	0.21	0.43	0.54	0.38	NA	NA	0.34	0.41	0.41	0.40	0.16	NA	NA	0.46
NM_004849|ATG5|chr6|-	chr6:106632354-106634551	106633840	0.22	0.37	0.23	0.20	NA	0.31	NA	NA	0.22	0.10	0.28	0.30	0.20	NA	0.37	0.22	0.24	0.36	0.21	NA	0.61	0.14	0.24
NM_001546|ID4|chr6|+	chr6:19839440-19842444	19840863	NA	0.41	0.31	0.26	NA	0.12	0.26	0.15	0.34	0.25	0.22	0.17	NA	0.13	0.18	0.21	0.21	0.35	0.15	NA	0.12	NA	0.27
NM_003348|UBE2N|chr12|-	chr12:93802138-93803855	93803186	0.28	0.28	0.24	0.21	0.16	0.16	0.25	0.29	0.22	0.23	0.29	0.28	0.20	0.34	0.23	0.24	0.23	0.32	0.24	0.14	0.15	0.18	0.26
NM_005339|UBE2K|chr4|+	chr4:39779979-39784408	39780223	0.20	0.48	0.31	0.28	0.11	0.13	0.18	0.14	0.33	0.40	0.35	0.30	0.32	0.09	0.31	0.35	0.40	0.37	0.16	0.20	0.13	0.15	0.23
NM_004238|TRIP12|chr2|-	chr2:230628569-230632466	230631954	0.05	0.25	0.09	0.08	0.05	0.04	0.07	0.05	0.11	0.06	0.07	0.10	0.09	0.03	0.08	0.10	0.11	0.10	0.16	0.08	0.04	0.06	0.09
NM_002293|LAMC1|chr1|+	chr1:183111668-183114748	183112108	0.27	0.81	0.52	0.59	0.13	0.41	0.30	0.37	0.61	0.47	0.46	0.56	0.38	0.10	0.47	0.47	0.61	0.56	0.45	0.42	0.26	0.19	0.50
NM_173517|VKORC1L1|chr7|+	chr7:65419060-65424552	65419660	0.25	0.84	0.53	0.45	0.29	0.28	NA	NA	0.61	0.41	0.45	0.65	NA	0.18	0.50	0.57	0.47	0.62	0.51	NA	0.18	0.53	0.56
NM_025160|WDR26|chr1|-	chr1:224572830-224577562	224576950	0.19	0.32	0.22	0.16	0.18	0.26	0.35	0.18	0.25	0.22	0.16	0.28	0.17	0.20	0.33	0.25	0.21	0.34	0.43	0.13	0.20	0.22	0.26
NM_001031695|RBFOX2|chr22|-	chr22:36134756-36140296	36140113	0.16	0.67	0.40	0.44	NA	0.11	0.16	0.25	0.49	0.46	0.39	0.34	NA	0.06	0.42	0.53	0.46	NA	0.30	NA	0.15	0.15	0.31
NM_174921|C4orf34|chr4|-	chr4:39548389-39553778	39553124	NA	NA	NA	0.61	NA	0.44	0.47	NA	0.81	NA	0.48	0.56	0.71	0.22	0.50	0.49	0.46	0.75	NA	NA	0.33	0.32	0.71
NM_001035235|SRA1|chr5|-	chr5:139929656-139930496	139930115	0.28	0.29	0.24	0.23	0.27	0.18	0.43	0.30	0.27	0.19	0.38	0.29	0.22	0.49	0.33	0.25	0.21	0.25	0.29	0.21	0.32	0.19	0.29
NM_006197|PCM1|chr8|+	chr8:17885145-17886530	17885348	0.06	0.34	0.10	0.16	0.06	0.07	0.07	0.04	0.13	0.10	0.12	0.11	0.11	0.06	0.10	0.15	0.14	0.12	0.14	0.03	0.04	0.06	0.09
