event_id	loci	Proximal_Site	TCGA-DI-A2QU-01A-11R-A18M-07	TCGA-AX-A2HC-01A-11R-A17B-07	TCGA-E6-A1M0-01A-11R-A144-07	TCGA-AX-A2HD-01A-21R-A17B-07	TCGA-AX-A1CK-01A-11R-A137-07	TCGA-AX-A2HA-01A-12R-A18M-07	TCGA-AX-A1CI-01A-11R-A137-07	TCGA-BK-A0CB-01A-32R-A104-07	TCGA-BG-A2AD-01A-21R-A16F-07	TCGA-AX-A0J0-01A-11R-A109-07	TCGA-AJ-A3NH-01A-11R-A22K-07	TCGA-BK-A4ZD-01A-11R-A27V-07	TCGA-AX-A1CF-01A-11R-A137-07	TCGA-DI-A2QY-01A-12R-A19W-07	TCGA-AJ-A3NC-01A-11R-A22K-07	TCGA-BG-A3EW-01A-11R-A22K-07	TCGA-AJ-A3NE-01A-11R-A22K-07	TCGA-BK-A13C-01A-11R-A118-07	TCGA-AX-A2H8-01A-11R-A17B-07	TCGA-AX-A05Y-01A-11R-A00V-07	TCGA-AX-A0IZ-01A-11R-A118-07	TCGA-BG-A3PP-01A-11R-A22K-07	TCGA-AJ-A2QL-01A-11R-A18M-07
NM_005729|PPIF|chr10|+	chr10:81113462-81115088	81114343	0.38	0.45	0.27	0.24	0.72	0.69	0.83	0.48	0.38	0.22	0.45	0.22	0.44	0.91	0.48	0.31	0.39	0.50	0.68	0.39	0.86	0.61	0.57
NM_018003|UACA|chr15|-	chr15:70946984-70949466	70949316	0.10	0.28	0.08	0.09	0.07	0.12	0.14	0.08	0.17	0.10	0.14	0.17	0.06	0.09	0.20	NA	0.24	NA	0.16	0.02	0.11	0.09	0.11
NM_001177|ARL1|chr12|-	chr12:101786891-101789448	101789250	0.45	0.49	0.36	0.47	0.38	0.61	0.46	0.41	0.54	0.42	0.44	0.55	0.33	0.24	0.50	0.41	0.44	0.52	0.47	0.23	0.43	0.39	0.56
NM_005828|DCAF7|chr17|+	chr17:61666361-61671654	61666599	0.31	0.65	0.30	0.68	0.22	0.24	0.22	0.22	0.60	0.43	0.65	0.55	0.42	0.06	0.62	0.76	0.74	0.72	0.57	0.27	0.19	0.46	0.58
NM_182498|ZNF428|chr19|-	chr19:44111524-44112259	44112109	0.40	0.35	0.63	0.38	0.50	0.72	0.47	0.61	0.32	0.39	0.33	0.35	0.61	0.39	0.34	0.29	0.32	0.50	0.70	0.64	0.57	0.33	0.31
NR_033268|NUDT16|chr3|+	chr3:131102005-131107650	131102258	0.12	0.33	NA	0.47	0.16	0.12	0.14	0.10	0.52	0.29	0.27	0.19	0.20	0.08	0.24	0.35	0.27	0.19	0.19	0.27	0.09	0.21	0.18
NM_001135937|SMAD2|chr18|-	chr18:45364206-45368321	45367765	0.21	0.20	0.18	0.15	0.14	0.19	0.18	0.12	0.19	0.18	0.22	0.19	0.21	0.21	0.18	0.19	0.20	0.18	0.20	0.07	0.13	0.21	0.21
NM_001206652|SH3GLB1|chr1|+	chr1:87208810-87213851	87209212	0.06	0.59	0.12	0.17	0.04	0.06	0.07	0.10	0.29	0.09	0.15	0.13	0.15	0.04	0.14	0.26	0.22	0.20	0.13	0.09	0.06	0.05	0.12
NM_016094|COMMD2|chr3|-	chr3:149456255-149459505	149458612	NA	0.83	0.38	0.26	NA	NA	NA	NA	0.57	0.25	0.26	0.33	NA	NA	0.47	0.34	0.43	NA	0.28	NA	0.23	0.20	0.35
NM_032582|USP32|chr17|-	chr17:58254565-58256789	58256509	0.19	NA	0.31	0.29	0.17	0.25	0.47	0.15	NA	0.41	0.40	0.51	0.21	0.12	0.40	0.35	0.39	NA	NA	0.09	0.24	0.22	0.39
NM_170708|LMNA|chr1|+	chr1:156108870-156109876	156109451	0.85	0.72	0.90	0.63	1.00	0.93	1.00	1.00	0.56	0.83	0.88	0.81	0.87	1.00	0.96	0.78	0.69	0.84	0.84	1.00	1.00	0.94	0.74
NM_004109|FDX1|chr11|+	chr11:110333077-110334854	110333935	NA	NA	0.17	0.18	NA	0.13	NA	NA	0.22	0.13	0.18	NA	NA	0.26	0.15	0.16	0.20	0.26	0.11	NA	0.16	0.19	0.24
NM_001537|HSBP1|chr16|+	chr16:83845025-83846603	83845245	0.18	0.38	0.27	0.37	0.13	0.18	0.24	0.22	0.43	0.28	0.45	0.28	0.28	0.18	0.33	0.51	0.40	0.32	0.33	0.29	0.22	0.20	0.23
NM_005008|NHP2L1|chr22|-	chr22:42069950-42071199	42070893	0.30	0.38	0.45	0.33	0.18	0.18	0.29	0.27	0.37	0.39	0.40	0.30	0.21	0.19	0.33	0.41	0.39	0.39	0.40	0.56	0.18	0.40	0.25
NM_023012|RSRC2|chr12|-	chr12:122989276-122990253	122990047	0.83	0.57	0.53	0.51	0.83	0.86	1.00	0.76	0.68	0.38	0.50	0.43	0.56	0.99	0.63	0.39	0.43	0.71	0.80	0.14	0.94	0.65	0.82
NM_005333|HCCS|chrX|+	chrX:11139731-11141192	11139943	0.50	NA	0.29	0.43	0.50	NA	NA	NA	0.54	0.27	0.55	NA	0.27	NA	NA	0.51	0.55	0.57	0.34	0.15	0.48	0.25	0.49
NM_001122964|SMEK2|chr2|-	chr2:55774431-55777142	55775540	0.47	0.46	0.38	0.26	0.38	0.30	0.77	0.47	0.37	0.15	0.45	0.24	0.44	0.49	0.37	0.32	0.26	0.48	0.31	NA	0.36	0.26	0.54
NM_000430|PAFAH1B1|chr17|+	chr17:2585022-2588923	2585172	0.29	0.51	0.36	0.42	0.12	0.14	0.27	0.27	0.57	0.49	0.42	0.52	0.27	0.10	0.41	0.49	0.58	0.51	0.33	0.18	0.19	0.30	0.37
NM_006854|KDELR2|chr7|-	chr7:6500706-6502806	6502601	0.93	0.87	0.59	0.39	0.53	0.47	0.78	0.54	0.67	0.49	0.63	0.31	0.48	0.60	0.65	0.61	0.60	0.64	0.58	0.55	0.58	0.48	0.45
NM_032864|PRPF38A|chr1|+	chr1:52882319-52886500	52883790	0.11	0.41	0.27	0.25	NA	0.12	NA	NA	0.31	0.21	0.22	0.19	0.19	0.05	0.17	0.22	0.21	0.18	0.17	NA	0.11	0.09	0.18
NM_017896|C20orf11|chr20|+	chr20:61576090-61579816	61576897	0.15	0.58	0.21	0.47	0.17	0.22	0.19	0.26	0.44	0.31	0.22	0.35	0.30	0.08	0.22	0.24	0.25	0.33	0.32	0.38	0.10	0.22	0.11
NM_177952|PPM1A|chr14|+	chr14:60759170-60765810	60760030	0.12	0.17	0.09	0.13	0.04	0.08	0.07	NA	0.18	0.11	0.09	0.16	0.10	0.04	0.11	0.08	0.16	0.15	0.08	0.06	NA	0.07	0.12
NM_001174127|SLC11A2|chr12|-	chr12:51373552-51375586	51375384	0.51	0.63	NA	0.30	0.80	0.77	0.96	NA	0.52	0.46	NA	0.42	NA	0.70	0.76	0.50	0.53	0.65	0.37	0.32	NA	0.47	0.58
NM_052875|VPS26B|chr11|+	chr11:134115337-134117694	134115487	0.57	0.74	0.70	0.76	0.44	0.61	0.62	0.39	0.83	0.67	0.68	0.81	0.59	0.37	0.80	0.87	0.84	0.82	0.83	0.29	0.53	0.74	0.76
NM_018066|GPN2|chr1|-	chr1:27202622-27206240	27205906	0.18	0.64	0.29	0.25	0.15	NA	NA	0.14	0.42	0.29	NA	0.43	0.12	0.14	0.28	0.27	0.20	NA	0.28	0.13	0.23	0.13	0.44
NM_006805|HNRNPA0|chr5|-	chr5:137086126-137090039	137088551	0.75	0.33	0.67	0.27	0.70	0.91	NA	0.41	0.54	0.25	0.40	0.54	0.17	0.79	0.42	0.21	0.31	0.35	0.34	0.07	0.58	0.66	0.83
NM_012239|SIRT3|chr11|-	chr11:215284-216718	216232	NA	0.37	0.38	0.66	0.73	NA	NA	0.73	0.48	0.29	0.61	NA	0.39	0.85	0.65	0.46	0.47	NA	NA	0.40	NA	NA	NA
NM_016057|COPZ1|chr12|+	chr12:54744259-54745637	54744625	0.23	0.87	0.75	0.55	0.70	0.75	0.72	0.70	0.55	0.62	0.62	0.53	0.53	0.43	0.73	0.63	0.68	0.71	0.47	0.71	0.79	0.32	0.67
NM_015387|MOB4|chr2|+	chr2:198415238-198417385	198415551	0.30	0.41	0.28	0.33	NA	0.29	NA	0.33	0.56	0.31	0.44	0.46	0.31	0.13	0.34	0.41	0.48	0.47	0.34	NA	0.13	0.28	0.53
NM_001253912|TBC1D1|chr4|+	chr4:38138755-38140754	38139197	0.09	0.21	0.14	0.10	0.07	0.09	0.12	0.07	0.15	0.09	0.09	0.14	0.07	0.05	0.13	0.10	0.13	0.21	0.12	0.08	0.09	0.09	0.28
NM_014614|PSME4|chr2|-	chr2:54091210-54092710	54092040	0.11	0.26	0.17	0.13	0.13	0.17	0.24	0.13	0.16	0.13	0.27	0.11	0.07	0.17	0.15	0.12	0.16	0.23	0.06	0.04	0.14	0.09	0.10
NM_012412|H2AFV|chr7|-	chr7:44866414-44874161	44873878	0.03	0.27	0.06	0.11	0.02	0.04	0.02	0.04	0.21	0.12	0.05	0.08	0.09	0.01	0.07	0.11	0.10	0.12	0.09	0.06	0.03	0.02	0.08
NM_024946|FAM192A|chr16|-	chr16:57186379-57188419	57187524	0.17	0.35	0.25	0.17	0.14	0.14	0.15	0.17	0.23	0.19	0.22	0.21	0.22	0.14	0.23	0.23	0.24	0.31	0.20	0.18	0.13	0.18	0.21
NM_015247|CYLD|chr16|+	chr16:50830234-50835821	50830619	NA	NA	NA	0.17	0.09	0.10	NA	NA	NA	0.19	NA	NA	0.13	0.06	0.16	0.17	0.21	0.21	NA	0.10	0.08	NA	0.12
NM_002154|HSPA4|chr5|+	chr5:132439924-132442115	132440126	0.15	0.60	0.28	0.16	0.03	0.07	0.09	0.15	0.29	0.12	0.26	0.16	0.14	0.06	0.18	0.21	0.21	0.38	0.24	0.21	0.07	0.09	0.21
NM_018179|ATF7IP|chr12|+	chr12:14650587-14655886	14651166	0.14	0.61	0.30	0.28	0.17	0.16	NA	0.20	NA	NA	0.34	0.58	0.24	0.06	0.50	0.49	0.45	0.62	0.37	0.13	0.19	0.17	0.49
NM_003569|STX7|chr6|-	chr6:132778846-132781989	132781839	NA	0.66	0.49	0.50	0.39	NA	NA	0.38	0.63	0.58	0.64	0.75	0.31	0.60	0.71	0.62	0.65	0.68	0.57	NA	0.58	0.80	0.76
NM_002499|NEO1|chr15|+	chr15:73594953-73597557	73595632	0.68	0.61	0.55	0.48	NA	NA	NA	0.66	0.51	0.36	0.63	NA	0.41	0.55	0.75	0.64	NA	0.71	0.59	0.54	NA	0.61	0.62
NM_199129|TMEM189|chr20|-	chr20:48740307-48741716	48740838	0.66	0.32	0.51	0.19	NA	0.73	0.89	0.51	0.29	0.51	0.51	0.46	0.25	0.98	0.66	0.38	0.52	0.43	0.29	0.19	0.83	0.63	0.39
NR_033265|C17orf101|chr17|-	chr17:80347142-80350410	80350201	0.28	0.43	0.40	0.41	0.12	0.32	0.10	0.16	0.37	0.27	0.21	0.20	0.15	0.10	0.23	0.32	0.31	0.25	0.36	0.19	0.21	0.36	0.12
NM_006454|MXD4|chr4|-	chr4:2249158-2252428	2251995	0.36	0.86	0.84	0.69	0.24	0.46	0.67	0.28	0.74	0.70	0.67	0.64	0.24	0.24	0.91	0.54	0.62	0.75	0.41	0.20	0.44	0.44	0.62
NM_013325|ATG4B|chr2|+	chr2:242611605-242613268	242612003	0.28	0.54	0.63	0.34	0.20	0.30	0.38	0.43	0.41	0.52	0.31	0.28	0.23	0.16	0.37	0.45	0.37	0.48	0.21	0.93	0.35	0.24	0.25
NM_002752|MAPK9|chr5|-	chr5:179660594-179663526	179662899	0.55	0.32	NA	0.31	0.29	NA	NA	NA	0.37	0.30	0.39	0.36	0.30	NA	0.45	0.26	0.38	0.48	0.50	0.33	NA	0.31	0.40
NM_001695|ATP6V1C1|chr8|+	chr8:104080879-104085291	104081482	0.21	0.74	0.37	0.27	NA	0.22	NA	0.29	0.49	0.51	0.38	0.47	0.60	0.13	0.29	0.41	0.35	NA	0.27	0.38	0.32	0.17	0.26
NM_004782|SNAP29|chr22|+	chr22:21241966-21245522	21242129	0.22	0.43	0.14	0.58	0.18	0.28	0.15	0.07	0.35	0.14	0.25	0.20	0.19	0.10	0.29	0.30	0.24	0.53	0.72	0.22	0.17	0.18	0.45
NR_033721|DNAJC19|chr3|-	chr3:180701496-180702498	180702348	0.45	NA	0.38	NA	0.44	0.46	0.36	0.61	0.67	0.52	0.40	0.38	0.25	0.30	0.42	0.42	0.41	0.71	0.31	NA	0.29	0.17	0.43
NM_006874|ELF2|chr4|-	chr4:139978906-139980761	139979815	0.78	0.44	0.65	0.49	0.67	NA	NA	NA	0.55	0.60	0.60	0.56	0.44	NA	0.79	0.55	0.52	0.53	NA	0.32	0.91	NA	0.76
NM_001256702|USP3|chr15|+	chr15:63882859-63886824	63883597	NA	0.46	0.23	0.18	NA	NA	0.34	NA	0.18	0.11	0.14	0.17	0.18	NA	0.19	0.15	0.18	0.28	NA	0.13	0.17	0.12	0.17
NM_002811|PSMD7|chr16|+	chr16:74339186-74340829	74340117	0.23	0.09	0.16	0.10	0.52	0.36	0.56	0.26	0.08	0.09	0.09	0.10	0.07	0.38	0.22	0.06	0.05	0.11	0.14	0.09	0.30	0.06	0.13
NM_001079559|HNRNPUL2|chr11|-	chr11:62480113-62482851	62482691	0.25	0.54	0.28	0.36	0.23	0.37	0.29	0.26	0.35	0.27	0.28	0.27	0.31	0.14	0.26	0.23	0.26	0.36	0.51	0.19	0.26	0.19	0.42
NM_013374|PDCD6IP|chr3|+	chr3:33907842-33911188	33908453	0.10	0.17	0.13	0.16	0.08	0.25	0.22	0.12	0.17	0.11	0.18	0.24	0.10	0.09	0.21	0.14	0.22	0.27	0.13	0.15	0.09	0.08	0.19
NM_014704|CEP104|chr1|-	chr1:3728728-3732081	3731378	0.12	0.23	NA	0.22	0.12	NA	NA	0.13	0.33	0.25	NA	0.47	0.17	0.06	NA	0.28	NA	0.31	0.30	0.09	0.11	0.16	0.25
NM_001031684|SRSF7|chr2|-	chr2:38970751-38972329	38972080	0.24	0.38	0.18	0.31	0.20	0.17	0.30	0.20	0.30	0.20	0.30	0.27	0.12	0.15	0.32	0.28	0.18	0.38	0.17	0.42	0.13	0.29	0.35
NM_018352|TMA16|chr4|+	chr4:164440485-164441702	164440656	NA	0.60	0.44	NA	NA	NA	NA	NA	NA	0.55	0.66	0.57	0.32	0.52	0.65	0.55	0.59	NA	NA	NA	0.60	0.27	0.74
NM_002956|CLIP1|chr12|-	chr12:122755984-122757647	122757336	0.64	0.43	NA	0.50	0.62	0.93	NA	0.45	0.51	0.30	NA	0.77	0.28	NA	0.89	0.56	0.70	0.56	NA	0.07	0.85	0.68	0.87
NM_016598|ZDHHC3|chr3|-	chr3:44966635-44968339	44968094	1.00	0.88	NA	0.80	0.36	NA	0.41	0.54	0.88	0.64	0.97	0.96	0.76	0.67	0.86	0.94	0.84	0.69	0.93	0.82	0.52	0.75	0.74
NM_004768|SRSF11|chr1|+	chr1:70716290-70718730	70717657	0.13	0.26	0.11	0.08	0.12	0.26	0.29	0.24	0.13	0.04	0.12	0.07	0.15	0.16	0.13	0.08	0.14	0.27	0.17	0.06	0.42	0.06	0.23
NM_004738|VAPB|chr20|+	chr20:57019132-57026143	57020560	NA	0.37	0.08	0.09	NA	NA	NA	NA	0.16	0.12	0.12	0.11	0.12	NA	0.13	0.11	0.11	0.14	NA	0.04	NA	0.09	0.09
NM_014999|RAB21|chr12|+	chr12:72179310-72184498	72181102	NA	0.40	NA	0.29	NA	0.39	NA	NA	0.34	0.30	0.44	0.48	0.34	NA	0.40	0.28	0.31	0.46	0.28	NA	NA	0.35	0.52
NM_013337|TIMM22|chr17|+	chr17:904251-905426	904826	0.85	0.35	0.42	0.35	NA	NA	NA	NA	0.90	0.56	0.40	0.34	0.22	0.78	0.56	0.51	0.86	0.84	NA	0.61	NA	0.43	0.54
NM_012095|AP3M1|chr10|-	chr10:75881266-75883668	75883514	NA	0.93	0.89	0.91	NA	NA	NA	NA	0.95	0.91	0.94	0.85	0.97	NA	0.95	0.89	0.86	0.86	0.84	0.69	NA	NA	0.99
NM_003826|NAPG|chr18|+	chr18:10550073-10552773	10550317	NA	0.65	NA	0.46	0.33	NA	NA	NA	0.61	0.48	0.55	0.54	0.40	0.27	0.58	0.51	0.59	0.62	NA	0.21	0.44	0.21	0.54
NM_007348|ATF6|chr1|+	chr1:161928235-161933844	161928786	0.10	0.39	0.14	0.14	NA	0.16	NA	0.10	0.14	0.11	0.06	0.20	0.10	0.08	0.20	0.18	0.15	0.31	0.17	0.06	0.11	0.05	0.16
NM_181698|CCNY|chr10|+	chr10:35857981-35860781	35858631	0.34	0.56	0.73	0.49	0.35	0.52	0.52	0.38	0.61	0.43	0.43	0.69	0.29	0.32	0.56	0.43	0.53	0.52	0.45	0.39	0.50	0.33	0.77
NM_148893|SVIP|chr11|-	chr11:22842059-22844679	22844470	NA	0.40	0.32	0.44	0.18	0.19	0.20	0.22	0.57	0.51	0.28	0.32	0.21	0.11	0.34	0.44	0.36	0.58	NA	NA	0.20	0.28	0.34
NM_001202556|CD44|chr11|+	chr11:35250675-35253967	35250942	0.30	0.56	0.39	0.42	0.28	0.41	0.49	0.29	0.45	0.31	0.36	NA	NA	0.24	0.44	0.42	0.38	NA	NA	0.12	0.34	0.20	0.45
NM_014765|TOMM20|chr1|-	chr1:235272633-235275423	235275273	0.69	0.77	0.79	0.75	0.39	0.64	0.49	0.66	0.77	0.67	0.84	0.80	0.77	0.42	0.75	0.82	0.81	0.84	0.94	0.66	0.46	0.49	0.76
NM_001178123|ABI1|chr10|-	chr10:27035808-27037674	27036920	NA	0.55	0.45	0.36	0.80	0.76	0.83	0.71	0.49	0.43	0.60	0.56	0.50	0.83	0.70	0.46	0.44	0.56	0.53	NA	0.94	0.60	0.73
NM_006310|NPEPPS|chr17|+	chr17:45699133-45700637	45699390	0.59	0.76	0.91	0.62	0.44	0.63	0.73	0.31	0.64	0.55	0.81	0.85	0.40	0.52	0.83	0.80	0.84	0.70	0.76	0.15	0.51	0.74	0.78
NM_017902|HIF1AN|chr10|+	chr10:102307849-102313703	102309729	0.18	0.33	NA	0.22	NA	NA	NA	NA	0.35	0.34	NA	NA	0.36	NA	NA	0.30	0.27	0.37	NA	0.08	0.09	NA	0.19
NM_002486|NCBP1|chr9|+	chr9:100433367-100436555	100433866	NA	0.57	0.35	0.49	0.33	0.33	NA	NA	0.43	0.52	0.51	0.46	NA	0.34	0.44	0.49	0.46	0.48	NA	NA	0.32	0.55	0.51
NM_003198|TCEB3|chr1|+	chr1:24086001-24088576	24086246	0.45	0.78	0.66	0.70	NA	0.36	NA	0.61	0.68	0.48	0.66	0.69	0.39	0.49	0.69	0.54	0.66	NA	0.81	0.45	0.51	0.44	0.64
NM_001253383|RPL15|chr3|+	chr3:23960686-23962319	23960988	0.13	0.25	0.23	0.21	0.08	0.17	0.13	0.19	0.15	0.16	0.24	0.22	0.13	0.13	0.27	0.21	0.24	0.20	0.12	0.19	0.12	0.12	0.19
NM_024345|DCAF10|chr9|+	chr9:37861136-37867730	37861962	0.27	NA	NA	0.24	NA	NA	NA	NA	NA	0.20	0.23	0.38	0.20	0.07	NA	0.35	0.37	NA	0.31	NA	NA	0.11	0.22
NM_014286|NCS1|chr9|+	chr9:132995268-132999555	132995569	0.22	0.75	0.57	0.37	NA	0.35	NA	0.48	0.52	0.50	0.30	NA	0.37	0.26	NA	0.28	0.33	0.60	0.34	0.27	0.29	0.42	0.22
NM_032560|SMEK1|chr14|-	chr14:91923831-91925213	91924487	0.83	0.28	0.29	0.28	0.60	0.80	0.85	0.21	0.43	0.40	0.61	0.64	0.16	1.00	0.91	0.55	0.63	0.60	0.47	0.07	NA	0.59	0.52
NM_004096|EIF4EBP2|chr10|+	chr10:72181471-72188375	72183576	0.25	0.63	0.34	0.45	NA	NA	NA	0.55	0.45	0.47	0.39	0.20	0.38	0.31	0.37	0.34	0.25	0.52	0.29	0.18	0.39	0.27	0.18
NM_017813|IMPAD1|chr8|-	chr8:57870460-57876623	57875396	0.43	0.78	0.54	0.37	NA	0.57	NA	NA	0.51	0.41	0.39	0.60	0.64	0.29	0.57	0.57	0.59	0.74	0.46	NA	0.35	0.29	0.41
NM_015459|ATL3|chr11|-	chr11:63391531-63396877	63396651	0.12	0.62	0.35	0.55	0.05	0.19	0.10	0.20	0.55	0.36	0.41	0.38	0.28	0.03	0.41	0.51	0.43	0.61	0.33	NA	0.10	0.14	0.27
NM_174907|PPP4R2|chr3|+	chr3:73114547-73118367	73116301	NA	0.43	0.29	0.17	NA	0.41	NA	NA	0.37	0.14	0.34	0.27	0.45	NA	0.42	0.28	0.31	0.56	NA	NA	NA	0.30	0.58
NM_003758|EIF3J|chr15|+	chr15:44853215-44854535	44853550	0.99	0.90	0.84	0.76	NA	0.97	0.97	0.99	0.81	0.80	0.80	0.75	0.81	0.99	0.90	0.69	0.72	0.82	0.80	0.48	0.95	0.86	0.90
NM_020728|ESYT2|chr7|-	chr7:158523668-158526943	158526454	0.41	NA	0.56	0.36	NA	0.47	NA	NA	0.72	0.48	0.56	0.66	0.72	0.35	0.71	0.55	0.61	0.85	0.38	0.29	0.53	0.37	0.61
NM_001253771|SYNCRIP|chr6|-	chr6:86317874-86322641	86321042	0.38	0.27	0.39	0.28	0.27	0.36	0.58	0.25	0.20	0.33	0.40	0.54	0.19	0.20	0.28	0.24	0.28	0.35	0.34	NA	0.25	0.24	0.36
NM_001142648|SAR1A|chr10|-	chr10:71909891-71912348	71912198	0.50	0.70	0.55	0.49	0.28	0.41	0.37	0.37	0.64	0.45	0.67	0.71	0.45	0.21	0.69	0.68	0.66	0.72	0.62	0.21	0.41	0.32	0.57
NM_003252|TIAL1|chr10|-	chr10:121332686-121335303	121335005	0.17	0.26	0.20	0.22	0.13	0.22	0.19	0.14	0.19	0.14	0.22	0.25	0.11	0.12	0.23	0.16	0.15	0.22	0.14	0.07	0.15	0.12	0.16
NM_001178142|TFDP2|chr3|-	chr3:141663291-141671538	141671358	0.12	0.70	0.32	0.30	0.04	0.10	0.09	0.13	0.44	0.37	0.14	0.21	0.18	0.03	0.19	0.24	0.19	0.22	0.22	0.11	0.06	0.06	0.17
NM_005870|SAP18|chr13|+	chr13:21721324-21722908	21721664	0.15	0.25	0.19	0.25	0.20	0.12	0.20	0.23	0.29	0.25	0.23	0.18	0.11	0.14	0.26	0.28	0.31	0.32	0.13	0.46	0.25	0.20	0.14
NM_004457|ACSL3|chr2|+	chr2:223806214-223809340	223806769	0.15	0.30	0.24	0.19	0.12	0.16	0.28	0.13	0.23	0.21	0.18	0.21	0.13	0.10	0.25	0.20	0.21	0.27	0.13	0.15	0.10	0.13	0.26
NM_002035|KDSR|chr18|-	chr18:60994942-60999134	60998069	NA	0.22	0.17	0.23	NA	0.12	NA	0.13	0.22	0.21	0.16	0.11	NA	0.10	0.31	0.22	0.23	0.23	NA	NA	0.24	0.14	0.17
NM_014342|MTCH2|chr11|-	chr11:47638889-47640471	47640298	0.17	0.23	0.20	0.31	0.11	0.17	0.22	0.09	0.26	0.20	0.25	0.25	0.18	0.16	0.27	0.27	0.28	0.39	0.16	0.17	0.19	0.09	0.22
NM_001199981|NDUFS1|chr2|-	chr2:206981297-206989000	206988653	0.15	0.42	0.14	0.23	0.14	0.12	0.17	0.16	0.41	0.22	0.17	0.10	0.15	0.07	0.14	0.17	0.13	0.23	0.17	0.16	0.10	0.07	0.19
NM_005744|ARIH1|chr15|+	chr15:72875548-72878911	72876280	0.37	0.72	0.67	0.74	NA	0.46	NA	NA	0.79	0.42	0.67	0.71	0.71	0.22	0.80	0.72	0.72	0.86	NA	NA	0.37	0.23	0.82
NM_021141|XRCC5|chr2|+	chr2:217069910-217071012	217070084	0.45	0.46	0.33	0.42	0.43	0.32	0.44	0.31	0.42	0.37	0.43	0.37	0.25	0.46	0.44	0.37	0.40	0.50	0.50	0.16	0.31	0.23	0.52
NM_014678|PPP6R2|chr22|+	chr22:50882627-50884667	50882777	0.19	0.54	0.49	0.55	0.23	0.41	0.21	0.28	0.59	0.53	0.40	0.31	0.18	0.15	0.33	0.33	0.43	0.24	0.25	0.21	0.19	0.42	NA
NM_032321|C2orf88|chr2|+	chr2:191064422-191068247	191064924	NA	NA	0.48	0.50	0.27	0.43	0.47	0.24	0.46	0.31	NA	NA	NA	0.26	0.54	0.61	0.48	NA	NA	0.18	0.38	NA	0.50
NM_018202|TMEM57|chr1|+	chr1:25824754-25826707	25825122	NA	0.29	0.26	0.27	0.20	0.33	0.32	0.26	0.30	0.32	0.47	0.54	NA	0.28	0.49	0.39	0.28	0.32	0.49	0.10	0.25	0.40	0.43
NM_005095|ZMYM4|chr1|+	chr1:35885070-35887543	35885740	0.74	0.71	0.72	0.54	0.63	NA	NA	0.47	0.50	0.49	0.86	0.75	0.52	0.57	0.59	0.62	0.69	0.63	0.85	0.36	0.67	0.59	0.80
NM_014781|RB1CC1|chr8|-	chr8:53535021-53536419	53535521	0.62	0.48	0.50	NA	NA	0.92	NA	NA	0.42	0.40	0.46	0.41	0.42	0.99	0.66	0.31	0.48	0.57	0.15	NA	0.84	0.42	0.58
NM_003463|PTP4A1|chr6|+	chr6:64289961-64293484	64291326	0.20	0.54	0.30	0.36	NA	0.36	NA	0.41	0.44	0.24	0.40	0.39	0.37	0.73	0.42	0.44	0.45	0.33	0.41	0.45	0.45	0.48	0.40
NM_006309|LRRFIP2|chr3|-	chr3:37094405-37095452	37095264	0.77	0.63	0.47	0.55	0.65	0.99	0.84	0.49	0.63	0.40	0.64	0.61	0.39	0.88	0.89	0.48	0.52	0.61	NA	0.19	0.91	0.56	0.90
NM_003205|TCF12|chr15|+	chr15:57578354-57585882	57580677	NA	0.04	0.06	0.02	NA	NA	NA	NA	0.03	0.04	0.05	0.09	NA	NA	0.08	0.04	0.07	0.07	0.06	NA	NA	NA	0.07
NM_017988|SCYL2|chr12|+	chr12:100732305-100739217	100733799	NA	0.21	NA	0.12	NA	0.35	NA	NA	0.15	0.12	0.29	0.15	0.12	NA	0.35	0.20	0.21	0.23	0.16	NA	NA	0.20	0.20
NM_002936|RNASEH1|chr2|-	chr2:3588999-3593461	3593242	0.07	0.68	0.25	0.44	0.08	0.19	NA	NA	0.48	0.19	0.30	0.28	0.19	0.05	0.27	0.30	0.29	0.41	NA	0.17	0.13	0.07	0.27
NM_001190964|ZMYM2|chr13|+	chr13:20659961-20662049	20660801	0.09	0.28	0.13	0.16	0.12	0.09	0.14	0.09	0.21	0.17	0.19	0.19	0.18	0.11	0.14	0.16	0.14	0.22	0.14	NA	0.07	0.12	0.15
NM_002957|RXRA|chr9|+	chr9:137328312-137332447	137328618	NA	0.47	NA	0.43	NA	NA	NA	0.36	0.38	0.61	0.62	0.49	0.28	0.28	0.73	0.70	NA	0.54	0.56	0.34	NA	0.62	0.30
NM_003818|CDS2|chr20|+	chr20:5170747-5175757	5170969	0.18	0.41	0.19	0.20	0.11	0.13	0.11	0.12	0.23	0.18	0.12	0.17	0.14	0.12	0.17	0.18	0.14	0.19	0.20	0.07	0.12	0.08	0.13
NM_002140|HNRNPK|chr9|-	chr9:86582989-86584355	86583860	0.43	0.55	0.64	0.47	0.52	0.76	0.59	0.45	0.47	0.43	0.49	0.59	0.37	0.56	0.53	0.42	0.49	0.64	0.48	0.34	0.58	0.47	0.64
NM_017660|GATAD2A|chr19|+	chr19:19616152-19619741	19617788	0.32	0.40	0.61	0.23	NA	0.49	NA	0.56	0.19	0.31	0.55	0.36	0.17	NA	0.62	0.31	0.36	0.45	0.27	0.20	0.56	0.31	0.39
