event_id	loci	Proximal_Site	TCGA-GC-A3BM-01A-11R-A22U-07	TCGA-CU-A0YN-01A-21R-A10U-07	TCGA-K4-A3WV-01A-11R-A22U-07	TCGA-GC-A6I3-01A-11R-A31N-07	TCGA-BT-A20R-01A-12R-A16R-07	TCGA-BT-A20W-01A-21R-A14Y-07	TCGA-BL-A13J-01A-11R-A277-07	TCGA-BL-A13J-01A-11R-A10U-07	TCGA-BL-A13J-01B-04R-A277-07	TCGA-K4-A54R-01A-11R-A26T-07	TCGA-BT-A20Q-01A-11R-A14Y-07	TCGA-BT-A2LA-01A-11R-A18C-07	TCGA-K4-A5RI-01A-11R-A28M-07	TCGA-BT-A20U-01A-11R-A14Y-07	TCGA-GD-A3OP-01A-21R-A220-07	TCGA-GD-A3OQ-01A-32R-A220-07	TCGA-CU-A0YR-01A-12R-A10U-07	TCGA-GD-A2C5-01A-12R-A180-07	TCGA-GC-A3WC-01A-31R-A22U-07	TCGA-BT-A20N-01A-11R-A14Y-07	TCGA-BT-A2LB-01A-11R-A18C-07
NM_013238|DNAJC15|chr13|+	chr13:43681313-43683310	43681508	0.19	0.10	0.02	0.03	0.11	0.06	0.08	0.06	0.11	0.04	0.10	NA	NA	0.06	0.17	0.19	0.09	0.05	0.16	0.08	0.08
NM_001079670|CAB39L|chr13|-	chr13:49882771-49885129	49884819	0.77	NA	0.45	0.28	0.59	0.59	0.41	0.50	NA	0.35	0.63	NA	0.65	NA	0.88	0.69	0.75	0.41	NA	0.42	0.65
NM_016612|SLC25A37|chr8|+	chr8:23428847-23432986	23429640	0.44	0.67	0.31	0.23	0.43	NA	NA	NA	NA	0.24	0.48	0.43	0.55	0.44	0.58	0.67	NA	NA	0.57	0.33	0.40
NM_152729|NT5DC1|chr6|+	chr6:116565071-116566853	116565274	0.40	0.22	0.22	0.22	0.31	0.27	0.35	0.35	NA	0.21	0.34	0.28	0.31	0.46	0.51	0.37	0.33	0.17	0.48	0.32	0.24
NM_006380|APPBP2|chr17|-	chr17:58520498-58525195	58522869	0.59	0.32	0.25	NA	0.33	0.41	0.27	0.26	0.30	NA	0.43	0.35	0.45	0.30	0.53	0.51	NA	0.32	0.35	0.30	0.38
NM_025181|SLC35F5|chr2|-	chr2:114464330-114472772	114472085	0.29	0.21	0.09	NA	0.15	0.27	0.49	0.26	0.50	0.14	0.23	0.28	0.23	0.34	0.34	0.24	0.33	0.13	0.40	0.17	0.13
NM_014730|MLEC|chr12|+	chr12:121134118-121140470	121134376	0.70	0.65	0.43	0.12	0.33	0.49	0.48	0.53	0.90	0.43	0.55	0.69	0.54	0.72	0.68	0.73	0.61	0.45	0.65	0.69	0.40
NM_001190977|YAF2|chr12|-	chr12:42552835-42554628	42553923	0.52	NA	NA	NA	NA	0.56	0.52	0.59	NA	0.64	0.61	NA	NA	0.55	0.50	NA	0.62	0.58	NA	0.41	NA
NM_178335|CCDC50|chr3|+	chr3:191109529-191116383	191109926	0.33	0.12	0.07	0.03	0.17	0.16	0.20	0.13	0.25	0.13	0.17	0.34	0.12	0.16	0.22	0.14	0.18	0.20	0.16	0.16	0.13
NM_015368|PANX1|chr11|+	chr11:93913955-93918778	93914996	NA	0.41	0.27	NA	0.27	0.29	NA	0.23	NA	0.31	0.35	0.62	0.26	0.36	0.23	0.39	0.30	0.15	0.33	0.23	0.27
NM_003979|GPRC5A|chr12|+	chr12:13065380-13071004	13066541	0.47	0.18	0.44	NA	0.21	0.46	0.42	0.43	0.68	0.43	0.43	NA	0.31	0.37	0.37	0.22	0.59	0.43	NA	0.40	0.28
NM_007187|WBP4|chr13|+	chr13:41656839-41658069	41657107	0.50	0.33	0.40	0.27	0.67	0.41	NA	NA	NA	0.34	0.51	0.64	0.49	0.49	0.49	0.44	0.48	0.42	0.42	NA	0.41
NM_007202|AKAP10|chr17|-	chr17:19807293-19809545	19808366	0.34	0.28	0.40	NA	0.54	0.39	0.18	0.29	NA	0.30	0.33	0.36	0.48	0.31	0.25	0.33	0.28	0.51	0.23	0.28	NA
NM_003118|SPARC|chr5|-	chr5:151041007-151043160	151042080	0.16	0.12	0.20	0.42	0.15	0.22	0.17	0.14	0.35	0.16	0.18	0.16	0.25	0.18	0.19	0.14	0.18	0.27	0.23	0.15	0.15
NM_001199729|MSRA|chr8|+	chr8:10285657-10286392	10285807	0.57	0.57	NA	NA	0.52	0.57	NA	0.60	NA	0.50	0.55	0.69	NA	0.69	0.59	0.60	NA	0.54	0.58	0.72	0.62
NM_148177|FBXO32|chr8|-	chr8:124510111-124515702	124515439	NA	0.25	0.14	0.04	0.19	0.20	0.30	0.16	0.52	0.07	0.21	NA	0.25	0.15	0.33	0.18	0.21	0.23	0.41	0.12	0.24
NM_021259|TMEM8A|chr16|-	chr16:420802-422283	421903	0.67	0.54	0.86	0.95	0.73	0.90	0.46	0.60	NA	0.49	0.43	0.93	0.69	0.52	0.75	0.79	0.84	0.81	0.66	0.73	0.90
NM_014940|MON1B|chr16|+	chr16:77232004-77236326	77233439	0.70	0.45	0.28	NA	0.62	0.60	NA	0.59	NA	0.31	0.55	0.62	0.75	0.56	0.65	0.58	0.65	0.69	0.60	0.44	0.32
NM_005633|SOS1|chr2|-	chr2:39211625-39213456	39212959	0.72	0.75	0.84	NA	0.94	0.81	NA	0.78	NA	0.91	0.82	0.92	0.95	0.71	0.82	0.80	0.75	0.96	0.78	0.79	0.95
NM_004849|ATG5|chr6|-	chr6:106632354-106634551	106633834	0.39	0.16	0.15	0.13	0.28	0.23	0.27	0.27	NA	0.23	0.32	0.13	0.35	0.34	0.42	0.30	0.37	0.28	0.25	0.20	0.24
NM_001040445|ASB1|chr2|+	chr2:239355024-239359578	239355339	0.23	0.18	0.06	0.01	0.05	0.14	NA	NA	NA	0.08	NA	0.12	0.07	0.32	NA	0.22	NA	0.12	NA	0.23	0.07
NM_005339|UBE2K|chr4|+	chr4:39779979-39784418	39780232	0.46	0.25	0.24	0.06	0.29	0.26	0.59	0.39	0.57	0.19	0.32	0.46	0.34	0.47	0.43	0.49	0.43	0.16	0.40	0.29	0.22
NM_001033503|SAR1B|chr5|-	chr5:133936822-133942756	133942238	0.45	0.14	0.15	0.07	0.13	0.19	0.29	0.17	NA	0.18	0.28	0.16	0.18	0.33	0.33	0.26	0.23	0.13	0.21	0.18	0.16
NM_173517|VKORC1L1|chr7|+	chr7:65419060-65424559	65419639	0.74	0.62	0.29	0.42	0.51	0.47	0.88	0.57	NA	0.42	0.47	0.59	0.55	0.80	0.74	0.70	0.52	0.32	0.59	0.61	0.55
NM_024731|KLHL36|chr16|+	chr16:84695183-84701277	84695841	0.83	NA	0.13	0.03	0.14	0.28	NA	NA	NA	0.07	0.25	NA	0.21	0.70	0.44	0.57	NA	0.16	0.58	0.54	0.11
NM_018246|CCDC25|chr8|-	chr8:27590834-27593762	27592641	0.71	0.32	NA	NA	0.41	0.54	0.42	0.56	NA	0.60	0.69	0.75	0.60	0.70	0.64	0.57	0.56	0.45	0.42	0.38	0.58
NM_001031695|RBFOX2|chr22|-	chr22:36134754-36140296	36140119	0.73	0.50	0.22	0.10	0.41	0.50	0.74	0.64	0.87	0.37	0.49	0.63	0.43	0.68	0.71	0.64	0.61	0.37	0.65	0.50	0.40
NM_174921|C4orf34|chr4|-	chr4:39548208-39553778	39553130	0.73	0.46	0.35	NA	0.42	0.64	0.51	0.53	NA	0.58	0.54	0.32	0.55	0.60	0.76	0.60	0.56	0.43	0.53	0.53	0.50
NM_006197|PCM1|chr8|+	chr8:17885145-17887436	17885295	0.31	0.09	0.10	0.05	0.10	0.12	0.15	0.13	NA	0.13	0.24	0.23	0.21	0.22	0.21	0.17	NA	0.15	0.16	0.09	0.09
NM_007106|UBL3|chr13|-	chr13:30338513-30341444	30339512	0.41	0.37	NA	NA	0.68	0.36	0.28	0.45	0.44	0.61	0.51	0.67	0.77	0.51	0.42	0.44	0.43	0.56	0.37	0.33	0.80
