event_id	loci	Proximal_Site	TCGA-CZ-5458-01A-01R-1503-07	TCGA-B2-5636-01A-02R-1541-07	TCGA-CZ-5462-01A-01R-1503-07	TCGA-B0-5696-01A-11R-1541-07	TCGA-CJ-6030-01A-11R-1672-07	TCGA-CJ-5679-01A-11R-1541-07	TCGA-B0-5709-01A-11R-1541-07	TCGA-B0-5705-01A-11R-1541-07	TCGA-CZ-5985-01A-11R-1672-07	TCGA-CZ-5452-01A-01R-1503-07	TCGA-B0-5706-01A-11R-1541-07	TCGA-B0-5701-01A-11R-1541-07	TCGA-CW-5580-01A-01R-1672-07	TCGA-CJ-5680-01A-11R-1541-07	TCGA-B0-5697-01A-11R-1541-07	TCGA-B0-4700-01A-02R-1541-07	TCGA-B8-5552-01B-11R-1672-07	TCGA-CZ-5984-01A-11R-1672-07	TCGA-CZ-5461-01A-01R-1503-07	TCGA-CZ-4865-01A-02R-1503-07	TCGA-B0-4712-01A-01R-1503-07	TCGA-CZ-5463-01A-01R-1503-07	TCGA-CW-5581-01A-02R-1541-07	TCGA-CZ-5456-01A-01R-1503-07	TCGA-CW-6090-01A-11R-1672-07	TCGA-CZ-5987-01A-11R-1672-07	TCGA-CZ-5455-01A-01R-1503-07	TCGA-CZ-5989-01A-11R-1672-07	TCGA-CZ-5453-01A-01R-1503-07	TCGA-CJ-5676-01A-11R-1541-07	TCGA-CW-5585-01A-01R-1541-07	TCGA-CZ-5466-01A-01R-1503-07	TCGA-CZ-5470-01A-01R-1503-07	TCGA-B0-5694-01A-11R-1541-07	TCGA-A3-3387-01A-01R-1541-07	TCGA-CW-6087-01A-11R-1672-07	TCGA-CZ-5451-01A-01R-1503-07	TCGA-A3-3358-01A-01R-1541-07	TCGA-CJ-5678-01A-11R-1541-07	TCGA-B0-5690-01A-11R-1541-07	TCGA-B0-5691-01A-11R-1541-07	TCGA-CJ-5672-01A-11R-1541-07	TCGA-CW-5584-01A-01R-1541-07	TCGA-B8-4620-01A-02R-1325-07	TCGA-B0-5699-01A-11R-1541-07	TCGA-B8-4622-01A-02R-1277-07	TCGA-B0-5402-01A-01R-1503-07	TCGA-CZ-5457-01A-01R-1503-07	TCGA-CZ-5986-01A-11R-1672-07	TCGA-CW-5587-01A-01R-1541-07	TCGA-CZ-4864-01A-01R-1503-07	TCGA-CZ-5988-01A-11R-1672-07	TCGA-B0-5711-01A-11R-1672-07	TCGA-CJ-5689-01A-11R-1541-07	TCGA-B0-5703-01A-11R-1541-07	TCGA-B0-5712-01A-11R-1672-07	TCGA-CZ-5469-01A-01R-1503-07	TCGA-CZ-4863-01A-01R-1503-07	TCGA-B2-5641-01A-01R-1541-07	TCGA-CZ-5465-01A-01R-1503-07	TCGA-CJ-5677-01A-11R-1541-07	TCGA-CZ-5982-01A-11R-1672-07	TCGA-CW-6088-01A-11R-1672-07	TCGA-CZ-5468-01A-01R-1503-07	TCGA-CZ-5467-01A-01R-1503-07	TCGA-CZ-5454-01A-01R-1503-07	TCGA-CJ-5681-01A-11R-1541-07	TCGA-CW-5591-01A-01R-1541-07	TCGA-B8-5549-01A-01R-1541-07	TCGA-B8-4619-01A-02R-1325-07	TCGA-CW-5589-01A-01R-1541-07	TCGA-CJ-6033-01A-11R-1672-07
NM_003818|CDS2|chr20|+	chr20:5170747-5178530	5171948	0.35	0.67	0.39	0.21	0.21	0.19	0.41	0.43	0.38	0.23	0.35	0.29	0.40	0.53	0.36	0.17	0.58	0.33	0.36	0.20	0.13	0.52	0.47	0.36	0.26	0.30	0.36	0.41	0.39	0.15	0.33	0.31	0.21	0.35	0.49	0.33	0.35	0.39	0.13	0.44	0.53	0.33	0.71	0.42	0.41	0.50	0.40	0.29	0.47	0.38	0.47	0.47	0.48	0.25	0.41	0.30	0.10	0.41	0.59	0.41	0.21	0.38	0.42	0.21	0.40	0.29	0.53	0.46	0.50	0.60	0.41	0.23
NM_022830|TUT1|chr11|-	chr11:62341461-62343716	62342556	0.46	0.37	0.24	0.53	0.37	0.32	0.39	0.25	0.30	0.44	0.48	0.33	0.54	0.23	0.34	0.66	0.46	0.55	0.62	0.61	0.65	0.55	0.32	NA	0.49	0.32	0.42	NA	0.29	0.39	0.47	0.31	0.64	0.45	0.55	NA	0.30	0.57	NA	0.59	0.33	0.39	0.54	0.64	0.22	0.60	0.51	0.32	0.23	0.43	0.35	NA	0.63	0.57	0.20	0.47	0.36	0.39	0.35	0.59	NA	0.22	0.48	0.50	0.50	0.54	0.65	0.41	0.53	0.27	0.36	0.59
NM_183323|PAIP1|chr5|-	chr5:43526376-43527571	43527319	0.46	0.38	0.40	0.31	0.51	0.46	0.37	0.54	0.42	0.50	0.42	0.43	0.43	0.46	0.48	0.24	0.24	0.41	0.54	0.45	0.20	0.51	0.32	0.53	0.26	0.74	0.44	0.73	0.46	0.36	0.54	0.30	0.32	0.33	0.24	0.31	0.34	0.41	0.33	0.36	0.53	0.31	0.43	0.37	0.39	0.46	0.53	0.44	0.50	0.44	0.57	0.35	0.49	0.26	0.33	0.48	0.38	0.35	0.31	0.54	0.30	0.51	0.46	0.43	0.46	0.29	0.43	0.50	0.37	0.38	0.42	0.22
NM_024941|C5orf44|chr5|+	chr5:64960330-64960851	64960511	0.66	0.63	0.56	0.40	0.59	0.51	0.47	0.48	0.53	0.65	0.45	0.62	0.63	0.59	0.57	0.56	0.57	0.54	0.59	0.62	0.33	0.64	0.40	0.64	0.56	0.69	0.56	0.99	0.58	0.47	0.55	0.60	0.53	0.58	0.40	0.45	0.58	0.61	0.53	0.46	0.60	0.55	0.46	0.54	0.55	0.55	0.68	0.70	0.52	0.57	0.67	0.54	0.61	0.58	0.69	0.69	NA	0.57	0.35	0.66	0.47	0.64	0.56	0.68	0.68	0.69	0.53	0.54	0.51	0.59	0.47	0.46
NM_172250|MMAA|chr4|+	chr4:146576298-146581206	146576575	0.32	0.41	0.26	0.21	0.31	0.13	0.41	0.42	0.35	0.27	0.47	0.29	0.47	0.50	0.32	0.10	0.34	0.33	0.47	0.25	0.14	0.45	0.44	NA	NA	0.29	0.49	NA	0.34	0.20	0.29	0.24	0.18	0.23	0.40	0.42	0.34	0.35	0.13	0.36	NA	0.20	0.39	0.35	0.43	0.45	0.40	0.32	0.46	0.45	0.45	0.39	0.42	0.29	0.37	0.35	0.15	0.45	0.39	0.36	0.20	0.53	0.56	0.18	NA	0.34	0.43	0.44	0.47	0.31	0.41	0.21
NM_032812|PLXDC2|chr10|+	chr10:20568631-20578115	20569074	0.39	0.56	0.36	0.29	0.31	0.12	0.54	0.53	0.43	0.21	0.43	0.45	0.43	0.47	0.36	0.14	0.47	0.44	0.39	0.21	0.15	0.52	0.42	0.36	0.27	0.28	0.49	0.54	0.28	0.15	NA	0.32	0.19	0.22	0.48	0.32	0.42	0.37	0.11	0.40	0.64	0.24	0.51	0.30	0.43	0.42	0.36	0.31	0.45	0.47	0.43	0.31	0.45	0.30	0.38	0.40	0.08	0.38	0.51	0.36	0.17	0.45	0.49	0.11	0.41	0.25	0.25	0.57	0.45	NA	0.42	0.16
NM_012204|GTF3C4|chr9|+	chr9:135564267-135570337	135566152	NA	0.80	0.68	NA	0.58	NA	0.79	0.65	0.68	NA	NA	NA	0.79	0.68	0.67	NA	0.78	0.68	0.68	NA	NA	0.76	NA	NA	NA	NA	0.76	1.00	0.52	NA	0.60	NA	NA	NA	0.88	0.79	0.58	NA	NA	0.72	0.74	0.48	0.67	0.64	0.73	NA	NA	0.58	0.68	0.60	0.77	0.70	0.76	NA	NA	NA	NA	0.72	0.65	0.73	NA	0.65	0.76	NA	0.59	NA	0.56	0.69	0.71	NA	0.76	NA
NM_001145354|MKLN1|chr7|+	chr7:131172365-131181573	131172674	0.40	0.47	0.46	0.22	0.35	0.27	0.41	0.34	0.54	0.30	0.30	0.43	0.51	0.39	0.36	0.17	0.50	0.46	0.51	0.23	0.13	0.51	0.45	0.55	0.20	0.27	0.53	0.89	0.38	0.13	0.38	0.37	0.17	0.34	0.47	0.52	0.40	0.46	0.07	0.40	0.55	0.33	0.45	0.39	0.39	0.52	0.47	0.39	0.49	0.43	0.52	0.51	0.51	0.26	0.26	0.32	0.11	0.47	0.44	0.44	0.15	0.49	0.54	0.34	0.48	0.44	0.32	0.56	0.37	0.51	0.38	0.17
NM_017872|THG1L|chr5|+	chr5:157166328-157168452	157166635	0.26	0.32	0.41	0.28	0.30	0.15	0.42	0.37	0.35	0.23	0.36	0.26	0.41	0.39	0.25	0.18	0.36	0.23	0.32	0.29	0.14	0.51	0.27	0.23	0.29	0.25	0.39	NA	0.33	0.16	0.28	0.19	0.23	0.22	0.31	0.28	0.33	0.24	0.18	0.42	0.40	0.22	0.39	0.21	0.47	0.28	0.25	0.32	0.42	0.38	0.54	0.27	0.39	0.27	0.31	0.38	0.23	0.40	0.39	0.34	0.19	0.40	0.43	0.16	0.39	0.32	NA	0.42	0.33	0.26	0.42	0.20
NM_012472|LRRC6|chr8|-	chr8:133582660-133584728	133584471	0.54	0.45	0.44	NA	NA	0.32	NA	0.40	0.36	0.39	NA	0.26	NA	0.37	0.35	NA	0.34	0.35	NA	0.39	NA	0.39	0.43	0.27	0.26	0.34	0.42	NA	NA	0.29	NA	0.38	0.27	0.34	0.30	0.40	0.41	0.31	0.29	NA	0.38	0.23	0.33	NA	NA	0.34	NA	NA	NA	0.47	0.53	NA	0.44	0.33	NA	0.39	0.28	0.42	0.36	NA	0.21	NA	NA	NA	NA	NA	NA	0.46	NA	NA	NA	0.30
NM_001173480|ARHGEF9|chrX|-	chrX:62854852-62858089	62857918	0.57	0.74	NA	NA	0.60	0.36	0.66	0.55	NA	0.47	0.52	0.46	0.73	0.75	0.66	0.28	0.71	NA	NA	0.46	0.36	0.81	0.59	NA	0.56	0.50	0.86	NA	0.67	0.32	0.49	0.58	0.44	0.50	0.62	NA	0.42	0.60	0.12	0.49	0.70	0.42	0.72	0.63	0.54	0.73	0.62	0.59	0.77	0.67	0.82	0.70	0.74	0.46	0.30	0.71	0.25	0.77	0.65	0.71	0.34	0.61	0.79	0.54	0.67	0.67	0.56	0.61	0.53	0.78	0.66	0.42
NM_173829|SREK1IP1|chr5|-	chr5:64013956-64020400	64019997	0.59	0.77	NA	0.32	0.31	0.17	0.81	0.65	0.74	0.42	0.55	0.77	0.79	0.56	0.40	0.14	0.77	NA	0.88	0.45	0.27	0.78	0.68	NA	0.36	0.21	0.76	0.47	0.70	0.12	0.46	0.55	0.19	0.24	0.73	0.66	0.66	0.68	0.10	0.52	0.71	0.24	0.73	0.65	0.69	0.78	NA	0.57	0.81	0.79	NA	0.69	0.71	0.19	0.25	0.38	0.13	NA	NA	0.82	0.12	0.82	0.89	0.27	NA	0.42	0.60	0.71	0.70	0.84	0.63	0.15
NM_016612|SLC25A37|chr8|+	chr8:23428847-23433855	23429586	NA	0.64	0.53	0.67	0.73	0.52	NA	NA	NA	NA	NA	0.41	0.70	0.49	0.67	0.64	0.68	0.65	0.38	NA	0.53	0.75	NA	0.42	0.75	0.83	0.66	NA	0.42	0.63	0.47	NA	0.45	0.74	0.69	0.81	0.46	0.69	0.55	0.48	0.56	0.60	0.44	0.46	0.59	0.63	0.40	NA	0.93	NA	0.67	NA	0.75	0.67	0.50	0.86	0.46	0.64	0.56	0.64	0.59	0.61	0.70	0.54	0.44	0.48	0.70	0.65	NA	NA	0.57	0.69
NM_033416|IMP4|chr2|+	chr2:131103928-131105377	131104167	0.39	0.55	0.38	0.30	0.36	0.18	0.34	0.42	0.45	0.35	0.41	0.22	0.45	0.49	0.37	0.22	0.44	0.36	0.33	0.33	0.17	0.58	0.38	0.41	0.34	0.41	0.53	NA	0.40	0.28	0.43	0.37	0.31	0.31	0.43	0.45	0.36	0.35	0.17	0.39	0.54	0.21	0.40	0.37	0.50	0.39	0.39	0.38	0.47	0.34	0.52	0.40	0.54	0.34	0.30	0.44	0.21	0.40	0.37	0.51	0.25	0.61	0.52	0.25	0.44	0.56	0.46	0.45	0.43	0.53	0.41	0.33
NM_015368|PANX1|chr11|+	chr11:93913955-93918776	93914994	0.52	0.51	0.32	0.42	0.37	0.25	0.55	0.51	0.44	0.34	0.38	0.40	0.57	0.55	0.45	0.22	0.59	0.38	0.55	0.25	0.36	0.51	0.40	0.56	0.55	0.44	0.49	0.55	0.46	0.32	0.49	0.40	0.30	0.40	0.52	0.49	0.41	0.40	0.22	0.47	0.45	0.30	0.60	0.41	0.47	0.61	0.52	0.35	0.53	0.42	0.58	0.37	0.47	0.37	0.50	0.32	0.22	0.47	0.55	0.46	0.33	0.43	0.57	0.26	0.46	0.32	0.47	0.40	0.50	0.38	0.44	0.35
NM_016138|COQ7|chr16|+	chr16:19089402-19094710	19091289	0.40	0.45	0.38	0.43	0.38	0.31	0.34	0.36	0.22	0.26	0.25	0.16	0.36	0.29	0.37	0.22	0.45	0.41	0.22	0.43	0.23	0.26	NA	0.27	0.38	0.36	0.36	0.71	0.26	0.32	0.34	0.15	0.23	0.37	0.30	0.40	0.39	0.24	0.21	0.37	0.42	NA	0.37	0.33	0.28	0.33	0.30	0.32	0.36	0.48	0.32	0.28	0.37	0.31	0.24	0.40	0.20	0.37	NA	0.36	0.35	0.45	0.38	0.39	0.30	0.31	0.24	0.36	0.33	0.50	0.40	0.41
NR_033361|TMCC1|chr3|-	chr3:129366615-129370638	129369525	0.33	0.45	0.43	0.35	0.38	0.32	0.37	0.33	0.37	0.29	0.28	0.27	0.34	0.37	0.41	0.26	0.29	0.40	0.29	0.22	0.17	0.39	0.22	0.25	0.30	0.37	0.34	0.97	0.13	0.25	0.24	0.28	0.26	0.33	0.37	0.69	0.26	0.23	0.20	0.29	0.37	0.33	0.30	0.24	0.31	0.35	0.20	0.22	0.20	0.35	0.34	0.21	0.43	0.42	0.21	0.39	0.27	0.33	0.33	0.26	0.27	0.26	0.30	0.21	0.24	0.23	0.52	0.49	0.24	0.76	0.34	0.35
NM_001040445|ASB1|chr2|+	chr2:239355024-239360908	239355339	0.51	0.69	0.65	0.31	0.15	NA	0.40	0.59	NA	0.23	NA	NA	0.53	0.61	0.38	0.13	0.65	NA	0.55	0.21	0.19	0.65	0.53	NA	0.46	NA	0.39	NA	NA	0.10	0.51	0.48	0.16	0.35	0.54	0.26	0.34	0.35	0.09	0.43	0.64	0.30	0.62	NA	0.37	0.50	0.50	0.41	0.53	0.47	0.66	NA	NA	0.40	0.35	0.30	0.10	0.51	0.57	0.49	0.21	0.41	0.61	NA	0.53	0.36	0.61	0.67	NA	0.68	0.58	0.21
NM_003875|GMPS|chr3|+	chr3:155655379-155661777	155655529	0.46	0.59	0.38	0.23	0.36	0.13	0.44	0.44	0.41	0.24	0.31	0.29	0.38	0.42	0.35	0.12	0.48	0.39	NA	0.31	0.10	NA	0.48	NA	0.16	0.28	0.48	0.49	NA	0.16	0.36	0.28	0.25	0.23	0.40	0.54	NA	0.38	0.10	0.32	0.44	0.22	NA	0.23	NA	0.33	NA	0.33	NA	0.35	0.42	0.32	0.45	0.30	0.17	0.34	0.12	0.36	0.42	0.29	0.21	0.49	NA	0.15	0.37	NA	0.25	0.42	0.41	0.52	0.37	0.18
NM_013399|C16orf5|chr16|-	chr16:4560724-4562684	4561375	0.50	0.38	0.39	0.34	0.45	0.66	0.36	0.24	0.46	0.59	0.30	0.40	0.45	0.34	0.39	0.66	0.35	0.45	0.42	0.50	0.67	0.28	0.24	0.44	0.58	0.60	0.42	0.84	0.37	0.79	0.27	0.42	0.69	0.57	0.44	0.33	0.28	0.31	0.65	0.42	0.26	0.42	0.36	0.33	0.27	0.39	0.37	0.38	0.32	0.23	0.32	0.31	0.38	0.49	0.32	0.35	0.99	0.33	0.30	0.35	0.73	0.31	0.27	0.61	0.31	0.32	0.20	0.33	0.23	0.41	0.29	0.62
NM_014934|DZIP1|chr13|-	chr13:96232527-96234567	96234264	0.26	0.37	0.32	0.23	0.28	0.20	0.30	0.28	0.21	0.22	0.33	0.32	0.19	0.22	0.16	0.18	0.22	0.21	0.27	0.19	0.18	0.32	0.20	0.29	0.24	0.22	0.32	0.64	NA	0.21	0.30	0.16	0.27	0.28	0.25	0.22	0.23	0.28	0.34	0.30	0.31	0.23	0.19	0.21	0.30	0.26	0.26	0.26	0.26	0.29	0.35	NA	0.31	0.17	0.26	0.30	0.25	0.35	0.24	0.31	0.25	0.32	0.25	NA	0.30	0.31	NA	0.23	0.19	NA	0.24	0.21
