event_id	loci	Proximal_Site	TCGA-77-8008-01A-21R-2187-07	TCGA-51-4081-01A-01R-1100-07	TCGA-90-6837-01A-11R-1949-07	TCGA-56-8201-01A-11R-2247-07	TCGA-77-7138-01A-41R-2045-07	TCGA-22-5482-01A-01R-1635-07	TCGA-51-4079-01A-01R-1100-07	TCGA-56-8083-01A-11R-2247-07	TCGA-77-7338-01A-11R-2045-07	TCGA-56-7731-01A-11R-2125-07	TCGA-77-7335-01A-11R-2045-07	TCGA-33-6737-01A-11R-1820-07	TCGA-58-8386-01A-11R-2296-07	TCGA-56-8623-01A-11R-A28V-07	TCGA-85-7710-01A-11R-2125-07	TCGA-22-4609-01A-21R-2125-07	TCGA-43-6647-01A-11R-1820-07	TCGA-22-5472-01A-01R-1635-07	TCGA-77-7337-01A-21R-2045-07	TCGA-43-7657-01A-31R-2125-07	TCGA-22-5481-01A-31R-1949-07	TCGA-22-5478-01A-01R-1635-07	TCGA-22-5483-01A-01R-1820-07	TCGA-22-5489-01A-01R-1635-07	TCGA-77-7142-01A-11R-2045-07	TCGA-43-7658-01A-11R-2125-07	TCGA-56-7582-01A-11R-2045-07	TCGA-43-6143-01A-11R-1820-07	TCGA-39-5040-01A-21R-2125-07	TCGA-43-3394-01A-01R-0980-07	TCGA-56-8309-01A-11R-2296-07	TCGA-22-5491-01A-01R-1635-07	TCGA-90-7767-01A-11R-2125-07	TCGA-92-7340-01A-21R-2045-07	TCGA-43-6773-01A-41R-1949-07	TCGA-56-7730-01A-11R-2125-07	TCGA-34-8454-01A-11R-2326-07	TCGA-33-4587-01A-11R-2125-07	TCGA-43-6771-01A-11R-1820-07	TCGA-60-2709-01A-21R-1820-07	TCGA-56-7580-01A-11R-2045-07	TCGA-77-8007-01A-11R-2187-07	TCGA-56-7823-01B-11R-2247-07	TCGA-51-4080-01A-01R-1100-07	TCGA-43-5670-01A-21R-2125-07	TCGA-22-4593-01A-21R-1820-07	TCGA-56-7579-01A-11R-2045-07	TCGA-22-5471-01A-01R-1635-07	TCGA-34-7107-01A-11R-1949-07	TCGA-56-8082-01A-11R-2247-07	TCGA-56-7222-01A-11R-2045-07
NM_001254748|RGS5|chr1|-	chr1:163112086-163117293	163115889	0.34	0.46	0.37	0.42	NA	NA	0.28	0.43	0.49	0.51	0.68	0.40	0.53	0.64	NA	0.50	0.36	0.52	0.43	0.35	0.33	0.47	0.38	0.50	0.55	NA	0.49	0.47	NA	0.39	0.50	0.31	0.41	0.50	0.52	NA	0.48	0.47	NA	0.55	NA	0.39	NA	0.29	NA	0.38	0.39	0.43	0.50	0.34	0.52
NM_001144060|NHSL1|chr6|-	chr6:138736285-138745953	138743264	NA	0.20	0.37	NA	NA	0.23	0.13	0.14	0.33	0.16	NA	0.28	0.14	0.32	NA	0.21	NA	0.42	0.17	NA	NA	0.10	0.75	0.07	0.54	0.57	0.21	0.15	NA	0.29	0.06	0.18	0.15	NA	0.16	0.49	0.24	0.79	0.09	0.20	0.24	NA	0.17	0.20	NA	0.27	0.05	NA	0.29	0.13	0.23
NM_016057|COPZ1|chr12|+	chr12:54744259-54745624	54744624	0.67	0.41	0.67	0.79	0.72	0.66	0.66	0.51	0.81	0.63	0.72	0.52	0.77	0.81	0.59	0.58	0.68	0.77	0.63	0.77	0.50	0.45	0.61	0.67	0.45	0.74	0.53	0.48	0.55	0.61	0.82	0.57	0.60	0.59	0.65	0.64	0.81	0.58	0.59	0.71	0.70	0.67	0.56	0.64	0.70	0.83	0.74	0.55	0.71	0.50	0.61
NM_080550|SYNRG|chr17|-	chr17:35874905-35879174	35878674	0.41	0.48	0.46	0.44	0.35	0.39	0.50	0.41	0.52	0.40	0.35	0.35	0.53	0.53	0.45	0.43	0.37	0.49	0.37	0.55	0.30	0.34	0.48	0.41	0.51	0.66	0.70	0.36	0.38	0.60	0.43	0.44	0.42	0.44	0.41	0.42	0.43	0.50	0.30	0.50	0.46	0.40	0.46	0.63	0.31	0.45	0.47	0.42	0.49	0.41	0.47
NM_003062|SLIT3|chr5|-	chr5:168088776-168093694	168093339	0.23	0.25	NA	NA	NA	0.11	0.12	0.09	0.24	0.16	0.12	0.14	0.18	0.39	NA	0.21	NA	0.25	0.26	NA	NA	0.28	0.15	0.22	NA	NA	NA	0.26	NA	NA	0.12	NA	0.19	0.19	0.20	NA	0.23	NA	NA	0.31	NA	NA	NA	NA	NA	0.24	NA	0.06	0.24	NA	NA
NM_001110792|MECP2|chrX|-	chrX:153286929-153296901	153295769	0.27	0.45	0.19	0.19	0.19	0.21	0.28	0.40	0.59	0.24	0.21	0.23	0.39	0.43	0.35	0.51	0.41	0.40	0.52	0.37	0.10	0.24	0.40	0.28	0.78	0.55	0.60	0.41	0.38	0.24	0.31	0.12	0.17	0.22	0.24	0.15	0.31	0.55	0.23	0.29	0.23	0.32	0.21	0.34	0.11	0.64	0.18	0.08	0.28	0.32	0.50
NM_021159|RAP1GDS1|chr4|+	chr4:99363140-99364998	99363737	0.28	0.30	0.36	0.37	0.32	0.25	0.26	0.27	0.43	0.33	0.40	0.27	0.28	0.43	0.30	0.34	0.26	0.39	0.23	0.28	0.15	0.22	0.18	0.30	0.23	0.29	0.34	0.14	0.22	0.19	0.35	0.17	0.20	0.24	0.32	0.27	0.39	0.21	0.27	0.36	0.39	0.30	0.26	0.21	0.19	0.25	0.23	0.27	0.26	0.30	0.26
NM_001457|FLNB|chr3|+	chr3:58156301-58157973	58156471	0.63	0.77	0.62	0.59	0.49	0.67	0.68	0.75	0.88	0.47	0.77	0.55	0.78	0.88	0.58	0.64	0.61	0.71	0.51	0.76	0.70	0.54	0.65	0.64	0.80	0.85	0.64	0.43	0.52	0.62	0.88	0.50	0.44	0.45	0.84	0.49	0.82	0.69	0.51	0.73	0.83	0.58	0.42	0.55	0.58	0.79	0.68	0.52	0.56	0.69	0.65
NM_001201334|GCFC2|chr2|-	chr2:75889775-75891909	75891599	NA	NA	NA	0.26	0.19	0.27	0.33	NA	0.48	0.23	0.23	0.29	NA	0.46	NA	NA	NA	0.48	NA	0.32	0.29	0.23	0.52	0.43	0.48	0.36	0.60	0.31	0.32	0.41	NA	0.41	0.30	0.32	NA	0.35	NA	0.34	NA	NA	0.41	0.32	0.32	0.38	0.21	NA	NA	0.15	NA	0.41	0.28
NM_014155|ZBTB44|chr11|-	chr11:130096566-130104168	130103085	0.61	0.73	0.53	0.64	0.35	0.46	0.46	0.58	0.67	0.46	0.35	NA	0.54	0.73	0.57	0.63	NA	0.58	0.35	0.68	0.35	0.47	0.31	0.56	0.44	0.72	0.77	0.37	0.60	0.43	0.64	0.26	0.36	0.38	0.62	0.51	0.65	0.78	NA	0.48	0.57	0.62	0.49	0.39	0.31	0.65	0.43	0.30	0.44	0.68	0.74
NM_001145370|PTPN3|chr9|-	chr9:112137968-112141913	112140570	0.31	0.24	0.20	0.38	0.32	0.28	0.16	0.34	0.31	0.30	0.34	0.13	0.26	0.29	0.17	0.31	0.17	0.27	0.15	0.41	NA	0.22	0.15	NA	0.18	0.28	0.16	0.17	0.22	0.23	0.19	0.27	0.22	0.17	0.18	0.14	0.20	0.20	0.29	0.33	0.46	NA	0.20	NA	0.22	0.30	0.29	0.22	0.16	0.26	0.13
NM_001001330|REEP3|chr10|+	chr10:65380572-65384679	65380722	0.57	0.67	0.44	0.59	0.45	0.48	0.64	0.38	0.72	0.47	0.45	0.23	0.61	0.62	0.62	0.63	0.56	0.64	0.52	0.46	0.34	0.37	0.57	0.56	0.54	0.52	0.73	0.23	0.51	0.60	0.73	0.48	0.60	0.52	0.55	0.46	0.64	0.43	0.51	0.66	0.45	0.52	0.60	0.67	0.41	0.63	0.51	0.36	0.59	0.64	0.70
NM_006753|SURF6|chr9|-	chr9:136193560-136199184	136197877	0.21	0.16	0.12	0.13	NA	0.05	0.28	0.10	NA	0.27	NA	0.05	0.10	0.24	0.14	0.16	0.17	0.08	NA	0.08	0.16	0.15	0.20	0.16	NA	0.49	NA	0.12	0.20	0.21	0.14	0.09	0.19	NA	0.10	0.08	0.06	0.31	0.04	0.26	NA	0.10	0.03	0.18	0.07	0.22	0.44	0.10	0.07	0.10	0.09
NR_027126|RBM18|chr9|-	chr9:125000490-125004322	125002445	0.24	0.27	0.28	0.30	0.27	0.36	0.31	0.19	0.24	0.30	0.36	0.25	0.31	0.38	0.36	0.29	0.36	0.45	0.24	0.29	0.31	0.36	0.19	0.29	0.27	0.37	0.31	0.16	0.20	0.19	0.22	0.22	0.30	0.24	0.27	0.32	0.40	0.18	0.31	0.35	0.42	0.24	0.28	0.37	0.17	0.35	0.18	0.29	0.29	0.26	0.26
NM_144498|OSBPL2|chr20|+	chr20:60868840-60871279	60869904	0.40	0.37	0.52	0.43	0.32	0.45	0.32	0.36	0.39	0.40	0.66	0.31	0.42	0.61	0.30	0.34	0.36	0.52	0.32	0.45	0.45	0.45	0.37	0.35	0.70	0.61	0.53	0.27	0.35	0.54	0.46	0.34	0.68	0.36	0.62	0.32	0.40	0.56	0.36	0.46	0.58	0.24	0.34	0.31	0.42	0.48	0.43	0.54	0.49	0.37	0.33
NM_002583|PAWR|chr12|-	chr12:79981552-79986473	79986288	0.42	0.47	0.39	0.69	0.42	0.40	0.45	0.36	0.55	0.48	0.48	0.41	0.41	0.58	0.52	0.48	0.49	0.59	0.29	0.50	0.41	0.40	0.48	0.52	0.34	0.61	0.48	0.27	0.47	0.39	0.59	0.38	0.43	0.46	0.58	0.45	0.54	0.53	0.43	0.49	0.54	0.50	0.37	0.56	0.31	0.46	0.35	0.45	0.42	0.55	0.50
NM_207318|FAM199X|chrX|+	chrX:103434288-103440579	103436036	0.54	0.83	0.75	0.69	0.34	0.48	0.63	0.48	0.75	0.57	NA	0.39	0.63	NA	0.59	0.53	0.68	0.60	0.29	NA	0.28	0.41	0.42	0.71	0.37	0.63	0.77	0.35	0.57	0.62	0.75	0.34	0.56	0.51	NA	0.70	0.64	0.55	0.53	0.67	0.68	0.65	0.50	0.52	0.30	0.63	0.47	NA	NA	0.46	0.77
NM_013302|EEF2K|chr16|+	chr16:22295207-22300050	22297915	0.66	0.39	0.70	NA	0.42	0.45	0.36	0.32	0.55	0.39	NA	NA	0.40	0.78	0.38	0.37	0.38	0.45	0.16	0.63	0.51	0.32	0.19	0.27	0.37	0.34	0.44	0.20	0.29	0.50	0.67	0.24	0.28	NA	0.55	NA	0.59	0.55	NA	0.50	0.66	0.41	0.29	0.27	NA	0.63	NA	NA	0.32	0.33	0.22
NM_194261|UBE2I|chr16|+	chr16:1374730-1376612	1375280	0.12	0.10	0.11	0.09	0.05	0.08	0.04	0.18	0.09	0.08	0.04	0.05	0.18	0.26	0.07	0.14	0.09	0.12	0.04	0.18	0.09	0.11	0.06	0.11	0.06	0.06	0.07	0.06	0.10	0.09	0.12	0.07	0.05	0.04	0.08	0.05	0.15	0.06	0.08	0.12	0.09	0.10	0.10	0.09	0.06	0.15	0.04	0.10	0.13	0.07	0.06
NR_037177|LOC100294145|chr6|+	chr6:32868696-32871537	32869700	NA	0.76	0.31	NA	0.63	0.37	0.59	0.48	NA	NA	NA	NA	NA	NA	0.50	0.54	NA	0.74	0.58	0.59	0.48	0.33	NA	0.45	0.66	0.53	NA	0.38	NA	0.66	NA	0.43	0.62	0.58	NA	0.53	0.40	0.64	NA	0.37	NA	0.42	0.45	0.55	0.65	0.42	0.36	0.43	NA	NA	0.50
NM_139207|NAP1L1|chr12|-	chr12:76439967-76441498	76441348	0.36	0.58	0.37	0.53	0.31	0.37	0.57	0.35	0.52	0.37	0.39	0.25	0.39	0.58	0.55	0.52	0.48	0.54	0.39	0.51	0.27	0.45	0.52	0.42	0.36	0.82	0.48	0.20	0.43	0.55	0.60	0.46	0.49	0.39	0.39	0.59	0.65	0.67	0.25	0.48	0.46	0.54	0.45	0.50	0.21	0.53	0.42	0.38	0.37	0.56	0.56
NM_002709|PPP1CB|chr2|+	chr2:29022064-29025807	29023845	0.31	0.28	0.45	0.65	0.43	0.29	0.26	0.20	0.42	0.50	0.75	0.31	0.35	0.75	0.22	0.29	0.23	0.33	0.15	0.51	0.30	0.22	0.22	0.30	0.19	0.24	0.31	0.13	0.20	0.29	0.44	0.20	0.28	0.35	0.36	0.57	0.40	0.25	0.29	0.39	0.63	0.32	0.24	0.33	0.37	0.27	0.42	0.42	0.25	0.23	0.25
NM_004863|SPTLC2|chr14|-	chr14:77972326-77978746	77978484	0.32	0.39	0.29	0.33	0.33	0.30	0.25	0.34	0.53	0.24	0.09	0.17	0.52	0.41	0.40	0.40	0.33	0.49	0.35	0.45	0.20	0.25	0.30	0.34	0.43	0.45	0.38	0.26	0.46	0.25	0.35	0.18	0.37	0.16	NA	0.16	0.44	0.37	0.33	0.32	0.26	0.51	0.28	0.27	0.20	0.42	0.31	0.10	0.38	0.26	0.40
NM_001895|CSNK2A1|chr20|-	chr20:461746-464720	463429	0.44	0.41	0.63	0.60	0.56	0.62	0.60	0.44	0.72	0.49	0.63	0.52	0.58	0.79	0.46	0.45	0.51	0.59	0.41	0.73	0.59	0.41	0.42	0.46	0.41	0.54	0.51	0.33	0.44	0.53	0.67	0.41	0.43	0.51	0.55	0.51	0.69	0.51	0.41	0.57	0.64	0.52	0.48	0.54	0.37	0.68	0.54	0.57	0.45	0.43	0.56
NM_001409|MEGF6|chr1|-	chr1:3404511-3407153	3406524	0.46	0.59	0.37	0.42	NA	0.43	NA	0.43	NA	0.24	0.35	0.75	0.59	0.26	NA	0.36	0.31	0.35	0.42	0.65	0.30	0.12	NA	0.33	NA	0.51	NA	NA	NA	0.59	0.24	NA	0.56	0.35	0.33	0.48	0.60	NA	0.33	0.37	0.49	0.44	NA	NA	0.22	NA	0.51	0.31	0.61	0.56	NA
NM_174909|TMEM167A|chr5|-	chr5:82348659-82352973	82352605	0.39	0.49	0.49	0.45	0.21	0.42	0.29	0.39	0.43	0.32	0.24	0.19	0.42	0.57	0.38	0.41	0.54	0.60	0.40	0.34	0.33	0.41	0.30	0.40	0.31	0.35	0.49	0.31	0.50	0.26	0.47	0.23	0.28	0.37	0.38	0.32	0.37	0.43	0.42	0.54	0.37	0.34	0.24	0.27	0.28	0.36	0.22	0.26	0.37	0.43	0.30
NM_138459|NUS1|chr6|+	chr6:118028087-118031771	118029698	0.44	0.57	0.65	0.69	0.46	0.52	0.57	0.46	0.61	0.82	0.94	0.65	0.50	0.82	0.49	0.51	0.37	0.64	0.33	0.68	0.72	0.55	0.45	0.50	0.54	0.69	0.57	0.34	0.56	0.55	0.68	0.42	0.52	0.58	0.66	0.84	0.50	0.60	0.35	0.54	0.90	0.55	0.54	0.49	0.44	0.56	0.59	0.79	0.48	0.65	0.70
NM_001981|EPS15|chr1|-	chr1:51819951-51822518	51820941	0.46	0.55	0.44	0.57	0.60	0.46	0.51	0.37	0.60	0.69	1.00	0.53	0.53	0.83	0.45	0.52	0.34	0.64	0.40	0.77	0.26	0.46	0.41	0.36	0.34	0.44	0.46	0.30	0.33	0.58	0.55	0.40	0.44	0.67	0.57	0.78	0.45	0.50	0.35	0.53	0.91	0.51	0.34	0.45	0.42	0.45	0.60	0.62	0.45	0.51	0.52
NM_001002264|EPSTI1|chr13|-	chr13:43460562-43462638	43462238	0.22	NA	0.27	0.22	0.12	NA	0.24	NA	0.24	0.19	0.37	NA	0.19	0.37	0.17	0.18	0.25	0.31	0.27	0.26	0.37	0.25	0.20	0.25	0.23	0.22	NA	0.30	0.17	NA	0.36	NA	0.24	0.25	0.21	NA	0.25	0.20	0.14	0.50	NA	0.22	NA	0.19	0.27	NA	NA	0.25	0.24	0.21	0.28
NM_024755|SLTM|chr15|-	chr15:59171249-59172306	59171682	0.56	0.48	0.66	0.63	0.68	0.55	0.62	0.44	0.66	0.81	1.00	0.42	0.57	0.88	0.57	0.66	0.42	0.72	0.59	0.62	0.59	0.57	0.52	0.54	0.60	0.63	0.56	0.32	0.53	0.66	0.75	0.61	0.47	0.74	0.71	0.73	0.59	0.62	0.47	0.65	0.87	0.51	0.43	0.63	0.85	0.46	0.58	0.71	0.47	0.57	0.54
NM_018222|PARVA|chr11|+	chr11:12549395-12556882	12551355	0.24	0.19	0.21	0.21	0.17	0.17	0.18	0.15	0.29	0.18	0.20	0.12	0.29	0.30	0.21	0.22	0.21	0.23	0.21	0.24	0.12	0.17	0.14	0.18	0.15	0.28	0.21	0.18	0.26	0.17	0.21	0.10	0.14	0.19	0.18	0.14	0.22	0.15	0.14	0.27	0.19	0.18	0.13	0.14	0.12	0.22	0.20	0.11	0.18	0.11	0.17
NM_007187|WBP4|chr13|+	chr13:41656839-41658071	41657106	0.37	0.60	0.38	0.34	0.30	0.46	0.52	0.45	0.51	0.53	0.59	0.41	0.42	0.75	0.40	0.59	0.41	0.49	0.37	0.45	0.39	0.38	0.62	0.50	0.64	0.61	0.60	0.38	0.43	0.58	0.54	0.62	0.58	0.54	0.69	0.54	0.43	0.45	0.42	0.60	0.52	0.42	NA	0.76	0.28	NA	0.34	0.53	0.65	0.66	0.46
NM_138773|SLC25A46|chr5|+	chr5:110096903-110100869	110098482	0.47	0.46	0.37	0.42	0.49	0.46	0.53	0.43	0.65	0.55	0.77	0.38	0.33	0.55	0.39	0.46	0.33	0.54	0.31	0.40	0.30	0.33	0.38	0.30	0.52	0.74	0.61	0.23	0.37	0.39	0.49	0.34	0.44	0.51	0.59	0.59	0.45	0.58	0.24	0.44	0.89	0.46	0.52	0.49	0.33	0.36	0.39	0.41	0.40	0.50	0.56
NM_152352|FAM210A|chr18|-	chr18:13663346-13666712	13665841	0.28	0.30	NA	0.49	0.23	0.24	0.21	0.26	0.38	0.43	NA	0.37	0.36	NA	0.24	0.29	0.41	0.35	0.25	0.41	0.50	0.37	0.29	0.32	0.31	0.33	0.34	0.23	0.38	0.28	0.32	0.23	0.28	0.29	0.53	0.31	0.41	0.28	0.20	0.48	0.48	0.24	0.35	0.31	0.46	0.34	0.28	0.41	0.26	0.35	0.25
NM_001170330|C4orf3|chr4|-	chr4:120218234-120219934	120219778	0.22	0.34	0.16	0.24	0.14	0.26	0.29	0.40	0.24	0.24	0.24	0.14	0.29	0.41	0.18	0.27	0.26	0.38	0.28	0.22	0.31	0.25	0.20	0.30	0.27	0.35	0.32	0.22	0.23	0.22	0.23	0.23	0.23	0.26	0.21	0.18	0.23	0.29	0.15	0.35	0.22	0.23	0.16	0.22	0.18	0.27	0.18	0.22	0.27	0.20	0.20
NM_001184790|PARD3|chr10|-	chr10:34398493-34400490	34400169	0.39	0.45	0.62	NA	0.45	0.43	0.50	0.39	0.82	0.32	0.45	0.42	0.54	NA	0.42	0.40	NA	0.50	NA	0.52	0.43	0.33	NA	0.42	0.68	0.62	0.44	0.29	NA	0.50	0.51	0.34	0.44	NA	0.66	0.37	0.44	0.54	0.33	0.51	0.53	0.44	0.29	0.43	0.43	0.55	0.51	0.39	0.34	0.36	0.51
NM_153348|FBXW8|chr12|+	chr12:117465832-117470313	117466488	0.65	0.57	0.58	0.56	0.65	NA	0.57	0.38	NA	0.60	NA	NA	0.54	0.67	NA	0.64	0.58	0.72	NA	0.63	0.82	0.54	NA	0.57	NA	0.86	0.57	0.40	0.79	0.50	0.73	NA	0.61	0.52	0.57	0.69	0.62	0.65	NA	0.43	0.55	0.58	0.45	0.50	NA	0.69	NA	0.47	0.48	0.51	NA
NM_025179|PLXNA2|chr1|-	chr1:208195619-208200683	208200247	0.17	0.37	0.39	0.20	0.36	0.24	0.13	0.30	0.32	0.17	0.16	0.15	0.31	0.42	0.23	0.47	0.15	0.31	0.16	NA	NA	0.29	NA	0.34	0.49	0.82	0.74	0.41	0.35	NA	0.34	0.32	0.40	0.14	0.22	0.16	0.11	NA	0.23	0.39	NA	0.17	0.10	0.52	0.15	0.22	0.17	0.09	0.20	NA	0.07
NM_003403|YY1|chr14|+	chr14:100743754-100749117	100744819	0.32	0.25	0.48	0.21	0.17	0.26	0.11	0.28	0.38	0.21	0.17	0.23	0.37	0.41	0.17	0.25	0.26	0.28	0.10	0.32	0.14	0.19	0.16	0.27	0.12	0.23	0.20	0.21	0.17	0.15	0.29	0.13	0.11	0.17	0.29	0.14	0.35	0.20	0.28	0.32	0.33	0.32	0.16	0.14	0.10	0.37	0.20	0.15	0.26	0.15	0.10
NM_005732|RAD50|chr5|+	chr5:131977869-131982013	131979390	0.29	0.23	0.20	NA	0.18	0.25	0.28	0.24	0.31	0.35	0.33	NA	0.37	0.36	0.25	0.32	0.31	0.32	NA	0.33	0.27	0.19	0.21	0.32	0.27	0.39	0.24	0.22	0.24	0.22	0.35	0.14	0.27	NA	0.25	NA	0.32	0.33	0.20	0.31	0.36	0.28	0.19	0.24	0.31	0.35	0.23	0.14	0.25	0.26	0.21
NM_020854|KIAA1468|chr18|+	chr18:59972646-59974329	59972986	0.34	0.40	0.38	0.47	0.43	0.41	0.44	0.42	0.50	0.43	0.44	0.33	0.50	0.53	0.36	0.39	0.36	0.46	0.34	0.48	0.45	0.37	0.47	0.36	0.48	0.41	0.56	0.22	0.46	0.46	0.46	0.36	0.42	0.42	0.52	0.39	0.35	0.39	0.30	0.44	0.64	0.37	0.42	0.43	0.39	0.42	0.36	0.39	0.36	0.43	0.47
NM_001128620|PAK1|chr11|-	chr11:77032969-77034405	77034135	0.57	0.55	0.54	0.62	0.72	0.52	0.61	0.50	0.70	0.48	0.52	0.42	0.39	0.72	0.53	0.61	0.46	0.60	0.43	0.63	0.76	0.45	0.61	0.45	0.45	0.74	0.47	0.31	0.55	0.50	0.59	0.47	0.53	0.45	0.48	0.63	0.58	0.62	0.56	0.51	0.62	0.60	0.33	0.65	0.78	0.64	0.54	0.43	0.38	0.49	0.64
NM_002069|GNAI1|chr7|+	chr7:79846618-79848705	79847291	0.23	0.32	0.28	0.43	0.37	0.28	0.37	0.25	0.35	0.30	0.42	0.29	0.36	0.46	0.31	0.29	0.20	0.30	0.28	0.33	NA	0.23	0.36	0.24	0.39	0.43	0.47	0.14	0.25	0.31	0.34	0.35	0.32	0.40	0.36	0.46	0.26	0.35	0.19	0.32	0.51	0.25	0.24	0.42	0.13	0.23	0.27	NA	0.30	0.45	0.40
NM_014877|HELZ|chr17|-	chr17:65066540-65074702	65074398	0.29	0.42	NA	0.49	0.35	0.28	NA	0.27	0.54	0.33	0.25	0.25	0.36	0.50	0.42	0.53	0.40	0.28	0.24	NA	0.14	0.23	0.32	0.34	0.29	0.52	0.56	0.26	0.42	0.40	0.44	NA	0.44	0.22	0.33	0.28	0.46	0.38	NA	0.45	0.41	0.38	0.28	NA	0.21	0.36	0.31	NA	0.31	0.37	0.58
NR_024537|GSTM3|chr1|-	chr1:110278639-110279791	110279635	0.09	0.09	NA	NA	0.05	0.09	0.07	0.08	0.11	0.10	0.07	0.04	0.16	0.22	NA	0.13	0.08	0.19	0.11	0.10	0.08	0.09	0.09	0.12	0.11	0.15	0.13	0.08	0.12	0.08	0.14	0.09	0.07	0.07	0.11	0.09	NA	0.08	0.07	0.12	0.09	0.11	0.08	0.10	0.10	0.10	0.09	0.06	0.12	0.09	0.11
NM_014991|WDFY3|chr4|-	chr4:85590610-85594144	85593649	0.47	0.61	0.56	0.58	0.42	0.53	0.65	0.26	0.62	0.46	0.64	0.35	0.48	0.81	0.42	0.59	0.51	0.59	0.46	0.42	0.26	0.25	NA	NA	0.52	0.55	0.59	0.25	0.51	0.48	0.74	0.38	0.56	0.41	0.67	0.55	0.65	0.38	0.38	0.60	0.52	0.55	0.36	0.65	0.37	0.42	0.35	0.44	0.44	0.44	0.58
NM_175859|CTPS2|chrX|-	chrX:16606131-16607898	16607737	0.48	0.54	0.50	0.51	NA	0.51	0.67	0.61	0.57	0.35	0.46	0.33	0.50	0.71	0.61	0.54	0.53	0.79	0.44	0.52	0.49	0.48	0.57	0.49	0.50	0.72	0.61	0.27	0.48	0.56	0.52	0.37	0.39	0.31	0.64	0.52	0.70	0.60	NA	0.68	0.45	0.56	0.43	0.60	0.41	NA	0.40	0.38	0.52	0.51	0.53
NM_015176|FBXO28|chr1|+	chr1:224345053-224349767	224347066	0.68	0.60	0.69	0.54	0.68	0.60	0.55	0.41	0.68	0.54	NA	0.56	0.41	0.77	0.42	0.58	0.45	0.66	0.50	0.39	0.53	0.49	0.40	0.46	0.46	0.52	0.58	0.30	0.49	0.43	0.65	0.40	0.34	0.46	0.72	0.53	0.57	0.34	0.41	0.43	0.65	0.42	0.31	0.42	0.53	0.46	0.51	0.44	0.41	0.50	0.42
NM_020696|KIAA1143|chr3|-	chr3:44790225-44795044	44794799	0.43	0.61	0.54	0.49	0.23	0.54	0.54	0.58	0.50	0.44	0.25	0.33	0.49	0.50	0.40	0.47	0.59	0.64	0.43	0.40	0.31	0.53	0.48	0.58	0.49	0.47	0.55	0.46	0.57	0.41	0.45	0.35	0.26	0.36	0.64	0.25	0.53	0.49	0.41	0.56	0.48	0.39	0.38	0.57	0.26	0.55	0.26	0.28	0.65	0.44	0.37
NM_017919|STX17|chr9|+	chr9:102730715-102736843	102734498	NA	0.46	NA	NA	0.65	NA	NA	NA	0.60	NA	NA	NA	0.45	0.75	0.63	0.50	0.58	0.61	0.45	NA	NA	0.64	0.44	0.46	0.72	0.70	0.55	0.34	0.57	0.45	0.71	0.33	0.50	NA	NA	0.64	0.48	0.57	0.47	0.54	NA	NA	0.31	0.47	0.60	NA	NA	NA	0.37	0.59	NA
NM_001202514|MXD1|chr2|+	chr2:70165228-70170083	70167738	0.63	0.70	0.70	0.83	0.80	0.43	0.52	0.62	0.79	0.71	NA	0.52	0.61	0.86	0.56	0.59	0.57	0.85	0.24	NA	NA	0.52	0.63	0.64	0.72	NA	0.52	0.41	0.59	NA	0.82	0.43	0.45	0.60	NA	0.76	0.78	0.82	0.34	0.71	NA	0.39	0.64	NA	0.46	NA	0.57	0.84	0.62	0.70	0.64
NM_078487|CDKN2B|chr9|-	chr9:22002903-22006246	22004611	0.69	NA	NA	0.33	NA	0.46	NA	NA	1.00	0.73	NA	NA	0.40	0.91	0.61	NA	NA	0.81	0.97	0.57	0.31	0.43	0.34	NA	NA	NA	NA	0.66	NA	0.68	0.69	0.37	NA	NA	0.34	0.92	NA	NA	NA	0.34	NA	0.47	0.28	NA	0.81	0.32	0.96	NA	0.47	NA	NA
NM_015630|EPC2|chr2|+	chr2:149543873-149546272	149545077	NA	0.36	NA	0.59	0.38	0.43	0.45	0.35	0.47	0.50	0.58	0.47	NA	0.62	0.22	0.38	NA	0.39	0.29	0.52	NA	NA	0.32	0.43	0.38	0.35	0.42	0.43	0.38	0.42	0.35	0.46	0.35	0.47	NA	0.47	0.49	0.31	NA	NA	0.54	0.38	0.36	0.40	0.55	0.50	0.47	NA	0.46	0.39	0.32
NM_080391|PTP4A2|chr1|-	chr1:32372391-32374561	32374304	0.26	0.28	0.25	0.35	0.21	0.27	0.28	0.37	0.36	0.21	0.21	0.19	0.38	0.49	0.23	0.37	0.30	0.41	0.27	0.30	0.37	0.18	0.29	0.38	0.20	0.44	0.25	0.24	0.25	0.34	0.34	0.22	0.24	0.22	0.27	0.18	0.40	0.31	0.21	0.39	0.25	0.37	0.18	0.31	0.21	0.38	0.23	0.23	0.31	0.18	0.22
NM_032783|CBR4|chr4|-	chr4:169908753-169911479	169911261	NA	0.57	NA	0.38	0.17	0.43	0.44	NA	0.61	NA	0.30	NA	NA	0.58	0.38	0.48	NA	0.57	0.36	0.34	0.34	0.45	0.57	0.40	0.51	0.58	0.52	0.30	0.41	0.47	0.63	0.45	0.46	0.32	NA	0.53	0.51	0.43	0.25	0.46	0.53	NA	0.29	0.53	0.26	0.47	0.23	0.34	0.38	0.62	0.67
