event_id	loci	Proximal_Site	TCGA-38-4627-01A-01R-1206-07	TCGA-49-4512-01A-21R-1858-07	TCGA-55-6983-01A-11R-1949-07	TCGA-55-6978-01A-11R-1949-07	TCGA-73-4676-01A-01R-1755-07	TCGA-91-6828-01A-11R-1858-07	TCGA-44-2655-01A-01R-0946-07	TCGA-44-2657-01A-01R-1107-07	TCGA-50-5933-01A-11R-1755-07	TCGA-55-6984-01A-11R-1949-07	TCGA-91-6829-01A-21R-1858-07	TCGA-44-2668-01A-01R-A278-07	TCGA-44-2668-01B-02R-A277-07	TCGA-44-2668-01A-01R-0946-07	TCGA-44-6777-01A-11R-1858-07	TCGA-91-6831-01A-11R-1858-07	TCGA-50-5932-01A-11R-1755-07	TCGA-49-6744-01A-11R-1858-07	TCGA-50-5931-01A-11R-1755-07	TCGA-44-2662-01B-02R-A277-07	TCGA-44-2662-01A-01R-A278-07	TCGA-44-2662-01A-01R-0946-07	TCGA-44-6778-01A-11R-1858-07	TCGA-38-4632-01A-01R-1755-07	TCGA-44-6146-01A-11R-1755-07	TCGA-44-6146-01A-11R-A278-07	TCGA-44-6146-01B-04R-A277-07	TCGA-44-3396-01A-01R-1206-07	TCGA-50-6595-01A-12R-1858-07	TCGA-55-6979-01A-11R-1949-07	TCGA-55-6975-01A-11R-1949-07	TCGA-44-2661-01A-01R-1107-07	TCGA-50-5935-01A-11R-1755-07	TCGA-55-6986-01A-11R-1949-07	TCGA-38-4625-01A-01R-1206-07	TCGA-49-6742-01A-11R-1858-07	TCGA-44-5645-01B-04R-A277-07	TCGA-44-5645-01A-01R-A278-07	TCGA-44-5645-01A-01R-1628-07	TCGA-44-6148-01A-11R-1755-07	TCGA-91-6849-01A-11R-1949-07	TCGA-49-6743-01A-11R-1858-07	TCGA-44-2665-01A-01R-0946-07	TCGA-44-2665-01B-06R-A277-07	TCGA-44-2665-01A-01R-A278-07	TCGA-50-5939-01A-11R-1628-07	TCGA-55-6969-01A-11R-1949-07	TCGA-55-6980-01A-11R-1949-07	TCGA-49-6745-01A-11R-1858-07	TCGA-49-6761-01A-31R-1949-07	TCGA-55-6981-01A-11R-1949-07	TCGA-44-6145-01A-11R-1755-07	TCGA-55-6971-01A-11R-1949-07	TCGA-44-6776-01A-11R-1858-07	TCGA-50-5930-01A-11R-1755-07	TCGA-91-6847-01A-11R-1949-07	TCGA-49-4490-01A-21R-1858-07	TCGA-44-6147-01A-11R-1755-07	TCGA-44-6147-01B-06R-A277-07	TCGA-44-6147-01A-11R-A278-07	TCGA-55-6985-01A-11R-1949-07	TCGA-55-6982-01A-11R-1949-07	TCGA-55-6968-01A-11R-1949-07	TCGA-91-6835-01A-11R-1858-07	TCGA-55-6970-01A-11R-1949-07	TCGA-55-6972-01A-11R-1949-07	TCGA-50-5936-01A-11R-1628-07	TCGA-91-6836-01A-21R-1858-07	TCGA-38-4626-01A-01R-1206-07
NM_006827|TMED10|chr14|-	chr14:75598136-75601709	75601025	0.34	0.25	0.38	0.56	0.35	0.47	0.30	0.43	0.49	0.45	0.52	0.34	0.53	0.37	0.50	0.43	0.38	0.49	0.44	0.83	0.35	0.40	0.50	0.31	0.39	0.40	0.86	0.40	0.41	0.34	0.23	0.40	0.52	0.52	0.39	0.20	0.87	0.47	0.57	0.56	0.23	0.36	0.47	0.91	0.35	0.42	0.31	0.42	0.59	0.50	0.35	0.52	0.39	0.38	0.26	0.52	0.22	0.37	0.90	0.31	0.43	0.47	0.45	0.44	0.35	0.35	0.35	0.34	0.47
NM_006321|ARIH2|chr3|+	chr3:49020631-49023137	49020834	0.65	0.48	0.61	0.58	0.47	0.60	0.68	0.70	0.39	0.68	0.56	0.42	NA	0.48	0.67	0.50	0.55	0.64	0.70	NA	0.41	0.47	0.65	0.51	0.83	0.65	NA	0.71	0.59	0.48	0.49	0.75	0.76	0.72	0.60	0.67	NA	0.64	0.73	0.80	0.71	0.44	0.55	NA	NA	0.74	0.72	0.74	0.69	0.61	0.57	0.61	0.59	0.68	0.47	0.75	0.58	0.53	NA	0.49	0.65	0.56	0.54	0.60	0.49	0.72	0.44	0.28	0.72
NM_152793|C7orf41|chr7|+	chr7:30197053-30204522	30198055	0.27	NA	0.26	NA	0.25	0.49	0.39	0.30	0.11	NA	NA	NA	NA	NA	NA	0.74	0.41	0.32	0.72	NA	NA	NA	0.78	0.11	0.69	0.61	0.73	0.36	NA	0.18	NA	0.29	0.34	0.54	NA	0.44	NA	0.43	0.51	0.72	0.37	NA	0.26	NA	0.22	NA	0.44	0.38	0.30	0.36	0.21	NA	0.39	0.51	NA	NA	0.27	0.44	NA	0.43	0.40	NA	0.60	0.39	0.41	0.27	NA	NA	0.58
NM_183235|RAB27A|chr15|-	chr15:55495153-55497903	55497565	0.51	0.55	0.58	0.51	0.44	0.46	0.52	0.53	0.48	0.55	0.47	0.25	0.56	0.30	0.42	0.49	0.42	0.49	0.47	NA	0.33	0.35	0.49	0.30	0.47	0.43	0.85	0.42	0.41	0.30	0.50	0.45	0.55	0.67	0.44	0.51	0.87	0.47	0.63	0.60	0.43	0.35	0.46	0.81	0.44	0.53	0.71	0.57	0.55	0.64	0.41	0.59	0.53	0.55	0.43	0.62	0.58	0.44	NA	0.38	0.55	0.54	0.59	0.43	0.39	0.66	0.38	0.30	0.50
NM_018697|LANCL2|chr7|+	chr7:55498918-55501941	55499178	0.43	0.20	0.53	0.42	0.44	0.51	0.33	0.41	0.46	0.47	NA	0.23	NA	0.30	NA	0.44	0.45	0.39	0.36	NA	NA	NA	0.45	0.21	NA	NA	NA	0.41	0.29	0.38	0.36	0.43	0.47	0.51	0.30	0.31	NA	0.30	0.50	0.69	0.45	0.31	0.40	NA	NA	0.42	0.57	0.39	0.41	0.46	0.32	NA	0.59	0.61	NA	0.52	0.33	0.43	NA	0.25	0.44	0.40	0.62	0.54	0.48	0.50	0.48	0.42	0.51
NM_001202470|RPS10-NUDT3|chr6|-	chr6:34247400-34256708	34256219	0.16	0.11	0.13	0.23	0.20	0.28	0.18	0.19	0.16	0.19	0.28	0.22	0.48	0.17	0.24	0.28	0.18	0.18	0.12	NA	0.25	0.19	0.41	0.07	0.40	0.35	0.64	0.24	0.10	0.12	0.16	0.19	0.17	0.28	0.12	0.13	0.66	0.40	0.40	0.37	0.17	0.29	0.18	0.69	0.21	0.28	0.16	0.21	0.26	0.17	0.16	0.27	0.29	0.23	0.16	0.13	0.07	0.32	0.67	0.35	0.13	0.10	0.16	0.31	0.28	0.12	0.26	0.08	0.32
NM_014547|TMOD3|chr15|+	chr15:52200972-52207910	52204220	0.08	NA	0.18	0.20	0.11	0.20	0.22	0.33	0.08	0.26	0.19	0.07	0.16	0.06	0.17	0.28	0.11	0.18	0.14	0.21	0.17	0.20	0.22	0.16	0.27	0.25	0.30	0.23	0.17	0.21	0.14	0.38	0.22	0.25	0.13	0.18	0.29	0.23	0.29	0.29	0.17	0.13	0.27	0.21	0.25	0.12	0.20	0.20	0.18	0.18	0.16	0.25	0.16	0.25	0.16	0.26	0.18	0.19	0.26	0.21	0.19	0.15	0.19	0.18	0.11	NA	0.13	0.07	0.26
NM_001198681|LEPROT|chr1|+	chr1:65897485-65901944	65899343	0.23	NA	0.43	0.36	0.22	0.37	0.38	0.34	0.20	0.55	0.33	0.15	0.38	0.18	0.27	0.64	0.23	0.51	0.58	0.39	0.14	0.22	0.44	0.13	0.54	0.43	0.59	0.31	0.34	0.57	0.36	0.24	0.58	0.48	0.24	0.84	0.58	0.30	0.46	0.49	0.46	0.29	0.25	0.44	0.11	0.27	0.46	0.56	0.36	0.65	0.40	0.51	0.43	0.55	0.35	0.62	0.83	0.46	0.49	0.29	0.55	0.42	0.46	0.37	0.27	0.52	0.30	0.16	0.39
NM_024300|CHCHD7|chr8|+	chr8:57129889-57131243	57130039	0.44	0.52	0.40	0.53	NA	0.47	0.53	0.57	0.44	0.55	0.69	0.32	0.48	0.40	0.27	0.61	0.55	0.46	0.52	NA	0.32	0.43	0.72	0.29	0.72	0.57	NA	0.62	0.38	0.61	0.41	0.58	0.46	0.61	0.33	0.75	NA	0.49	0.76	0.69	0.47	0.49	0.62	NA	0.46	0.44	0.61	0.50	0.51	0.37	0.72	0.48	0.62	0.64	0.47	0.57	0.68	0.48	NA	0.35	0.51	0.40	0.55	0.49	0.39	0.62	0.40	0.30	0.53
NM_012081|ELL2|chr5|-	chr5:95220376-95224691	95223184	0.34	0.62	0.32	0.24	0.17	0.27	0.54	0.28	0.11	0.35	0.34	0.20	0.54	0.16	0.26	0.34	0.47	0.37	NA	0.67	0.38	0.24	0.28	0.16	0.40	NA	NA	0.31	0.29	0.24	0.32	0.35	0.67	0.38	0.27	0.67	NA	0.57	0.41	0.47	0.29	0.31	0.40	0.58	0.64	0.34	0.39	0.35	0.37	0.33	0.18	0.41	0.30	0.55	0.28	0.60	0.40	0.36	0.73	0.52	0.30	0.29	0.30	0.24	0.29	NA	0.31	0.09	0.41
NM_012218|ILF3|chr19|+	chr19:10799854-10803093	10800443	0.43	0.59	0.56	0.40	0.40	0.51	0.71	0.54	0.30	0.47	0.53	0.33	0.76	0.28	0.43	0.44	0.51	0.45	0.52	0.64	0.34	0.32	0.56	0.30	0.63	NA	0.82	0.37	0.37	0.43	0.44	0.38	0.57	0.46	0.17	0.55	0.77	0.56	0.48	0.47	0.55	0.38	0.48	0.60	0.56	0.47	0.44	0.43	0.51	0.43	0.39	0.43	0.58	0.57	0.51	0.45	0.41	0.46	0.41	0.59	0.41	0.44	0.33	0.61	0.47	0.74	0.51	0.38	0.57
NM_020408|LYRM4|chr6|-	chr6:5108675-5109725	5109374	0.39	0.59	0.39	0.37	0.30	0.30	0.54	0.35	0.32	0.38	0.33	0.20	NA	0.22	0.28	0.38	0.36	0.31	0.33	NA	0.23	0.22	0.32	0.26	0.42	NA	NA	0.36	0.37	0.35	0.31	0.45	0.50	0.39	0.34	0.44	NA	0.39	0.29	0.38	0.31	0.35	0.45	NA	0.35	0.40	0.30	0.41	0.47	0.34	0.33	0.35	0.35	0.48	0.25	0.34	0.49	0.43	NA	0.49	0.37	0.44	0.40	0.39	0.32	0.33	0.34	0.28	0.49
NM_024529|CDC73|chr1|+	chr1:193219805-193224552	193219993	0.39	NA	0.43	0.39	0.35	0.38	0.36	0.47	0.27	0.35	0.32	0.24	0.48	0.22	0.38	0.46	0.43	0.37	0.45	NA	0.40	0.37	0.36	0.31	0.35	NA	0.78	0.29	0.35	0.28	0.27	0.37	0.53	0.39	0.35	0.31	NA	0.44	0.48	0.53	0.33	0.29	0.46	NA	0.51	0.34	0.33	0.49	0.47	0.52	0.28	0.42	0.37	0.46	0.31	0.33	0.33	0.42	NA	0.39	0.30	0.40	0.37	0.34	0.35	0.52	0.35	0.21	0.38
NM_003079|SMARCE1|chr17|-	chr17:38783626-38785245	38785052	0.47	0.40	0.50	0.38	0.42	0.34	0.40	0.53	0.41	0.44	0.36	0.34	NA	0.28	0.42	0.42	0.42	0.38	0.40	NA	0.48	0.35	0.47	0.35	0.42	0.53	NA	0.47	0.32	0.30	0.45	0.49	0.46	0.41	0.33	0.32	0.99	0.57	0.54	0.52	0.43	0.30	0.34	1.00	0.75	0.38	0.54	0.47	0.41	0.50	0.30	0.40	0.38	0.52	0.39	0.44	0.35	0.45	NA	0.61	0.43	0.42	0.58	0.31	0.39	0.58	0.37	0.25	0.38
NR_033404|BMP1|chr8|+	chr8:22058630-22059314	22058936	0.05	0.13	0.17	0.19	NA	NA	NA	NA	0.09	0.23	0.17	NA	NA	0.09	0.07	NA	NA	0.14	0.10	NA	NA	0.22	NA	0.10	NA	NA	NA	0.23	0.05	0.09	0.07	NA	NA	NA	NA	0.10	NA	NA	NA	NA	NA	NA	0.30	NA	0.21	0.11	0.11	0.25	0.10	0.12	0.16	0.10	0.35	NA	0.16	0.21	0.15	NA	NA	NA	0.11	0.20	NA	NA	NA	NA	0.10	NA	0.48
NM_001537|HSBP1|chr16|+	chr16:83845025-83846598	83845233	0.31	0.35	0.30	0.36	0.21	0.35	0.28	0.43	0.25	0.32	0.45	0.21	0.28	0.21	0.29	0.43	0.33	0.34	0.31	0.32	0.25	0.29	0.45	0.23	0.49	0.48	0.64	0.32	0.26	0.30	0.22	0.39	0.30	0.43	0.31	0.31	0.63	0.41	0.45	0.36	0.26	0.31	0.40	0.37	0.30	0.35	0.41	0.40	0.38	0.26	0.32	0.36	0.32	0.42	0.25	0.44	0.27	0.28	0.42	0.28	0.30	0.29	0.31	0.37	0.51	0.31	0.34	0.13	0.39
NM_016277|RAB23|chr6|-	chr6:57051380-57055398	57053644	0.19	NA	0.26	0.23	0.16	NA	0.46	0.19	0.16	NA	0.24	NA	NA	0.19	0.25	0.23	NA	NA	0.21	NA	0.20	0.15	NA	0.12	NA	NA	NA	0.22	0.18	0.15	0.37	0.21	NA	NA	0.16	NA	NA	NA	0.32	0.32	NA	0.22	0.22	NA	0.23	NA	NA	NA	0.33	NA	0.16	0.33	NA	NA	0.22	0.24	0.24	NA	NA	NA	0.24	0.20	0.23	0.16	0.30	NA	0.36	NA	NA
NM_001162916|TYW3|chr1|+	chr1:75229577-75232342	75230045	0.39	NA	0.51	0.40	0.43	0.50	0.48	0.44	0.42	0.59	0.38	NA	NA	0.37	0.50	0.48	0.47	0.51	0.50	NA	NA	0.41	0.53	NA	0.68	NA	NA	0.58	0.28	0.38	0.22	0.40	NA	0.51	0.39	0.26	NA	NA	0.62	0.81	0.28	0.54	0.45	NA	NA	0.52	0.37	0.33	0.56	0.32	0.34	0.55	0.52	0.72	0.39	0.41	0.32	0.53	NA	NA	0.34	0.52	0.68	0.64	0.55	NA	0.44	0.29	0.59
NM_170665|ATP2A2|chr12|+	chr12:110784005-110788897	110784733	0.25	0.17	0.15	0.16	0.10	0.25	0.22	0.25	0.13	0.25	0.25	0.18	0.18	0.13	0.25	0.18	0.19	0.17	0.16	0.20	0.21	0.12	0.23	0.15	0.24	0.28	0.28	0.17	0.20	0.14	0.12	0.24	0.21	0.23	0.16	0.15	0.35	0.45	0.29	0.31	0.15	0.13	0.19	0.25	0.38	0.19	0.13	0.20	0.21	0.17	0.16	0.22	0.21	0.23	0.12	0.27	0.19	0.21	0.19	0.32	0.15	0.16	0.19	0.21	0.18	0.20	0.14	0.09	0.29
NM_005008|NHP2L1|chr22|-	chr22:42069934-42071199	42070897	0.38	0.22	0.36	0.38	0.30	0.44	0.39	0.36	0.26	0.45	0.50	0.22	0.49	0.32	0.36	0.37	0.39	0.30	0.25	0.74	0.20	0.37	0.45	0.16	0.42	0.37	0.90	0.35	0.31	0.33	0.29	0.31	0.46	0.49	0.30	0.27	0.95	0.33	0.49	0.55	0.39	0.22	0.37	0.93	0.18	0.39	0.33	0.44	0.45	0.40	0.32	0.33	0.48	0.53	0.29	0.41	0.39	0.40	NA	0.26	0.42	0.40	0.42	0.39	0.35	0.38	0.31	0.32	0.43
NM_004804|CIAO1|chr2|+	chr2:96936848-96939888	96937269	0.38	0.44	0.65	0.45	0.47	0.48	0.41	0.36	0.59	0.55	0.59	0.32	NA	0.32	0.55	0.49	0.53	0.55	0.52	NA	0.31	0.40	0.64	0.23	0.61	0.54	NA	0.50	0.41	0.51	0.36	0.34	0.60	0.56	0.27	0.45	NA	0.53	0.74	0.71	0.57	0.37	0.48	NA	0.42	0.47	0.47	0.47	0.61	0.48	0.39	0.56	0.52	0.77	0.58	0.49	0.31	0.53	NA	0.48	0.58	0.55	0.64	0.50	0.62	0.55	0.57	0.44	0.50
NM_016234|ACSL5|chr10|+	chr10:114186975-114188151	114187139	0.59	0.63	0.68	0.77	0.55	0.62	0.57	0.77	0.49	0.63	0.64	0.31	0.49	0.36	0.42	0.60	0.53	0.67	NA	0.85	0.51	0.58	0.74	0.58	0.75	0.79	1.00	0.67	0.51	0.61	0.69	0.66	0.72	0.73	0.54	0.81	1.00	0.62	0.71	0.89	0.63	0.65	0.50	NA	0.57	0.64	0.77	0.72	0.68	0.83	0.64	0.78	0.69	0.64	0.59	NA	0.84	0.53	0.91	0.43	0.73	0.61	0.54	0.56	0.59	0.66	0.40	0.36	0.67
NM_005669|REEP5|chr5|-	chr5:112211955-112214532	112214382	0.21	0.15	0.20	0.30	0.19	0.27	0.15	0.26	0.18	0.24	0.32	0.16	0.35	0.15	0.19	0.23	0.21	0.27	0.27	0.85	0.25	0.23	0.33	0.09	0.50	0.46	1.00	0.23	0.24	0.21	0.18	0.19	0.39	0.27	0.14	0.26	0.88	0.40	0.38	0.50	0.15	0.18	0.25	0.93	0.45	0.23	0.25	0.22	0.38	0.24	0.22	0.36	0.31	0.32	0.13	0.35	0.20	0.28	0.88	0.32	0.34	0.27	0.22	0.33	0.21	0.12	0.21	0.16	0.25
NM_015607|CHTOP|chr1|+	chr1:153617539-153618821	153617917	0.54	0.58	0.57	0.57	0.56	0.45	0.36	0.55	0.43	0.37	0.68	0.48	NA	0.41	0.49	0.56	0.70	0.48	0.48	NA	0.42	0.40	0.61	0.49	0.45	NA	NA	0.58	0.69	0.49	0.52	0.62	0.77	0.45	0.45	0.54	NA	0.58	0.51	0.83	0.39	0.58	0.53	NA	0.95	0.57	0.47	0.45	0.70	0.42	0.35	0.43	0.57	0.66	0.73	0.48	0.49	0.48	NA	0.58	0.44	0.43	0.66	0.57	0.54	0.33	0.70	0.49	0.47
NM_020123|TM9SF3|chr10|-	chr10:98277871-98282087	98280488	0.17	0.30	0.13	0.15	0.10	0.13	0.23	0.24	0.09	0.14	0.13	0.07	0.13	0.07	0.14	0.24	0.10	0.16	0.20	0.21	0.11	0.09	0.21	0.10	0.20	0.20	0.32	0.14	0.09	0.12	0.11	0.23	0.23	0.18	0.09	0.21	0.35	0.23	0.21	0.27	0.18	0.09	0.17	0.18	0.28	0.13	0.15	0.18	0.17	0.10	0.09	0.25	0.15	0.16	0.08	0.19	0.19	0.16	0.26	0.16	0.14	0.14	0.11	0.14	0.07	0.25	0.08	0.05	0.20
NM_005885|MARCH6|chr5|+	chr5:10433705-10437971	10434031	0.42	0.28	0.42	0.52	0.41	0.48	0.38	0.50	0.39	0.50	0.38	0.29	0.41	0.25	0.36	0.48	0.44	0.31	0.35	0.72	0.39	0.35	0.52	0.32	0.59	0.57	0.75	0.36	0.38	0.26	0.33	0.41	0.48	0.53	0.47	0.32	0.71	0.47	0.53	0.62	0.34	0.30	0.45	0.55	0.52	0.42	0.40	0.43	0.49	0.50	0.32	0.52	0.44	0.56	0.37	0.49	0.28	0.38	0.50	0.49	0.51	0.47	0.55	0.44	0.48	0.34	0.42	0.32	0.45
NM_001167856|SBNO1|chr12|-	chr12:123773639-123780597	123779134	NA	NA	0.21	0.12	0.08	0.26	0.30	NA	0.11	NA	0.32	NA	NA	NA	0.23	0.24	0.13	0.13	0.28	0.29	0.23	0.17	0.41	0.20	0.40	NA	NA	0.13	0.14	0.14	0.11	NA	0.16	0.30	NA	0.16	NA	0.35	0.38	0.32	NA	0.10	NA	NA	0.17	0.31	0.21	NA	NA	0.25	NA	NA	0.22	NA	NA	0.42	0.17	0.25	NA	0.29	0.26	0.12	0.37	0.22	0.12	NA	0.16	0.08	NA
NM_018981|DNAJC10|chr2|+	chr2:183641847-183645280	183643205	0.23	0.37	0.21	0.24	0.22	0.24	0.36	0.27	0.18	0.27	0.21	0.10	0.17	0.11	0.25	0.34	0.23	0.24	0.26	0.26	0.17	0.25	0.23	0.23	0.40	0.34	0.37	0.20	0.19	0.12	0.16	0.29	0.30	0.28	0.22	0.27	0.31	0.30	0.32	0.34	0.24	0.12	0.24	0.23	0.19	0.22	0.23	0.27	0.30	0.27	0.22	0.38	0.20	0.32	0.20	0.23	0.19	0.24	0.38	0.20	0.19	0.21	0.20	0.18	0.19	0.40	0.23	0.11	0.31
NM_018299|UBE2W|chr8|-	chr8:74699537-74706350	74705377	0.27	0.73	0.35	0.39	0.24	0.32	0.24	0.37	0.27	0.35	0.32	0.27	0.50	0.28	0.38	0.36	0.32	0.38	0.51	0.53	0.26	0.24	0.41	0.33	0.33	NA	0.56	0.28	0.32	0.30	0.31	0.31	0.40	0.35	0.34	0.48	NA	0.33	0.43	0.51	0.35	0.26	0.32	NA	0.28	0.40	0.42	0.43	0.40	0.50	0.29	0.30	0.32	0.41	0.25	0.46	NA	0.36	0.59	0.32	0.37	0.37	0.40	0.31	0.33	0.44	0.30	0.28	0.34
NM_024632|SAP30L|chr5|+	chr5:153835459-153840603	153835656	0.32	0.07	0.25	0.24	0.14	0.30	0.12	0.23	0.29	0.30	0.39	0.12	NA	0.10	0.33	0.23	0.30	0.30	0.25	NA	0.19	0.15	0.39	0.11	0.46	0.35	NA	0.20	0.22	0.18	0.20	0.25	0.14	0.31	0.14	0.15	NA	0.36	0.43	0.47	0.11	0.30	0.21	NA	0.15	0.31	0.29	0.30	0.29	0.16	0.22	0.24	0.33	0.33	0.15	0.27	0.14	0.35	NA	0.25	0.28	0.19	0.22	0.37	0.40	0.11	0.35	0.07	0.32
NM_001146273|TMEM64|chr8|-	chr8:91634224-91638090	91635953	0.35	NA	0.47	0.40	0.23	0.28	0.35	0.46	NA	0.49	0.32	NA	NA	NA	0.35	NA	0.34	0.36	NA	NA	0.23	0.29	0.27	NA	NA	NA	NA	0.27	0.34	0.44	0.45	0.45	NA	0.41	0.30	NA	NA	0.34	0.48	0.47	0.51	0.20	NA	NA	0.39	0.37	0.59	NA	0.32	NA	NA	0.42	0.28	0.40	0.32	0.61	NA	NA	NA	NA	NA	NA	NA	0.26	0.24	NA	0.21	NA	0.29
NM_024594|PANK3|chr5|-	chr5:167975427-167984626	167984098	0.53	NA	0.49	0.57	0.35	0.65	NA	NA	0.59	0.48	0.66	0.49	NA	0.45	0.68	0.63	0.50	0.50	0.59	NA	0.57	0.53	0.78	0.27	0.65	NA	0.78	0.45	0.44	0.42	0.48	0.43	0.68	0.56	0.60	0.43	NA	0.72	NA	0.71	0.43	0.42	0.61	0.89	0.62	0.55	0.49	NA	0.70	0.63	0.51	NA	0.64	0.49	0.46	0.67	NA	0.54	0.79	0.71	0.49	0.58	0.71	0.60	0.41	NA	0.48	0.57	0.65
NM_001112736|FAM208A|chr3|-	chr3:56653718-56657871	56657055	0.52	0.53	0.42	0.40	0.24	0.42	0.49	0.50	0.39	0.35	0.46	0.33	NA	0.34	0.39	0.38	0.30	0.57	0.25	NA	0.35	0.30	0.41	0.52	0.29	0.36	NA	0.29	0.60	0.48	0.43	0.48	0.56	0.64	0.22	0.25	NA	0.42	0.44	0.53	0.34	0.16	0.51	NA	0.56	0.44	0.41	0.41	0.46	0.55	0.26	0.50	0.30	0.44	0.32	0.75	0.47	0.41	NA	0.42	0.36	0.45	0.29	0.51	0.45	0.39	0.36	0.25	0.52
NM_001254748|RGS5|chr1|-	chr1:163112077-163117293	163115732	0.49	0.56	0.51	0.43	0.38	0.54	0.36	0.34	0.45	0.41	0.45	NA	NA	0.39	0.49	0.36	0.63	0.61	0.54	NA	NA	0.27	0.59	0.24	0.52	NA	0.69	0.42	0.35	0.39	0.42	0.40	0.51	0.64	0.35	0.42	NA	NA	0.78	0.70	0.70	0.36	0.29	0.46	NA	0.42	0.25	0.53	0.50	NA	0.41	0.61	0.49	0.57	0.61	NA	0.51	0.69	0.59	0.52	0.50	0.45	0.52	0.55	0.45	0.59	0.39	NA	0.46
NR_033417|GTF2H2B|chr5|+	chr5:69743060-69746168	69743279	0.12	0.22	0.19	0.26	0.13	0.32	0.29	0.36	0.26	0.34	0.35	0.14	0.33	0.10	0.13	0.30	0.17	0.24	0.35	0.43	0.14	0.15	0.38	0.21	0.40	0.22	NA	0.26	0.17	0.15	0.19	0.20	0.22	0.28	0.13	0.46	0.46	0.27	0.26	0.53	0.15	0.24	0.36	NA	0.24	0.31	0.23	0.28	0.44	0.31	0.23	0.31	0.31	0.47	0.16	0.27	0.20	0.24	0.37	0.33	0.23	0.18	0.17	0.28	0.18	0.46	0.21	0.07	0.47
NM_001144968|NEDD4L|chr18|+	chr18:56063398-56068785	56063771	0.18	0.15	0.17	0.17	0.11	0.25	0.15	0.19	0.10	0.21	0.18	0.16	NA	0.08	0.19	0.17	0.20	0.20	0.15	NA	0.19	0.13	0.31	0.11	0.27	0.41	NA	0.19	0.18	0.12	0.12	0.20	0.22	0.29	0.15	0.14	NA	0.41	0.31	0.40	0.13	0.07	0.19	NA	NA	0.20	0.13	0.16	0.35	0.19	0.11	0.20	0.24	0.28	0.13	0.23	0.23	0.13	NA	0.23	0.20	0.14	0.25	0.13	0.18	0.14	0.19	0.09	0.25
NM_001515|GTF2H2|chr5|-	chr5:70328521-70331623	70331404	0.18	0.26	0.13	0.18	0.15	0.13	0.19	0.22	0.21	0.27	0.29	0.09	NA	0.09	0.17	0.31	0.19	0.21	0.23	0.34	0.17	0.16	0.33	0.18	0.38	NA	NA	0.15	0.13	0.12	0.18	0.21	0.26	0.19	0.13	0.24	0.36	0.32	0.34	0.38	0.17	0.13	0.27	NA	0.28	0.15	0.20	0.19	0.21	0.21	0.11	0.21	0.22	0.38	0.10	0.17	0.18	0.15	0.30	0.21	0.12	0.22	0.11	0.17	0.19	0.36	0.15	0.06	0.32
NM_004999|MYO6|chr6|+	chr6:76624529-76629663	76625888	0.11	0.30	0.09	0.20	0.07	0.20	0.17	0.14	0.06	0.11	0.09	NA	NA	0.08	0.16	0.21	0.06	0.11	0.15	0.37	0.06	0.06	0.38	0.05	0.26	0.34	0.72	0.09	0.11	0.10	0.13	0.14	0.21	0.16	0.21	0.15	0.53	0.23	0.16	0.23	0.12	0.08	0.11	0.56	0.12	0.14	0.22	0.09	0.18	0.19	0.07	0.24	0.12	0.20	0.09	0.43	0.10	0.10	0.31	0.16	0.11	0.10	0.20	0.09	0.11	0.08	0.06	0.04	0.20
NM_001256438|CABLES1|chr18|+	chr18:20837190-20840459	20838577	0.33	0.45	0.46	NA	NA	0.50	0.41	0.27	0.15	0.40	0.33	NA	NA	NA	NA	NA	0.44	0.48	NA	NA	NA	NA	0.43	0.27	0.50	0.39	NA	NA	NA	0.29	0.26	0.37	0.43	0.50	0.27	0.44	NA	0.37	0.54	0.46	0.44	NA	NA	NA	NA	0.39	0.41	0.34	0.37	NA	NA	0.46	0.39	0.51	0.39	0.43	0.36	0.36	NA	NA	0.27	NA	0.39	NA	0.37	0.30	0.38	NA	0.46
NM_021940|SMAP1|chr6|+	chr6:71569902-71571710	71570848	0.56	0.61	0.52	0.52	0.32	0.53	0.69	0.54	0.41	0.63	0.41	0.33	NA	0.27	0.50	0.65	0.43	0.63	0.49	NA	0.44	0.50	0.34	0.22	0.68	0.69	NA	0.38	0.56	0.35	0.27	0.47	0.58	0.65	0.35	0.52	NA	NA	0.52	0.92	0.49	0.31	0.54	NA	NA	0.57	0.59	0.63	0.54	0.65	0.41	0.58	0.37	0.68	0.27	0.62	0.48	0.46	NA	NA	0.44	0.58	0.37	0.38	0.41	NA	0.70	0.16	0.52
NM_032682|FOXP1|chr3|-	chr3:71003250-71008542	71005330	0.41	0.81	0.42	0.38	0.38	0.23	0.29	0.36	0.24	0.45	0.26	0.28	NA	0.24	0.29	0.32	0.28	0.48	0.31	NA	0.19	0.22	0.37	0.22	0.22	0.20	0.36	0.39	0.32	0.41	0.39	0.34	0.55	0.57	NA	0.42	NA	0.31	0.39	0.41	0.48	NA	0.31	NA	NA	0.38	0.51	0.69	0.32	0.41	0.36	0.42	0.32	0.48	0.28	0.39	0.52	0.30	NA	NA	0.44	0.41	0.33	0.34	0.25	0.34	0.26	0.30	0.34
