event_id	loci	Proximal_Site	TCGA-38-4627-01A-01R-1206-07	TCGA-49-4512-01A-21R-1858-07	TCGA-55-6983-01A-11R-1949-07	TCGA-55-6978-01A-11R-1949-07	TCGA-73-4676-01A-01R-1755-07	TCGA-91-6828-01A-11R-1858-07	TCGA-44-2655-01A-01R-0946-07	TCGA-44-2657-01A-01R-1107-07	TCGA-50-5933-01A-11R-1755-07	TCGA-55-6984-01A-11R-1949-07	TCGA-91-6829-01A-21R-1858-07	TCGA-44-2668-01A-01R-A278-07	TCGA-44-2668-01B-02R-A277-07	TCGA-44-2668-01A-01R-0946-07	TCGA-44-6777-01A-11R-1858-07	TCGA-91-6831-01A-11R-1858-07	TCGA-50-5932-01A-11R-1755-07	TCGA-49-6744-01A-11R-1858-07	TCGA-50-5931-01A-11R-1755-07	TCGA-44-2662-01B-02R-A277-07	TCGA-44-2662-01A-01R-A278-07	TCGA-44-2662-01A-01R-0946-07	TCGA-44-6778-01A-11R-1858-07	TCGA-38-4632-01A-01R-1755-07	TCGA-44-6146-01A-11R-1755-07	TCGA-44-6146-01A-11R-A278-07	TCGA-44-6146-01B-04R-A277-07	TCGA-44-3396-01A-01R-1206-07	TCGA-50-6595-01A-12R-1858-07	TCGA-55-6979-01A-11R-1949-07	TCGA-55-6975-01A-11R-1949-07	TCGA-44-2661-01A-01R-1107-07	TCGA-50-5935-01A-11R-1755-07	TCGA-55-6986-01A-11R-1949-07	TCGA-38-4625-01A-01R-1206-07	TCGA-49-6742-01A-11R-1858-07	TCGA-44-5645-01B-04R-A277-07	TCGA-44-5645-01A-01R-A278-07	TCGA-44-5645-01A-01R-1628-07	TCGA-44-6148-01A-11R-1755-07	TCGA-91-6849-01A-11R-1949-07	TCGA-49-6743-01A-11R-1858-07	TCGA-44-2665-01A-01R-0946-07	TCGA-44-2665-01B-06R-A277-07	TCGA-44-2665-01A-01R-A278-07	TCGA-50-5939-01A-11R-1628-07	TCGA-55-6969-01A-11R-1949-07	TCGA-55-6980-01A-11R-1949-07	TCGA-49-6745-01A-11R-1858-07	TCGA-49-6761-01A-31R-1949-07	TCGA-55-6981-01A-11R-1949-07	TCGA-44-6145-01A-11R-1755-07	TCGA-55-6971-01A-11R-1949-07	TCGA-44-6776-01A-11R-1858-07	TCGA-50-5930-01A-11R-1755-07	TCGA-91-6847-01A-11R-1949-07	TCGA-49-4490-01A-21R-1858-07	TCGA-44-6147-01A-11R-1755-07	TCGA-44-6147-01B-06R-A277-07	TCGA-44-6147-01A-11R-A278-07	TCGA-55-6985-01A-11R-1949-07	TCGA-55-6982-01A-11R-1949-07	TCGA-55-6968-01A-11R-1949-07	TCGA-91-6835-01A-11R-1858-07	TCGA-55-6970-01A-11R-1949-07	TCGA-55-6972-01A-11R-1949-07	TCGA-50-5936-01A-11R-1628-07	TCGA-91-6836-01A-21R-1858-07	TCGA-38-4626-01A-01R-1206-07
NM_020130|C8orf4|chr8|+	chr8:40010986-40014647	40012167	0.03	0.06	0.06	0.05	0.05	0.03	0.02	0.04	0.03	0.05	0.03	0.03	0.15	0.03	0.03	0.03	0.03	0.03	0.04	0.30	0.04	0.01	0.04	0.05	0.03	0.03	0.20	0.02	0.03	0.06	0.05	0.06	0.04	0.05	0.03	0.05	0.35	0.05	0.05	0.04	0.06	0.03	0.01	NA	0.04	0.05	0.06	0.06	0.02	0.05	0.05	0.03	0.04	0.04	0.04	NA	0.06	0.04	NA	0.05	0.06	0.04	0.06	0.03	0.05	0.07	0.02	0.04	0.03
NM_001242644|RAB2A|chr8|+	chr8:61533232-61536061	61534525	0.29	0.47	0.26	0.26	0.31	0.21	0.26	0.28	0.16	0.30	0.30	0.26	0.41	0.28	0.25	0.38	0.29	0.37	0.24	NA	0.17	0.23	0.30	0.31	0.29	0.25	0.77	0.29	0.26	0.26	0.25	0.37	0.29	0.27	0.32	0.32	NA	0.32	0.36	0.39	0.40	0.23	0.26	NA	0.31	0.27	0.33	0.29	0.33	0.26	0.26	0.30	0.35	0.35	0.26	0.37	0.30	0.32	0.91	0.29	0.37	0.33	0.25	0.30	0.24	0.27	0.31	0.32	0.31
NM_033402|LRRCC1|chr8|+	chr8:86057623-86058402	86057781	NA	0.21	0.19	0.23	0.16	0.14	0.06	0.22	0.16	NA	0.18	NA	NA	0.08	0.17	0.16	0.16	NA	0.15	NA	NA	0.10	0.22	0.23	NA	NA	NA	0.15	0.15	0.40	0.26	0.16	0.17	NA	0.11	0.14	NA	NA	0.23	0.18	0.19	0.14	0.08	NA	0.22	NA	0.28	0.27	0.14	0.25	0.30	0.20	0.17	0.15	0.18	0.25	0.41	0.17	NA	NA	0.29	0.28	0.26	0.13	0.17	0.22	NA	0.16	NA
NM_001160225|RNF170|chr8|-	chr8:42708459-42711571	42711150	0.57	0.64	0.59	0.57	0.49	0.64	0.68	NA	0.41	0.68	0.63	NA	NA	0.40	0.59	0.65	0.63	0.60	0.59	NA	0.47	0.40	0.63	0.50	0.74	NA	NA	0.54	0.59	NA	0.53	0.62	0.66	0.70	0.61	NA	NA	0.64	0.77	NA	0.74	0.60	0.61	NA	0.61	0.57	0.72	0.70	0.67	NA	0.57	0.67	0.59	0.83	0.61	NA	NA	0.58	NA	0.53	NA	0.77	0.62	0.63	0.52	NA	0.47	0.27	0.64
NM_001722|POLR3D|chr8|+	chr8:22107908-22112547	22108645	0.20	NA	0.12	0.20	0.18	0.26	0.13	0.18	0.20	0.19	0.27	NA	NA	0.21	0.27	0.25	0.18	0.14	0.17	NA	NA	0.22	0.31	0.09	0.27	NA	NA	0.21	0.20	0.22	0.20	0.13	0.22	0.15	0.13	0.16	NA	NA	0.26	0.28	0.20	0.29	0.17	NA	0.15	0.37	0.20	0.26	0.22	0.17	0.19	0.29	0.30	0.15	0.22	NA	0.10	NA	NA	NA	0.23	0.15	0.26	0.28	0.20	0.09	0.32	0.13	0.29
NM_001032282|KLF10|chr8|-	chr8:103660890-103662619	103662312	0.79	0.94	0.95	0.94	0.80	0.84	0.91	0.81	0.86	0.95	0.83	0.57	NA	0.74	0.78	0.81	0.71	0.87	0.79	NA	0.72	0.72	0.82	0.81	0.75	0.61	NA	0.81	0.88	0.96	0.97	0.87	0.90	0.92	0.75	0.97	NA	0.64	0.77	0.77	0.96	0.76	0.74	NA	0.79	0.75	0.98	0.94	0.81	0.97	0.86	0.81	0.80	0.93	0.76	0.96	0.98	0.80	NA	0.61	0.91	0.87	0.96	0.74	0.97	0.98	0.69	0.90	0.79
NM_012173|FBXO25|chr8|+	chr8:418714-426510	418991	0.04	0.03	0.03	0.07	0.05	0.12	0.04	0.07	0.07	0.07	0.11	NA	NA	0.05	0.05	0.12	0.10	0.06	0.08	NA	NA	0.05	0.26	0.03	0.17	NA	NA	0.05	0.05	0.03	0.06	0.06	0.06	0.08	NA	0.03	NA	0.17	0.11	0.10	0.06	0.06	0.07	NA	0.14	0.06	0.06	0.06	0.10	0.05	0.10	0.10	0.09	0.07	0.03	NA	0.03	0.08	NA	NA	0.08	0.08	0.11	0.11	0.08	0.03	0.06	0.07	0.07
NM_057158|DUSP4|chr8|-	chr8:29190571-29194928	29194156	0.38	NA	0.57	0.61	NA	0.54	0.72	NA	NA	0.65	0.70	NA	NA	0.33	NA	0.84	0.68	0.49	NA	NA	0.44	0.51	0.76	0.33	0.73	0.74	NA	0.66	0.71	0.50	0.50	NA	0.42	0.65	0.27	0.46	NA	NA	0.69	0.60	0.65	0.57	NA	NA	NA	0.65	0.50	NA	0.77	0.51	0.55	0.69	0.70	0.66	0.60	NA	NA	0.47	NA	NA	0.45	NA	0.84	0.61	0.71	0.52	0.67	0.50	0.42
NM_001693|ATP6V1B2|chr8|+	chr8:20077773-20081243	20079161	0.01	0.04	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.01	0.22	0.01	0.01	0.01	0.01	0.01	0.01	0.37	0.03	0.02	0.01	0.01	0.01	NA	NA	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.02	0.27	0.02	0.01	0.02	0.02	0.01	0.01	NA	0.03	0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.02	0.02	0.01	0.02	0.03	0.02	NA	0.04	0.02	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01
NM_017489|TERF1|chr8|+	chr8:73958195-73960215	73958420	0.45	0.56	0.49	0.48	0.59	0.30	0.39	0.49	0.45	0.51	0.37	NA	NA	0.37	0.47	0.47	0.37	0.48	0.51	NA	NA	0.27	0.33	0.44	0.45	NA	NA	0.46	0.47	0.51	0.35	0.50	0.41	0.56	0.45	0.37	NA	0.49	0.51	0.43	0.46	0.40	0.43	NA	NA	0.32	0.48	0.40	0.50	0.58	0.46	0.38	0.45	0.45	0.42	0.45	0.56	0.47	NA	0.43	0.47	0.53	0.49	0.45	0.46	0.65	0.46	0.36	0.44
NM_004315|ASAH1|chr8|-	chr8:17913936-17915132	17914978	0.78	0.88	0.91	0.83	0.80	0.75	0.82	0.70	0.77	0.84	0.75	0.57	0.97	0.69	0.69	0.70	0.68	0.77	0.88	1.00	0.62	0.69	0.73	0.72	0.66	0.63	1.00	0.76	0.79	0.89	0.86	0.70	0.83	0.83	0.74	0.89	1.00	0.55	0.69	0.73	0.83	0.65	0.74	NA	0.65	0.76	0.87	0.89	0.75	0.93	0.86	0.74	0.79	0.82	0.76	0.90	0.94	0.73	1.00	0.68	0.92	0.80	0.88	0.64	0.81	0.93	0.69	0.79	0.70
NM_002485|NBN|chr8|-	chr8:90945362-90947840	90947690	0.75	0.60	0.80	0.80	0.77	0.82	0.65	0.78	0.74	0.79	0.82	0.58	0.68	0.75	0.76	0.69	0.76	0.72	0.77	0.61	0.68	0.73	0.75	0.73	0.79	NA	NA	0.67	0.75	0.76	0.82	0.78	0.78	0.82	0.79	0.77	NA	0.67	0.70	0.78	0.83	0.73	0.77	NA	0.58	0.81	0.82	0.84	0.77	0.78	0.72	0.73	0.85	0.80	0.78	0.80	NA	0.74	NA	0.62	0.78	0.85	0.79	0.80	0.79	0.67	0.76	0.77	0.77
NM_016018|PHF20L1|chr8|+	chr8:133858025-133861682	133859854	0.56	NA	0.72	0.49	NA	0.53	NA	0.55	0.62	NA	0.43	NA	NA	0.45	0.57	NA	0.58	0.59	0.90	NA	0.39	0.47	0.48	NA	0.45	NA	NA	0.31	NA	0.80	0.60	NA	0.84	0.46	NA	NA	NA	0.31	0.68	NA	NA	NA	0.44	NA	0.34	0.66	0.92	0.84	0.51	0.93	0.70	0.60	0.33	0.65	NA	0.78	0.98	0.59	NA	0.32	0.59	0.70	NA	0.45	0.48	NA	0.49	0.36	0.44
NM_018299|UBE2W|chr8|-	chr8:74699537-74706350	74705377	0.27	0.73	0.35	0.39	0.24	0.32	0.24	0.37	0.27	0.35	0.32	0.27	0.50	0.28	0.38	0.36	0.32	0.38	0.51	0.53	0.26	0.24	0.41	0.33	0.33	NA	0.56	0.28	0.32	0.30	0.31	0.31	0.40	0.35	0.34	0.48	NA	0.33	0.43	0.51	0.35	0.26	0.32	NA	0.28	0.40	0.42	0.43	0.40	0.50	0.29	0.30	0.32	0.41	0.25	0.46	NA	0.36	0.59	0.32	0.37	0.37	0.40	0.31	0.33	0.44	0.30	0.28	0.34
NM_005775|SORBS3|chr8|+	chr8:22432179-22433008	22432642	0.92	1.00	0.98	0.84	0.88	0.69	0.86	0.89	0.79	0.97	0.86	NA	NA	0.82	0.70	0.88	0.75	0.88	0.93	NA	NA	0.74	0.67	0.83	0.84	NA	NA	0.95	0.92	0.96	0.87	0.82	1.00	0.96	0.84	0.99	NA	NA	0.89	0.98	0.90	0.70	0.84	NA	NA	0.85	0.98	0.88	0.77	1.00	0.94	0.90	0.84	0.95	0.94	0.80	0.99	0.92	NA	NA	0.90	0.96	0.89	0.78	0.84	0.99	0.92	0.81	0.92
NM_006421|ARFGEF1|chr8|-	chr8:68109867-68111333	68110849	0.84	0.98	0.98	0.91	0.94	0.86	0.86	0.93	0.91	0.97	0.79	NA	0.63	0.83	0.88	0.84	0.80	0.88	0.89	0.75	0.62	0.82	0.81	0.94	0.76	0.66	0.80	0.80	0.83	1.00	0.92	0.90	1.00	0.95	0.84	0.88	0.80	0.66	0.82	0.87	0.93	0.82	0.87	NA	0.42	0.83	0.94	0.96	0.90	0.99	0.92	0.87	0.85	0.92	0.97	1.00	1.00	0.91	1.00	0.55	0.93	0.93	0.97	0.74	0.85	0.98	0.80	0.85	0.83
NM_152417|TMEM68|chr8|-	chr8:56651336-56652777	56652627	0.58	NA	0.82	0.67	0.65	0.57	0.66	NA	0.64	0.80	0.59	NA	NA	NA	0.71	0.60	0.59	0.57	0.72	NA	0.41	0.44	0.59	0.60	0.60	NA	NA	0.60	NA	0.76	0.71	0.62	0.74	0.77	0.55	NA	NA	0.44	0.69	0.73	0.79	NA	0.62	NA	0.51	0.58	0.75	0.92	0.68	0.87	0.71	0.70	0.69	0.65	0.71	0.77	NA	0.63	NA	0.52	0.68	0.77	0.85	0.47	0.55	0.94	0.54	0.54	0.62
NM_003184|TAF2|chr8|-	chr8:120743060-120744426	120744218	0.73	0.77	0.91	0.74	0.84	0.64	0.70	0.64	0.78	0.70	0.54	NA	NA	0.61	0.74	0.63	0.71	0.64	0.76	NA	0.65	0.53	0.77	0.78	0.66	NA	NA	0.72	0.72	0.86	0.70	0.68	0.82	0.89	0.59	0.76	NA	0.69	0.76	0.59	0.81	0.66	0.60	NA	0.70	0.81	0.80	0.82	0.73	0.84	0.68	0.75	0.45	0.74	0.59	0.85	0.82	0.71	NA	0.67	0.80	0.60	0.79	0.75	0.62	0.85	0.63	0.66	0.69
NM_005836|HRSP12|chr8|-	chr8:99114569-99115132	99114882	1.00	0.99	0.98	0.89	0.97	0.92	0.92	0.86	0.84	0.95	0.96	NA	NA	0.89	1.00	0.93	0.91	0.93	0.92	NA	0.88	0.85	1.00	0.86	0.89	NA	NA	0.95	1.00	1.00	0.96	0.99	1.00	0.92	0.95	0.98	NA	0.97	0.96	0.95	1.00	0.95	0.82	NA	0.85	1.00	0.96	0.94	0.75	1.00	0.98	0.97	0.97	1.00	0.98	0.97	NA	1.00	NA	0.93	1.00	0.99	1.00	0.95	0.95	1.00	0.85	0.93	0.96
NM_005261|GEM|chr8|-	chr8:95261447-95262815	95261921	0.69	1.00	1.00	0.95	0.95	0.71	0.84	0.88	0.92	0.90	0.84	NA	NA	0.67	0.71	0.86	0.63	0.86	0.93	NA	NA	0.63	0.73	0.88	0.66	NA	NA	0.57	0.96	0.88	1.00	0.86	0.90	0.88	0.65	1.00	NA	0.70	0.67	0.65	0.99	0.65	0.81	NA	1.00	0.75	1.00	0.94	0.79	1.00	0.93	0.87	0.76	0.96	0.96	NA	1.00	0.78	NA	0.61	1.00	0.90	NA	0.59	0.88	1.00	0.66	0.78	0.64
NM_001145159|INTS9|chr8|-	chr8:28625190-28625839	28625621	0.93	1.00	0.98	0.92	0.94	0.83	0.99	0.85	NA	0.86	0.82	NA	NA	NA	0.85	0.88	1.00	0.92	0.84	NA	NA	0.82	0.92	0.78	0.86	NA	NA	0.94	0.97	1.00	0.95	1.00	1.00	0.91	NA	1.00	NA	NA	0.95	0.92	1.00	0.91	0.84	NA	NA	0.83	0.98	0.95	0.93	NA	0.90	0.81	0.91	0.97	1.00	NA	0.98	0.78	NA	NA	0.95	0.98	0.88	0.91	0.94	1.00	0.78	0.87	0.94
NM_024915|GRHL2|chr8|+	chr8:102678816-102681970	102679051	NA	0.94	0.97	0.94	0.87	0.87	0.98	0.90	0.94	0.89	0.94	NA	NA	0.94	NA	0.87	0.90	0.85	0.95	NA	NA	0.89	0.86	NA	0.87	NA	NA	0.98	0.89	NA	0.97	NA	0.98	0.95	0.94	0.94	NA	0.82	0.84	0.91	NA	0.88	NA	NA	NA	0.91	0.92	0.96	0.91	0.93	0.96	0.97	0.91	0.95	0.95	0.95	NA	0.87	NA	0.83	0.93	0.94	0.91	0.86	0.90	0.94	0.90	0.91	NA
NM_024831|TGS1|chr8|+	chr8:56737139-56738244	56737808	0.31	0.70	0.51	0.56	0.44	NA	0.33	NA	0.37	0.54	0.53	NA	NA	0.35	0.69	0.61	0.45	0.40	0.39	NA	NA	0.29	0.43	0.60	0.40	NA	NA	0.27	0.57	0.59	0.70	0.58	0.72	0.43	0.40	0.61	NA	0.42	0.62	0.45	0.76	NA	0.23	NA	0.79	0.66	0.57	0.77	0.34	0.59	0.57	0.32	0.55	0.54	0.57	0.63	0.70	0.54	NA	0.55	0.66	0.63	0.55	0.48	NA	0.58	0.30	0.52	0.44
NM_003416|ZNF7|chr8|+	chr8:146066739-146069271	146068549	0.32	0.71	0.47	0.28	NA	0.21	0.31	0.18	0.23	0.19	0.22	NA	NA	0.14	0.30	0.22	0.18	0.22	0.30	NA	NA	0.20	0.35	0.18	0.22	NA	NA	0.23	NA	0.45	NA	NA	0.30	0.42	NA	NA	NA	0.22	0.28	NA	NA	NA	0.21	NA	0.33	0.28	0.45	0.40	0.25	0.41	0.37	0.27	0.17	0.49	0.33	0.36	0.53	0.25	NA	0.26	0.29	0.31	0.34	0.21	0.28	0.60	0.22	0.28	NA
NM_001128205|SULF1|chr8|+	chr8:70570739-70573149	70572259	0.52	0.92	0.78	0.62	0.51	0.46	NA	0.41	0.53	0.65	0.45	0.30	0.38	0.42	0.45	0.51	NA	0.59	0.53	0.49	0.26	0.38	0.46	0.53	NA	NA	0.61	0.46	0.53	0.68	0.63	0.58	0.76	0.42	0.41	0.81	NA	0.26	0.48	NA	0.64	0.43	0.45	0.72	0.38	0.51	0.71	0.70	0.53	0.61	0.56	0.50	0.45	NA	0.48	NA	0.77	0.51	NA	0.30	0.67	0.61	0.59	0.40	0.54	NA	0.43	0.40	0.42
NR_033698|FNTA|chr8|+	chr8:42940302-42940944	42940564	0.95	0.99	0.92	0.84	0.97	0.83	0.96	0.90	0.83	0.97	0.81	0.89	NA	0.89	0.96	0.90	0.96	0.92	0.97	0.78	0.96	0.92	0.93	0.93	0.97	1.00	0.97	0.98	0.97	0.95	0.97	0.98	0.98	0.92	0.88	0.95	NA	0.96	0.94	0.99	0.97	0.84	0.94	NA	1.00	0.93	0.97	0.90	0.82	0.99	0.96	0.99	0.90	0.89	1.00	0.90	1.00	1.00	1.00	0.94	0.92	1.00	0.95	0.94	0.82	0.96	0.93	0.94	0.92
NM_174911|FAM84B|chr8|-	chr8:127564680-127569730	127569569	0.67	0.73	NA	0.66	0.67	0.68	NA	0.60	0.62	0.64	0.64	0.59	NA	0.63	0.63	0.69	0.69	0.55	0.65	NA	0.61	0.70	0.62	0.64	0.59	0.52	NA	0.70	NA	0.65	NA	0.55	0.62	0.64	NA	NA	NA	0.66	0.59	0.68	NA	0.61	0.72	NA	0.49	0.70	0.80	0.70	0.60	0.69	0.72	NA	0.65	NA	NA	0.67	NA	0.63	NA	0.58	0.71	0.74	0.74	0.63	0.68	NA	0.66	0.61	0.64
NM_015420|DCAF13|chr8|+	chr8:104455022-104455635	104455184	0.25	0.23	0.25	0.32	0.28	0.30	0.14	0.27	0.23	0.27	0.27	0.19	0.23	0.19	0.20	0.29	0.31	0.19	0.20	NA	0.28	0.20	0.32	0.25	0.27	NA	NA	0.24	0.16	0.27	0.23	0.29	0.19	0.21	0.25	0.20	NA	0.21	0.27	0.38	0.20	0.26	0.16	NA	0.28	0.29	0.27	0.27	0.34	0.25	0.26	0.25	0.21	0.28	0.24	0.23	0.23	0.26	NA	0.19	0.31	0.27	0.33	0.24	0.30	0.18	0.23	0.23	0.28
NM_001195103|GSR|chr8|-	chr8:30535488-30537186	30537006	0.56	0.79	0.81	0.72	0.55	0.64	0.68	0.76	0.69	0.79	0.62	0.45	NA	0.52	0.53	0.63	0.52	0.54	0.72	NA	0.41	0.54	0.59	0.65	0.55	0.45	0.53	0.56	0.55	0.73	0.64	0.68	0.66	0.75	0.48	0.76	NA	0.44	0.61	0.59	0.77	0.46	0.62	NA	0.64	0.66	0.83	0.75	0.73	0.78	0.73	0.57	0.60	0.77	0.68	0.77	0.85	0.60	NA	0.40	0.79	0.76	0.77	0.40	0.59	0.86	0.58	0.51	0.61
NM_004462|FDFT1|chr8|+	chr8:11695896-11696864	11696138	0.30	0.32	0.38	0.39	0.37	0.35	0.32	0.32	0.35	0.41	0.35	0.38	NA	0.32	0.34	0.38	0.35	0.30	0.35	NA	0.41	0.35	0.38	0.32	0.41	0.37	1.00	0.37	0.32	0.35	0.31	0.38	0.36	0.36	0.33	0.35	NA	0.34	0.39	0.38	0.37	0.32	0.30	NA	0.35	0.31	0.44	0.39	0.36	0.44	0.33	0.41	0.35	0.33	0.40	0.32	0.34	0.33	NA	0.29	0.35	0.36	0.43	0.34	0.34	0.45	0.32	0.36	0.34
NM_152272|CHMP7|chr8|+	chr8:23118050-23119582	23118611	1.00	1.00	0.97	0.83	0.86	0.77	0.96	0.91	0.79	0.98	0.72	NA	NA	0.76	0.86	0.81	0.75	0.88	0.95	NA	0.65	0.83	0.77	0.72	0.79	0.74	NA	0.93	0.96	0.96	0.95	0.80	0.93	0.91	0.87	0.98	NA	0.73	0.79	0.87	1.00	0.78	0.86	NA	0.54	0.87	1.00	0.98	0.84	1.00	0.95	0.95	0.89	0.93	0.99	0.87	1.00	0.94	NA	0.73	0.98	0.97	0.90	0.74	0.74	0.98	0.83	0.81	0.89
NM_005034|POLR2K|chr8|+	chr8:101165521-101166233	101165708	0.46	0.48	0.52	0.50	0.43	0.40	0.43	0.47	0.35	0.44	0.50	0.34	0.37	0.38	0.42	0.43	0.39	0.44	0.47	0.80	0.43	0.39	0.50	0.43	0.48	0.49	0.82	0.43	0.43	0.42	0.39	0.51	0.57	0.53	0.46	0.54	0.89	0.47	0.55	0.58	0.44	0.47	0.50	NA	0.55	0.39	0.51	0.51	0.52	0.51	0.51	0.46	0.43	0.47	0.37	0.54	0.61	0.38	0.62	0.37	0.47	0.45	0.51	0.41	0.45	0.55	0.38	0.36	0.50
NR_033404|BMP1|chr8|+	chr8:22058630-22059314	22058936	0.05	0.13	0.17	0.19	NA	NA	NA	NA	0.09	0.23	0.17	NA	NA	0.09	0.07	NA	NA	0.14	0.10	NA	NA	0.22	NA	0.10	NA	NA	NA	0.23	0.05	0.09	0.07	NA	NA	NA	NA	0.10	NA	NA	NA	NA	NA	NA	0.30	NA	0.21	0.11	0.11	0.25	0.10	0.12	0.16	0.10	0.35	NA	0.16	0.21	0.15	NA	NA	NA	0.11	0.20	NA	NA	NA	NA	0.10	NA	0.48
NM_148177|FBXO32|chr8|-	chr8:124510114-124515702	124515442	0.26	0.10	0.33	0.30	0.28	0.19	0.13	0.25	0.16	0.20	0.51	0.19	0.34	0.14	0.30	0.37	0.15	0.28	0.30	0.41	0.20	0.16	0.46	0.08	0.37	NA	NA	0.20	0.23	0.23	0.36	0.21	0.26	0.30	0.05	0.22	NA	0.45	0.38	0.47	0.26	0.41	0.25	NA	0.22	0.24	0.21	0.32	0.29	0.11	0.27	0.27	0.35	0.23	0.15	0.31	0.17	0.30	NA	0.37	0.29	0.28	0.42	0.37	0.24	0.09	0.28	NA	NA
NM_152758|YTHDF3|chr8|+	chr8:64122240-64125810	64122568	0.77	0.89	0.91	0.80	0.74	0.61	0.85	0.79	0.75	0.77	0.63	0.58	0.71	0.66	0.67	0.66	0.66	0.76	0.80	0.79	0.53	0.62	0.66	0.84	0.64	0.56	0.82	0.74	0.71	0.85	0.86	0.83	0.88	0.89	0.71	0.82	0.78	0.62	0.72	0.73	0.88	0.58	0.71	NA	0.66	0.69	0.88	0.86	0.74	0.92	0.84	0.77	0.68	0.84	0.80	0.93	0.93	0.72	0.79	0.62	0.89	0.84	0.85	0.59	0.67	0.96	0.67	0.68	0.73
NM_145043|NEIL2|chr8|+	chr8:11643471-11644855	11643621	0.89	NA	0.98	0.89	0.94	0.88	0.94	0.89	NA	0.96	0.93	NA	NA	NA	0.94	NA	NA	0.91	0.89	NA	NA	0.84	0.93	0.95	0.74	NA	NA	0.87	0.95	0.93	0.93	0.85	0.97	0.93	0.84	0.92	NA	0.66	0.86	0.88	1.00	0.98	0.91	NA	NA	0.85	0.97	0.92	0.89	NA	0.90	0.90	0.94	0.94	NA	NA	NA	0.91	NA	NA	0.91	0.93	0.93	0.87	0.86	0.95	0.89	0.94	0.90
NM_001171796|C8orf83|chr8|-	chr8:93894370-93898963	93895907	0.05	0.14	0.10	0.05	0.05	0.04	0.06	0.04	0.03	0.09	0.04	NA	NA	0.04	0.04	0.06	0.04	0.07	0.10	NA	0.05	0.03	0.03	0.05	0.04	NA	0.23	0.05	0.04	0.07	NA	0.05	0.08	0.07	0.03	NA	NA	0.06	0.05	0.07	0.13	0.03	0.03	NA	0.06	0.05	0.07	0.10	0.06	0.10	0.05	0.06	0.06	0.08	0.04	0.07	0.13	0.05	NA	0.09	0.05	0.11	0.07	0.03	0.05	0.14	0.03	0.04	0.07
NM_017778|WHSC1L1|chr8|-	chr8:38173561-38175556	38174360	0.10	0.25	0.16	0.15	0.09	0.14	0.13	0.19	NA	0.15	0.14	NA	NA	0.15	0.11	0.12	0.15	0.10	0.12	NA	NA	0.12	0.15	NA	0.16	NA	NA	0.13	0.11	0.16	0.07	0.15	0.15	0.09	0.14	0.15	NA	0.31	0.14	0.12	0.20	0.11	0.11	NA	NA	0.12	0.12	0.17	0.09	NA	0.13	0.14	0.12	0.21	0.21	NA	0.13	0.12	NA	NA	0.14	0.15	0.17	0.15	0.19	0.15	0.18	0.13	0.13
NM_018310|BRF2|chr8|-	chr8:37699249-37702731	37701481	1.00	NA	1.00	1.00	0.29	NA	0.73	1.00	NA	NA	1.00	NA	NA	NA	1.00	0.86	0.99	1.00	0.46	NA	NA	NA	1.00	0.56	0.98	NA	NA	1.00	1.00	1.00	1.00	0.66	0.93	0.96	0.33	0.71	NA	NA	1.00	1.00	0.91	1.00	1.00	NA	NA	NA	0.98	1.00	1.00	NA	NA	1.00	1.00	0.56	1.00	NA	1.00	1.00	NA	NA	1.00	1.00	0.88	NA	NA	0.23	0.99	0.61	1.00
NM_014175|MRPL15|chr8|+	chr8:55059941-55061664	55060340	0.09	0.10	0.09	0.08	0.07	0.12	0.10	0.10	0.07	0.11	0.08	0.06	0.11	0.06	0.09	0.11	0.14	0.09	0.08	NA	0.07	0.06	0.11	0.06	0.22	0.22	NA	0.07	0.08	0.06	0.07	0.09	0.11	0.09	0.09	0.08	NA	0.14	0.14	0.18	0.08	0.08	0.09	NA	0.14	0.07	0.08	0.09	0.09	0.11	0.06	0.13	0.09	0.12	0.09	0.08	0.07	0.10	NA	0.12	0.10	0.08	0.10	0.10	0.11	0.10	0.08	0.06	0.12
NM_025232|REEP4|chr8|-	chr8:21995531-21996065	21995863	1.00	0.86	1.00	0.97	1.00	1.00	1.00	0.81	0.86	1.00	1.00	NA	NA	0.98	0.89	1.00	1.00	1.00	0.72	NA	NA	0.98	1.00	1.00	0.98	NA	NA	1.00	1.00	0.83	0.98	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	0.96	1.00	0.85	0.95	NA	NA	1.00	1.00	0.95	0.69	1.00	1.00	1.00	0.99	0.89	1.00	0.82	0.82	1.00	NA	NA	0.96	1.00	0.77	0.95	0.95	1.00	1.00	1.00	1.00
