event_id	loci	Proximal_Site	TCGA-CV-7235-01A-11R-2016-07	TCGA-CV-6962-01A-11R-1915-07	TCGA-HD-A6I0-01A-11R-A31N-07	TCGA-CV-7255-01A-11R-2016-07	TCGA-CV-6935-01A-11R-1915-07	TCGA-CV-6939-01A-11R-1915-07	TCGA-CV-7250-01A-11R-2016-07	TCGA-CV-6936-01A-11R-1915-07	TCGA-CV-6938-01A-11R-1915-07	TCGA-CV-7440-01A-11R-2132-07	TCGA-CV-7425-01A-11R-2081-07	TCGA-CV-7177-01A-11R-2016-07	TCGA-CV-6933-01A-11R-1915-07	TCGA-CV-6955-01A-11R-2016-07	TCGA-CV-7091-01A-11R-2016-07	TCGA-CV-6960-01A-41R-2016-07	TCGA-CV-7261-01A-11R-2016-07	TCGA-CV-7432-01A-11R-2132-07	TCGA-CV-7252-01A-11R-2016-07	TCGA-CV-6934-01A-11R-1915-07	TCGA-CV-7434-01A-11R-2132-07	TCGA-CV-7183-01A-11R-2016-07	TCGA-CV-6956-01A-21R-2016-07	TCGA-HD-A6HZ-01A-12R-A31N-07	TCGA-CV-7438-01A-21R-2132-07	TCGA-CV-7103-01A-21R-2016-07	TCGA-CV-7097-01A-11R-2016-07	TCGA-CV-7101-01A-11R-2016-07	TCGA-CV-6959-01A-11R-1915-07	TCGA-CV-7437-01A-21R-2132-07	TCGA-HD-8635-01A-11R-2403-07	TCGA-CV-7424-01A-11R-2081-07	TCGA-CV-7242-01A-11R-2016-07	TCGA-CV-7406-01A-11R-2081-07	TCGA-WA-A7GZ-01A-11R-A34R-07	TCGA-H7-A6C4-01A-11R-A30B-07	TCGA-CV-7178-01A-21R-2016-07	TCGA-CV-7238-01A-11R-2016-07	TCGA-CV-7423-01A-11R-2081-07	TCGA-CV-7245-01A-11R-2016-07	TCGA-CV-6943-01A-11R-1915-07	TCGA-CV-7416-01A-11R-2081-07	TCGA-CV-6961-01A-21R-1915-07
NM_032314|COQ5|chr12|-	chr12:120941077-120941688	120941455	0.79	0.79	1.00	0.74	NA	0.69	0.80	0.75	0.94	0.70	0.74	0.76	0.86	0.71	0.80	0.87	0.64	0.86	0.75	0.76	0.73	0.74	0.95	0.75	0.84	0.83	0.81	0.86	0.72	0.74	0.80	0.98	0.77	0.69	0.77	0.91	0.76	0.94	0.70	0.74	0.72	0.68	0.70
NM_003733|OASL|chr12|-	chr12:121458015-121458861	121458384	0.86	NA	1.00	0.84	NA	0.85	0.91	0.84	0.92	0.86	0.84	NA	0.94	0.99	0.98	1.00	NA	0.85	0.83	0.90	0.82	0.92	0.95	0.94	0.91	NA	0.83	0.76	0.73	NA	0.75	NA	0.74	0.86	0.90	0.94	0.83	0.96	0.86	0.89	0.81	0.82	0.77
NM_014503|UTP20|chr12|+	chr12:101779745-101780386	101779981	0.67	0.87	NA	0.68	NA	0.61	0.70	0.67	0.90	0.55	NA	0.60	0.82	NA	0.76	0.85	0.69	0.77	0.56	0.84	0.74	NA	0.64	0.53	0.71	0.78	0.68	0.75	0.85	0.85	0.50	0.96	0.86	0.81	0.76	0.68	0.66	0.90	0.68	0.66	NA	0.74	0.61
NM_001731|BTG1|chr12|-	chr12:92536894-92538223	92537862	0.98	0.93	1.00	0.94	0.89	0.99	0.98	0.94	1.00	0.96	0.99	0.94	0.95	0.97	0.98	0.99	0.97	0.96	0.98	0.96	0.93	0.97	0.98	1.00	0.93	0.99	0.96	0.97	0.90	0.98	0.97	1.00	0.99	0.95	0.95	1.00	0.97	0.99	0.96	0.97	0.92	0.94	0.93
NM_007062|PWP1|chr12|+	chr12:108105887-108107025	108106188	0.19	0.12	0.10	0.21	0.20	0.29	0.14	0.18	0.12	0.16	0.16	0.19	0.09	0.17	0.18	0.14	0.10	0.18	0.14	0.23	0.19	0.15	0.17	0.19	0.18	0.12	0.18	0.17	0.20	0.10	0.20	0.16	0.21	0.21	0.13	0.12	0.21	0.13	0.13	0.12	0.16	0.20	0.14
NM_004075|CRY1|chr12|-	chr12:107385141-107385779	107385629	1.00	0.79	1.00	NA	NA	1.00	1.00	1.00	NA	0.99	NA	NA	1.00	NA	NA	1.00	1.00	NA	1.00	0.93	NA	NA	NA	1.00	NA	1.00	NA	0.91	0.94	NA	0.96	1.00	1.00	1.00	1.00	1.00	0.96	1.00	NA	1.00	NA	0.82	0.84
NM_016057|COPZ1|chr12|+	chr12:54744259-54745629	54744625	0.75	0.58	0.72	0.74	0.84	0.87	0.63	0.85	0.85	0.78	0.83	0.71	0.51	0.63	0.63	0.46	0.35	0.87	0.85	0.80	0.86	0.80	0.75	0.69	0.75	0.50	0.85	0.63	0.65	0.70	0.82	0.62	0.82	0.65	0.42	0.84	0.78	0.75	0.81	0.77	0.64	0.75	0.62
NM_144982|ZFC3H1|chr12|-	chr12:72003458-72004345	72003835	1.00	NA	NA	0.88	NA	0.72	0.78	0.88	0.79	0.86	NA	NA	0.95	NA	NA	0.85	1.00	0.77	0.78	0.91	0.72	NA	0.83	1.00	0.89	0.92	0.92	NA	NA	NA	0.79	0.88	0.98	0.73	1.00	0.98	0.83	0.93	0.75	NA	NA	0.75	0.67
NM_018639|WSB2|chr12|-	chr12:118470507-118472163	118471476	0.74	0.69	1.00	0.69	0.64	0.71	0.75	0.68	0.88	0.60	0.71	0.65	0.74	0.75	0.74	0.83	0.66	0.72	0.73	0.76	0.63	0.72	0.89	0.79	0.74	0.82	0.65	0.67	0.54	0.68	0.63	0.93	0.80	0.71	0.74	0.89	0.72	0.84	0.69	0.71	0.63	0.65	0.61
NM_001143852|TCHP|chr12|+	chr12:110354395-110355938	110354589	NA	0.81	NA	NA	NA	1.00	0.90	0.88	NA	0.92	NA	0.88	0.90	NA	NA	0.92	0.85	0.93	NA	0.91	NA	NA	0.90	1.00	0.97	0.90	0.89	NA	NA	NA	0.89	NA	0.94	0.89	0.85	NA	0.86	0.91	0.93	0.83	NA	0.94	0.84
NM_003651|CSDA|chr12|-	chr12:10851686-10852253	10852010	0.62	0.58	1.00	0.57	0.49	0.66	0.60	0.58	0.78	0.53	0.67	0.57	0.59	0.65	0.67	0.71	0.63	0.61	0.65	0.61	0.50	0.63	0.68	0.73	0.48	0.67	0.61	0.64	0.46	0.58	0.55	0.73	0.65	0.58	0.65	0.76	0.62	0.74	0.61	0.60	0.50	0.54	0.49
NM_031412|GABARAPL1|chr12|+	chr12:10374385-10375726	10375236	0.96	0.88	NA	0.87	0.89	1.00	1.00	1.00	1.00	0.95	NA	0.92	1.00	0.90	0.95	1.00	0.86	1.00	1.00	1.00	0.98	NA	1.00	1.00	1.00	1.00	0.94	0.84	0.93	1.00	1.00	1.00	1.00	1.00	0.94	1.00	0.99	1.00	1.00	0.98	0.94	0.96	0.87
NM_001252500|C12orf32|chr12|+	chr12:2997076-2998659	2997563	0.59	0.51	NA	0.46	0.42	0.59	0.57	0.54	0.77	0.44	0.62	0.46	0.58	0.49	0.53	0.55	0.44	0.51	0.60	0.59	0.50	NA	0.59	0.59	0.49	0.54	0.51	0.49	0.43	0.50	0.52	0.69	0.61	0.53	0.58	0.68	0.50	0.65	0.47	0.54	0.50	0.46	0.51
NM_020375|C12orf5|chr12|+	chr12:4461425-4463820	4462259	0.09	0.12	NA	0.12	NA	0.20	0.11	0.20	0.16	0.11	0.14	0.17	0.12	NA	0.13	0.12	0.16	0.10	0.13	0.20	0.13	0.14	0.16	0.18	0.15	0.12	0.14	0.19	0.11	0.15	0.22	0.22	0.17	0.14	0.16	0.18	0.13	0.12	0.11	0.17	0.18	0.13	0.16
NM_022916|VPS33A|chr12|-	chr12:122714114-122716974	122716140	0.25	0.27	0.03	0.30	NA	0.38	0.22	0.33	0.21	0.32	0.25	0.23	0.29	NA	0.36	0.25	0.25	0.25	0.25	0.42	0.21	NA	0.33	0.27	0.38	0.19	0.37	0.26	0.36	0.22	0.39	0.15	0.38	0.28	0.31	0.26	0.37	0.16	0.32	0.21	0.30	0.34	0.26
NM_006768|BRAP|chr12|-	chr12:112079950-112082366	112081989	0.24	0.31	0.05	0.29	0.47	0.47	0.30	0.30	0.31	0.36	0.40	0.48	0.28	0.30	0.33	0.19	0.38	0.24	0.29	0.46	0.29	NA	0.32	0.50	0.39	0.28	0.37	0.37	0.33	0.24	0.33	0.41	0.36	0.26	0.34	0.29	0.37	0.26	0.29	0.27	0.39	0.30	0.27
NM_145648|SLC15A4|chr12|-	chr12:129277735-129278901	129278500	0.75	0.80	NA	0.88	0.75	0.87	0.74	0.81	0.94	0.72	0.85	0.89	0.86	NA	0.87	0.87	0.76	0.86	0.84	0.81	0.74	NA	0.80	0.85	0.81	0.80	0.85	0.76	0.73	0.78	0.69	0.97	0.86	0.78	0.62	0.96	0.86	0.88	0.76	0.84	0.72	0.81	0.67
NM_080626|BRI3BP|chr12|+	chr12:125509536-125515752	125510054	0.30	0.46	0.04	0.50	NA	0.74	0.47	0.62	0.50	0.47	NA	0.61	0.46	0.61	0.59	0.33	0.48	0.60	0.34	0.45	0.33	NA	0.67	0.77	0.48	0.30	0.50	0.53	0.50	0.37	0.53	0.34	0.40	0.64	0.60	NA	0.59	0.31	0.55	0.47	0.46	0.52	0.45
NM_032590|KDM2B|chr12|-	chr12:121865539-121868272	121867036	0.07	0.10	NA	0.07	NA	0.13	0.10	0.11	0.19	0.10	0.14	0.10	0.08	0.11	0.14	0.09	0.09	0.08	0.16	0.12	0.09	NA	0.10	0.15	0.14	0.09	0.10	0.16	0.10	0.10	0.16	0.15	0.11	0.11	0.09	0.11	0.11	0.10	0.17	0.10	0.10	0.16	0.10
NM_016312|WBP11|chr12|-	chr12:14939398-14940432	14940161	0.73	0.70	1.00	0.64	0.56	0.89	0.75	0.71	0.99	0.76	0.78	0.65	0.69	0.68	0.74	0.82	0.67	0.85	0.78	0.73	0.62	0.77	0.77	0.97	0.77	0.74	0.66	0.77	0.57	0.83	0.73	0.91	0.78	0.68	0.96	0.90	0.69	0.85	0.68	0.66	0.70	0.78	0.71
NM_001146076|RPAP3|chr12|-	chr12:48054677-48057373	48057134	0.08	0.13	0.08	0.14	NA	0.22	0.20	0.17	0.13	0.13	NA	0.17	0.12	NA	0.17	0.11	0.07	0.11	0.15	0.25	NA	NA	0.13	0.15	0.18	0.17	0.20	0.18	0.15	0.11	0.16	0.15	0.19	0.13	0.10	0.08	0.09	0.08	NA	0.14	0.15	0.18	0.13
NM_014718|CLSTN3|chr12|+	chr12:7310536-7311472	7310781	0.72	0.70	0.94	0.70	0.70	0.73	0.65	0.77	0.85	0.64	NA	0.75	0.73	NA	0.64	0.76	0.69	NA	NA	0.71	0.61	NA	0.68	0.73	0.78	0.72	0.70	0.68	0.73	0.66	0.71	0.72	0.69	0.65	0.71	0.74	0.66	0.73	NA	0.74	0.73	0.57	0.68
NR_024260|NECAP1|chr12|+	chr12:8248637-8250371	8248833	0.83	0.86	NA	0.84	0.76	0.82	0.76	0.84	0.90	0.81	NA	0.75	0.90	0.86	0.85	0.83	0.91	0.86	0.85	0.88	0.83	NA	0.93	0.93	0.93	0.89	0.83	0.75	0.81	0.85	0.83	1.00	0.91	0.79	0.92	0.97	0.83	0.93	0.88	0.80	0.84	0.74	0.80
NM_015002|FBXO21|chr12|-	chr12:117580599-117584082	117581787	0.35	0.37	NA	0.28	NA	0.33	0.40	0.29	0.69	0.28	0.52	0.32	0.41	NA	0.39	0.49	0.29	0.39	0.44	0.31	0.32	NA	0.62	0.40	0.43	0.57	0.35	0.28	0.24	0.44	0.34	0.77	0.49	0.32	0.38	NA	0.35	0.64	0.32	0.30	0.25	0.26	0.21
NM_001946|DUSP6|chr12|-	chr12:89741829-89743338	89742842	0.94	0.89	NA	0.87	0.89	0.94	0.89	0.87	0.97	0.86	0.92	0.84	0.94	0.93	0.88	0.96	0.91	0.86	0.88	0.92	0.86	0.93	0.94	0.98	0.87	0.92	0.87	0.89	0.73	0.93	0.88	0.98	0.93	0.81	0.91	0.95	0.89	0.93	0.88	0.89	0.83	0.80	0.82
NM_001273|CHD4|chr12|-	chr12:6679263-6679859	6679688	0.54	0.56	0.84	0.59	0.56	0.60	0.57	0.55	0.67	0.49	0.58	0.55	0.60	0.57	0.58	0.60	0.57	0.62	0.62	0.70	0.57	0.60	0.59	0.70	0.53	0.60	0.57	0.57	0.51	0.61	0.63	0.65	0.66	0.55	0.57	0.69	0.55	0.65	0.58	0.58	0.52	0.50	0.49
NM_015987|HEBP1|chr12|-	chr12:13127805-13128413	13128127	0.82	0.58	0.81	0.60	0.65	0.68	0.62	0.59	0.83	0.61	0.57	0.60	0.61	0.74	0.70	0.68	0.65	0.66	0.66	0.69	0.57	0.65	0.75	0.85	0.75	0.70	0.65	0.62	0.50	0.68	0.66	0.68	0.67	0.60	0.71	0.69	0.65	0.81	0.62	0.68	0.60	0.54	0.60
NM_020782|KLHDC5|chr12|+	chr12:27950647-27955977	27950974	0.48	0.49	0.07	0.56	0.64	0.80	0.44	0.57	NA	0.49	NA	0.72	0.36	NA	0.58	0.38	0.67	NA	0.58	0.60	NA	NA	0.62	0.84	0.65	0.55	NA	0.59	0.48	0.45	0.55	0.40	0.44	0.59	0.52	NA	0.61	0.43	0.57	0.37	NA	0.59	0.40
NM_001199777|POC1B|chr12|-	chr12:89813492-89815034	89814863	0.93	0.88	NA	NA	NA	0.83	0.86	0.97	0.91	0.88	NA	0.80	0.80	NA	NA	0.75	0.80	NA	0.80	0.84	NA	NA	NA	0.93	NA	0.78	NA	0.78	NA	0.64	NA	0.93	0.89	0.84	NA	NA	NA	NA	NA	NA	NA	0.85	0.72
NM_004264|MED21|chr12|+	chr12:27181217-27186414	27182600	0.09	0.13	0.15	0.15	0.17	0.17	0.09	0.12	0.14	0.13	0.19	0.12	0.10	0.15	0.18	0.10	0.12	0.10	0.13	0.13	0.15	0.15	0.11	0.19	0.17	0.09	0.14	0.12	0.12	0.13	0.18	0.11	0.15	0.12	0.17	0.12	0.13	0.14	0.14	0.08	0.19	0.16	0.12
NM_015335|MED13L|chr12|-	chr12:116396366-116399203	116398764	0.77	0.68	NA	0.73	0.70	0.86	0.82	0.75	0.98	0.67	0.88	0.70	0.77	0.87	0.77	0.83	0.77	0.74	0.81	0.76	0.59	NA	0.89	0.91	0.69	0.89	0.74	0.76	0.54	0.75	0.82	0.99	0.83	0.79	0.93	0.90	0.81	0.91	0.74	0.83	0.65	0.63	0.63
NM_182507|KRT80|chr12|-	chr12:52562771-52565306	52563518	0.76	0.71	NA	0.56	0.79	0.72	0.61	0.81	0.93	0.64	0.80	0.65	0.88	0.76	0.67	0.86	0.57	0.71	0.77	0.98	0.56	0.72	1.00	0.79	0.93	0.91	0.67	0.61	0.51	NA	0.68	NA	0.83	0.69	0.81	0.93	NA	0.97	0.57	0.67	0.56	NA	0.70
NM_001190995|IPO8|chr12|-	chr12:30781909-30783891	30783724	0.94	0.84	NA	0.87	0.91	0.95	0.91	0.90	0.95	0.95	0.94	0.85	0.94	0.93	0.96	0.96	0.88	0.96	0.92	0.93	0.94	NA	0.94	0.96	0.97	0.96	0.95	0.90	0.82	0.95	0.95	0.90	0.91	0.91	0.96	0.92	0.89	0.98	0.92	0.91	0.90	0.88	0.88
NM_006815|TMED2|chr12|+	chr12:124081151-124082694	124081312	0.71	0.69	0.95	0.65	0.63	0.67	0.72	0.70	0.80	0.65	0.78	0.69	0.75	0.68	0.66	0.74	0.63	0.70	0.71	0.79	0.68	0.72	0.74	0.78	0.73	0.73	0.68	0.60	0.60	0.68	0.73	0.81	0.70	0.68	0.69	0.76	0.67	0.78	0.68	0.68	0.69	0.61	0.64
NM_002429|MMP19|chr12|-	chr12:56230185-56231158	56231008	1.00	NA	NA	NA	NA	1.00	NA	1.00	NA	1.00	NA	1.00	1.00	NA	1.00	NA	1.00	NA	NA	1.00	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	NA	NA	1.00	NA	1.00	1.00	NA	1.00	NA	NA	NA	1.00	1.00	0.98
NM_001042603|KDM5A|chr12|-	chr12:386160-394828	393531	0.12	0.12	NA	0.12	0.25	0.25	0.21	0.17	0.15	0.14	0.19	0.20	0.19	0.17	0.18	0.15	0.17	0.13	0.12	0.25	0.12	NA	0.14	0.22	0.26	0.16	0.26	0.13	0.16	0.10	0.22	0.17	0.21	0.17	0.12	0.21	0.10	0.17	0.12	0.13	0.18	0.17	0.10
NM_016570|ERGIC2|chr12|-	chr12:29491374-29494151	29493730	0.10	0.16	0.08	0.12	0.23	0.25	0.15	0.17	0.11	0.18	0.18	0.20	0.15	0.16	0.16	0.11	0.16	0.16	0.13	0.20	0.14	0.21	0.13	0.21	0.16	0.12	0.20	0.17	0.15	0.10	0.16	0.15	0.17	0.20	0.17	0.14	0.14	0.12	0.13	0.16	0.21	0.14	0.15
NM_152641|ARID2|chr12|+	chr12:46298716-46301788	46300274	0.33	0.32	NA	NA	NA	0.43	0.33	0.40	NA	0.41	NA	NA	NA	NA	0.25	0.19	0.24	NA	NA	0.38	NA	NA	0.40	0.39	NA	0.20	NA	0.19	NA	NA	0.27	0.41	0.35	0.27	0.24	NA	0.29	0.21	NA	0.29	NA	0.23	0.26
NM_170665|ATP2A2|chr12|+	chr12:110784005-110788886	110784727	0.17	0.12	0.14	0.17	0.30	0.19	0.12	0.19	0.18	0.13	0.11	0.19	0.13	0.16	0.12	0.13	0.13	0.15	0.12	0.23	0.16	0.17	0.22	0.13	0.27	0.15	0.21	0.16	0.18	0.13	0.15	0.15	0.15	0.12	0.12	0.15	0.21	0.13	0.18	0.16	0.19	0.17	0.14
NM_001161344|CHFR|chr12|-	chr12:133416939-133418182	133417716	0.89	0.80	NA	0.80	NA	0.83	0.86	0.89	NA	0.86	0.98	0.88	0.88	NA	NA	0.89	0.82	0.90	NA	0.83	NA	NA	NA	1.00	0.99	0.90	0.87	0.84	0.83	0.88	NA	0.91	NA	0.88	0.92	0.88	0.83	0.95	NA	0.80	0.84	0.77	0.78
NM_017599|VEZT|chr12|+	chr12:95693940-95696298	95694806	0.13	0.10	NA	0.11	0.20	0.17	0.14	0.12	0.15	0.11	0.13	0.16	0.12	0.19	0.13	0.08	0.12	0.10	0.14	0.14	0.08	0.15	0.11	0.16	0.12	0.13	0.21	0.14	0.10	0.07	0.12	0.16	0.20	0.16	0.10	0.13	0.10	0.12	0.09	0.11	0.16	0.11	0.12
NM_015401|HDAC7|chr12|-	chr12:48175927-48177669	48176636	0.15	0.37	0.94	0.19	0.28	0.17	0.22	0.17	0.24	0.22	0.15	0.47	0.36	0.35	0.31	0.29	0.29	0.30	0.22	0.20	0.21	0.23	0.30	0.20	0.15	0.28	0.21	0.20	0.14	0.59	0.22	0.40	0.26	0.19	0.22	0.33	0.20	0.19	0.15	0.40	0.16	0.26	0.13
NM_001251904|APPL2|chr12|-	chr12:105567082-105568226	105567906	0.82	0.63	NA	0.76	0.58	0.72	0.79	0.81	0.80	0.56	0.83	0.68	0.78	0.76	0.70	0.85	0.64	0.72	0.80	0.71	NA	0.73	0.81	0.80	0.63	0.82	0.72	0.78	0.64	0.66	0.74	0.86	0.78	0.65	0.78	0.79	0.67	0.75	0.70	0.80	0.60	0.54	0.55
NM_001252036|RAB5B|chr12|+	chr12:56385880-56388506	56386030	0.95	0.94	NA	0.92	0.87	0.91	0.94	0.92	0.93	0.89	0.94	0.88	0.98	0.91	0.95	0.95	0.90	0.93	0.93	0.94	0.95	0.91	0.91	0.91	0.94	0.96	0.93	0.91	0.89	0.92	0.94	0.90	0.95	0.93	0.93	0.99	0.88	0.95	0.93	0.93	0.90	0.88	0.88
NM_002205|ITGA5|chr12|-	chr12:54789042-54790160	54790010	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.99	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.95	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.99	1.00	0.97
NM_194358|RNF41|chr12|-	chr12:56596088-56600582	56599359	0.20	0.20	NA	0.16	0.25	0.32	0.21	0.25	0.32	0.19	0.24	0.20	0.24	0.20	0.17	0.17	0.30	0.10	0.23	0.25	0.30	NA	0.20	0.34	0.20	0.18	0.16	0.28	0.17	0.30	0.18	0.30	0.29	0.20	0.25	0.34	0.23	0.25	0.20	0.20	0.23	0.20	0.20
NM_017901|TPCN1|chr12|+	chr12:113733764-113736410	113733914	0.83	NA	NA	0.88	NA	0.85	0.94	0.92	NA	0.94	NA	0.90	0.86	0.79	NA	0.85	0.88	NA	NA	0.95	NA	NA	NA	NA	0.91	0.91	0.90	0.88	0.92	NA	0.88	0.78	0.87	0.91	0.97	NA	0.90	0.87	0.92	0.90	0.88	0.83	0.89
NM_003076|SMARCD1|chr12|+	chr12:50492729-50494462	50493910	0.91	0.92	1.00	0.84	0.92	0.81	0.96	0.90	0.93	0.85	0.82	0.81	0.91	0.90	0.95	0.95	0.84	0.92	0.92	0.84	0.86	0.94	0.96	0.89	0.96	0.94	0.84	0.84	0.83	0.88	0.86	1.00	0.94	0.94	0.94	0.97	0.86	0.99	0.87	0.85	0.88	0.88	0.79
NM_000017|ACADS|chr12|+	chr12:121177098-121177812	121177469	0.62	0.92	NA	NA	NA	0.82	0.70	0.96	NA	0.90	NA	0.76	0.88	NA	0.78	0.75	0.91	NA	NA	0.96	NA	NA	0.98	1.00	0.87	0.85	NA	0.76	NA	0.94	0.73	0.96	0.79	0.81	0.87	1.00	0.77	0.76	NA	0.78	0.81	0.78	0.75
NM_004572|PKP2|chr12|-	chr12:32943667-32945426	32945131	NA	0.60	0.78	0.66	NA	0.67	0.61	NA	0.82	0.50	0.77	0.63	0.67	NA	0.62	0.77	0.60	0.58	0.60	0.57	NA	NA	0.66	0.75	0.60	NA	0.64	0.60	0.53	0.51	0.65	NA	0.56	0.71	0.72	0.80	NA	NA	0.65	0.68	0.53	0.51	0.51
NR_040718|RASSF3|chr12|+	chr12:65088542-65091349	65089594	0.91	0.87	NA	0.80	0.79	0.85	0.85	0.87	0.94	0.85	NA	0.81	0.87	NA	0.90	0.81	0.86	NA	NA	0.89	NA	NA	0.92	0.90	0.94	0.91	0.83	0.77	0.84	NA	NA	NA	0.90	0.85	NA	NA	0.87	0.86	0.77	NA	0.85	0.82	0.87
NM_001243775|LIMA1|chr12|-	chr12:50569559-50571852	50570539	0.95	0.89	NA	0.87	0.82	0.91	0.93	0.89	1.00	0.88	1.00	0.88	0.90	0.90	0.94	0.97	0.89	0.92	0.94	0.92	0.87	0.93	0.95	0.98	0.94	0.95	0.92	0.92	0.81	0.93	0.94	1.00	0.97	0.90	0.93	0.99	0.89	0.99	0.94	0.92	0.88	0.87	0.85
NM_139207|NAP1L1|chr12|-	chr12:76439951-76441498	76441348	0.38	0.31	0.09	0.52	0.71	0.83	0.72	0.69	0.57	0.50	0.54	0.70	0.47	0.67	0.50	0.68	0.42	0.61	0.48	0.58	0.37	0.58	0.76	0.46	0.65	0.48	0.83	0.47	0.60	0.38	0.57	0.50	0.61	0.54	0.33	0.59	0.47	0.45	0.57	0.68	0.54	0.68	0.38
NM_014050|MRPL42|chr12|+	chr12:93894951-93897528	93896314	0.10	0.07	0.19	0.09	NA	0.30	0.15	0.31	0.09	0.17	0.16	0.20	0.08	0.14	0.10	0.09	0.10	0.13	0.12	0.21	0.10	NA	0.28	0.14	0.23	0.12	0.15	0.09	0.06	0.11	0.14	0.16	0.12	0.17	0.10	0.14	0.15	0.14	0.17	0.08	0.15	0.13	0.07
NM_023033|METTL1|chr12|-	chr12:58162281-58162934	58162750	0.81	0.74	1.00	0.70	0.69	0.82	0.75	0.75	0.94	0.68	0.65	0.75	0.83	NA	0.87	0.82	0.76	0.58	0.73	0.81	0.65	NA	0.86	0.78	0.89	0.82	0.72	0.68	0.75	0.75	0.76	0.83	0.70	0.78	0.74	0.97	0.73	0.87	0.65	0.73	0.75	0.76	0.72
NM_007350|PHLDA1|chr12|-	chr12:76419239-76423872	76423633	0.43	0.21	0.26	0.18	0.29	0.30	0.19	0.35	0.36	0.18	0.22	0.26	0.21	0.21	0.26	0.15	0.24	0.12	0.29	0.27	0.23	0.26	0.22	0.44	0.26	0.28	0.17	0.26	0.09	0.25	0.28	0.24	0.22	0.40	0.35	0.16	0.37	0.32	0.22	0.23	0.25	0.22	0.22
NM_007210|GALNT6|chr12|-	chr12:51745416-51748276	51748074	0.97	0.83	NA	0.87	0.82	0.85	0.89	0.87	0.91	0.78	0.86	NA	0.88	NA	0.87	0.93	NA	0.87	0.83	0.90	0.89	0.88	0.92	0.90	0.86	0.96	NA	0.86	0.73	NA	0.83	0.91	0.90	NA	0.92	0.92	0.83	0.91	0.84	0.84	0.83	0.78	0.85
NM_001184796|ESYT1|chr12|+	chr12:56537606-56538459	56537952	0.98	0.99	1.00	0.96	0.97	1.00	1.00	0.99	1.00	0.97	0.98	0.99	0.98	0.97	0.99	1.00	0.97	1.00	1.00	0.97	0.99	0.98	1.00	1.00	0.99	1.00	0.97	0.99	0.95	0.97	1.00	1.00	1.00	0.98	0.99	1.00	0.97	1.00	1.00	0.96	0.97	0.96	0.92
NM_006675|TSPAN9|chr12|+	chr12:3392210-3395742	3392648	0.80	0.58	0.49	0.80	0.89	0.90	0.74	0.87	0.92	0.69	0.82	0.83	0.55	0.68	0.68	0.75	0.54	0.85	0.87	0.84	0.81	0.80	0.88	0.59	0.82	0.56	0.84	0.66	0.78	0.51	0.89	0.83	0.87	0.80	0.70	0.86	0.85	0.64	0.74	0.75	0.77	0.78	0.80
NM_020183|ARNTL2|chr12|+	chr12:27573328-27578219	27573478	0.65	NA	0.18	0.60	0.65	0.83	0.63	0.75	0.63	0.62	0.65	0.73	0.46	0.56	0.65	0.57	0.62	0.59	0.54	0.76	0.60	0.60	0.64	0.72	0.62	0.49	0.77	0.61	0.63	0.46	0.72	0.43	0.62	0.78	0.50	0.56	0.55	0.62	0.61	0.58	0.62	0.58	0.54
NM_017822|KANSL2|chr12|-	chr12:49047195-49047958	49047633	0.80	0.88	NA	0.76	0.80	0.80	0.78	0.80	0.90	0.79	0.72	0.66	0.88	NA	0.80	0.80	0.83	0.78	0.87	0.77	0.78	NA	0.80	0.89	0.80	0.81	0.68	0.72	0.74	0.92	0.72	0.82	0.83	0.76	0.89	0.94	0.82	0.93	0.84	0.78	0.86	0.78	0.69
NM_006861|RAB35|chr12|-	chr12:120532899-120535177	120533584	0.29	0.34	0.97	0.39	0.45	0.41	0.34	0.34	0.42	0.35	0.34	0.43	0.39	0.28	0.32	0.32	0.35	0.42	0.31	0.43	0.35	0.37	0.47	0.48	0.39	0.39	0.43	0.32	0.32	0.27	0.31	0.63	0.34	0.38	0.40	0.51	0.36	0.35	0.30	0.29	0.38	0.37	0.36
NM_001033873|SMAGP|chr12|-	chr12:51639127-51639903	51639543	0.81	0.91	1.00	0.92	1.00	0.83	0.95	0.97	1.00	0.87	0.85	0.90	1.00	0.97	0.86	0.99	0.98	0.91	0.83	0.97	0.87	0.89	1.00	0.95	0.94	0.95	0.76	0.84	0.85	1.00	0.96	1.00	0.96	0.97	1.00	1.00	0.83	1.00	0.82	0.96	0.86	0.87	0.89
NM_003362|UNG|chr12|+	chr12:109547633-109548798	109547821	1.00	0.99	NA	0.97	0.98	0.99	1.00	0.99	0.99	0.98	0.99	0.96	0.98	0.99	0.99	0.99	0.99	0.99	0.99	1.00	0.99	0.99	0.98	0.99	1.00	1.00	0.98	1.00	0.97	0.99	0.99	1.00	0.99	0.98	0.98	0.97	0.98	1.00	0.97	0.98	0.99	0.97	0.96
