event_id	loci	Proximal_Site	TCGA-DI-A2QU-01A-11R-A18M-07	TCGA-AX-A2HC-01A-11R-A17B-07	TCGA-E6-A1M0-01A-11R-A144-07	TCGA-AX-A2HD-01A-21R-A17B-07	TCGA-AX-A1CK-01A-11R-A137-07	TCGA-AX-A2HA-01A-12R-A18M-07	TCGA-AX-A1CI-01A-11R-A137-07	TCGA-BK-A0CB-01A-32R-A104-07	TCGA-BG-A2AD-01A-21R-A16F-07	TCGA-AX-A0J0-01A-11R-A109-07	TCGA-AJ-A3NH-01A-11R-A22K-07	TCGA-BK-A4ZD-01A-11R-A27V-07	TCGA-AX-A1CF-01A-11R-A137-07	TCGA-DI-A2QY-01A-12R-A19W-07	TCGA-AJ-A3NC-01A-11R-A22K-07	TCGA-BG-A3EW-01A-11R-A22K-07	TCGA-AJ-A3NE-01A-11R-A22K-07	TCGA-BK-A13C-01A-11R-A118-07	TCGA-AX-A2H8-01A-11R-A17B-07	TCGA-AX-A05Y-01A-11R-A00V-07	TCGA-AX-A0IZ-01A-11R-A118-07	TCGA-BG-A3PP-01A-11R-A22K-07	TCGA-AJ-A2QL-01A-11R-A18M-07
NM_017812|CHCHD3|chr7|-	chr7:132469626-132470421	132470199	0.97	0.77	0.88	0.86	0.99	0.91	1.00	1.00	0.79	0.94	0.84	0.81	0.87	0.98	0.93	0.79	0.75	0.82	0.97	1.00	0.99	0.91	0.91
NM_000089|COL1A2|chr7|+	chr7:94059558-94060539	94059954	0.36	0.45	0.38	0.46	0.25	0.52	0.34	0.29	0.53	0.36	0.59	0.44	0.54	0.43	0.61	0.65	0.58	0.25	0.44	0.09	0.46	0.65	0.28
NM_003088|FSCN1|chr7|+	chr7:5644902-5646293	5645693	0.90	0.70	0.85	NA	NA	1.00	NA	0.80	0.70	0.78	0.84	NA	0.80	NA	0.89	0.75	0.85	0.80	0.85	0.61	0.97	0.87	0.87
NM_199186|BPGM|chr7|+	chr7:134363604-134364568	134363921	NA	0.87	NA	0.75	NA	1.00	NA	NA	1.00	0.98	NA	0.95	NA	NA	0.99	0.92	0.96	0.96	0.82	NA	1.00	NA	1.00
NM_012479|YWHAG|chr7|-	chr7:75951595-75959550	75956135	0.02	0.00	0.01	0.00	NA	0.01	NA	0.01	0.00	0.00	0.01	0.00	0.00	NA	0.01	0.00	0.00	0.00	0.01	0.00	NA	0.01	0.01
NM_018697|LANCL2|chr7|+	chr7:55498918-55501741	55499163	0.49	NA	0.49	NA	0.24	0.17	0.28	0.29	NA	0.64	0.65	0.61	0.41	0.21	0.55	0.56	0.39	0.69	0.43	NA	0.26	0.21	0.43
NM_025250|TTYH3|chr7|+	chr7:2701301-2704460	2701928	NA	0.98	0.99	0.99	NA	NA	NA	0.97	1.00	1.00	0.99	1.00	0.88	NA	1.00	0.96	0.96	1.00	0.99	0.41	NA	1.00	1.00
NM_001197244|BCL7B|chr7|-	chr7:72950687-72951720	72951570	1.00	0.94	1.00	0.95	NA	NA	NA	1.00	1.00	1.00	1.00	1.00	0.99	NA	1.00	1.00	1.00	1.00	0.99	NA	1.00	1.00	1.00
NM_021167|GATAD1|chr7|+	chr7:92085685-92088754	92085835	NA	0.83	0.78	0.73	0.74	NA	0.81	NA	0.91	NA	NA	0.85	0.58	NA	0.88	0.74	0.85	0.87	NA	NA	NA	NA	0.79
NM_001129|AEBP1|chr7|+	chr7:44153192-44154174	44153586	1.00	NA	0.97	0.96	1.00	NA	1.00	0.99	0.94	1.00	1.00	1.00	0.98	1.00	1.00	1.00	1.00	NA	1.00	0.87	1.00	1.00	0.94
NM_022087|GALNT11|chr7|+	chr7:151818630-151819427	151819068	0.84	0.66	0.71	0.48	0.97	0.98	1.00	0.62	0.57	0.59	0.86	0.82	0.32	0.99	0.97	0.69	0.78	0.58	0.83	0.09	0.93	0.93	0.82
NM_001913|CUX1|chr7|+	chr7:101926312-101927256	101926867	1.00	NA	0.90	0.76	1.00	1.00	1.00	1.00	NA	0.70	1.00	0.96	0.70	1.00	1.00	0.95	0.97	0.99	1.00	0.50	1.00	1.00	1.00
NM_001244585|LUC7L2|chr7|+	chr7:139106908-139108208	139107678	0.97	0.44	0.70	0.51	1.00	0.99	1.00	0.74	0.46	0.57	0.60	0.55	0.46	1.00	0.92	0.42	0.49	0.67	0.68	0.23	0.99	0.76	0.91
NM_014149|WDR91|chr7|-	chr7:134868596-134871067	134870590	NA	NA	0.23	0.21	0.17	0.21	0.24	0.14	0.32	0.23	0.20	0.31	NA	0.22	0.28	0.20	0.17	NA	0.35	0.07	0.16	0.30	NA
NM_207113|SLC37A3|chr7|-	chr7:140029050-140035304	140033575	NA	0.01	0.00	0.00	0.01	NA	0.01	NA	0.00	0.00	0.00	0.00	0.01	NA	0.00	0.00	0.00	0.00	0.02	0.00	NA	NA	0.01
NM_022574|GIGYF1|chr7|-	chr7:100277109-100279394	100279244	0.87	0.64	NA	0.69	0.85	NA	0.80	NA	NA	0.72	0.82	0.91	0.70	0.92	0.91	0.88	NA	0.73	0.74	NA	NA	NA	NA
NM_173517|VKORC1L1|chr7|+	chr7:65419060-65424552	65419660	0.25	0.84	0.53	0.45	0.29	0.28	NA	NA	0.61	0.41	0.45	0.65	NA	0.18	0.50	0.57	0.47	0.62	0.51	NA	0.18	0.53	0.56
NM_004911|PDIA4|chr7|-	chr7:148700140-148701301	148700677	0.58	0.16	0.25	0.22	0.70	0.57	0.84	0.59	0.26	0.34	0.27	0.30	0.22	0.91	0.47	0.28	0.26	0.27	0.44	0.29	0.55	0.40	0.46
NM_005542|INSIG1|chr7|+	chr7:155099950-155101956	155100259	NA	0.93	0.98	0.96	0.89	0.98	NA	NA	NA	0.93	NA	0.96	0.88	NA	0.99	0.99	0.98	0.99	0.83	NA	1.00	0.92	NA
NM_005918|MDH2|chr7|+	chr7:75695596-75696811	75695877	0.13	0.11	0.07	0.11	0.13	0.13	0.13	0.12	0.11	0.04	0.15	0.10	0.06	0.11	0.14	0.10	0.11	0.15	0.15	0.10	0.13	0.07	0.10
NM_139179|DAGLB|chr7|-	chr7:6448756-6449666	6449238	1.00	NA	NA	NA	NA	NA	1.00	1.00	0.81	NA	1.00	NA	0.84	NA	NA	0.99	1.00	0.94	NA	0.59	1.00	1.00	NA
NM_006908|RAC1|chr7|+	chr7:6441946-6443609	6442099	0.63	0.64	0.44	0.59	0.29	0.56	0.38	0.45	0.77	0.62	0.69	0.73	0.39	0.37	0.73	0.66	0.72	0.66	0.80	0.30	0.47	0.55	0.67
NM_005837|POP7|chr7|+	chr7:100304443-100305120	100304785	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.92	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_014390|SND1|chr7|+	chr7:127732044-127732651	127732220	0.88	0.71	0.72	0.69	0.93	0.99	1.00	0.70	0.79	0.53	0.65	0.65	0.63	1.00	0.85	0.55	0.61	0.68	0.98	0.59	0.90	0.80	0.91
NM_007353|GNA12|chr7|-	chr7:2764208-2771384	2768321	NA	0.16	NA	0.08	NA	NA	NA	0.11	0.17	0.11	0.10	NA	0.07	NA	0.19	0.06	0.07	0.09	NA	0.03	NA	NA	0.09
NM_019005|MIOS|chr7|+	chr7:7646626-7648684	7646944	0.09	0.09	0.09	0.10	0.07	0.16	0.19	0.06	0.13	0.10	0.16	0.15	0.04	0.09	0.14	0.10	0.18	0.14	0.12	0.01	0.11	0.07	NA
NM_001131009|PTPN12|chr7|+	chr7:77268535-77269394	77268887	0.99	0.50	0.66	0.52	1.00	1.00	1.00	0.55	0.63	0.75	0.96	0.77	0.48	1.00	1.00	0.82	0.93	0.67	0.70	0.25	1.00	1.00	0.80
NM_002137|HNRNPA2B1|chr7|-	chr7:26230098-26231958	26231508	0.09	0.03	0.03	0.05	0.09	0.08	0.21	0.05	0.03	0.04	0.05	0.13	0.03	0.07	0.07	0.04	0.03	0.04	0.05	0.03	0.04	0.05	0.04
NM_001483|GBAS|chr7|+	chr7:56066700-56067905	56066850	1.00	1.00	1.00	1.00	NA	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.72	1.00	1.00	1.00
NM_001122956|DBNL|chr7|+	chr7:44100375-44101455	44100752	1.00	0.65	0.99	0.65	1.00	1.00	1.00	0.99	0.79	0.90	0.96	0.94	0.78	1.00	0.98	0.87	0.93	0.82	0.86	0.65	1.00	0.97	0.93
NM_001145354|MKLN1|chr7|+	chr7:131172365-131181408	131172671	0.04	0.42	0.15	0.12	0.03	0.04	0.07	0.04	0.14	NA	0.07	0.22	0.12	0.01	0.13	0.24	0.22	0.23	0.12	NA	0.04	0.03	0.13
NM_006854|KDELR2|chr7|-	chr7:6500706-6502806	6502601	0.93	0.87	0.59	0.39	0.53	0.47	0.78	0.54	0.67	0.49	0.63	0.31	0.48	0.60	0.65	0.61	0.60	0.64	0.58	0.55	0.58	0.48	0.45
NM_001013398|IGFBP3|chr7|-	chr7:45951925-45953433	45953283	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.90	1.00	1.00	1.00
NM_001037283|EIF3B|chr7|+	chr7:2419838-2420385	2420044	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.87	1.00	1.00	1.00
NM_001243755|C7orf49|chr7|-	chr7:134844529-134851623	134850565	0.18	0.50	0.41	0.34	NA	NA	0.28	0.29	0.42	0.19	0.39	0.27	0.42	0.22	0.43	0.28	0.29	0.36	0.38	0.33	0.30	0.46	NA
NM_016587|CBX3|chr7|+	chr7:26251701-26253200	26251851	1.00	1.00	1.00	0.94	1.00	1.00	1.00	1.00	1.00	0.98	1.00	1.00	1.00	0.99	1.00	1.00	1.00	1.00	1.00	0.56	1.00	1.00	1.00
NM_000786|CYP51A1|chr7|-	chr7:91741451-91743157	91742910	NA	0.82	0.90	0.94	NA	0.91	NA	NA	0.75	0.90	NA	0.90	0.74	NA	0.94	0.86	0.93	0.80	0.95	NA	NA	0.93	0.93
NM_001136020|ICA1|chr7|-	chr7:8152825-8153674	8153464	0.20	NA	0.26	0.33	0.19	0.26	0.34	0.35	NA	0.27	0.28	0.18	0.20	0.29	0.26	0.30	0.33	0.37	0.20	0.39	0.34	0.11	NA
NM_004577|PSPH|chr7|-	chr7:56078009-56079562	56078818	NA	0.39	0.39	0.31	0.36	0.68	NA	NA	0.68	NA	0.30	0.23	0.61	0.77	0.46	0.33	0.33	0.47	NA	NA	0.92	NA	0.39
NM_004760|STK17A|chr7|+	chr7:43664116-43668418	43664692	0.12	NA	0.16	NA	NA	0.14	NA	0.11	0.19	0.16	0.17	0.20	0.12	0.14	0.16	0.12	0.11	0.15	NA	NA	0.15	0.11	0.19
NM_001136044|TMUB1|chr7|-	chr7:150778181-150778987	150778694	0.16	0.20	0.13	0.18	0.41	0.25	0.22	0.51	0.16	0.12	0.24	0.20	0.33	0.31	0.27	0.18	0.21	0.23	0.45	0.10	0.25	0.29	0.16
NM_031903|MRPL32|chr7|+	chr7:42976920-42977454	42977147	0.88	0.79	0.72	0.65	0.97	0.95	0.97	0.64	0.61	0.80	0.75	0.61	0.74	0.98	0.80	0.62	0.70	0.80	0.93	0.45	0.76	0.80	0.91
NM_007188|ABCB8|chr7|+	chr7:150742295-150744857	150742615	0.09	NA	NA	NA	0.14	0.06	0.07	0.05	0.15	0.16	NA	0.08	0.04	0.03	0.12	0.20	0.13	0.12	0.16	0.09	0.03	NA	0.12
NM_007189|ABCF2|chr7|-	chr7:150909200-150911277	150910634	0.21	0.25	0.36	0.40	0.45	0.61	0.34	0.29	0.29	0.48	0.19	0.24	0.16	0.29	0.28	0.24	0.27	0.31	0.16	0.32	0.51	0.38	0.19
NM_182547|TMED4|chr7|-	chr7:44617488-44619227	44618807	0.81	0.76	0.75	0.67	0.80	0.94	0.81	0.82	0.73	0.68	0.91	0.71	0.75	0.88	0.98	0.80	0.85	0.72	0.74	0.66	0.98	0.78	0.84
NM_033140|CALD1|chr7|+	chr7:134653090-134655480	134653240	NA	0.91	0.90	0.84	NA	0.92	NA	0.82	0.93	0.97	0.99	0.95	0.85	NA	1.00	0.95	0.95	0.96	0.95	NA	0.94	1.00	NA
NR_033416|CCT6P3|chr7|+	chr7:64534155-64535328	64534305	0.51	0.14	0.26	0.22	0.81	0.47	0.81	NA	0.22	0.31	NA	NA	0.19	NA	NA	NA	NA	0.28	0.19	0.26	0.44	NA	0.29
NM_020728|ESYT2|chr7|-	chr7:158523668-158526943	158526454	0.41	NA	0.56	0.36	NA	0.47	NA	NA	0.72	0.48	0.56	0.66	0.72	0.35	0.71	0.55	0.61	0.85	0.38	0.29	0.53	0.37	0.61
NM_031992|EIF4H|chr7|+	chr7:73609498-73611441	73609648	0.99	0.97	0.97	0.98	NA	0.98	NA	0.99	0.98	0.96	0.97	0.97	0.97	NA	0.96	0.97	0.96	0.98	0.96	0.79	0.98	0.97	0.99
NM_019015|CHPF2|chr7|+	chr7:150934459-150935960	150935356	1.00	0.76	0.65	0.76	0.97	NA	NA	1.00	0.75	0.92	1.00	0.95	0.85	NA	1.00	0.96	0.95	0.81	1.00	0.55	1.00	1.00	1.00
NM_001762|CCT6A|chr7|+	chr7:56130705-56131687	56131029	0.57	0.38	0.59	0.42	0.57	0.56	0.60	0.72	0.52	0.49	0.41	0.31	0.25	0.34	0.47	0.43	0.37	0.46	0.21	0.86	0.44	0.43	0.41
NM_001165036|OGDH|chr7|+	chr7:44747477-44748676	44747774	0.99	0.90	0.97	0.88	1.00	1.00	0.99	0.96	0.89	1.00	1.00	1.00	0.79	1.00	1.00	0.99	1.00	0.94	1.00	0.60	1.00	1.00	1.00
NM_207111|RNF216|chr7|-	chr7:5659663-5662810	5662388	0.25	0.56	0.57	0.50	0.29	NA	0.45	0.39	0.45	0.60	0.61	NA	0.30	0.33	NA	0.64	0.63	0.50	0.59	0.22	0.45	0.57	0.36
NM_001130822|RABL5|chr7|-	chr7:100955456-100958563	100958102	0.11	0.08	0.10	0.25	0.08	0.11	0.08	0.06	0.16	0.13	0.08	0.10	0.04	0.07	0.09	0.13	0.10	0.05	0.07	0.11	0.07	0.07	0.05
NM_001102595|DTX2|chr7|+	chr7:76134690-76135313	76134905	1.00	NA	NA	NA	0.99	1.00	0.90	1.00	NA	0.83	NA	NA	0.88	1.00	0.92	0.77	0.93	NA	NA	NA	1.00	NA	0.95
NM_020246|SLC12A9|chr7|+	chr7:100463340-100464637	100463523	0.58	0.46	NA	0.50	0.87	NA	0.58	0.75	0.52	0.50	0.57	0.60	0.70	0.64	0.65	0.58	0.54	0.60	0.69	0.61	0.61	0.66	0.50
NM_015917|GSTK1|chr7|+	chr7:142965880-142966798	142966170	0.02	0.05	0.06	0.12	0.03	0.03	0.04	0.02	0.04	0.03	0.05	0.05	0.02	0.02	0.03	0.07	0.05	0.03	0.05	0.03	0.03	0.02	0.03
NM_021994|ZNF277|chr7|+	chr7:111982615-111985367	111983004	NA	0.10	0.10	NA	0.10	NA	0.06	0.07	NA	0.20	NA	0.09	NA	0.05	0.13	NA	0.10	NA	NA	NA	0.09	0.05	0.17
NM_000941|POR|chr7|+	chr7:75615654-75616178	75615873	1.00	0.89	0.64	0.87	1.00	1.00	1.00	0.78	0.98	0.61	0.79	0.69	0.82	0.97	0.85	0.67	0.74	0.88	0.99	0.24	1.00	0.77	1.00
NM_182715|SYPL1|chr7|-	chr7:105730818-105732385	105732235	NA	0.88	0.95	0.78	NA	1.00	NA	0.96	0.91	0.98	1.00	1.00	0.74	NA	0.99	0.93	0.96	0.93	0.93	0.44	NA	1.00	0.97
NM_001042469|SUMF2|chr7|+	chr7:56147220-56148375	56147906	0.97	0.77	0.81	0.77	0.98	1.00	1.00	0.85	0.74	0.85	1.00	0.97	0.73	1.00	1.00	0.93	0.98	0.78	0.85	0.88	0.95	1.00	0.89
NM_018685|ANLN|chr7|+	chr7:36492085-36493391	36492235	NA	0.53	NA	0.75	NA	NA	NA	NA	0.76	0.84	0.90	0.83	0.65	NA	NA	0.76	0.80	NA	NA	NA	1.00	0.90	0.84
NM_001011553|SEPT7|chr7|+	chr7:35943863-35944931	35944020	1.00	0.70	0.77	0.65	1.00	1.00	1.00	0.83	0.76	0.58	0.95	0.83	0.61	1.00	1.00	0.76	0.85	0.89	0.97	0.44	1.00	0.97	0.98
NM_005402|RALA|chr7|+	chr7:39745721-39747734	39745871	0.81	0.90	0.81	0.83	0.47	0.49	NA	NA	0.90	0.57	0.67	0.62	0.58	0.39	0.64	0.61	0.56	0.91	0.84	NA	0.59	0.41	0.87
NM_032936|TMEM60|chr7|-	chr7:77423042-77423740	77423382	1.00	1.00	1.00	1.00	1.00	NA	1.00	1.00	1.00	0.87	1.00	0.99	1.00	1.00	1.00	NA	0.98	NA	0.96	NA	1.00	1.00	1.00
NM_002553|ORC5|chr7|-	chr7:103766786-103767340	103767190	1.00	1.00	0.96	1.00	1.00	NA	1.00	NA	1.00	0.99	NA	NA	NA	1.00	0.97	1.00	1.00	0.68	NA	NA	1.00	0.99	0.96
NM_018275|C7orf43|chr7|-	chr7:99752044-99752787	99752596	0.87	0.46	NA	0.71	0.92	NA	0.93	0.60	0.60	NA	0.72	NA	0.47	0.83	0.70	0.69	0.65	0.70	NA	0.31	0.94	NA	NA
NM_175887|PRR15|chr7|+	chr7:29605800-29606915	29605968	0.89	NA	0.81	0.82	1.00	0.96	0.94	0.97	0.84	0.91	0.95	1.00	0.76	1.00	0.96	0.89	0.92	0.74	0.95	0.56	0.94	0.99	0.90
NR_003613|PMS2P1|chr7|-	chr7:99916542-99918707	99918557	0.31	0.38	0.32	0.43	0.21	NA	0.22	0.33	0.44	NA	NA	0.52	0.38	0.19	0.49	NA	NA	0.35	NA	NA	NA	0.24	0.28
NM_005311|GRB10|chr7|-	chr7:50657763-50660795	50660334	NA	0.91	NA	NA	0.41	0.30	0.66	0.39	0.81	0.61	0.70	NA	0.26	0.13	NA	0.71	0.68	0.81	0.60	NA	NA	0.30	NA
NM_182931|MLL5|chr7|+	chr7:104752271-104755556	104754490	0.12	0.15	0.15	0.07	0.18	0.14	0.29	NA	0.09	NA	NA	0.15	0.12	NA	0.13	0.11	0.12	0.19	0.12	NA	0.19	NA	0.13
NM_005738|ARL4A|chr7|+	chr7:12727790-12730621	12728760	NA	0.42	0.38	0.19	NA	0.30	NA	NA	0.33	0.30	0.35	NA	NA	NA	0.38	0.26	0.22	0.23	NA	NA	0.54	NA	0.29
NM_002319|LRCH4|chr7|-	chr7:100171553-100172927	100172404	0.76	NA	NA	0.40	0.66	0.86	0.74	0.74	NA	NA	0.43	0.30	0.56	0.33	0.36	0.34	0.40	0.40	0.60	0.62	0.56	0.69	0.62
NM_174929|ZMIZ2|chr7|+	chr7:44807114-44811380	44808275	0.34	0.08	0.27	0.29	0.43	0.26	0.25	0.12	0.14	0.18	0.27	0.13	0.10	0.37	0.28	0.25	0.20	0.18	0.20	0.14	0.21	0.33	0.17
NM_001306|CLDN3|chr7|-	chr7:73174326-73184600	73183368	0.01	NA	0.01	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00
NM_005000|NDUFA5|chr7|-	chr7:123181050-123182274	123182124	0.89	0.40	0.57	0.47	0.67	0.85	0.96	0.48	0.58	0.62	0.82	0.66	0.36	0.92	0.94	0.66	0.68	0.72	0.96	0.08	0.90	0.62	0.71
NR_002822|MGC72080|chr7|-	chr7:97595633-97596289	97595964	0.85	0.42	0.53	0.41	0.72	0.90	0.94	0.46	0.52	0.36	0.73	0.60	0.38	0.78	0.72	0.56	0.58	NA	0.75	0.21	0.73	0.67	0.50
NM_001160210|SLC25A13|chr7|-	chr7:95749534-95750689	95750387	1.00	0.79	0.95	0.71	0.99	NA	1.00	0.90	0.74	0.70	1.00	0.85	0.73	NA	1.00	0.78	0.92	1.00	0.71	NA	1.00	1.00	0.71
NM_182691|SRPK2|chr7|-	chr7:104756110-104758469	104756872	NA	0.24	0.28	0.16	NA	NA	NA	NA	0.19	0.19	0.34	0.28	0.28	NA	0.56	0.19	0.29	0.35	0.19	NA	NA	0.41	0.40
NM_170606|MLL3|chr7|-	chr7:151832002-151834009	151833859	0.89	0.66	NA	0.74	0.74	NA	0.89	NA	0.78	0.72	NA	0.87	0.57	NA	0.97	0.75	0.82	0.74	0.98	0.08	NA	0.88	0.89
NM_001242776|TMEM139|chr7|+	chr7:142983516-142985148	142984348	NA	NA	NA	0.57	NA	NA	NA	NA	0.34	0.74	0.57	0.38	0.51	0.77	0.45	0.38	0.50	0.63	0.52	NA	0.85	0.44	NA
NM_014399|TSPAN13|chr7|+	chr7:16823041-16824249	16823520	NA	NA	1.00	0.75	1.00	1.00	1.00	1.00	0.77	1.00	0.93	0.82	0.84	1.00	1.00	0.78	0.80	0.90	0.98	0.75	1.00	1.00	0.95
NM_031267|CDK13|chr7|+	chr7:40133728-40136717	40135083	0.32	0.19	NA	0.17	0.27	NA	0.42	NA	0.23	0.24	0.24	0.38	0.14	NA	0.33	0.21	0.24	0.23	NA	0.05	0.31	0.25	0.36
NM_013321|SNX8|chr7|-	chr7:2292585-2294804	2294654	0.11	0.39	0.20	0.43	0.02	NA	0.11	0.12	0.42	0.40	0.35	NA	0.18	0.03	NA	NA	0.40	NA	NA	0.10	0.08	NA	NA
NM_005614|RHEB|chr7|-	chr7:151163137-151164297	151163947	0.08	0.13	0.12	0.05	0.19	0.13	0.28	0.12	0.12	0.08	0.11	0.09	0.12	0.20	0.15	0.10	0.11	0.14	0.13	0.19	0.28	0.13	0.11
NM_000305|PON2|chr7|-	chr7:95034157-95034800	95034650	1.00	0.91	1.00	0.83	1.00	1.00	1.00	0.99	0.95	1.00	0.90	0.88	0.87	1.00	0.96	0.82	0.85	0.91	1.00	0.58	1.00	0.96	0.97
NM_001101|ACTB|chr7|-	chr7:5566780-5567522	5567345	0.97	0.81	0.95	0.78	1.00	1.00	1.00	0.82	0.87	0.88	1.00	1.00	0.68	1.00	1.00	0.96	1.00	0.86	0.98	0.19	0.98	1.00	0.97
NM_001199817|GGCT|chr7|-	chr7:30536236-30536851	30536701	0.99	0.92	1.00	0.93	1.00	1.00	1.00	1.00	1.00	1.00	0.85	0.83	1.00	1.00	0.91	0.79	0.84	0.93	1.00	0.82	1.00	0.96	1.00
NM_012322|LSM5|chr7|-	chr7:32525819-32526905	32526700	0.09	0.22	0.13	0.16	0.11	0.15	0.14	0.12	0.16	0.15	0.15	0.17	0.12	0.09	0.16	0.18	0.16	0.19	0.16	0.11	0.12	0.09	0.15
NM_014671|UBE3C|chr7|+	chr7:157060278-157062069	157060428	NA	0.92	0.99	0.93	0.86	NA	NA	NA	0.95	0.86	1.00	0.99	0.91	NA	1.00	0.98	0.98	0.98	0.86	NA	NA	1.00	0.93
NM_001197080|IFRD1|chr7|+	chr7:112115484-112116265	112115634	0.77	0.67	0.96	0.61	0.80	0.68	0.85	NA	0.70	0.90	0.80	0.79	0.59	1.00	0.82	0.72	0.79	NA	0.62	NA	0.91	0.84	0.66
NM_007270|FKBP9|chr7|+	chr7:33044786-33046555	33045110	0.91	0.88	0.80	0.81	0.90	0.94	0.93	0.85	0.93	0.70	0.91	0.89	0.78	0.98	0.94	0.87	0.90	0.86	0.97	0.64	0.96	0.94	1.00
NM_138701|MPLKIP|chr7|-	chr7:40172339-40172858	40172643	0.97	0.82	1.00	0.79	1.00	0.97	1.00	1.00	0.82	1.00	0.87	0.83	0.65	1.00	0.92	0.81	0.85	0.60	0.73	NA	1.00	0.98	0.88
NM_001204426|LIMK1|chr7|+	chr7:73535468-73536860	73536015	1.00	0.67	1.00	0.72	1.00	1.00	NA	0.97	0.75	0.91	1.00	NA	0.71	1.00	NA	0.96	0.99	0.96	0.84	0.49	1.00	1.00	NA
NM_000108|DLD|chr7|+	chr7:107559638-107562028	107560366	0.16	0.07	0.07	0.07	NA	0.12	0.14	NA	0.11	0.04	0.07	0.09	0.12	0.05	0.08	0.07	0.07	0.12	0.05	NA	0.10	0.06	0.08
NM_080631|VPS41|chr7|-	chr7:38762584-38765926	38765196	0.27	0.53	NA	NA	0.36	NA	NA	NA	0.49	0.31	0.29	0.30	0.49	0.20	0.35	0.36	0.37	0.41	0.37	NA	0.35	0.31	0.27
NM_001099415|POM121C|chr7|-	chr7:75040749-75048176	75046100	0.86	0.22	0.40	0.16	NA	NA	NA	NA	0.26	0.30	0.38	0.76	0.30	NA	0.76	0.31	0.32	0.38	0.47	NA	NA	0.58	0.34
NM_172020|POM121|chr7|+	chr7:72416675-72424224	72418804	0.86	0.20	0.43	0.19	NA	NA	NA	NA	0.27	0.36	0.38	0.78	0.31	NA	0.77	0.26	0.30	0.37	0.48	NA	NA	NA	0.33
NM_001097615|POLR2J3|chr7|-	chr7:102178022-102178972	102178563	0.08	0.17	0.11	0.09	0.05	0.18	0.09	0.08	0.08	0.06	0.15	0.20	0.08	0.37	0.14	0.16	0.25	0.06	0.07	0.05	0.11	0.24	0.10
NM_000535|PMS2|chr7|-	chr7:6010546-6013173	6013023	0.55	0.66	0.40	0.43	0.32	NA	0.48	0.30	0.61	0.33	0.36	NA	0.21	0.25	NA	0.64	0.46	0.51	0.31	0.19	0.32	0.41	0.54
NM_017802|HEATR2|chr7|+	chr7:825153-826107	825500	0.97	0.68	0.86	0.69	0.87	NA	1.00	0.81	0.59	0.78	0.97	0.98	0.63	NA	1.00	0.82	0.93	0.78	0.96	0.35	0.98	1.00	0.91
NM_020192|YAE1D1|chr7|+	chr7:39611875-39612482	39612060	NA	0.84	1.00	NA	1.00	NA	1.00	NA	NA	0.99	1.00	0.97	NA	1.00	1.00	0.99	1.00	NA	NA	NA	1.00	NA	1.00
NM_002510|GPNMB|chr7|+	chr7:23313683-23314732	23313833	0.95	NA	1.00	0.90	NA	1.00	NA	0.89	0.95	NA	0.93	0.89	0.85	0.98	0.95	NA	0.93	0.90	1.00	NA	0.97	0.94	0.97
NM_001099696|REPIN1|chr7|+	chr7:150068316-150071151	150068832	0.67	0.66	0.80	0.65	0.79	0.68	0.64	0.94	0.63	0.68	0.86	0.80	0.81	NA	0.82	0.80	0.81	0.73	0.67	0.81	0.73	0.89	0.59
NM_001134340|PSMG3|chr7|-	chr7:1606963-1607486	1607336	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.99	0.99	1.00	1.00	1.00	1.00	0.97	0.98	1.00	1.00	1.00	1.00	1.00	1.00
NM_013393|FTSJ2|chr7|-	chr7:2273849-2275199	2274779	NA	0.76	1.00	0.77	NA	NA	NA	NA	0.80	1.00	0.99	NA	0.79	NA	1.00	0.94	0.94	NA	0.99	0.57	NA	1.00	0.84
NM_024067|C7orf26|chr7|+	chr7:6647590-6648366	6647740	NA	1.00	NA	1.00	NA	NA	NA	0.98	NA	1.00	1.00	NA	1.00	1.00	NA	1.00	1.00	1.00	1.00	0.83	NA	NA	NA
NM_005397|PODXL|chr7|-	chr7:131184982-131189267	131189036	0.99	NA	NA	0.89	NA	NA	NA	NA	0.97	0.95	0.87	NA	0.79	NA	1.00	0.91	0.94	0.91	1.00	0.52	NA	NA	1.00
NM_001199672|CALU|chr7|+	chr7:128409116-128412095	128409266	0.85	0.93	0.90	0.82	0.65	0.92	NA	0.71	1.00	0.73	0.84	0.83	0.73	NA	0.89	0.78	0.82	0.85	1.00	0.39	NA	0.85	1.00
