event_id	loci	Proximal_Site	TCGA-CZ-5458-01A-01R-1503-07	TCGA-B2-5636-01A-02R-1541-07	TCGA-CZ-5462-01A-01R-1503-07	TCGA-B0-5696-01A-11R-1541-07	TCGA-CJ-6030-01A-11R-1672-07	TCGA-CJ-5679-01A-11R-1541-07	TCGA-B0-5709-01A-11R-1541-07	TCGA-B0-5705-01A-11R-1541-07	TCGA-CZ-5985-01A-11R-1672-07	TCGA-CZ-5452-01A-01R-1503-07	TCGA-B0-5706-01A-11R-1541-07	TCGA-B0-5701-01A-11R-1541-07	TCGA-CW-5580-01A-01R-1672-07	TCGA-CJ-5680-01A-11R-1541-07	TCGA-B0-5697-01A-11R-1541-07	TCGA-B0-4700-01A-02R-1541-07	TCGA-B8-5552-01B-11R-1672-07	TCGA-CZ-5984-01A-11R-1672-07	TCGA-CZ-5461-01A-01R-1503-07	TCGA-CZ-4865-01A-02R-1503-07	TCGA-B0-4712-01A-01R-1503-07	TCGA-CZ-5463-01A-01R-1503-07	TCGA-CW-5581-01A-02R-1541-07	TCGA-CZ-5456-01A-01R-1503-07	TCGA-CW-6090-01A-11R-1672-07	TCGA-CZ-5987-01A-11R-1672-07	TCGA-CZ-5455-01A-01R-1503-07	TCGA-CZ-5989-01A-11R-1672-07	TCGA-CZ-5453-01A-01R-1503-07	TCGA-CJ-5676-01A-11R-1541-07	TCGA-CW-5585-01A-01R-1541-07	TCGA-CZ-5466-01A-01R-1503-07	TCGA-CZ-5470-01A-01R-1503-07	TCGA-B0-5694-01A-11R-1541-07	TCGA-A3-3387-01A-01R-1541-07	TCGA-CW-6087-01A-11R-1672-07	TCGA-CZ-5451-01A-01R-1503-07	TCGA-A3-3358-01A-01R-1541-07	TCGA-CJ-5678-01A-11R-1541-07	TCGA-B0-5690-01A-11R-1541-07	TCGA-B0-5691-01A-11R-1541-07	TCGA-CJ-5672-01A-11R-1541-07	TCGA-CW-5584-01A-01R-1541-07	TCGA-B8-4620-01A-02R-1325-07	TCGA-B0-5699-01A-11R-1541-07	TCGA-B8-4622-01A-02R-1277-07	TCGA-B0-5402-01A-01R-1503-07	TCGA-CZ-5457-01A-01R-1503-07	TCGA-CZ-5986-01A-11R-1672-07	TCGA-CW-5587-01A-01R-1541-07	TCGA-CZ-4864-01A-01R-1503-07	TCGA-CZ-5988-01A-11R-1672-07	TCGA-B0-5711-01A-11R-1672-07	TCGA-CJ-5689-01A-11R-1541-07	TCGA-B0-5703-01A-11R-1541-07	TCGA-B0-5712-01A-11R-1672-07	TCGA-CZ-5469-01A-01R-1503-07	TCGA-CZ-4863-01A-01R-1503-07	TCGA-B2-5641-01A-01R-1541-07	TCGA-CZ-5465-01A-01R-1503-07	TCGA-CJ-5677-01A-11R-1541-07	TCGA-CZ-5982-01A-11R-1672-07	TCGA-CW-6088-01A-11R-1672-07	TCGA-CZ-5468-01A-01R-1503-07	TCGA-CZ-5467-01A-01R-1503-07	TCGA-CZ-5454-01A-01R-1503-07	TCGA-CJ-5681-01A-11R-1541-07	TCGA-CW-5591-01A-01R-1541-07	TCGA-B8-5549-01A-01R-1541-07	TCGA-B8-4619-01A-02R-1325-07	TCGA-CW-5589-01A-01R-1541-07	TCGA-CJ-6033-01A-11R-1672-07
NM_145063|C6orf130|chr6|-	chr6:41033001-41035176	41034631	0.09	0.10	0.14	0.09	0.12	0.11	0.12	0.10	0.13	0.09	0.12	0.14	0.15	0.11	0.10	0.12	0.10	0.14	0.13	0.12	0.10	0.12	0.09	0.13	0.10	0.11	0.10	0.25	0.12	0.10	0.12	0.11	0.14	0.12	0.11	0.09	0.12	0.10	0.10	0.11	0.14	0.13	0.09	0.10	0.10	0.13	0.09	0.11	0.11	0.11	0.14	0.10	0.12	0.11	0.14	0.09	0.14	0.12	0.10	0.13	0.13	0.12	0.10	0.16	0.11	0.08	0.15	0.11	0.13	0.15	0.12	0.11
NM_002224|ITPR3|chr6|+	chr6:33663488-33664357	33663844	0.99	0.69	0.89	0.92	0.91	0.90	0.84	0.73	0.77	1.00	0.75	0.89	0.86	0.75	0.84	0.84	0.78	0.86	0.91	0.93	0.95	0.82	0.70	0.76	NA	0.92	0.79	NA	0.87	0.93	0.93	0.85	0.90	0.83	0.80	0.76	0.86	0.78	0.98	0.98	0.59	0.83	0.74	0.85	0.74	0.93	0.90	0.94	0.84	NA	0.79	0.82	0.82	0.93	0.83	0.92	0.98	0.93	0.72	0.91	0.87	0.75	0.77	0.97	0.77	0.85	0.77	0.82	0.84	0.86	0.79	0.96
NM_003247|THBS2|chr6|-	chr6:169614121-169617924	169615928	0.19	0.06	NA	0.06	0.19	0.02	0.04	NA	0.08	NA	0.07	0.02	0.08	0.10	0.03	0.02	0.04	0.22	0.04	0.05	0.03	NA	NA	0.05	0.04	0.04	0.21	0.25	NA	0.05	0.04	0.08	NA	0.10	0.06	0.02	NA	0.21	NA	NA	0.04	0.16	0.24	0.09	NA	0.18	0.09	0.10	0.21	0.19	0.33	0.05	0.09	0.02	0.19	NA	0.07	0.13	NA	NA	0.02	0.18	0.11	0.02	0.10	0.04	0.43	0.02	0.14	0.06	0.10	0.04
NR_037177|LOC100294145|chr6|+	chr6:32868696-32871567	32869699	0.75	0.67	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA	NA	0.71	NA	0.66	0.76	NA	0.74	0.46	0.71	NA	NA	0.65	1.00	0.69	NA	0.76	NA	NA	NA	0.68	0.60	0.59	0.54	NA	0.64	0.75	NA	0.69	0.64	NA	0.58	0.61	0.75	0.75	0.69	0.62	0.78	0.69	0.75	0.66	NA	NA	0.66	0.58	0.84	NA	0.78	0.66	NA	0.73	0.75	0.69	0.84	0.52	0.53	0.67	NA
NM_005345|HSPA1A|chr6|+	chr6:31783290-31787023	31785672	0.00	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.00	0.00	0.01	0.01	0.01	NA	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.05	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.01	0.01	0.01
NM_003058|SLC22A2|chr6|-	chr6:160636260-160638530	160637976	0.33	NA	0.30	0.30	0.24	0.31	0.28	0.35	0.30	0.36	0.33	0.31	0.31	0.35	0.36	0.35	0.30	0.33	0.29	0.28	0.00	0.28	0.27	0.37	0.35	0.39	0.32	0.68	0.31	0.33	0.34	0.29	0.21	0.29	0.31	NA	0.29	0.33	0.28	0.27	0.33	0.35	0.30	0.24	0.34	0.31	0.35	0.30	0.28	0.32	0.32	0.29	0.31	0.28	0.32	0.13	0.31	0.27	0.31	0.33	0.32	0.34	0.30	NA	0.34	0.29	0.37	0.38	0.27	NA	0.35	0.33
NM_006355|TRIM38|chr6|+	chr6:25983391-25989856	25984537	0.23	0.29	0.23	0.19	0.27	0.25	0.30	0.25	0.27	0.25	0.22	0.32	0.33	0.31	0.28	0.24	0.28	0.27	0.23	0.20	0.14	0.26	0.23	0.30	0.26	0.30	0.28	0.64	0.20	0.21	0.22	0.19	0.21	0.28	0.29	0.26	0.23	0.28	0.17	0.32	0.28	0.20	0.26	0.26	0.29	0.35	0.21	0.20	0.29	0.20	0.30	0.22	0.33	0.24	0.19	0.31	0.23	0.31	0.28	0.26	0.20	0.27	0.29	0.25	0.27	0.20	0.26	0.29	0.20	0.30	0.25	0.24
NM_173515|CNKSR3|chr6|-	chr6:154725953-154727786	154726520	0.12	0.10	0.14	0.10	0.12	0.21	0.13	0.10	0.14	0.16	0.09	0.11	0.13	0.13	0.12	0.22	0.08	0.14	0.14	0.11	NA	0.13	0.08	0.13	0.17	0.17	0.16	NA	0.13	0.20	0.13	0.14	0.21	0.20	0.12	0.14	0.11	0.12	0.28	0.11	0.13	0.18	0.09	0.10	0.10	0.16	0.11	0.16	0.12	0.12	0.09	0.10	0.13	0.12	0.17	0.13	0.26	0.08	0.10	0.18	0.23	0.13	0.14	0.15	0.14	0.15	0.12	0.15	0.09	0.16	0.10	0.21
NM_031287|SF3B5|chr6|-	chr6:144415805-144416754	144416195	0.64	0.63	0.67	0.63	0.63	0.67	0.66	0.67	0.64	0.63	0.65	0.67	0.65	0.67	0.66	0.68	0.65	0.67	0.65	0.66	0.66	0.63	0.62	0.61	0.66	0.65	0.65	NA	0.65	0.69	0.67	0.68	0.67	0.66	0.64	0.68	0.68	0.66	0.73	0.69	0.66	0.70	0.65	0.61	0.69	0.64	0.67	0.65	0.63	0.67	0.65	0.59	0.65	0.64	0.70	0.68	0.70	0.64	0.63	0.66	0.70	0.65	0.63	0.69	0.63	0.61	0.69	0.66	0.61	0.62	0.65	0.69
NM_003795|SNX3|chr6|-	chr6:108532441-108533458	108532844	0.25	0.23	0.25	0.28	0.28	0.31	0.23	0.24	0.23	0.26	0.23	0.26	0.24	0.26	0.27	0.37	0.23	0.25	0.22	0.28	0.31	0.24	0.22	0.20	0.28	0.31	0.24	0.40	0.24	0.40	0.28	0.32	0.35	0.33	0.22	0.22	0.26	0.24	0.44	0.25	0.21	0.30	0.23	0.22	0.27	0.22	0.24	0.28	0.22	0.24	0.22	0.24	0.26	0.29	0.28	0.30	0.43	0.22	0.23	0.26	0.36	0.24	0.23	0.34	0.26	0.25	0.24	0.24	0.22	0.21	0.28	0.34
NM_001634|AMD1|chr6|+	chr6:111214678-111216945	111214921	0.74	0.65	0.77	0.78	0.71	0.85	0.68	0.71	0.64	0.79	0.74	0.71	0.74	0.72	0.77	0.88	0.69	0.77	0.76	0.80	0.93	0.70	0.61	0.73	0.94	0.77	0.71	1.00	0.75	0.84	0.63	0.64	0.74	0.84	0.71	0.69	0.64	0.72	0.93	0.78	0.78	0.78	0.64	0.70	0.66	0.67	0.69	0.68	0.63	0.72	0.74	0.68	0.74	0.72	0.74	0.80	0.92	0.72	0.64	0.78	0.75	0.70	0.64	0.89	0.83	0.75	0.72	0.72	0.57	0.60	0.77	0.94
NM_003137|SRPK1|chr6|-	chr6:35800796-35803265	35803030	NA	0.91	0.96	NA	0.96	0.87	0.91	0.89	0.91	0.94	0.87	0.88	0.94	0.91	0.98	NA	0.95	0.96	0.93	0.99	0.96	0.98	0.81	0.87	NA	0.97	0.97	NA	NA	NA	0.97	0.93	NA	0.96	0.88	0.94	0.87	0.91	NA	0.90	0.82	0.94	0.89	0.95	0.91	0.87	0.96	0.97	0.92	0.80	0.92	0.93	0.92	0.96	0.87	NA	NA	0.95	0.80	NA	NA	0.91	0.92	0.93	0.94	NA	0.84	0.94	0.80	0.96	0.97	NA
NM_014936|ENPP4|chr6|+	chr6:46111012-46114410	46113053	0.87	0.78	0.83	0.85	0.90	0.99	0.69	0.85	0.63	1.00	0.89	0.86	0.73	0.95	0.89	NA	0.75	0.87	0.72	0.98	NA	0.75	0.63	0.74	0.98	0.84	0.75	1.00	0.92	NA	0.95	0.59	0.91	1.00	0.81	0.70	0.74	0.83	NA	0.98	0.81	NA	0.79	0.74	0.86	0.73	0.77	0.95	0.58	0.87	0.73	0.83	0.78	0.92	1.00	0.96	NA	0.72	0.70	0.92	NA	0.81	0.67	NA	0.93	0.96	0.85	0.79	0.51	0.57	0.94	1.00
NM_002667|PLN|chr6|+	chr6:118879987-118882675	118881515	0.45	0.30	NA	0.36	NA	NA	0.31	NA	0.30	NA	0.28	NA	0.31	0.35	0.33	0.32	0.30	NA	0.32	0.33	0.39	NA	0.29	0.30	0.40	0.45	0.29	0.67	0.37	0.38	0.30	0.27	0.35	0.49	0.36	NA	0.20	NA	NA	0.33	0.34	0.33	0.33	0.28	0.28	0.30	0.31	0.35	0.31	0.33	NA	0.32	0.33	0.33	0.27	NA	0.34	0.28	NA	0.43	0.33	0.33	0.32	NA	0.36	0.31	NA	0.31	0.26	0.22	0.30	0.32
NM_012123|MTO1|chr6|+	chr6:74210296-74212220	74210765	0.14	0.19	0.17	0.13	0.17	0.15	0.18	0.17	0.17	0.16	0.18	0.16	0.16	0.18	0.20	0.11	0.20	0.17	0.21	0.14	0.14	0.19	0.14	0.16	0.16	0.15	0.19	0.24	0.18	0.14	0.14	0.18	0.11	0.16	0.17	0.16	0.15	0.13	0.12	0.16	0.17	0.19	0.13	0.16	0.16	0.14	0.17	0.14	0.16	0.17	0.15	0.17	0.18	0.17	0.20	0.15	0.16	0.14	0.18	0.18	0.13	0.15	0.18	0.15	0.19	0.19	0.17	0.26	0.17	0.15	0.18	0.13
NM_019096|GTPBP2|chr6|-	chr6:43586636-43589527	43588311	0.15	0.18	0.10	0.27	0.27	0.33	0.15	0.23	0.23	0.16	0.26	0.28	0.23	0.21	0.22	0.20	0.21	0.26	0.15	0.25	0.21	0.26	0.26	0.14	0.66	0.39	0.21	NA	0.20	0.38	0.35	0.22	0.33	0.39	0.20	0.16	0.23	0.15	0.45	0.18	0.16	0.36	0.19	0.12	0.25	0.16	0.15	0.25	0.24	0.17	0.14	0.31	0.42	0.33	0.25	0.59	0.44	0.19	0.26	0.32	0.30	0.18	0.28	0.11	0.10	0.20	0.17	0.14	0.13	0.08	0.22	0.51
NM_015323|UFL1|chr6|+	chr6:97001160-97003739	97003017	0.30	0.16	0.21	0.19	0.24	0.35	0.18	0.21	0.15	0.43	0.22	0.33	0.17	0.29	0.22	0.45	0.14	0.14	0.18	0.31	0.47	0.19	0.10	0.19	0.42	0.36	0.21	0.43	0.26	0.55	0.36	0.09	0.41	0.46	0.19	0.18	0.06	0.19	0.69	0.26	0.17	0.56	0.19	0.14	0.22	0.15	0.19	0.32	0.14	0.28	0.19	0.19	0.16	0.18	0.46	0.26	0.68	0.19	0.15	0.27	0.46	0.22	0.14	0.51	0.29	0.30	0.17	0.20	0.08	0.09	0.24	0.49
NM_014739|BCLAF1|chr6|-	chr6:136578890-136582253	136579832	0.56	0.49	0.47	0.55	0.56	0.59	0.41	0.38	0.45	0.59	0.43	0.35	0.48	0.46	0.48	0.66	0.51	0.46	0.41	0.59	0.61	0.38	0.38	0.47	0.60	0.76	0.38	0.42	0.50	0.78	0.48	0.62	0.57	0.62	0.48	0.52	0.45	0.46	0.81	0.51	0.45	0.48	0.41	0.62	0.40	0.65	0.43	0.43	0.35	0.35	0.43	0.39	0.48	0.54	0.43	0.68	0.84	0.44	0.41	0.50	0.69	0.41	0.43	0.55	0.49	0.47	0.41	0.32	0.46	0.59	0.56	0.55
NM_001002029|C4B|chr6|+	chr6:32002912-32003996	32003158	0.05	0.07	0.16	0.05	0.06	0.07	0.10	0.05	0.19	0.07	0.05	0.14	0.08	0.13	0.07	0.05	0.06	0.08	0.08	0.08	0.06	0.05	0.08	0.13	0.07	0.09	0.10	0.17	0.05	0.04	0.04	0.15	0.08	0.10	0.06	0.05	0.08	0.12	0.05	0.06	0.07	0.06	0.14	0.07	0.08	0.08	0.09	0.09	0.10	0.09	0.08	0.12	0.10	0.09	0.03	0.04	0.04	0.11	0.10	0.04	0.10	0.08	0.07	0.09	0.07	0.07	0.04	0.04	0.09	0.04	0.05	0.10
NM_031469|SH3BGRL2|chr6|+	chr6:80409214-80414028	80409375	0.77	0.70	0.76	NA	0.85	NA	0.71	0.69	0.76	0.89	NA	0.73	0.79	0.81	0.72	NA	0.79	0.78	0.84	0.84	NA	0.78	0.64	0.74	NA	0.96	0.79	1.00	0.85	NA	0.79	NA	0.83	0.83	0.76	NA	0.82	0.72	NA	0.76	0.66	0.77	0.72	0.65	0.80	0.71	0.79	0.95	0.79	0.73	0.77	0.87	0.84	0.82	0.77	0.83	NA	0.72	0.72	0.77	NA	0.77	0.68	NA	0.83	NA	0.77	0.82	0.70	0.81	0.85	NA
NM_014452|TNFRSF21|chr6|-	chr6:47199271-47200730	47200477	0.91	0.74	0.86	0.89	0.93	0.88	0.74	0.80	0.88	0.93	0.87	0.83	0.90	0.83	0.89	0.96	0.88	0.89	0.80	0.98	0.86	0.93	0.79	0.88	0.98	0.97	0.94	1.00	0.88	0.92	0.79	0.76	0.93	0.97	0.83	0.87	0.78	0.79	0.97	0.84	0.88	0.87	0.78	0.87	0.85	0.80	0.92	0.96	0.90	0.76	0.85	0.94	0.91	0.90	0.79	0.93	0.99	0.80	0.76	0.98	0.93	0.92	0.87	0.96	0.88	0.97	0.87	0.90	0.84	0.86	0.83	0.97
NM_001077516|SLC39A7|chr6|+	chr6:33171317-33172203	33171467	0.99	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.99	1.00	1.00	1.00	0.99	0.98	1.00	1.00	1.00	1.00	1.00	0.99	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.97	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
NM_006813|PNRC1|chr6|+	chr6:89793471-89794576	89793980	1.00	0.95	0.98	0.98	0.99	0.98	0.93	0.97	0.96	1.00	0.99	0.98	0.96	0.98	0.99	0.99	0.94	0.97	0.98	1.00	1.00	0.99	0.94	0.96	1.00	0.98	0.99	1.00	1.00	1.00	0.98	0.89	0.99	1.00	0.96	0.97	0.88	0.95	1.00	0.98	0.98	0.98	0.94	0.93	0.98	0.87	0.97	1.00	0.96	0.97	0.97	0.99	0.98	0.97	0.98	1.00	1.00	0.95	0.93	0.99	1.00	0.98	0.95	1.00	1.00	1.00	0.98	0.99	0.92	0.91	0.98	1.00
NM_001512|GSTA4|chr6|-	chr6:52842753-52843390	52843080	0.87	0.90	0.77	1.00	0.99	1.00	0.98	0.95	0.97	0.93	1.00	0.70	0.96	0.95	1.00	1.00	0.96	1.00	0.80	0.96	0.93	0.72	0.76	0.78	1.00	1.00	0.84	0.94	0.77	1.00	0.99	1.00	1.00	1.00	0.94	NA	1.00	0.97	1.00	1.00	0.97	1.00	0.85	0.89	0.89	0.84	0.89	0.94	0.86	0.93	0.78	0.80	0.88	1.00	0.99	1.00	1.00	0.81	0.76	0.87	1.00	0.94	0.92	1.00	0.91	0.84	0.92	0.80	0.85	0.73	0.93	1.00
NR_037625|BRD2|chr6|+	chr6:32948358-32949087	32948508	0.70	0.50	0.52	0.56	0.52	0.55	0.48	0.48	0.47	0.70	0.51	0.54	0.43	0.57	0.53	0.60	0.44	0.43	0.63	0.59	0.66	0.43	0.54	0.50	0.51	0.52	0.46	0.54	0.69	0.61	0.54	0.56	0.65	0.56	0.50	0.43	0.50	0.50	0.81	0.53	0.53	0.53	0.51	0.53	0.49	0.52	0.52	0.55	0.50	0.44	0.56	0.55	0.48	0.55	0.58	0.51	0.72	0.51	0.50	0.46	0.58	0.49	0.48	0.70	0.52	0.57	0.53	0.54	0.52	0.53	0.54	0.61
NM_018064|AKIRIN2|chr6|-	chr6:88384589-88385325	88385103	0.87	0.69	0.68	0.82	0.92	0.92	0.64	0.58	0.80	0.85	0.76	0.65	0.75	0.67	0.80	0.95	0.80	0.81	0.83	0.91	0.94	0.86	0.62	0.74	0.88	0.91	0.79	1.00	0.79	0.91	0.73	0.76	0.89	0.88	0.64	0.77	0.72	0.73	0.95	0.70	0.73	0.72	0.54	0.87	0.69	0.72	0.82	0.92	0.77	0.60	0.71	0.74	0.82	0.84	0.88	0.95	0.99	0.59	0.52	0.90	0.92	0.76	0.75	0.98	0.79	0.86	0.68	0.79	0.56	0.85	0.67	0.97
NM_005516|HLA-E|chr6|+	chr6:30460525-30461975	30460745	0.94	0.74	0.74	0.83	0.80	0.85	0.62	0.65	0.72	0.91	0.64	0.73	0.75	0.77	0.70	0.82	0.75	0.73	0.80	0.73	0.85	0.74	0.63	0.65	0.82	0.89	0.70	0.81	0.91	0.85	0.76	0.82	0.85	0.85	0.67	0.65	0.79	0.64	0.79	0.75	0.67	0.71	0.68	0.81	0.72	0.74	0.72	0.83	0.69	0.60	0.69	0.72	0.74	0.84	0.72	0.91	0.88	0.68	0.60	0.80	0.82	0.76	0.73	0.88	0.83	0.75	0.63	0.76	0.61	0.75	0.74	0.87
NM_015525|IBTK|chr6|-	chr6:82879818-82881273	82881123	0.86	0.78	0.83	0.90	0.90	0.92	0.75	0.83	0.80	0.89	0.88	0.95	0.84	0.85	0.88	0.91	0.84	0.88	0.77	0.95	0.89	0.83	0.74	0.79	0.92	0.92	0.88	1.00	0.88	0.91	0.91	0.80	0.93	0.95	0.80	0.83	0.79	0.87	0.92	0.87	0.88	0.89	0.76	0.80	0.85	0.74	0.84	0.95	0.84	0.91	0.86	0.86	0.87	0.88	0.93	0.91	0.95	0.82	0.73	0.93	0.94	0.89	0.85	0.94	0.92	0.92	0.81	0.84	0.73	0.74	0.86	0.95
NM_012120|CD2AP|chr6|+	chr6:47591921-47594927	47592074	0.73	0.69	0.75	0.77	0.78	0.79	0.68	0.75	0.64	0.82	0.75	0.69	0.68	0.73	0.78	0.82	0.71	0.76	0.70	0.86	0.79	0.74	0.62	0.68	0.89	0.78	0.75	1.00	0.82	0.83	0.78	0.58	0.83	0.77	0.75	0.69	0.59	0.75	0.85	0.77	0.64	0.81	0.69	0.65	0.70	0.68	0.77	0.88	0.64	0.68	0.76	0.73	0.71	0.71	0.74	0.78	0.95	0.70	0.63	0.83	0.86	0.69	0.67	0.79	0.83	0.83	0.72	0.82	0.64	0.64	0.79	0.88
NM_002800|PSMB9|chr6|+	chr6:32827181-32827758	32827331	0.08	0.13	0.12	0.08	0.13	0.08	0.10	0.09	0.13	0.06	0.08	0.12	0.14	0.10	0.11	0.08	0.11	0.12	0.10	0.11	0.08	0.11	0.10	0.11	0.10	0.12	0.17	0.71	0.09	0.11	0.07	0.10	0.10	0.10	0.12	0.15	0.08	0.11	0.05	0.12	0.10	0.10	0.11	0.10	0.11	0.11	0.11	0.12	0.11	0.07	0.15	0.10	0.12	0.09	0.07	0.14	0.06	0.07	0.10	0.13	0.07	0.15	0.12	0.09	0.12	0.10	0.09	0.10	0.13	0.16	0.11	0.10
NM_002123|HLA-DQB1|chr6|-	chr6:32626669-32628026	32627697	0.04	0.20	0.09	0.18	0.08	0.04	0.05	0.15	0.09	0.04	0.13	0.12	0.06	0.10	0.14	0.05	0.08	0.04	0.10	0.05	0.04	0.17	0.06	0.13	0.06	0.15	0.22	0.46	0.17	0.11	0.12	0.11	0.08	0.05	0.08	0.10	0.04	0.05	0.07	0.07	0.15	0.04	0.15	0.08	0.08	0.10	0.17	0.16	0.12	0.04	0.07	0.05	0.08	0.14	0.07	0.16	0.04	0.09	0.12	0.09	0.14	0.10	0.12	0.09	0.09	0.07	0.09	0.07	0.05	0.16	0.04	0.06
NM_001017408|GOPC|chr6|-	chr6:117881425-117884547	117884156	0.89	0.74	0.95	0.90	0.91	0.89	0.75	0.83	0.87	NA	0.90	0.96	0.91	0.93	0.90	0.97	0.85	0.92	0.75	0.99	0.93	0.81	0.74	0.78	0.99	0.97	0.83	1.00	0.92	NA	0.90	0.88	0.90	0.93	0.87	0.85	0.85	0.90	NA	0.91	0.79	NA	0.79	0.83	0.85	0.91	0.85	0.94	0.79	0.78	0.82	0.95	0.92	0.93	0.96	0.95	0.98	0.81	0.82	0.93	0.95	0.92	0.83	0.98	0.95	0.89	0.82	0.86	0.77	0.81	0.90	NA
NM_006238|PPARD|chr6|+	chr6:35393608-35395964	35394687	1.00	0.92	1.00	1.00	1.00	1.00	0.99	0.98	0.95	1.00	1.00	0.97	0.97	0.99	1.00	1.00	0.97	0.94	0.98	1.00	1.00	0.93	1.00	0.93	1.00	1.00	0.94	NA	1.00	1.00	1.00	1.00	1.00	1.00	0.95	0.93	1.00	0.97	NA	1.00	0.96	1.00	0.99	0.98	0.99	0.97	0.92	1.00	0.60	0.98	0.98	0.61	0.95	1.00	1.00	1.00	1.00	0.96	0.98	0.99	1.00	0.97	0.96	1.00	0.98	1.00	1.00	0.99	0.96	0.92	0.99	1.00
NM_021244|RRAGD|chr6|-	chr6:90073673-90077926	90077682	0.58	0.50	0.40	0.35	0.42	0.18	0.52	0.47	0.38	0.34	0.48	0.45	0.45	0.47	0.42	0.20	0.48	0.45	0.43	0.36	0.21	0.49	0.45	0.42	0.43	0.48	0.50	0.66	0.39	0.18	0.44	0.38	0.19	0.32	0.43	0.45	0.36	0.42	0.17	0.35	0.65	0.25	0.46	0.48	0.38	0.46	0.34	0.28	0.50	0.45	0.56	0.35	0.50	0.32	0.34	0.38	0.21	0.45	0.47	0.41	0.14	0.48	0.47	0.28	0.55	0.37	0.39	0.48	0.42	0.58	0.49	0.29
NM_016614|TDP2|chr6|-	chr6:24650197-24651297	24651043	0.98	0.74	0.91	0.97	0.97	1.00	0.78	0.85	0.82	0.97	0.91	0.95	0.91	1.00	0.95	1.00	0.86	0.95	0.87	1.00	1.00	0.78	0.79	0.76	1.00	1.00	0.82	1.00	1.00	1.00	0.95	0.92	1.00	0.95	0.77	0.87	0.96	0.89	0.99	1.00	0.88	0.98	0.85	0.88	0.97	0.85	0.81	0.99	0.71	0.79	0.78	0.92	0.92	1.00	0.98	1.00	1.00	0.81	0.75	0.94	1.00	0.85	0.77	1.00	0.88	0.94	0.87	0.96	0.74	0.72	0.96	1.00
NM_005100|AKAP12|chr6|+	chr6:151676861-151679682	151677849	0.43	0.43	0.39	0.40	0.32	0.67	0.41	0.40	0.40	0.56	0.44	0.40	0.38	0.47	0.49	0.44	0.33	0.46	0.34	0.40	0.43	0.35	0.39	NA	0.38	0.54	0.34	0.45	0.40	0.66	0.43	0.44	0.33	0.44	0.29	0.34	0.36	0.35	0.39	0.34	0.36	0.65	0.31	0.36	0.31	0.36	0.34	0.27	0.34	0.37	NA	0.27	0.39	0.44	0.45	0.48	0.65	0.36	0.34	0.27	0.66	0.32	0.33	NA	0.37	0.41	0.44	0.37	0.36	0.34	0.38	0.69
NM_001023560|ZNF187|chr6|+	chr6:28243971-28245987	28245239	0.75	0.65	0.70	NA	0.93	0.95	0.55	0.76	0.56	0.83	0.87	0.85	0.61	0.79	NA	NA	0.66	0.75	0.66	0.89	NA	0.55	0.47	NA	1.00	NA	0.61	1.00	0.86	NA	0.82	0.68	0.87	0.93	0.51	0.66	0.77	0.82	NA	0.65	0.64	NA	0.68	0.88	0.77	0.61	0.62	0.89	0.51	0.67	0.57	0.54	0.63	0.89	NA	NA	1.00	0.66	0.63	0.59	1.00	0.61	0.57	NA	0.53	0.73	0.81	0.60	0.54	0.58	0.66	0.97
NM_004415|DSP|chr6|+	chr6:7582874-7586851	7585738	1.00	0.77	1.00	NA	1.00	NA	0.89	0.93	0.72	1.00	1.00	1.00	0.85	1.00	1.00	NA	0.89	0.97	1.00	NA	1.00	0.72	0.81	1.00	NA	NA	0.87	0.39	NA	1.00	1.00	1.00	NA	NA	0.94	NA	1.00	1.00	NA	NA	0.96	1.00	0.96	NA	1.00	0.94	0.76	NA	NA	0.83	0.97	0.64	1.00	NA	1.00	NA	NA	1.00	0.86	NA	NA	NA	0.61	1.00	0.99	NA	0.94	0.92	NA	0.89	1.00	NA
