event_id	loci	Proximal_Site	TCGA-GC-A3BM-01A-11R-A22U-07	TCGA-CU-A0YN-01A-21R-A10U-07	TCGA-K4-A3WV-01A-11R-A22U-07	TCGA-GC-A6I3-01A-11R-A31N-07	TCGA-BT-A20R-01A-12R-A16R-07	TCGA-BT-A20W-01A-21R-A14Y-07	TCGA-BL-A13J-01A-11R-A277-07	TCGA-BL-A13J-01A-11R-A10U-07	TCGA-BL-A13J-01B-04R-A277-07	TCGA-K4-A54R-01A-11R-A26T-07	TCGA-BT-A20Q-01A-11R-A14Y-07	TCGA-BT-A2LA-01A-11R-A18C-07	TCGA-K4-A5RI-01A-11R-A28M-07	TCGA-BT-A20U-01A-11R-A14Y-07	TCGA-GD-A3OP-01A-21R-A220-07	TCGA-GD-A3OQ-01A-32R-A220-07	TCGA-CU-A0YR-01A-12R-A10U-07	TCGA-GD-A2C5-01A-12R-A180-07	TCGA-GC-A3WC-01A-31R-A22U-07	TCGA-BT-A20N-01A-11R-A14Y-07	TCGA-BT-A2LB-01A-11R-A18C-07
NM_001123|ADK|chr10|+	chr10:76468078-76469104	76468279	0.16	0.14	0.14	0.09	0.23	0.15	0.15	0.16	NA	0.14	0.22	0.20	0.15	0.17	0.16	0.15	0.20	0.18	0.16	0.17	0.15
NM_183012|CREM|chr10|+	chr10:35500181-35501832	35501186	0.27	0.23	0.27	NA	0.33	0.25	NA	0.31	NA	0.24	0.24	0.23	NA	0.32	0.26	NA	0.24	NA	0.25	0.21	0.31
NM_139169|TRUB1|chr10|+	chr10:116734881-116737434	116735033	0.62	0.84	0.74	NA	NA	0.75	0.43	NA	NA	NA	0.70	0.85	NA	0.81	0.66	0.83	0.74	NA	0.64	0.77	NA
NM_006954|ZNF33A|chr10|+	chr10:38343302-38349627	38343452	0.66	0.50	NA	NA	0.60	0.60	0.64	0.59	NA	0.33	0.58	0.48	NA	0.74	0.76	0.60	NA	0.34	NA	0.77	NA
NM_005271|GLUD1|chr10|-	chr10:88810229-88811627	88811285	0.73	0.78	0.80	0.92	0.90	0.83	0.54	0.83	0.91	0.89	0.81	0.89	0.95	0.81	0.76	0.78	0.84	0.93	0.76	0.76	0.90
NM_001134373|NT5C2|chr10|-	chr10:104847440-104849665	104848085	0.58	0.64	0.83	1.00	0.87	0.80	0.46	0.72	1.00	0.72	0.71	0.75	0.88	0.74	0.62	0.61	0.74	0.90	0.67	0.70	0.88
NM_001040273|TYSND1|chr10|-	chr10:71897519-71899897	71898993	0.17	0.11	0.10	0.11	0.10	0.15	0.15	0.13	NA	0.14	0.11	0.22	0.17	0.14	0.18	0.11	0.21	0.11	0.17	0.14	0.14
NR_030724|XPNPEP1|chr10|-	chr10:111624509-111625070	111624845	0.77	0.79	0.87	0.99	0.94	0.75	0.65	0.81	NA	0.93	0.83	0.87	0.75	0.79	0.82	0.81	0.86	0.99	0.83	0.82	0.92
NM_002629|PGAM1|chr10|+	chr10:99192111-99193314	99192817	0.98	0.98	1.00	1.00	1.00	0.99	0.90	0.97	1.00	0.99	0.99	1.00	1.00	0.98	0.97	1.00	0.99	1.00	0.99	0.98	1.00
NM_001083914|CTBP2|chr10|-	chr10:126676063-126678267	126676936	0.23	0.12	0.15	0.75	0.24	0.21	0.18	0.14	NA	0.24	0.20	0.13	0.19	0.14	0.28	0.18	0.21	0.26	0.21	0.24	0.26
NM_003635|NDST2|chr10|-	chr10:75561654-75562334	75562040	0.72	0.63	0.81	1.00	NA	0.62	NA	NA	NA	0.80	NA	0.78	0.93	0.77	0.60	NA	NA	0.97	0.87	0.69	0.80
NM_004747|DLG5|chr10|-	chr10:79550459-79552301	79552145	0.97	0.99	0.98	NA	NA	0.97	0.88	1.00	0.85	0.95	0.99	0.99	1.00	0.97	0.97	0.97	0.95	0.99	0.89	0.97	0.99
NM_020123|TM9SF3|chr10|-	chr10:98277888-98282087	98280476	0.25	0.08	0.11	0.24	0.13	0.14	0.11	0.09	0.16	0.18	0.15	0.17	0.19	0.17	0.23	0.14	0.12	0.18	0.13	0.11	0.13
NM_181698|CCNY|chr10|+	chr10:35857981-35860828	35858540	0.61	0.45	0.48	0.44	0.78	0.66	0.61	0.57	NA	0.72	0.54	0.44	0.58	0.57	0.50	0.59	0.66	0.52	0.55	0.49	0.40
NM_024948|FAM188A|chr10|-	chr10:15820177-15821140	15820990	0.91	0.96	0.79	0.66	0.93	0.91	NA	NA	NA	0.84	0.97	1.00	NA	NA	0.92	0.92	NA	0.88	0.93	0.81	0.97
NM_024756|MMRN2|chr10|-	chr10:88695283-88696882	88695808	0.84	0.87	NA	NA	0.98	1.00	NA	NA	NA	NA	0.96	NA	NA	0.77	0.79	0.77	0.98	1.00	0.95	NA	0.96
NM_004096|EIF4EBP2|chr10|+	chr10:72181471-72188368	72183575	0.31	0.28	0.28	0.44	0.20	0.30	0.72	0.34	0.57	0.30	0.23	0.42	0.31	0.42	0.27	0.35	0.34	0.40	0.36	0.34	0.21
NM_031484|MARVELD1|chr10|+	chr10:99476950-99477902	99477375	1.00	1.00	1.00	1.00	1.00	1.00	0.89	1.00	NA	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.99	1.00	1.00	1.00	1.00
NM_133376|ITGB1|chr10|-	chr10:33188404-33190563	33189337	0.01	0.01	0.02	0.07	0.02	0.02	0.01	0.02	0.07	0.02	0.02	0.02	0.02	0.01	0.01	0.02	0.01	0.03	0.02	0.01	0.03
NM_182543|NSUN6|chr10|-	chr10:18834389-18835074	18834828	0.61	0.52	0.61	0.49	0.44	0.56	NA	0.52	NA	0.43	0.53	0.50	0.50	NA	0.49	NA	NA	0.45	0.49	0.54	0.60
NM_004419|DUSP5|chr10|+	chr10:112269777-112272624	112271241	0.02	0.03	NA	NA	0.05	0.03	0.03	0.02	NA	0.03	0.03	0.03	0.04	0.02	0.02	0.02	0.02	0.05	0.04	0.03	0.03
NM_018131|CEP55|chr10|+	chr10:95287706-95288842	95287856	0.88	0.94	0.94	NA	0.95	0.97	0.81	0.97	NA	0.93	NA	0.95	0.98	0.94	NA	0.95	0.97	1.00	0.91	0.91	0.96
NM_006793|PRDX3|chr10|-	chr10:120927222-120928045	120927597	0.91	0.92	0.91	1.00	0.96	0.92	0.91	0.89	0.99	0.90	0.89	0.93	0.92	0.89	0.87	0.89	0.91	0.97	0.89	0.89	0.93
NR_033191|PPP2R2D|chr10|+	chr10:133769187-133772710	133769902	0.05	0.07	0.03	0.09	0.04	0.04	0.06	0.05	NA	0.06	0.04	0.08	0.05	0.04	0.06	0.03	0.06	0.04	0.05	0.06	0.04
NM_138357|MCU|chr10|+	chr10:74645502-74647456	74645658	0.82	0.90	0.99	NA	0.99	NA	NA	0.87	NA	0.93	NA	0.91	NA	0.93	0.87	0.91	0.87	0.95	NA	0.87	NA
NM_001195519|MICU1|chr10|-	chr10:74127093-74128113	74127894	1.00	1.00	1.00	1.00	1.00	1.00	0.82	0.96	NA	0.99	1.00	1.00	1.00	1.00	0.98	1.00	0.99	1.00	0.96	1.00	1.00
NM_001163814|C10orf2|chr10|+	chr10:102752946-102754160	102753274	0.85	1.00	0.99	NA	NA	1.00	NA	NA	NA	NA	NA	1.00	NA	0.96	NA	0.93	1.00	NA	0.83	0.97	0.95
NM_001199378|GBF1|chr10|+	chr10:104141812-104142655	104142286	0.92	0.95	0.96	1.00	1.00	0.94	NA	0.96	NA	0.98	0.97	0.99	0.97	0.96	0.92	0.95	0.93	1.00	0.94	0.98	0.98
NM_001005751|FAM21A|chr10|+	chr10:51892565-51893268	51892715	0.79	0.80	0.60	0.90	0.64	0.71	0.40	0.57	0.54	0.55	0.85	0.86	0.86	0.92	0.78	0.75	0.87	0.82	0.83	0.65	0.83
NM_005729|PPIF|chr10|+	chr10:81113462-81115082	81114346	0.51	0.28	0.81	0.78	0.58	0.66	0.41	0.43	0.52	0.55	0.46	0.43	0.62	0.41	0.44	0.50	0.59	0.68	0.39	0.42	0.56
NM_138384|MTG1|chr10|+	chr10:135233529-135236397	135233957	0.08	0.12	0.14	0.11	0.11	0.10	NA	0.12	NA	0.08	0.10	0.07	0.05	0.08	0.16	0.09	0.05	0.09	0.13	0.09	0.07
NM_000314|PTEN|chr10|+	chr10:89725043-89731665	89728500	0.27	0.17	0.11	NA	0.17	0.23	0.19	0.13	0.22	0.10	0.27	0.18	0.26	0.17	0.27	0.25	0.26	0.14	0.27	NA	0.21
NM_002658|PLAU|chr10|+	chr10:75676146-75677258	75676312	0.91	0.90	0.96	1.00	0.97	0.95	0.78	0.91	0.84	0.93	0.94	0.95	0.94	0.97	0.90	0.86	0.85	0.96	0.94	0.91	0.95
NM_015179|RRP12|chr10|-	chr10:99116313-99116953	99116642	0.43	0.46	0.52	0.75	0.58	0.52	NA	0.39	NA	0.56	0.54	0.56	0.50	0.45	0.42	0.44	0.41	0.51	0.46	0.38	0.52
NM_003631|PARG|chr10|-	chr10:51026320-51027540	51027358	0.79	0.92	0.88	NA	0.91	0.87	0.58	0.80	NA	0.96	0.97	0.90	NA	0.87	0.78	0.91	0.87	1.00	NA	0.90	0.99
NM_001243539|IL15RA|chr10|-	chr10:5994334-5995169	5994994	0.90	0.96	NA	1.00	NA	0.97	NA	0.81	NA	0.97	0.96	NA	0.96	0.84	0.89	0.84	0.97	NA	0.92	0.94	0.91
NM_001198800|ASCC1|chr10|-	chr10:73855796-73857208	73856333	0.09	0.10	0.11	NA	0.06	0.11	NA	0.08	NA	0.04	0.19	0.10	0.11	0.23	0.10	0.12	0.12	0.15	NA	0.14	0.10
NM_012311|KIN|chr10|-	chr10:7797112-7798105	7797933	0.11	0.10	0.10	0.06	0.11	0.13	NA	NA	NA	0.09	0.07	0.08	0.11	NA	0.12	0.13	NA	0.10	0.09	0.08	0.08
NM_212554|METTL10|chr10|-	chr10:126444648-126449072	126448802	0.13	0.08	0.13	0.06	0.15	0.06	0.12	0.10	NA	0.07	0.14	0.13	0.10	0.13	0.09	0.12	0.08	0.08	NA	0.09	0.10
NM_016234|ACSL5|chr10|+	chr10:114186975-114188130	114187141	0.74	0.50	NA	0.46	0.70	0.72	0.46	0.67	0.75	0.60	0.85	NA	0.83	0.62	0.73	0.69	0.77	0.64	0.57	0.56	0.63
NM_001202466|ZMYND11|chr10|+	chr10:298287-300588	298451	0.90	0.86	0.88	NA	0.94	0.89	0.71	0.90	NA	0.98	0.86	0.90	0.96	0.85	0.80	0.92	0.87	0.91	0.82	0.87	0.94
NM_021132|PPP3CB|chr10|-	chr10:75196423-75198178	75197935	0.79	0.77	NA	NA	1.00	0.94	0.59	0.75	NA	0.91	0.84	0.93	0.85	0.86	0.79	0.88	NA	1.00	0.77	0.91	0.96
NM_017902|HIF1AN|chr10|+	chr10:102307849-102318093	102309730	0.28	0.32	0.14	NA	NA	0.32	NA	0.33	NA	NA	0.18	0.30	0.24	0.35	0.24	0.27	0.25	0.28	0.34	0.38	0.16
NM_173540|FUT11|chr10|+	chr10:75535298-75540025	75535844	0.80	0.80	0.84	NA	0.70	NA	0.49	0.77	0.49	NA	NA	0.71	NA	0.75	0.78	0.83	0.80	NA	NA	0.79	NA
NM_024834|MCMBP|chr10|-	chr10:121589023-121591112	121590819	0.42	0.26	0.24	0.25	0.43	0.37	0.42	0.36	NA	0.22	0.36	0.37	0.33	0.41	0.50	0.44	0.46	0.30	0.43	0.31	0.38
NM_015155|LARP4B|chr10|-	chr10:855414-859153	857784	0.74	0.73	0.55	NA	0.86	0.79	0.56	0.85	NA	0.79	0.76	0.86	0.94	0.82	0.77	0.77	0.89	0.67	0.72	0.68	0.82
NM_001098500|KIAA1217|chr10|+	chr10:24834755-24836809	24835281	0.68	0.73	0.78	NA	0.93	0.68	NA	0.78	NA	0.68	0.81	NA	0.92	0.76	0.64	0.71	0.73	0.90	0.67	0.71	0.89
NM_001008211|OPTN|chr10|+	chr10:13178744-13180351	13178894	0.19	0.15	0.07	0.04	0.18	0.19	0.21	0.20	0.35	0.09	0.21	0.22	0.20	0.18	0.21	0.21	0.16	0.17	0.16	0.21	0.13
NM_012215|MGEA5|chr10|-	chr10:103544188-103546344	103545682	0.95	0.77	0.72	0.74	0.93	0.87	0.74	0.75	1.00	0.93	0.89	0.90	0.97	0.88	0.88	0.87	0.96	0.91	0.86	0.73	0.87
NM_007190|SEC23IP|chr10|+	chr10:121700097-121701639	121700346	0.70	0.58	0.74	0.76	0.78	0.59	0.43	0.61	NA	0.72	0.70	0.70	0.66	0.67	0.59	0.71	0.57	0.69	0.50	0.53	0.79
NM_001142595|P4HA1|chr10|-	chr10:74765767-74768050	74767022	0.10	0.07	0.05	0.19	0.08	0.10	0.18	0.06	0.23	0.07	0.08	0.12	0.10	0.12	0.11	0.07	0.08	0.10	0.16	0.05	0.07
NM_001127605|LIPA|chr10|-	chr10:90973316-90974818	90974668	0.91	0.94	0.93	NA	0.97	0.92	0.74	0.89	NA	0.97	0.93	0.96	0.94	0.90	0.92	0.87	0.88	0.94	0.93	0.91	0.95
NM_032776|JMJD1C|chr10|-	chr10:64926989-64927894	64927608	0.62	0.60	0.66	NA	0.75	0.64	0.40	0.68	NA	0.79	0.71	0.68	0.83	0.46	0.59	0.66	0.69	0.76	0.64	0.59	0.64
NM_001145261|NCOA4|chr10|+	chr10:51589224-51590834	51589374	0.87	0.92	0.94	0.89	0.93	0.90	0.73	0.93	0.97	0.93	0.93	0.95	0.94	0.86	0.86	0.90	0.92	0.94	0.86	0.90	0.93
NM_003750|EIF3A|chr10|-	chr10:120793239-120795780	120794756	0.25	0.14	0.23	0.35	0.26	0.19	0.18	0.15	0.29	0.19	0.22	0.18	0.20	0.21	0.20	0.19	0.20	0.25	0.16	0.18	0.22
NM_030759|NRBF2|chr10|+	chr10:64913270-64914805	64914293	0.67	0.84	0.88	NA	1.00	0.91	0.49	0.79	NA	0.94	0.93	0.92	0.96	0.84	0.65	0.75	0.97	1.00	0.88	0.85	1.00
NM_001164490|ADAM8|chr10|-	chr10:135075902-135076737	135076446	NA	1.00	NA	1.00	1.00	1.00	0.90	1.00	NA	1.00	1.00	NA	NA	0.97	0.99	0.99	1.00	1.00	NA	0.99	1.00
NM_145868|ANXA11|chr10|-	chr10:81910513-81915668	81915394	0.02	0.02	0.01	0.01	0.01	0.02	0.07	0.03	NA	0.01	0.01	0.03	0.01	0.03	0.02	0.02	0.02	0.01	0.03	0.02	0.01
NM_007057|ZWINT|chr10|-	chr10:58117155-58117946	58117522	0.58	0.75	0.89	0.99	0.99	0.76	NA	0.72	NA	0.78	0.77	0.70	NA	0.79	0.75	0.71	0.82	1.00	0.66	0.70	0.83
NM_014976|PDCD11|chr10|+	chr10:105205134-105206043	105205303	0.65	0.82	0.73	0.77	0.75	0.66	0.70	0.90	NA	0.57	0.75	0.82	0.79	0.70	0.77	0.68	0.84	0.62	0.74	0.68	0.78
NM_004281|BAG3|chr10|+	chr10:121435975-121437338	121436850	0.87	0.90	0.90	NA	1.00	0.95	0.96	0.85	NA	0.97	0.87	0.97	0.93	0.85	0.84	0.85	0.91	1.00	0.93	0.93	0.97
NM_003201|TFAM|chr10|+	chr10:60154687-60161122	60155375	0.29	0.22	0.34	NA	0.31	0.32	0.24	0.34	NA	0.27	0.36	0.34	0.38	0.27	0.31	0.32	0.41	0.38	0.29	0.22	0.25
NM_144590|ANKRD22|chr10|-	chr10:90579686-90582775	90582076	NA	0.32	0.22	0.19	0.31	0.32	NA	0.31	NA	0.32	0.32	NA	NA	NA	0.37	0.44	NA	0.27	0.42	NA	0.37
NM_138499|PWWP2B|chr10|+	chr10:134230564-134232142	134231254	0.03	0.04	0.03	0.08	0.04	0.03	NA	0.03	NA	0.07	0.04	0.03	0.05	0.02	0.03	0.03	0.04	0.05	0.03	0.04	0.03
NM_007373|SHOC2|chr10|+	chr10:112771367-112778327	112773399	0.03	0.01	0.02	NA	0.02	0.05	0.06	0.02	NA	NA	0.02	0.02	NA	0.02	0.02	0.01	0.02	0.03	NA	0.02	0.02
NM_006459|ERLIN1|chr10|-	chr10:101909852-101912109	101911959	0.97	0.85	0.96	NA	0.97	0.90	0.87	0.87	NA	0.85	0.95	0.96	1.00	0.91	0.95	0.86	0.89	0.90	0.92	0.92	0.92
NM_147156|SGMS1|chr10|-	chr10:52065363-52067081	52066829	0.83	0.92	0.91	NA	1.00	0.84	0.64	0.73	NA	NA	0.95	NA	0.98	0.91	0.94	0.94	0.98	0.90	NA	0.88	0.97
NM_006327|TIMM23|chr10|-	chr10:51591944-51592619	51592279	0.68	0.73	0.76	0.91	0.81	0.77	0.80	0.76	0.94	0.67	0.73	0.77	0.74	0.75	0.68	0.67	0.80	0.81	0.77	0.74	0.83
NR_003277|LOC728643|chr10|-	chr10:47126539-47133836	47133115	0.03	0.02	0.01	0.03	0.01	0.02	0.12	0.03	NA	0.02	0.02	0.00	0.01	0.02	0.02	0.02	0.03	0.03	0.02	0.02	0.03
NM_022063|FAM204A|chr10|-	chr10:120068144-120070420	120069525	0.08	0.12	0.16	0.11	0.24	0.18	0.16	0.13	NA	0.12	0.16	0.13	0.13	0.13	0.14	0.16	0.12	0.17	0.13	0.12	0.16
NM_006659|TUBGCP2|chr10|-	chr10:135092876-135093405	135093212	0.16	0.12	0.11	0.14	0.14	0.12	0.11	0.11	NA	0.11	0.11	0.14	0.12	0.11	0.10	0.13	0.10	0.12	0.13	0.15	0.12
NM_145306|C10orf35|chr10|+	chr10:71392545-71393351	71392737	1.00	NA	1.00	NA	NA	1.00	NA	1.00	NA	0.98	1.00	1.00	0.99	NA	1.00	NA	1.00	1.00	NA	1.00	1.00
NM_001142648|SAR1A|chr10|-	chr10:71909934-71912348	71912198	0.72	0.51	0.49	0.17	0.59	0.65	0.53	0.62	0.94	0.70	0.71	0.77	0.53	0.70	0.70	0.56	0.61	0.48	0.53	0.52	0.69
NM_001001330|REEP3|chr10|+	chr10:65380572-65384850	65380722	0.75	0.50	0.45	0.12	0.53	0.39	0.47	0.69	0.72	0.43	0.71	0.26	0.55	0.68	0.68	0.70	0.56	0.46	0.54	0.52	0.47
NM_001099692|EIF5AL1|chr10|+	chr10:81272356-81273527	81272876	0.61	0.79	0.87	0.75	0.76	0.81	0.56	0.59	NA	0.87	0.78	0.86	0.69	0.79	0.85	0.59	0.83	0.77	0.87	0.79	0.81
NM_022126|LHPP|chr10|+	chr10:126301832-126302715	126301982	0.97	1.00	1.00	NA	0.95	0.96	NA	1.00	NA	NA	0.98	0.96	1.00	0.93	1.00	1.00	0.92	0.95	1.00	NA	1.00
NM_003252|TIAL1|chr10|-	chr10:121331917-121335303	121335004	0.15	0.08	0.13	0.05	0.18	0.11	0.16	0.10	0.31	0.07	0.14	0.22	0.10	0.15	0.17	0.12	0.15	0.09	0.11	0.09	0.09
NM_032844|MASTL|chr10|+	chr10:27475307-27476832	27475652	0.15	0.09	0.08	0.10	0.16	0.18	0.09	0.13	NA	0.08	NA	0.13	0.15	0.14	0.16	0.12	0.18	0.12	0.17	0.08	0.12
NM_001199868|GLRX3|chr10|+	chr10:131978376-131979828	131978576	0.08	0.05	0.03	0.03	0.05	0.08	NA	NA	NA	0.05	0.05	0.04	0.04	0.06	0.11	0.06	NA	0.05	NA	0.05	0.06
NM_018287|ARHGAP12|chr10|-	chr10:32094372-32096760	32095321	0.82	0.65	1.00	NA	0.85	0.74	0.53	0.96	NA	0.89	1.00	NA	NA	NA	0.80	0.76	NA	0.90	NA	0.72	0.98
NM_001243779|FAM213A|chr10|+	chr10:82191741-82194295	82192368	0.14	0.16	0.11	0.15	0.15	0.14	0.15	0.13	0.35	0.11	0.11	0.16	0.08	0.13	0.10	0.12	0.16	0.10	0.10	0.14	0.10
NM_031212|SLC25A28|chr10|-	chr10:101370279-101371123	101370799	0.96	0.94	1.00	1.00	1.00	0.96	0.72	1.00	NA	0.97	0.97	1.00	0.99	0.97	0.89	0.99	0.99	0.99	0.97	0.99	0.99
NM_016824|ADD3|chr10|+	chr10:111893083-111895329	111893355	0.81	0.86	0.79	NA	0.84	0.79	0.61	0.83	NA	NA	0.85	0.89	0.87	0.84	0.79	0.81	0.84	0.89	0.81	0.83	0.88
NM_005180|BMI1|chr10|+	chr10:22618141-22620542	22619861	0.57	0.68	0.82	NA	0.85	0.75	0.39	0.65	0.62	0.75	0.65	0.80	0.85	0.73	0.62	0.67	0.59	0.83	0.61	0.56	0.87
NM_139046|MAPK8|chr10|+	chr10:49642921-49647423	49643079	0.39	0.29	0.29	NA	0.31	0.34	NA	0.28	NA	NA	0.33	0.30	NA	0.36	0.32	0.35	0.39	0.30	NA	0.29	0.37
NM_003675|PRPF18|chr10|+	chr10:13672259-13677356	13672684	0.06	0.03	0.01	0.01	0.02	0.02	0.07	0.03	NA	0.01	0.03	0.02	0.01	0.05	0.03	0.02	0.03	0.02	0.04	0.03	0.01
NM_001169107|FAM21C|chr10|+	chr10:46287708-46288410	46287858	0.59	0.77	0.73	0.96	0.76	0.77	0.47	0.93	NA	0.81	0.78	0.74	0.73	0.78	0.75	0.81	0.84	0.82	0.84	0.70	0.92
NR_026715|RPL13AP6|chr10|-	chr10:112691859-112697013	112696863	0.02	NA	NA	0.03	0.02	NA	0.02	0.03	NA	0.02	NA	0.03	0.01	0.02	0.04	NA	NA	0.03	0.04	NA	0.03
NM_018117|WDR11|chr10|+	chr10:122668067-122669039	122668324	0.70	0.87	0.77	0.99	0.89	0.82	0.56	0.77	NA	0.92	0.83	0.90	0.97	0.81	0.62	0.75	0.74	0.93	0.76	0.85	0.91
NM_198046|ZDHHC16|chr10|+	chr10:99216533-99217210	99216875	0.82	0.88	1.00	1.00	0.96	0.92	0.90	0.90	NA	0.95	0.75	0.93	0.96	0.86	0.82	0.83	0.95	1.00	0.86	0.94	1.00
NM_002775|HTRA1|chr10|+	chr10:124273706-124274424	124274066	0.96	0.97	1.00	1.00	1.00	0.99	0.94	1.00	1.00	1.00	1.00	0.97	1.00	1.00	0.97	0.99	0.95	1.00	1.00	1.00	1.00
NM_014394|GHITM|chr10|+	chr10:85912019-85913328	85912783	0.13	0.14	0.15	0.17	0.21	0.14	0.10	0.14	0.29	0.14	0.14	0.15	0.17	0.14	0.13	0.11	0.15	0.16	0.14	0.12	0.17
NM_018232|FAM21B|chr10|+	chr10:47948713-47949417	47948863	0.68	0.63	0.73	0.93	0.78	0.87	0.48	0.80	NA	0.67	0.77	0.68	0.62	0.86	0.61	0.69	0.78	0.98	0.68	0.84	0.92
NM_172173|CAMK2G|chr10|-	chr10:75572244-75574263	75574113	NA	0.92	NA	0.93	NA	0.93	NA	0.92	NA	0.95	NA	0.93	NA	NA	0.90	0.92	0.93	0.92	NA	0.92	0.95
NM_005871|SMNDC1|chr10|-	chr10:112052662-112054045	112053139	0.76	0.79	0.85	NA	1.00	0.91	0.74	0.85	NA	1.00	0.90	1.00	0.86	0.79	0.66	0.73	0.78	1.00	0.72	0.79	0.97
NM_004566|PFKFB3|chr10|+	chr10:6274857-6281751	6277468	0.00	0.00	0.00	NA	0.01	0.00	0.01	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	NA	0.00	0.00	0.01
NM_001035260|VPS26A|chr10|+	chr10:70930911-70932627	70931155	0.61	0.60	0.53	0.74	0.79	0.64	0.47	0.59	0.73	0.68	0.69	0.65	0.74	0.59	0.68	0.68	0.62	0.72	0.63	0.59	0.79
NM_170744|UNC5B|chr10|+	chr10:73058868-73062646	73059083	0.88	0.83	0.78	NA	0.90	0.83	NA	NA	NA	NA	0.78	NA	NA	0.87	0.81	0.86	0.84	0.86	NA	NA	NA
NM_021738|SVIL|chr10|-	chr10:29745558-29747262	29746355	0.04	0.05	0.05	0.05	0.07	0.05	0.09	0.05	NA	0.05	0.07	0.05	0.05	0.06	0.04	0.04	0.05	0.10	0.05	0.04	0.07
NM_014456|PDCD4|chr10|+	chr10:112657785-112658901	112658464	0.28	0.34	0.27	0.34	0.49	0.31	0.46	0.35	0.79	0.33	0.32	0.45	0.44	0.31	0.28	0.36	0.52	0.27	0.32	0.34	0.36
NM_001195305|BBIP1|chr10|-	chr10:112659484-112660284	112660084	0.40	0.32	0.49	0.30	0.44	0.39	0.37	0.48	NA	0.35	0.34	0.35	0.29	0.44	0.44	0.45	0.32	0.44	0.38	0.40	0.45
NM_005436|CCDC6|chr10|-	chr10:61544004-61552869	61548550	0.01	0.00	0.01	NA	0.01	0.01	0.00	0.00	NA	0.01	0.00	0.01	NA	0.01	0.01	0.01	0.02	0.01	0.00	0.00	NA
NM_001256153|ALOX5|chr10|+	chr10:45940955-45941568	45941245	0.85	0.94	NA	1.00	1.00	0.95	0.97	0.95	1.00	1.00	0.94	0.99	0.87	0.94	0.84	0.76	0.90	1.00	0.98	0.99	0.97
NM_030912|TRIM8|chr10|+	chr10:104416503-104418330	104417765	0.68	0.76	0.77	1.00	1.00	0.73	0.74	0.81	NA	0.99	0.87	0.89	1.00	0.88	0.63	0.86	0.82	1.00	0.82	0.72	0.98
NM_001083913|C10orf26|chr10|+	chr10:104572351-104580533	104576001	0.00	0.00	0.01	NA	0.01	0.00	0.01	0.00	NA	NA	0.00	0.00	NA	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.01
NM_001184790|PARD3|chr10|-	chr10:34398488-34400490	34400169	0.49	0.46	0.31	0.24	0.37	0.33	0.54	0.44	NA	0.28	0.56	0.81	0.52	0.72	0.58	0.57	NA	0.33	0.36	NA	0.51
NM_001353|AKR1C1|chr10|+	chr10:5019891-5024815	5020079	0.03	0.02	0.01	0.01	0.01	0.02	0.14	0.10	NA	0.01	0.03	NA	0.02	0.02	0.04	0.04	0.08	0.03	0.06	0.02	0.01
NM_015631|TCTN3|chr10|-	chr10:97423154-97424057	97423726	0.55	0.72	0.66	0.94	0.80	0.66	0.70	0.59	NA	0.63	0.87	0.99	0.69	0.68	0.61	0.61	0.55	0.93	0.58	0.56	0.79
NM_004728|DDX21|chr10|+	chr10:70742298-70748475	70744771	0.01	0.01	0.01	NA	0.01	0.00	0.00	0.00	NA	0.01	0.00	0.01	0.01	0.00	0.01	0.00	0.00	0.01	0.01	0.01	0.01
NM_006541|GLRX3|chr10|+	chr10:131977605-131978375	131977827	0.02	0.03	0.03	0.03	0.04	0.03	0.03	0.03	NA	0.05	0.03	0.03	0.04	0.04	0.06	0.03	0.02	0.04	0.05	0.03	0.04
NM_007021|C10orf10|chr10|-	chr10:45471381-45473503	45473353	0.87	0.88	0.88	1.00	0.90	0.87	0.94	0.89	0.81	0.84	0.90	NA	0.91	0.91	0.85	0.86	0.88	0.98	0.89	NA	0.91
NM_016341|PLCE1|chr10|+	chr10:96087724-96089602	96088111	0.18	NA	0.09	0.13	0.10	0.14	NA	NA	NA	NA	NA	NA	0.13	NA	0.08	0.11	0.21	0.15	NA	0.07	0.09
NM_018649|H2AFY2|chr10|+	chr10:71871273-71871978	71871478	0.61	0.70	0.70	1.00	0.80	0.69	0.65	0.66	NA	0.80	0.81	0.69	0.78	0.70	0.59	0.63	0.82	0.82	0.61	0.76	0.79
NM_019054|FAM35A|chr10|+	chr10:88950240-88951224	88950458	0.77	0.86	0.93	1.00	0.98	0.97	NA	0.95	NA	0.95	0.98	0.94	0.83	0.89	0.89	0.76	0.95	0.95	0.94	0.98	0.99
NM_001184794|PARD3|chr10|-	chr10:34599737-34601310	34601160	NA	0.00	0.00	0.01	0.00	NA	0.03	0.00	NA	0.00	NA	0.00	NA	0.00	NA	0.00	NA	0.00	NA	0.00	0.00
NM_004329|BMPR1A|chr10|+	chr10:88683350-88687783	88684899	0.30	0.25	0.18	NA	0.22	0.29	0.26	0.26	NA	NA	0.23	0.26	0.24	0.24	0.19	0.29	0.22	0.28	NA	0.16	0.27
