event_id	loci	Proximal_Site	TCGA-77-8008-01A-21R-2187-07	TCGA-51-4081-01A-01R-1100-07	TCGA-90-6837-01A-11R-1949-07	TCGA-56-8201-01A-11R-2247-07	TCGA-77-7138-01A-41R-2045-07	TCGA-22-5482-01A-01R-1635-07	TCGA-51-4079-01A-01R-1100-07	TCGA-56-8083-01A-11R-2247-07	TCGA-77-7338-01A-11R-2045-07	TCGA-56-7731-01A-11R-2125-07	TCGA-77-7335-01A-11R-2045-07	TCGA-33-6737-01A-11R-1820-07	TCGA-58-8386-01A-11R-2296-07	TCGA-56-8623-01A-11R-A28V-07	TCGA-85-7710-01A-11R-2125-07	TCGA-22-4609-01A-21R-2125-07	TCGA-43-6647-01A-11R-1820-07	TCGA-22-5472-01A-01R-1635-07	TCGA-77-7337-01A-21R-2045-07	TCGA-43-7657-01A-31R-2125-07	TCGA-22-5481-01A-31R-1949-07	TCGA-22-5478-01A-01R-1635-07	TCGA-22-5483-01A-01R-1820-07	TCGA-22-5489-01A-01R-1635-07	TCGA-77-7142-01A-11R-2045-07	TCGA-43-7658-01A-11R-2125-07	TCGA-56-7582-01A-11R-2045-07	TCGA-43-6143-01A-11R-1820-07	TCGA-39-5040-01A-21R-2125-07	TCGA-43-3394-01A-01R-0980-07	TCGA-56-8309-01A-11R-2296-07	TCGA-22-5491-01A-01R-1635-07	TCGA-90-7767-01A-11R-2125-07	TCGA-92-7340-01A-21R-2045-07	TCGA-43-6773-01A-41R-1949-07	TCGA-56-7730-01A-11R-2125-07	TCGA-34-8454-01A-11R-2326-07	TCGA-33-4587-01A-11R-2125-07	TCGA-43-6771-01A-11R-1820-07	TCGA-60-2709-01A-21R-1820-07	TCGA-56-7580-01A-11R-2045-07	TCGA-77-8007-01A-11R-2187-07	TCGA-56-7823-01B-11R-2247-07	TCGA-51-4080-01A-01R-1100-07	TCGA-43-5670-01A-21R-2125-07	TCGA-22-4593-01A-21R-1820-07	TCGA-56-7579-01A-11R-2045-07	TCGA-22-5471-01A-01R-1635-07	TCGA-34-7107-01A-11R-1949-07	TCGA-56-8082-01A-11R-2247-07	TCGA-56-7222-01A-11R-2045-07
NM_020354|ENTPD7|chr10|+	chr10:101464208-101467053	101464358	0.83	0.77	0.86	0.82	0.89	0.84	0.88	0.89	0.87	0.78	NA	0.76	NA	NA	0.83	NA	0.81	0.87	0.87	0.80	NA	0.85	0.71	NA	0.89	0.84	0.84	0.76	NA	0.79	0.75	NA	0.86	NA	0.68	NA	0.79	0.94	0.74	0.83	0.87	NA	0.91	0.83	0.91	0.82	NA	NA	0.80	0.83	0.89
NM_006954|ZNF33A|chr10|+	chr10:38343302-38349020	38343452	0.57	NA	0.48	NA	NA	NA	NA	0.59	NA	NA	NA	0.39	0.60	NA	0.71	NA	NA	0.61	0.47	NA	0.52	0.47	0.49	0.62	0.75	0.75	NA	0.46	0.80	NA	0.54	0.48	0.50	0.52	NA	NA	0.44	0.75	NA	NA	0.48	0.67	0.58	NA	0.50	0.54	NA	0.53	NA	0.66	0.67
NM_032154|PCGF6|chr10|-	chr10:105062565-105063718	105062996	NA	NA	NA	0.99	1.00	0.74	0.80	0.87	NA	NA	NA	NA	NA	NA	NA	NA	0.86	NA	0.85	0.92	0.45	NA	0.86	0.74	0.89	0.96	0.96	0.69	NA	0.84	NA	0.72	0.96	NA	NA	0.94	0.81	1.00	0.65	0.79	NA	0.84	NA	0.73	0.97	NA	0.95	0.85	NA	NA	0.97
NM_004329|BMPR1A|chr10|+	chr10:88683350-88687770	88684895	0.17	0.18	0.19	0.35	0.19	0.19	0.25	0.13	0.24	NA	0.52	NA	NA	NA	0.15	0.18	0.22	0.18	0.26	0.27	0.22	0.19	0.14	0.20	0.24	0.18	0.23	0.13	0.18	0.28	0.20	0.15	0.15	0.21	0.23	0.18	0.20	0.11	0.17	0.23	0.30	0.21	0.21	0.21	0.19	0.15	0.20	0.18	0.25	0.18	0.30
NM_139046|MAPK8|chr10|+	chr10:49642921-49647384	49643078	0.27	0.34	NA	0.49	0.31	0.25	0.38	0.33	0.36	0.20	NA	0.27	0.30	NA	0.22	0.26	0.32	0.27	0.26	0.26	0.25	0.28	0.24	0.27	0.35	0.29	0.34	0.25	0.26	0.36	0.31	0.23	0.24	0.32	0.30	0.33	0.30	0.27	0.26	0.36	0.41	0.23	0.38	0.39	0.23	0.27	0.27	0.33	0.28	0.32	0.24
NM_003631|PARG|chr10|-	chr10:51026322-51027540	51027353	0.83	0.77	0.72	0.90	1.00	0.64	0.80	0.72	0.85	0.88	1.00	0.70	NA	NA	0.67	NA	0.75	0.73	0.88	0.86	0.73	0.71	0.62	0.63	0.83	0.79	0.83	0.52	0.74	0.70	0.85	0.68	0.85	0.87	0.65	0.78	0.85	0.76	0.75	0.83	0.93	0.73	0.94	0.82	0.95	0.73	0.92	0.87	0.61	0.82	0.86
NM_199168|CXCL12|chr10|-	chr10:44872574-44874171	44874010	0.77	0.85	0.83	0.90	NA	0.70	0.76	0.88	0.71	0.86	0.96	0.78	0.79	0.87	NA	0.76	0.76	0.86	0.73	0.76	0.87	0.76	0.61	0.73	NA	0.77	0.86	0.59	0.80	0.79	0.87	NA	0.70	0.81	0.83	NA	0.75	NA	NA	0.83	0.94	0.71	0.88	NA	NA	0.64	0.72	NA	0.70	NA	NA
NM_001278|CHUK|chr10|-	chr10:101948119-101949384	101949087	0.85	0.89	0.85	1.00	0.97	0.83	0.83	0.82	0.94	0.94	1.00	0.93	0.56	0.94	0.69	0.74	0.85	0.79	0.94	0.89	0.80	0.80	0.83	0.84	0.91	0.89	0.85	0.70	NA	0.87	1.00	0.77	0.78	0.88	0.86	0.93	0.88	0.82	0.81	0.91	1.00	0.81	0.94	0.96	1.00	0.80	1.00	1.00	0.93	0.90	0.87
NM_001243539|IL15RA|chr10|-	chr10:5994320-5995169	5994997	0.91	0.72	0.97	0.94	0.89	0.98	0.95	0.72	0.90	0.94	0.98	0.93	0.82	0.92	0.85	0.89	0.84	0.92	0.88	0.95	0.93	0.85	0.93	0.88	NA	1.00	0.75	0.95	NA	0.85	0.93	0.82	0.89	0.98	0.86	NA	0.92	0.99	0.92	0.86	0.99	0.81	NA	0.95	NA	0.92	0.97	0.97	0.82	NA	0.99
NM_004670|PAPSS2|chr10|+	chr10:89505588-89507487	89505738	0.80	0.84	0.80	0.86	0.85	NA	0.90	0.81	0.90	0.86	0.96	0.82	0.76	0.87	0.79	0.81	0.81	0.86	0.88	NA	0.79	0.81	0.75	0.78	0.88	0.86	NA	0.75	0.82	0.80	0.86	NA	0.83	0.90	0.82	NA	0.79	NA	0.81	0.81	0.92	0.82	NA	0.82	NA	0.79	NA	NA	NA	0.79	0.87
NM_004281|BAG3|chr10|+	chr10:121435975-121437323	121436846	0.73	0.90	0.79	0.91	1.00	0.79	0.94	0.72	0.88	0.95	1.00	0.91	0.64	0.84	0.82	0.79	0.67	0.83	0.88	0.89	0.58	0.79	0.83	0.80	0.94	0.98	0.84	0.72	0.83	0.85	0.80	0.80	0.95	0.95	0.84	0.92	0.72	0.92	0.75	0.75	0.98	0.69	0.78	0.90	0.99	0.77	0.95	1.00	0.69	0.82	0.94
NM_212554|METTL10|chr10|-	chr10:126446769-126449072	126448808	0.13	0.13	0.05	0.14	NA	0.11	0.16	0.15	0.22	0.12	0.19	0.06	0.14	NA	0.14	0.16	0.10	0.14	0.15	0.14	0.09	0.08	0.14	0.11	0.25	0.14	0.16	0.09	0.12	0.15	0.16	0.13	0.13	0.19	0.12	0.08	0.15	0.12	0.09	0.12	0.22	0.10	0.17	0.17	0.10	0.11	0.13	0.09	0.15	0.23	0.20
NM_019054|FAM35A|chr10|+	chr10:88950240-88951221	88950459	0.78	0.80	0.83	0.94	0.98	0.77	0.91	0.83	0.84	0.88	1.00	0.88	0.66	0.92	0.80	0.75	0.73	0.74	0.86	0.85	0.87	0.86	0.81	0.78	0.92	1.00	0.88	0.87	0.81	0.82	0.81	0.81	0.85	0.90	0.91	0.84	0.78	0.88	0.83	0.86	0.95	0.73	0.73	0.94	0.93	0.74	0.92	0.93	0.72	0.87	0.95
NM_012095|AP3M1|chr10|-	chr10:75880037-75883668	75881574	0.16	0.15	0.22	0.22	0.15	0.16	0.19	0.12	0.21	0.24	0.35	0.17	0.22	0.27	0.12	0.17	0.18	0.19	0.10	0.22	0.18	0.18	0.12	0.17	0.10	0.20	0.13	0.10	0.16	0.17	0.19	0.08	0.12	NA	0.19	0.19	0.24	0.17	0.14	0.21	0.17	0.18	0.15	0.09	0.16	0.22	0.23	0.15	0.11	0.09	0.11
NM_022039|FBXW4|chr10|-	chr10:103370425-103371167	103370773	0.99	0.86	0.95	0.90	1.00	0.89	0.95	0.78	1.00	1.00	1.00	0.96	0.86	1.00	0.98	0.96	0.81	0.89	0.86	1.00	0.97	0.92	0.85	0.90	0.95	1.00	0.98	0.80	0.96	0.91	0.91	0.87	1.00	1.00	0.95	1.00	0.94	1.00	0.92	0.79	0.99	0.99	0.95	0.90	1.00	0.83	1.00	1.00	0.88	0.94	1.00
NM_004747|DLG5|chr10|-	chr10:79550545-79552301	79551147	0.82	0.98	0.91	0.98	1.00	0.93	1.00	0.90	0.92	1.00	1.00	0.98	0.80	NA	0.88	0.91	0.84	0.90	0.94	0.98	0.84	0.88	0.96	0.91	0.98	0.97	0.97	0.85	0.88	0.92	0.99	0.90	0.98	0.98	0.98	0.97	0.92	0.97	0.93	0.93	1.00	0.90	0.82	0.94	1.00	0.86	0.97	0.99	0.79	0.95	1.00
NM_144590|ANKRD22|chr10|-	chr10:90579687-90582775	90582076	0.35	0.40	0.28	0.44	0.35	0.37	0.28	NA	0.43	0.29	0.25	0.27	NA	NA	0.33	0.31	0.32	0.40	NA	NA	NA	0.32	NA	0.33	NA	0.40	0.34	0.24	NA	0.31	0.33	0.37	0.28	0.25	0.37	NA	0.31	NA	0.27	NA	0.49	0.33	0.29	0.49	0.25	0.26	0.30	0.25	NA	0.45	0.30
NM_182751|MCM10|chr10|+	chr10:13251226-13253070	13251776	NA	0.63	0.40	0.51	NA	NA	0.47	0.44	NA	NA	NA	0.41	NA	NA	0.49	NA	NA	NA	0.38	NA	0.55	0.42	0.39	0.41	0.39	0.46	0.48	0.31	0.46	0.33	NA	0.48	0.43	0.34	NA	0.54	0.46	0.46	NA	NA	0.56	0.41	0.45	NA	0.31	0.44	0.47	0.39	0.39	0.56	0.53
NM_006459|ERLIN1|chr10|-	chr10:101909851-101912109	101911959	0.86	0.89	0.87	0.93	0.89	0.91	0.95	0.92	0.82	0.92	0.97	0.91	0.80	0.86	0.78	0.85	0.87	0.88	0.78	0.86	0.97	0.92	0.85	0.83	0.86	0.88	0.89	0.76	0.83	0.92	0.91	0.85	0.81	0.88	0.89	0.93	0.91	0.88	0.84	0.89	0.99	0.88	0.88	0.88	0.91	0.88	0.91	0.98	0.75	0.84	0.83
NM_021132|PPP3CB|chr10|-	chr10:75196430-75198178	75197772	0.76	0.85	0.66	0.98	0.99	0.77	0.92	0.89	0.97	0.93	1.00	0.76	0.59	0.90	0.68	0.78	0.66	0.88	0.87	0.86	0.65	0.73	0.59	0.66	0.97	0.99	0.90	0.56	0.75	0.86	0.94	0.83	0.86	1.00	0.76	0.99	0.72	0.81	0.66	0.76	0.99	0.70	1.00	0.87	0.97	0.71	0.90	0.91	0.62	0.88	0.96
NR_038937|LOC100505761|chr10|+	chr10:104215093-104216051	104215243	NA	NA	NA	0.92	0.97	0.80	NA	0.91	0.77	NA	NA	NA	NA	0.91	0.88	NA	NA	0.88	NA	0.95	0.89	0.79	0.82	0.78	0.95	0.85	NA	0.84	NA	0.87	NA	0.81	0.94	1.00	0.92	0.90	0.89	0.82	NA	0.96	0.99	0.81	NA	0.95	1.00	0.72	0.91	0.94	0.78	NA	NA
NM_005736|ACTR1A|chr10|-	chr10:104238983-104240722	104240469	0.85	0.79	0.83	0.86	0.83	0.82	0.84	0.83	0.84	0.86	0.90	0.84	0.80	0.87	0.76	0.81	0.80	0.82	0.78	0.82	0.87	0.83	0.82	0.80	0.75	0.84	0.85	0.80	0.77	0.84	0.87	0.78	0.80	0.80	0.87	0.87	0.86	0.81	0.84	0.83	0.89	0.77	0.81	0.76	0.83	0.78	0.85	0.84	0.85	0.86	0.88
NM_173540|FUT11|chr10|+	chr10:75535298-75540024	75535833	0.77	0.76	0.81	0.80	0.72	0.75	0.68	0.63	0.66	0.80	0.79	0.69	NA	NA	0.52	0.63	0.68	NA	0.53	0.77	0.74	0.73	0.61	0.57	0.67	0.65	0.76	0.46	0.60	0.55	0.88	NA	0.56	0.71	0.82	0.66	0.81	0.58	0.68	0.79	0.87	0.61	0.71	NA	0.58	0.66	0.66	0.72	0.69	0.64	0.60
NM_015235|CSTF2T|chr10|-	chr10:53455080-53459355	53457173	0.33	0.43	0.25	0.33	0.48	0.26	0.42	0.28	0.32	0.35	0.78	0.30	0.25	0.30	0.30	0.32	0.25	0.35	0.34	0.35	0.27	0.28	0.24	0.25	0.41	0.43	0.51	0.19	0.30	0.31	0.30	0.23	0.34	0.47	0.30	0.36	0.24	0.29	0.27	0.23	0.42	0.26	0.20	0.29	0.29	0.27	0.24	0.38	0.25	0.27	0.37
NM_001198778|CUL2|chr10|-	chr10:35297952-35299370	35298946	0.09	0.15	0.12	0.13	0.15	0.12	0.19	0.12	0.18	0.17	0.17	0.11	0.15	0.16	0.11	0.14	0.10	0.14	0.12	0.11	0.10	0.09	0.12	0.22	0.20	0.15	0.17	0.12	0.13	0.11	0.10	0.13	0.13	0.13	0.14	0.11	0.13	0.11	0.09	0.16	0.12	0.11	0.18	0.20	0.17	0.13	0.11	0.14	0.19	0.16	0.16
NM_006793|PRDX3|chr10|-	chr10:120927227-120928045	120927619	0.90	0.89	0.83	0.92	0.96	0.87	0.89	0.88	0.95	0.96	1.00	0.95	0.84	0.95	0.86	0.88	0.84	0.92	0.89	0.96	0.80	0.87	0.91	0.86	0.90	0.95	0.91	0.89	0.88	0.88	0.94	0.85	0.88	0.95	0.91	0.94	0.92	0.90	0.89	0.88	0.96	0.88	0.94	0.92	0.95	0.87	0.96	0.93	0.86	0.91	0.96
NM_016567|BCCIP|chr10|+	chr10:127541693-127542223	127541867	0.31	0.27	0.15	0.30	NA	0.24	0.18	0.29	0.25	0.18	0.38	0.19	0.25	0.28	0.23	0.13	NA	0.23	0.33	0.21	0.15	0.23	0.22	0.17	0.25	0.18	0.36	0.17	NA	0.28	0.22	0.21	0.23	0.30	0.18	0.14	0.20	0.16	NA	0.30	0.34	0.16	0.31	0.22	0.30	0.19	0.33	0.19	0.20	0.26	0.20
NM_001204880|UBE2D1|chr10|+	chr10:60128479-60130467	60129295	0.13	0.25	0.21	0.20	0.22	0.11	0.13	0.22	0.19	0.18	0.23	0.15	0.17	0.21	0.15	0.21	0.12	0.20	0.15	0.17	0.21	0.11	0.17	0.19	0.14	0.18	0.20	0.06	0.11	0.18	0.17	0.21	0.17	0.17	0.18	0.19	0.22	0.14	0.19	0.17	0.28	0.13	0.14	0.28	0.14	0.19	0.13	0.17	0.14	0.26	0.14
NM_004521|KIF5B|chr10|-	chr10:32297926-32300444	32300209	0.85	0.87	0.70	0.96	0.97	0.78	0.91	0.90	0.91	0.87	0.98	0.81	0.79	0.93	0.85	0.81	0.85	0.90	0.92	0.93	0.73	0.76	0.84	0.79	0.91	0.89	0.97	0.76	0.78	0.93	0.94	0.80	0.88	0.95	0.89	0.86	0.88	0.90	0.81	0.89	0.99	0.77	0.94	0.89	0.90	0.78	0.93	0.83	0.79	0.94	0.97
NM_015634|KIAA1279|chr10|+	chr10:70775296-70776729	70775676	0.88	0.99	0.98	1.00	0.98	0.98	0.92	1.00	0.96	0.97	1.00	0.96	0.77	0.95	0.90	0.90	0.83	0.98	0.90	0.94	0.97	0.99	0.89	0.88	0.95	0.97	0.97	0.82	0.86	0.98	0.95	0.94	0.93	1.00	0.96	1.00	0.94	0.92	0.90	0.93	0.95	0.87	0.93	0.98	1.00	0.94	0.97	1.00	0.90	0.91	0.98
NM_032776|JMJD1C|chr10|-	chr10:64926989-64927894	64927608	0.51	0.63	0.44	0.73	0.69	0.63	0.56	0.77	0.67	0.65	0.96	0.48	0.56	0.61	0.48	0.54	0.49	0.49	0.57	0.51	0.47	0.55	0.54	0.48	0.71	0.64	0.55	0.54	0.44	0.65	0.63	0.58	0.61	0.67	0.60	0.60	0.62	0.55	0.49	0.54	0.80	0.46	0.74	0.64	0.67	0.49	0.69	0.65	0.53	0.68	0.70
NR_003930|LOC387647|chr10|+	chr10:29709419-29716571	29711169	0.30	0.38	0.28	NA	0.23	0.27	0.31	NA	0.41	NA	0.41	0.25	0.26	NA	0.21	0.31	0.42	NA	0.27	0.40	0.25	0.28	0.28	0.37	0.30	0.38	NA	NA	0.33	0.18	0.45	NA	0.21	0.31	0.41	NA	0.27	0.34	0.23	NA	NA	NA	0.19	NA	NA	NA	0.23	0.23	0.26	0.22	0.31
NM_030971|SFXN3|chr10|+	chr10:102799245-102801001	102799397	0.93	0.97	0.97	0.94	0.96	0.96	0.96	0.93	0.90	0.97	0.99	0.96	0.92	0.96	0.93	0.94	0.95	0.94	0.96	0.92	0.99	0.94	0.94	0.94	0.98	0.95	0.93	0.91	NA	0.95	0.97	NA	0.94	0.98	0.93	0.97	0.92	NA	0.95	0.94	0.98	0.93	NA	0.92	0.97	0.92	0.97	0.96	0.93	NA	0.97
NM_004052|BNIP3|chr10|-	chr10:133780004-133782073	133781229	0.06	0.06	0.08	0.09	0.03	0.07	0.05	0.07	0.09	0.07	0.10	0.03	0.08	0.11	0.10	0.06	0.10	0.07	0.02	0.04	0.04	0.09	0.05	0.02	0.05	0.13	0.02	0.04	0.05	0.07	0.04	0.07	0.04	0.02	0.09	0.06	0.14	0.05	0.03	0.03	0.09	0.02	0.06	0.02	0.08	0.09	0.05	0.05	0.07	0.05	0.05
NM_012341|GTPBP4|chr10|+	chr10:1063014-1065833	1063495	0.09	0.08	0.07	0.10	0.07	0.13	0.07	0.11	0.13	0.08	0.12	0.07	0.12	0.14	0.06	0.12	0.14	0.14	0.05	0.09	0.10	0.09	0.05	0.10	0.09	0.13	0.09	0.07	0.11	0.07	0.07	0.07	0.06	0.07	0.12	0.08	0.09	0.08	0.06	0.09	0.10	0.10	0.09	0.12	0.08	0.09	0.06	0.08	0.07	0.10	0.06
NM_001380|DOCK1|chr10|+	chr10:129249595-129250773	129249981	0.76	0.85	0.76	0.88	0.95	0.68	0.92	0.67	0.96	0.92	1.00	0.79	0.60	0.83	0.78	0.84	0.62	0.70	0.87	0.92	0.68	0.65	0.71	0.61	0.90	0.87	0.85	0.63	0.80	0.83	0.66	0.64	0.95	0.92	0.73	0.91	0.65	0.91	0.66	0.60	0.91	0.68	0.73	NA	1.00	0.64	0.87	0.93	0.59	0.58	0.90
NM_139169|TRUB1|chr10|+	chr10:116734881-116737433	116735183	0.68	0.79	0.52	0.89	NA	0.57	0.79	0.84	0.85	0.83	NA	0.72	0.54	NA	0.72	0.62	0.66	0.85	0.80	0.84	0.61	0.59	0.75	0.69	0.82	0.76	0.85	0.65	0.66	0.86	0.84	0.64	0.81	0.93	0.76	0.76	0.72	0.77	0.74	0.64	0.92	0.64	0.86	0.79	0.86	0.63	0.81	0.76	0.63	0.76	0.88
NM_030759|NRBF2|chr10|+	chr10:64913270-64914779	64914277	0.64	0.66	0.71	0.78	0.99	0.68	0.77	0.63	0.81	0.82	1.00	0.83	0.62	0.87	0.63	0.62	0.57	0.75	0.71	0.76	0.89	0.68	0.61	0.59	0.78	0.91	0.75	0.56	0.58	0.67	0.82	0.67	0.81	0.91	0.75	0.76	0.79	0.74	0.68	0.69	0.98	0.56	0.80	0.70	0.92	0.68	0.94	0.89	0.55	0.70	0.82
NM_000314|PTEN|chr10|+	chr10:89725043-89731657	89728497	0.20	0.18	0.14	0.20	0.18	0.19	0.21	0.17	0.32	0.19	0.21	0.17	0.13	0.30	0.18	0.20	0.18	0.20	0.16	0.23	0.16	0.15	0.21	0.22	0.21	0.44	0.28	0.20	0.18	0.15	0.24	0.16	0.17	0.17	0.25	0.17	0.18	0.26	0.15	0.24	0.23	0.16	0.10	0.21	0.10	0.23	0.19	0.16	0.17	NA	0.15
NM_015892|CHST15|chr10|-	chr10:125767189-125769855	125769705	0.90	0.94	0.91	0.93	0.91	0.92	1.00	0.97	0.90	0.96	0.89	0.90	0.89	NA	0.92	0.85	0.93	0.97	0.90	1.00	0.83	0.92	0.95	0.90	0.96	NA	0.91	0.92	NA	0.93	0.95	NA	0.97	0.94	0.90	0.96	0.95	NA	0.94	0.93	0.97	0.92	0.89	NA	0.93	0.87	0.90	0.98	0.84	0.92	NA
NM_002313|ABLIM1|chr10|-	chr10:116190854-116196132	116195828	0.87	0.92	0.84	0.87	0.88	0.91	0.85	0.87	0.89	0.84	0.80	0.89	0.85	0.90	0.87	0.86	0.85	0.93	0.88	0.88	0.88	0.88	0.86	0.87	0.92	0.91	0.91	0.83	0.87	0.88	0.88	0.89	0.88	0.83	0.90	0.90	0.86	0.87	0.89	0.89	0.91	0.89	0.85	0.91	0.89	0.87	0.87	0.82	0.88	0.85	0.90
NM_003873|NRP1|chr10|-	chr10:33466353-33469293	33468164	0.93	1.00	0.89	0.99	1.00	0.93	1.00	0.96	0.99	0.98	1.00	0.93	0.76	1.00	0.97	0.93	0.86	0.97	0.98	0.99	0.96	0.90	0.89	0.89	0.99	0.97	0.98	0.78	0.93	0.97	0.94	0.93	0.96	1.00	0.94	NA	0.90	1.00	0.86	0.94	1.00	0.93	0.96	0.99	0.99	0.87	1.00	NA	0.80	0.95	1.00
NM_022466|IKZF5|chr10|-	chr10:124750323-124754239	124753434	0.50	NA	NA	0.79	NA	0.41	NA	0.52	0.72	NA	NA	NA	NA	NA	0.49	NA	NA	0.69	0.47	NA	0.33	NA	NA	0.48	0.65	0.71	NA	0.34	0.49	0.61	0.63	0.46	NA	NA	NA	NA	0.51	0.62	0.47	0.47	NA	0.50	NA	NA	0.63	0.50	0.70	NA	0.38	NA	0.56
NM_014472|C10orf28|chr10|+	chr10:100003847-100004642	100004045	0.98	0.92	0.87	0.91	0.96	0.82	0.83	0.81	1.00	1.00	1.00	0.92	NA	0.87	0.86	0.75	0.78	0.97	0.83	0.98	0.95	0.93	0.78	0.84	0.73	0.81	0.86	0.90	NA	0.72	1.00	0.93	0.93	0.96	1.00	1.00	0.99	0.88	1.00	0.77	0.90	0.98	0.91	0.87	1.00	0.70	1.00	1.00	0.88	0.78	0.66
NM_004966|HNRNPF|chr10|-	chr10:43881119-43883384	43881977	0.71	0.80	0.59	0.95	1.00	0.59	0.94	0.75	0.95	0.96	1.00	0.81	0.50	0.89	0.69	0.69	0.56	0.81	0.90	0.90	0.74	0.59	0.67	0.57	0.99	0.92	0.89	0.53	0.73	0.84	0.82	0.55	0.91	1.00	0.76	0.92	0.68	0.87	0.60	0.64	1.00	0.66	0.83	0.81	1.00	0.54	1.00	0.95	0.53	0.75	1.00
NM_033637|BTRC|chr10|+	chr10:103312911-103317071	103313703	0.53	0.76	0.62	0.70	0.72	0.78	NA	0.59	0.91	NA	0.54	NA	NA	NA	0.84	NA	NA	0.81	0.53	NA	0.75	0.53	NA	0.56	0.72	0.91	0.71	0.37	NA	NA	NA	0.51	NA	0.55	0.68	0.69	0.71	NA	0.48	NA	0.59	0.62	NA	NA	0.36	0.66	0.75	0.49	0.54	0.53	NA
NM_001145547|RBM17|chr10|+	chr10:6157415-6158737	6157630	0.12	0.13	0.12	0.14	0.10	0.13	0.12	0.10	0.18	0.12	0.12	0.07	0.12	0.30	0.14	0.17	0.17	0.21	0.12	0.12	0.14	0.10	0.13	0.11	0.13	0.23	0.12	0.05	0.13	0.13	0.19	0.10	0.08	0.09	0.17	0.10	0.17	0.17	0.07	0.15	0.16	0.12	0.06	0.16	0.12	0.14	0.08	0.08	0.07	0.13	0.11
NM_178858|SFXN2|chr10|+	chr10:104497419-104499974	104498878	NA	NA	NA	NA	NA	NA	NA	0.07	NA	0.07	NA	NA	NA	NA	NA	NA	NA	0.06	NA	0.07	0.11	0.07	NA	0.04	0.08	0.13	NA	0.07	NA	0.06	NA	0.07	0.07	NA	NA	0.09	0.05	0.07	NA	0.07	0.09	0.05	NA	0.04	0.07	0.05	0.06	0.06	0.06	0.03	NA
NM_003635|NDST2|chr10|-	chr10:75561672-75562334	75562040	0.61	0.65	0.76	0.65	0.79	0.75	NA	0.61	0.76	0.91	1.00	0.94	0.56	0.83	0.59	0.79	0.61	0.71	0.59	0.73	0.69	0.73	0.85	0.69	0.62	0.71	0.82	0.64	0.93	0.55	0.89	0.74	0.65	0.76	0.71	0.89	0.82	0.76	0.81	0.61	0.82	0.62	0.62	0.63	0.84	0.64	0.74	0.90	0.68	0.72	0.79
NM_178815|ARL5B|chr10|+	chr10:18964096-18970589	18964861	NA	0.84	0.77	NA	NA	NA	0.85	0.80	0.91	NA	NA	0.73	NA	NA	0.88	0.80	0.77	NA	0.71	0.87	0.71	0.79	0.86	0.79	0.87	0.88	0.83	0.59	0.77	0.82	NA	0.72	0.76	0.87	NA	NA	0.80	0.85	0.72	NA	0.87	0.73	0.72	0.85	0.48	NA	0.85	NA	0.71	0.92	0.93
NM_198046|ZDHHC16|chr10|+	chr10:99216533-99217156	99216831	0.99	0.96	0.99	0.86	0.85	0.97	0.85	0.85	0.89	1.00	0.99	1.00	0.84	0.97	0.87	0.92	0.79	0.93	0.71	0.93	0.94	0.97	0.89	0.99	0.91	0.88	0.72	0.95	0.95	0.87	0.93	0.89	0.89	1.00	0.95	1.00	0.85	0.99	0.97	0.81	0.87	1.00	0.77	0.69	1.00	0.95	0.95	0.98	0.87	0.92	0.90
NM_145021|MARCH8|chr10|-	chr10:45950021-45953991	45953647	0.89	0.89	NA	NA	0.98	NA	0.92	0.90	0.89	0.90	NA	0.90	0.85	NA	0.81	0.91	0.90	NA	0.79	0.95	NA	0.90	NA	0.91	0.91	0.91	0.80	0.84	0.91	NA	0.95	NA	0.88	0.92	0.93	NA	0.86	0.88	0.90	0.97	NA	0.85	0.94	NA	0.90	0.95	NA	NA	0.92	0.85	0.77
NM_018232|FAM21B|chr10|+	chr10:47948713-47949415	47948863	0.74	0.64	0.84	0.78	0.74	0.67	0.77	0.67	0.60	0.85	0.88	0.88	0.68	0.86	0.83	0.66	0.72	0.82	0.70	0.87	0.69	0.64	0.88	0.76	0.82	0.88	0.77	0.72	0.69	0.59	0.65	0.77	0.80	0.96	0.48	0.68	0.71	0.66	0.86	0.87	0.84	0.78	0.69	0.81	0.74	0.68	0.81	0.64	0.64	0.68	0.80
NM_012420|IFIT5|chr10|+	chr10:91176961-91180771	91178494	0.54	NA	NA	0.85	0.81	NA	0.77	0.62	0.66	NA	0.99	NA	NA	0.71	0.49	0.55	0.48	0.62	0.64	NA	NA	0.50	0.59	0.55	0.67	0.70	0.76	0.46	NA	0.52	0.65	0.48	0.63	0.80	0.57	0.64	0.49	0.61	0.47	0.70	NA	0.41	NA	0.55	0.85	0.41	0.72	0.70	0.46	0.61	0.79
NM_007373|SHOC2|chr10|+	chr10:112771367-112773451	112771608	0.77	0.85	0.57	0.95	0.95	0.65	0.90	0.88	0.79	0.85	0.98	0.70	0.69	0.88	0.71	0.74	0.75	0.81	0.91	0.82	0.65	0.65	0.83	0.73	0.87	0.83	0.90	0.72	0.80	0.84	0.86	0.74	0.85	0.94	0.86	0.83	0.84	0.75	0.70	0.77	0.96	0.75	0.93	0.86	0.89	0.71	0.91	0.78	0.74	0.87	0.95
